"X10";"X9";"X25";"X13";"X23";"X24";"X16";"X2";"X18";"X1";"X15";"X6";"X5";"X14";"X26";"X20";"X7";"X12";"X21";"X8";"X3";"X4";"X22";"X17";"X19";"X11";"generation"
10;9;25;13;23;24;16;2;18;1;15;6;5;14;26;20;7;12;21;8;3;4;22;17;19;11;1
15;17;9;13;23;5;16;2;18;1;8;6;24;21;26;20;7;25;4;22;12;10;14;11;19;3;1
26;1;13;23;7;19;21;16;9;10;8;18;5;14;3;11;20;25;4;22;12;24;6;15;2;17;1
7;11;1;3;23;19;21;14;9;10;25;18;13;20;5;12;16;4;8;15;17;24;6;22;2;26;1
22;11;6;23;7;13;21;14;9;10;25;18;19;20;5;12;16;4;8;15;17;24;2;3;1;26;1
26;1;3;23;15;2;6;14;9;24;8;18;13;16;5;17;20;25;4;22;12;10;21;7;19;11;1
8;17;9;13;12;24;10;2;18;1;15;6;5;14;3;11;20;25;4;22;23;16;21;7;19;26;1
8;15;7;14;21;26;24;6;2;13;19;17;5;11;23;18;20;25;4;22;12;10;1;16;3;9;1
24;19;7;14;21;26;11;6;9;10;25;18;13;20;5;12;16;4;8;15;17;23;1;22;3;2;1
26;6;13;17;7;19;21;14;9;10;25;18;3;20;5;12;24;4;8;15;23;16;1;22;2;11;1
25;12;9;13;23;10;20;19;18;1;7;21;5;14;3;26;16;4;8;15;17;24;6;22;2;11;1
26;1;3;23;7;19;16;2;18;10;25;9;13;20;5;12;21;4;8;15;17;24;6;22;14;11;1
17;24;13;9;8;2;18;16;23;1;15;6;5;14;3;11;20;25;4;22;12;10;21;7;19;26;1
8;17;9;13;23;24;16;19;18;1;15;6;5;14;3;11;20;25;4;7;12;10;21;22;2;26;1
10;9;25;18;23;11;5;13;4;3;8;1;19;21;26;20;7;12;14;15;17;24;6;22;2;16;1
26;1;10;23;7;19;5;13;4;3;8;18;14;20;21;12;16;9;25;15;17;24;6;22;2;11;1
17;7;9;13;23;24;16;2;18;1;15;6;5;14;3;11;20;25;4;22;12;10;26;19;8;21;1
1;17;9;13;23;7;25;19;8;18;4;24;11;22;10;21;15;20;5;2;12;3;16;6;14;26;1
8;15;7;14;21;26;4;6;2;13;19;20;5;11;25;18;17;12;24;10;23;16;1;22;3;9;1
8;15;7;14;21;26;4;6;2;13;19;20;5;11;25;18;17;12;24;10;23;16;1;22;3;9;1
8;17;9;13;23;24;16;2;18;1;15;6;5;14;3;11;20;25;4;22;12;10;21;7;19;26;1
8;17;9;13;23;24;16;2;18;1;15;6;5;14;3;11;20;25;4;22;12;10;21;7;19;26;1
