"X9L";"X30L";"X2L";"X16L";"X20L";"X13L";"X21L";"X15L";"X18L";"X19L";"X12L";"X22L";"X3L";"X29L";"X5L";"X7L";"X28L";"X11L";"X24L";"X1L";"X27L";"X6L";"X8L";"X17L";"X25L";"X14L";"X31L";"X32L";"X4L";"X23L";"X10L";"X26L"
9;30;2;16;20;13;21;15;18;19;12;22;3;29;5;7;28;11;24;1;27;6;8;17;25;14;31;32;4;23;10;26
9;30;2;16;20;13;21;15;28;19;12;22;3;29;5;7;18;11;24;1;27;6;8;17;25;14;31;32;4;23;10;26
9;30;2;16;20;13;21;15;28;19;12;22;3;29;5;7;18;11;24;1;27;6;8;17;25;14;31;32;4;23;10;26
9;30;2;16;20;13;21;15;28;19;12;22;3;29;5;7;18;11;24;1;27;6;8;17;26;14;31;32;4;23;10;25
9;30;2;16;20;13;21;15;28;19;12;22;3;29;5;7;18;11;24;1;27;6;8;17;26;14;31;32;4;23;10;25
9;30;2;16;20;13;21;15;28;19;12;22;3;29;5;7;18;11;24;1;27;6;8;17;26;14;25;32;4;23;10;31
9;30;2;16;20;13;21;15;28;19;12;22;3;29;5;7;18;11;24;1;27;6;8;17;26;14;25;32;4;23;10;31
9;30;2;16;20;13;21;15;4;19;12;22;3;29;5;7;18;11;24;1;27;6;8;17;26;14;25;32;28;23;10;31
9;30;2;16;20;13;21;15;4;19;12;22;3;29;5;7;18;11;24;1;27;6;8;17;26;14;25;32;28;23;10;31
9;30;2;16;24;13;21;15;4;19;12;22;3;29;5;7;18;11;20;1;27;6;8;17;26;14;25;32;28;23;10;31
9;30;2;16;24;13;21;15;4;19;12;22;3;29;5;7;18;11;20;1;27;6;8;17;26;14;25;32;28;23;10;31
9;30;2;16;24;13;21;15;4;25;12;22;3;29;5;7;18;11;20;1;27;6;8;17;26;14;19;32;28;23;10;31
9;30;2;16;24;13;21;15;4;25;12;22;3;29;5;7;18;11;20;1;27;6;8;17;26;14;19;32;28;23;10;31
9;30;2;16;18;13;21;15;4;25;12;22;3;29;5;7;24;11;20;1;27;6;8;17;26;14;19;32;28;23;10;31
9;30;2;16;18;13;21;15;4;25;12;22;3;29;5;7;24;11;20;1;27;6;8;17;26;14;19;32;28;23;10;31
9;30;2;7;18;13;21;15;4;25;12;22;3;29;5;16;24;11;20;1;27;6;8;17;26;14;19;32;28;23;10;31
9;30;2;7;18;13;21;15;4;25;12;22;3;29;5;16;24;11;20;1;27;6;8;17;26;14;19;32;28;23;10;31
9;30;2;7;18;13;21;15;4;25;12;22;3;29;5;16;6;11;20;1;27;24;8;17;26;14;19;32;28;23;10;31
9;30;2;7;18;13;21;15;4;25;12;22;3;29;5;16;6;11;20;1;27;24;8;17;26;14;19;32;28;23;10;31
9;30;2;7;18;13;21;15;4;25;12;22;3;29;5;16;6;11;20;1;27;24;8;17;32;14;19;26;28;23;10;31
9;30;2;7;18;13;21;15;4;25;12;22;3;29;5;16;6;11;20;1;27;24;8;17;32;14;19;26;28;23;10;31
9;30;18;7;2;13;21;15;4;25;12;22;3;29;5;16;6;11;20;1;27;24;8;17;32;14;19;26;28;23;10;31
9;30;18;7;2;13;21;15;4;25;12;22;3;29;5;16;6;11;20;1;27;24;8;17;32;14;19;26;28;23;10;31
23;30;18;7;2;13;21;15;4;25;12;22;3;29;5;16;6;11;20;1;27;24;8;17;32;14;19;26;28;9;10;31
23;30;18;7;2;13;21;15;4;25;12;22;3;29;5;16;6;11;20;1;27;24;8;17;32;14;19;26;28;9;10;31
23;30;18;7;28;13;21;15;4;25;12;22;3;29;5;16;6;11;20;1;27;24;8;17;32;14;19;26;2;9;10;31
23;30;18;7;28;13;21;15;4;25;12;22;3;29;5;16;6;11;20;1;27;24;8;17;32;14;19;26;2;9;10;31
23;30;18;7;28;12;21;15;4;25;13;22;3;29;5;16;6;11;20;1;27;24;8;17;32;14;19;26;2;9;10;31
23;30;18;7;28;12;21;15;4;25;13;22;3;29;5;16;6;11;20;1;27;24;8;17;32;14;19;26;2;9;10;31
23;30;18;7;28;12;21;15;4;5;13;22;3;29;25;16;6;11;20;1;27;24;8;17;32;14;19;26;2;9;10;31
23;30;18;7;28;12;21;15;4;5;13;22;3;29;25;16;6;11;20;1;27;24;8;17;32;14;19;26;2;9;10;31
25;30;18;7;28;12;21;15;4;5;13;22;3;29;23;16;6;11;20;1;27;24;8;17;32;14;19;26;2;9;10;31
25;30;18;7;28;12;21;15;4;5;13;22;3;29;23;16;6;11;20;1;27;24;8;17;32;14;19;26;2;9;10;31
25;30;18;7;28;12;21;15;4;5;9;22;3;29;23;16;6;11;20;1;27;24;8;17;32;14;19;26;2;13;10;31
25;30;18;7;28;12;21;15;4;5;9;22;3;29;23;16;6;11;20;1;27;24;8;17;32;14;19;26;2;13;10;31
25;30;18;7;28;12;6;15;4;5;9;22;3;29;23;16;21;11;20;1;27;24;8;17;32;14;19;26;2;13;10;31
25;30;18;7;28;12;6;15;4;5;9;22;3;29;23;16;21;11;20;1;27;24;8;17;32;14;19;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;9;22;15;29;23;16;21;11;20;1;27;24;8;17;32;14;19;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;9;22;15;29;23;16;21;11;20;1;27;24;8;17;32;14;19;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;17;22;15;29;23;16;21;11;20;1;27;24;8;9;32;14;19;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;17;22;15;29;23;16;21;11;20;1;27;24;8;9;32;14;19;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;17;22;15;29;23;16;21;11;20;1;27;24;8;9;32;19;14;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;17;22;15;29;23;16;21;11;20;1;27;24;8;9;32;19;14;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;17;22;15;29;23;16;21;11;27;1;20;24;8;9;32;19;14;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;17;22;15;29;23;16;21;11;27;1;20;24;8;9;32;19;14;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;17;22;15;19;23;16;21;11;27;1;20;24;8;9;32;29;14;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;17;22;15;19;23;16;21;11;27;1;20;24;8;9;32;29;14;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;17;24;15;19;23;16;21;11;27;1;20;22;8;9;32;29;14;26;2;13;10;31
25;30;18;7;28;12;6;3;4;5;17;24;15;19;23;16;21;11;27;1;20;22;8;9;32;29;14;26;2;13;10;31
25;30;18;7;28;12;6;13;4;5;17;24;15;19;23;16;21;11;27;1;20;22;8;9;32;29;14;26;2;3;10;31
25;30;18;7;28;12;6;13;4;5;17;24;15;19;23;16;21;11;27;1;20;22;8;9;32;29;14;26;2;3;10;31
25;30;18;7;28;12;6;13;4;5;17;24;15;19;23;16;21;31;27;1;20;22;8;9;32;29;14;26;2;3;10;11
25;30;18;7;28;12;6;13;4;5;17;24;15;19;23;16;21;31;27;1;20;22;8;9;32;29;14;26;2;3;10;11
25;30;18;7;23;12;6;13;4;5;17;24;15;19;28;16;21;31;27;1;20;22;8;9;32;29;14;26;2;3;10;11
25;30;18;7;23;12;6;13;4;5;17;24;15;19;28;16;21;31;27;1;20;22;8;9;32;29;14;26;2;3;10;11
25;30;18;7;23;2;6;13;4;5;17;24;15;19;28;16;21;31;27;1;20;22;8;9;32;29;14;26;12;3;10;11
25;30;18;7;23;2;6;13;4;5;17;24;15;19;28;16;21;31;27;1;20;22;8;9;32;29;14;26;12;3;10;11
19;30;18;7;23;2;6;13;4;5;17;24;15;25;28;16;21;31;27;1;20;22;8;9;32;29;14;26;12;3;10;11
19;30;18;7;23;2;6;13;4;5;17;24;15;25;28;16;21;31;27;1;20;22;8;9;32;29;14;26;12;3;10;11
19;30;18;7;23;2;1;13;4;5;17;24;15;25;28;16;21;31;27;6;20;22;8;9;32;29;14;26;12;3;10;11
19;30;18;7;23;2;1;13;4;5;17;24;15;25;28;16;21;31;27;6;20;22;8;9;32;29;14;26;12;3;10;11
19;30;18;7;23;2;1;13;4;5;17;24;20;25;28;16;21;31;27;6;15;22;8;9;32;29;14;26;12;3;10;11
19;30;18;7;23;2;1;13;4;5;17;24;20;25;28;16;21;31;27;6;15;22;8;9;32;29;14;26;12;3;10;11
19;30;18;7;23;2;1;31;4;5;17;24;20;25;28;16;21;13;27;6;15;22;8;9;32;29;14;26;12;3;10;11
19;30;18;7;23;2;1;31;4;5;17;24;20;25;28;16;21;13;27;6;15;22;8;9;32;29;14;26;12;3;10;11
19;30;18;7;23;2;1;31;15;5;17;24;20;25;28;16;21;13;27;6;4;22;8;9;32;29;14;26;12;3;10;11
19;30;18;7;23;2;1;31;15;5;17;24;20;25;28;16;21;13;27;6;4;22;8;9;32;29;14;26;12;3;10;11
19;32;18;7;23;2;1;31;15;5;17;24;20;25;28;16;21;13;27;6;4;22;8;9;30;29;14;26;12;3;10;11
19;32;18;7;23;2;1;31;15;5;17;24;20;25;28;16;21;13;27;6;4;22;8;9;30;29;14;26;12;3;10;11
19;32;18;7;23;2;1;31;15;5;17;24;20;25;28;16;21;13;27;6;22;4;8;9;30;29;14;26;12;3;10;11
19;32;18;7;23;2;1;31;15;5;17;24;20;25;28;16;21;13;27;6;22;4;8;9;30;29;14;26;12;3;10;11
19;32;18;7;23;2;1;31;15;9;17;24;20;25;28;16;21;13;27;6;22;4;8;5;30;29;14;26;12;3;10;11
19;32;18;7;23;2;1;31;15;9;17;24;20;25;28;16;21;13;27;6;22;4;8;5;30;29;14;26;12;3;10;11
19;32;18;7;23;2;1;31;15;9;17;24;20;25;28;16;21;13;10;6;22;4;8;5;30;29;14;26;12;3;27;11
19;32;18;7;23;2;1;31;15;9;17;24;20;25;28;16;21;13;10;6;22;4;8;5;30;29;14;26;12;3;27;11
19;32;18;30;23;2;1;31;15;9;17;24;20;25;28;16;21;13;10;6;22;4;8;5;7;29;14;26;12;3;27;11
19;32;18;30;23;2;1;31;15;9;17;24;20;25;28;16;21;13;10;6;22;4;8;5;7;29;14;26;12;3;27;11
19;32;18;30;23;2;1;31;15;9;17;24;20;25;28;29;21;13;10;6;22;4;8;5;7;16;14;26;12;3;27;11
19;32;18;30;23;2;1;31;15;9;17;24;20;25;28;29;21;13;10;6;22;4;8;5;7;16;14;26;12;3;27;11
19;32;18;30;23;2;1;31;15;9;17;24;20;25;28;29;21;3;10;6;22;4;8;5;7;16;14;26;12;13;27;11
19;32;18;30;23;2;1;31;15;9;17;24;20;25;28;29;21;3;10;6;22;4;8;5;7;16;14;26;12;13;27;11
19;32;18;30;23;2;1;28;15;9;17;24;20;25;31;29;21;3;10;6;22;4;8;5;7;16;14;26;12;13;27;11
19;32;18;30;23;2;1;28;15;9;17;24;20;25;31;29;21;3;10;6;22;4;8;5;7;16;14;26;12;13;27;11
19;32;18;30;23;2;1;28;15;9;17;24;20;25;31;29;7;3;10;6;22;4;8;5;21;16;14;26;12;13;27;11
19;32;18;30;23;2;1;28;15;9;17;24;20;25;31;29;7;3;10;6;22;4;8;5;21;16;14;26;12;13;27;11
19;32;18;30;23;2;1;28;15;9;17;24;20;25;31;14;7;3;10;6;22;4;8;5;21;16;29;26;12;13;27;11
19;32;18;30;23;2;1;28;15;9;17;24;20;25;31;14;7;3;10;6;22;4;8;5;21;16;29;26;12;13;27;11
19;32;18;30;23;2;1;28;15;9;17;24;20;29;31;14;7;3;10;6;22;4;8;5;21;16;25;26;12;13;27;11
19;32;18;30;23;2;1;28;15;9;17;24;20;29;31;14;7;3;10;6;22;4;8;5;21;16;25;26;12;13;27;11
19;32;18;30;23;2;31;28;15;9;17;24;20;29;1;14;7;3;10;6;22;4;8;5;21;16;25;26;12;13;27;11
19;32;18;30;23;2;31;28;15;9;17;24;20;29;1;14;7;3;10;6;22;4;8;5;21;16;25;26;12;13;27;11
11;32;18;30;23;2;31;28;15;9;17;24;20;29;1;14;7;3;10;6;22;4;8;5;21;16;25;26;12;13;27;19
11;32;18;30;23;2;31;28;15;9;17;24;20;29;1;14;7;3;10;6;22;4;8;5;21;16;25;26;12;13;27;19
