"X24";"X19";"X13";"X6";"X18";"X4";"X3";"X22";"X10";"X5";"X8";"X7";"X14";"X9";"X16";"X25";"X2";"X26";"X20";"X23";"X17";"X12";"X1";"X21";"X11";"X15";"generation"
24;19;13;6;18;4;3;22;10;5;8;7;14;9;16;25;2;26;20;23;17;12;1;21;11;15;1
2;19;13;21;1;12;3;22;10;5;18;23;26;7;9;14;15;20;25;24;17;16;4;8;11;6;1
9;1;22;11;14;21;4;18;20;7;6;3;5;12;19;2;13;23;8;10;26;24;17;16;25;15;1
24;19;13;21;1;18;3;22;10;5;8;7;14;17;16;11;6;26;20;23;12;4;9;2;25;15;1
24;19;13;21;1;12;3;15;4;17;5;9;2;25;18;7;14;26;20;23;16;10;8;6;11;22;1
24;19;13;21;1;12;3;22;10;5;8;7;14;9;18;25;2;20;17;23;6;16;4;11;15;26;1
20;8;24;1;15;11;17;3;16;2;7;4;25;19;6;23;18;14;9;13;22;26;10;5;21;12;1
24;19;13;21;1;12;3;22;10;5;8;7;14;9;16;25;2;26;20;23;18;4;17;6;11;15;1
24;19;13;21;1;12;3;22;10;5;8;7;14;9;16;25;2;26;20;23;18;4;17;6;11;15;1
24;19;13;21;1;12;3;22;10;5;8;7;14;9;16;25;2;26;20;23;18;4;17;6;11;15;1
11;19;13;21;1;12;3;22;10;5;8;7;14;9;16;25;2;26;20;23;18;4;17;6;24;15;1
22;19;1;6;13;26;11;15;16;10;5;9;2;25;21;7;14;20;8;23;18;4;17;3;24;12;1
14;17;22;1;15;21;4;18;20;7;16;3;5;12;19;6;13;23;8;10;26;24;9;2;11;25;1
17;1;22;11;14;25;4;18;20;7;16;3;2;12;19;6;13;23;8;9;26;24;10;5;21;15;1
6;19;10;21;1;12;3;22;13;5;8;7;14;9;16;25;4;15;11;24;17;2;18;23;26;20;1
24;19;13;21;1;12;3;22;10;5;8;7;14;9;18;25;4;26;20;23;16;2;17;6;11;15;1
24;19;13;21;1;12;3;22;10;5;8;7;14;15;16;25;2;26;20;23;18;4;17;6;11;9;1
24;19;13;21;1;12;3;22;10;5;8;7;14;9;16;25;2;26;20;23;18;4;17;6;11;15;1
24;19;13;21;1;12;3;22;10;5;8;7;14;9;16;25;2;26;20;23;18;4;17;6;11;15;1
24;19;13;21;1;12;3;22;10;5;8;7;14;9;16;25;2;26;20;23;18;4;17;6;11;15;1
22;19;1;6;13;8;11;15;4;17;5;9;2;25;18;7;14;26;20;23;21;16;10;3;24;12;1
11;19;13;21;1;12;6;22;17;5;8;7;14;9;4;25;2;26;20;23;18;16;10;3;24;15;1
22;19;1;6;23;26;11;15;4;17;5;9;2;25;18;7;14;20;8;13;21;16;10;3;24;12;1
22;19;1;6;23;26;11;15;4;17;5;9;2;25;18;7;14;20;8;13;21;16;10;3;24;12;1
24;19;4;21;1;26;3;22;10;5;8;7;14;9;16;25;2;12;15;23;11;13;17;6;18;20;1
7;4;14;20;10;22;26;24;9;17;19;5;6;1;16;25;2;12;15;23;11;13;21;3;8;18;1
23;15;6;19;21;12;3;22;10;5;8;7;14;24;1;11;2;20;25;16;18;9;4;17;13;26;1
6;23;14;19;21;16;15;13;5;1;26;25;3;24;10;11;2;20;7;12;18;9;4;17;22;8;1
24;19;13;21;1;12;3;22;10;5;8;7;15;9;16;25;2;26;20;23;18;4;17;6;11;14;1
24;19;13;21;1;12;3;22;10;5;8;7;14;9;16;25;2;26;20;23;18;4;17;6;11;15;1
12;19;24;1;3;26;11;15;4;17;5;9;2;25;18;7;14;20;8;13;21;16;10;23;22;6;1
22;26;1;20;15;11;17;3;16;2;7;4;25;19;6;23;18;14;8;13;21;9;10;5;24;12;1
22;19;1;6;23;26;11;15;4;17;5;9;2;25;18;7;14;20;8;13;21;16;10;3;24;12;1
22;19;1;6;13;8;11;15;21;17;5;7;14;9;16;25;2;26;20;23;18;4;10;3;24;12;1
24;19;23;11;1;12;3;18;17;6;8;7;14;9;16;25;2;4;20;13;22;26;10;5;21;15;1
12;8;24;1;15;11;10;3;16;2;7;14;25;19;5;13;22;26;20;23;18;4;17;6;21;9;1
11;19;23;4;1;12;6;22;17;5;26;9;2;25;18;7;14;20;8;13;21;16;10;3;24;15;1
22;19;1;3;13;8;11;15;16;10;5;9;14;7;21;25;2;26;20;23;18;4;17;6;24;12;1
17;1;22;11;14;21;4;10;8;7;19;3;5;9;16;25;2;26;20;23;18;24;12;13;6;15;1
24;19;13;21;1;12;2;18;20;7;8;5;14;9;16;25;4;26;10;23;22;3;17;6;11;15;1
24;19;1;6;23;26;11;15;4;17;5;9;2;25;18;7;14;20;8;13;21;16;10;12;3;22;1
22;19;1;3;23;26;24;12;16;10;5;9;2;25;18;7;14;20;8;13;21;4;17;6;11;15;1
