"X59";"X27";"X53";"X36";"X19";"X9";"X20";"X7";"X47";"X48";"X14";"X35";"X61";"X24";"X6";"X34";"X25";"X4";"X2";"X10";"X23";"X56";"X3";"X16";"X62";"X40";"X17";"X28";"X52";"X54";"X26";"X15";"X38";"X57";"X37";"X33";"X43";"X41";"X30";"X42";"X60";"X49";"X1";"X21";"X63";"X18";"X51";"X11";"X46";"X39";"X13";"X32";"X8";"X44";"X55";"X58";"X29";"X31";"X64";"X22";"X5";"X50";"X45";"X12";"generation"
59;27;53;36;19;9;20;7;47;48;14;35;61;24;6;34;25;4;2;10;23;56;3;16;62;40;17;28;52;54;26;15;38;57;37;33;43;41;30;42;60;49;1;21;63;18;51;11;46;39;13;32;8;44;55;58;29;31;64;22;5;50;45;12;1
63;31;38;60;27;7;57;41;11;48;14;35;61;24;6;34;25;4;2;10;23;56;3;16;26;43;50;20;29;51;33;22;19;64;1;53;42;17;30;37;12;62;5;47;15;9;54;40;18;39;13;32;8;44;55;58;46;45;52;49;21;36;28;59;1
47;1;16;41;17;40;11;21;4;29;5;9;35;6;59;19;48;45;54;3;30;22;28;12;26;56;20;24;18;7;39;55;13;60;14;52;61;38;2;27;15;49;23;53;36;46;51;34;8;37;10;62;63;64;50;42;32;44;25;57;43;33;58;31;1
47;1;16;41;17;40;11;21;4;29;5;9;35;6;59;19;48;45;54;3;30;22;28;10;26;56;20;24;18;7;39;55;13;60;14;52;61;38;2;27;15;49;23;53;36;46;51;34;8;37;12;62;63;64;50;42;32;44;25;57;43;33;58;31;1
47;1;16;41;17;46;11;21;15;52;2;9;35;6;38;19;48;45;54;3;30;22;28;12;26;56;49;24;18;7;39;55;13;27;14;29;60;59;5;61;4;20;31;62;64;40;51;34;8;37;10;53;63;36;50;42;32;44;25;57;43;33;58;23;1
23;30;46;9;47;3;10;42;24;32;35;18;25;44;2;45;36;39;37;1;34;50;6;13;8;12;51;15;19;41;53;48;14;26;54;29;60;59;5;61;4;20;17;62;64;40;56;52;27;28;22;21;11;38;57;49;63;43;16;7;55;33;58;31;1
47;1;16;41;17;46;11;21;15;34;2;9;35;6;38;19;48;45;14;3;30;22;28;12;27;51;49;24;18;7;39;55;13;26;54;29;60;59;5;61;4;20;31;62;64;40;56;52;8;37;10;53;63;36;50;42;32;44;25;57;43;33;58;23;1
23;30;46;9;17;40;11;42;24;32;35;18;25;44;33;45;36;39;37;1;34;50;6;13;8;12;51;15;19;41;53;48;14;26;54;29;60;59;5;61;4;20;31;62;64;3;56;52;27;58;22;21;10;38;57;49;63;43;16;7;55;2;28;47;1
63;31;38;60;27;7;57;41;47;48;14;35;61;24;6;34;25;4;2;10;23;56;3;16;62;40;17;39;52;54;26;22;19;64;1;53;42;50;30;37;12;33;5;11;15;9;51;43;18;20;13;32;8;44;55;58;46;45;29;49;21;36;28;59;1
59;27;53;36;19;9;44;7;47;48;14;35;61;24;6;34;25;4;2;10;23;56;50;16;62;40;17;39;52;54;26;32;38;57;37;33;43;41;30;55;60;49;1;13;63;18;51;11;46;28;5;15;20;58;42;31;29;8;64;22;21;3;45;12;1
