"X22";"X14";"X26";"X18";"X17";"X15";"X23";"X19";"X2";"X5";"X20";"X16";"X3";"X6";"X8";"X1";"X4";"X12";"X9";"X25";"X10";"X24";"X11";"X7";"X21";"X13";"generation"
22;14;26;18;17;15;23;19;2;5;20;16;3;6;8;1;4;12;9;25;10;24;11;7;21;13;1
9;14;23;6;3;13;2;8;15;5;20;17;26;1;19;18;25;12;7;4;10;24;11;16;21;22;1
4;14;23;6;3;13;2;8;15;5;20;1;10;12;18;24;19;26;7;9;22;25;17;16;11;21;1
7;14;23;6;3;13;2;10;25;5;20;17;26;1;19;18;4;12;15;9;8;24;11;16;21;22;1
7;18;12;3;16;2;21;10;6;17;15;19;5;13;20;8;4;23;1;26;22;25;11;24;9;14;1
6;23;3;18;17;19;12;10;5;15;24;16;7;22;20;8;4;2;1;26;21;25;11;9;14;13;1
10;20;21;25;12;18;16;2;3;6;22;7;19;23;15;1;24;26;5;13;17;8;14;9;11;4;1
8;23;25;18;12;2;21;10;5;15;24;16;7;22;26;14;1;19;6;17;13;20;3;9;11;4;1
7;14;23;6;3;13;2;8;15;5;20;17;26;1;19;18;4;12;9;25;10;24;11;16;21;22;1
7;14;23;6;3;13;2;8;15;10;20;17;26;1;19;18;4;12;9;25;5;24;11;16;21;22;1
19;15;3;16;17;13;10;20;6;24;22;26;21;5;25;2;1;18;7;23;12;8;14;9;11;4;1
20;23;25;19;17;3;15;10;5;21;24;16;7;22;26;2;1;18;12;9;6;8;14;13;11;4;1
7;22;3;23;21;13;2;8;15;5;20;17;26;1;19;18;4;12;9;25;10;24;11;16;14;6;1
19;15;3;16;11;13;10;8;4;24;22;26;14;5;25;2;1;12;9;7;18;17;23;6;21;20;1
7;14;3;16;11;13;10;8;4;24;22;26;17;1;19;18;15;12;9;25;2;5;23;6;21;20;1
19;15;3;23;17;13;7;8;4;20;22;26;14;5;12;2;1;18;9;25;10;24;11;16;21;6;1
7;14;23;6;3;13;2;8;15;5;20;17;26;1;19;18;4;12;9;25;10;24;11;16;21;22;1
7;14;23;6;3;13;2;8;15;5;20;17;26;1;19;18;4;12;9;25;10;24;11;16;21;22;1
7;14;23;6;3;13;2;8;15;5;20;17;26;1;19;18;4;25;9;12;10;24;11;16;21;22;1
