"X3";"X10";"X7";"X8";"X1";"X11";"X4";"X9";"X2";"X6";"X5";"X12";"generation"
3;10;7;8;1;11;4;9;6;2;5;12;1
10;5;7;8;4;6;1;12;2;11;3;9;1
8;4;7;3;5;6;10;1;2;11;12;9;1
3;4;7;12;9;6;11;1;2;10;8;5;1
4;9;7;12;5;6;10;1;2;11;3;8;1
8;4;7;12;3;6;11;1;2;10;9;5;1
6;11;4;2;5;1;10;9;3;7;12;8;1
6;11;4;2;5;1;10;9;3;7;12;8;1
6;7;4;2;5;1;10;8;12;11;3;9;1
8;4;11;2;5;6;10;9;3;7;12;1;1
6;11;4;12;5;1;10;9;3;7;2;8;1
8;4;11;3;5;6;10;1;2;7;12;9;1
7;1;6;11;4;2;10;9;3;12;8;5;1
5;2;6;11;4;1;10;9;3;7;8;12;1
1;2;9;10;11;3;8;5;6;12;4;7;1
9;6;1;12;11;3;8;5;10;2;4;7;1
1;2;4;12;8;3;11;7;6;10;5;9;1
1;11;4;10;2;7;8;3;6;12;9;5;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
6;4;11;2;5;1;10;9;3;7;12;8;1
2;7;4;12;5;9;10;1;6;11;3;8;1
1;2;11;8;9;5;6;3;10;12;4;7;1
1;2;4;12;11;3;6;5;10;8;9;7;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
5;11;8;10;2;7;1;3;6;9;12;4;1
2;4;7;12;5;6;10;3;8;9;11;1;1
10;3;6;8;5;11;4;9;2;7;12;1;1
7;12;10;8;1;11;4;9;2;6;5;3;1
6;3;7;8;1;11;4;5;2;10;9;12;1
1;10;8;12;3;11;4;9;2;6;7;5;1
11;8;1;2;5;4;10;9;3;7;12;6;1
6;11;10;2;9;5;8;3;4;12;1;7;1
8;4;7;12;5;1;10;9;2;11;3;6;1
1;11;7;12;5;6;10;9;3;4;2;8;1
8;4;3;12;5;1;10;6;2;11;7;9;1
6;7;4;12;5;8;10;1;2;11;3;9;1
1;2;4;12;5;6;10;8;7;11;3;9;1
1;6;4;12;10;9;8;7;2;11;3;5;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;2;11;1;6;10;9;3;1
6;7;4;3;5;9;10;1;2;11;12;8;1
8;4;11;2;5;1;10;9;3;7;12;6;1
8;4;7;12;5;6;10;1;2;11;3;9;1
5;11;8;10;2;7;1;3;6;9;12;4;1
10;9;11;8;2;7;1;3;6;4;5;12;1
5;7;2;10;1;11;4;9;6;3;8;12;1
6;11;4;2;5;1;10;9;3;7;12;8;1
6;11;4;2;5;1;10;9;3;7;12;8;1
10;11;4;2;9;5;6;3;1;7;12;8;1
11;8;1;2;9;5;6;3;10;4;12;7;1
1;2;4;12;11;3;8;7;6;9;10;5;1
5;11;1;10;2;3;8;7;6;9;4;12;1
8;4;7;12;3;6;10;1;2;11;5;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
1;2;9;8;11;5;6;3;10;12;4;7;1
1;2;4;12;11;3;8;7;6;10;9;5;1
6;11;12;2;5;1;10;9;3;7;4;8;1
6;11;4;2;5;1;10;9;3;7;12;8;1
8;4;7;12;5;6;10;1;2;11;9;3;1
3;4;7;12;5;6;11;1;2;10;8;9;1
6;11;4;2;5;1;10;9;3;7;12;8;1
6;11;1;2;5;4;10;9;3;7;12;8;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
1;2;4;12;11;6;9;7;3;10;8;5;1
2;1;6;11;4;9;12;7;3;10;8;5;1
10;8;1;2;9;5;6;4;3;7;12;11;1
11;8;1;2;6;5;10;9;3;12;4;7;1
1;11;4;2;9;5;6;3;10;12;7;8;1
6;11;4;2;5;1;10;9;3;7;12;8;1
7;6;4;12;10;9;8;1;2;11;3;5;1
11;4;1;12;5;2;8;7;6;10;9;3;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
9;1;6;10;4;2;12;7;8;11;3;5;1
8;4;6;11;5;7;10;1;2;12;3;9;1
9;1;6;11;4;2;12;7;3;10;8;5;1
9;1;6;11;4;2;12;7;3;10;8;5;1
8;4;7;12;5;6;10;1;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
6;5;7;8;1;11;4;9;3;10;12;2;1
10;3;7;8;5;1;4;9;2;6;11;12;1
7;3;4;12;10;6;8;1;2;11;9;5;1
8;4;7;12;3;2;11;1;6;10;9;5;1
2;1;4;7;11;3;8;12;6;10;9;5;1
1;2;4;12;11;3;8;7;10;6;5;9;1
8;11;4;12;5;6;10;1;2;7;3;9;1
6;7;4;12;5;1;10;8;2;11;3;9;1
8;4;7;12;5;6;10;1;2;11;3;9;1
6;11;4;2;5;1;10;9;3;7;12;8;1
8;4;11;2;5;9;10;1;3;7;12;6;1
9;4;7;12;5;6;10;1;2;11;3;8;1
3;10;7;8;1;11;4;9;2;6;5;12;2
7;11;8;3;1;10;4;9;2;6;5;12;2
7;10;8;3;1;11;4;5;2;6;9;12;2
8;10;7;3;1;11;4;9;2;6;5;12;2
4;10;3;8;1;7;11;9;2;6;5;12;2
4;7;3;8;1;10;11;9;2;6;5;12;2
9;7;3;11;1;10;8;12;2;5;6;4;2
1;12;7;11;9;10;8;4;3;5;6;2;2
11;12;1;8;3;10;4;7;9;6;5;2;2
11;12;1;8;3;10;9;7;4;6;5;2;2
12;10;8;6;1;11;3;7;2;5;9;4;2
9;12;1;3;8;11;2;7;4;6;5;10;2
4;12;1;11;9;10;8;7;3;5;6;2;2
1;12;10;11;3;9;8;7;4;5;6;2;2
