"X1";"X42728";"X12";"X5";"X4";"X8";"X6";"X10";"X7";"X1.1";"X9";"X2";"X11";"X3"
1;42728;12;5;4;8;6;10;7;1;9;2;11;3
12;5;6;8;4;10;7;1;9;2;11;3;1;50166
1;42728;12;5;4;8;6;10;7;1;9;2;11;3
12;5;4;8;3;10;7;1;9;2;11;6;1;44112
1;44112;12;5;4;8;3;10;7;1;9;2;11;6
12;5;4;8;3;10;2;1;9;7;11;6;1;41168
1;41168;12;5;4;8;3;10;2;1;9;7;11;6
12;5;4;8;3;10;9;1;2;7;11;6;1;43552
1;43552;12;5;4;8;3;10;9;1;2;7;11;6
12;5;4;8;3;10;11;1;2;7;9;6;1;42612
1;42612;12;5;4;8;3;10;11;1;2;7;9;6
12;5;4;8;3;10;11;1;6;7;9;2;1;37922
1;37922;12;5;4;8;3;10;11;1;6;7;9;2
8;5;4;12;3;10;11;1;6;7;9;2;1;28820
1;28820;8;5;4;12;3;10;11;1;6;7;9;2
8;5;4;12;11;10;3;1;6;7;9;2;1;21990
1;21990;8;5;4;12;11;10;3;1;6;7;9;2
8;5;2;12;11;10;3;1;6;7;9;4;1;26958
1;26958;8;5;2;12;11;10;3;1;6;7;9;4
8;9;2;12;11;10;3;1;6;7;5;4;1;39614
1;39614;8;9;2;12;11;10;3;1;6;7;5;4
8;9;2;12;3;10;11;1;6;7;5;4;1;44312
1;44312;8;9;2;12;3;10;11;1;6;7;5;4
8;3;2;12;9;10;11;1;6;7;5;4;1;45852
1;45852;8;3;2;12;9;10;11;1;6;7;5;4
8;3;2;12;11;10;9;1;6;7;5;4;1;41070
1;41070;8;3;2;12;11;10;9;1;6;7;5;4
8;3;2;12;10;11;9;1;6;7;5;4;1;39472
1;39472;8;3;2;12;10;11;9;1;6;7;5;4
8;3;2;12;10;7;9;1;6;11;5;4;1;49100
1;49100;8;3;2;12;10;7;9;1;6;11;5;4
8;3;2;12;10;7;9;1;4;11;5;6;1;45650
1;45650;8;3;2;12;10;7;9;1;4;11;5;6
6;3;2;12;10;7;9;1;4;11;5;8;1;53436
1;53436;6;3;2;12;10;7;9;1;4;11;5;8
6;3;5;12;10;7;9;1;4;11;2;8;1;53060
1;53060;6;3;5;12;10;7;9;1;4;11;2;8
6;7;5;12;10;3;9;1;4;11;2;8;1;52830
1;52830;6;7;5;12;10;3;9;1;4;11;2;8
6;7;5;12;4;3;9;1;10;11;2;8;1;49820
2;49820;6;7;5;12;4;3;9;1;10;11;2;8
6;7;5;12;4;9;3;1;10;11;2;8;2;42346
2;42346;6;7;5;12;4;9;3;1;10;11;2;8
6;7;5;12;4;8;3;1;10;11;2;9;2;52466
2;52466;6;7;5;12;4;8;3;1;10;11;2;9
6;7;5;12;4;8;9;1;10;11;2;3;2;57008
2;57008;6;7;5;12;4;8;9;1;10;11;2;3
4;7;5;12;6;8;9;1;10;11;2;3;2;50934
2;50934;4;7;5;12;6;8;9;1;10;11;2;3
4;7;5;9;6;8;12;1;10;11;2;3;2;48726
2;48726;4;7;5;9;6;8;12;1;10;11;2;3
4;7;5;11;6;8;12;1;10;9;2;3;2;57598
2;57598;4;7;5;11;6;8;12;1;10;9;2;3
6;7;5;11;4;8;12;1;10;9;2;3;2;62890
2;62890;6;7;5;11;4;8;12;1;10;9;2;3
6;7;5;11;3;8;12;1;10;9;2;4;2;67832
2;67832;6;7;5;11;3;8;12;1;10;9;2;4
6;7;5;11;3;8;12;9;10;1;2;4;2;67562
2;67562;6;7;5;11;3;8;12;9;10;1;2;4
6;7;4;11;3;8;12;9;10;1;2;5;2;68184
2;68184;6;7;4;11;3;8;12;9;10;1;2;5
6;7;9;11;3;8;12;4;10;1;2;5;2;55824
2;55824;6;7;9;11;3;8;12;4;10;1;2;5
4;7;9;11;3;8;12;6;10;1;2;5;2;52260
2;52260;4;7;9;11;3;8;12;6;10;1;2;5
11;7;9;4;3;8;12;6;10;1;2;5;2;56938
2;56938;11;7;9;4;3;8;12;6;10;1;2;5
11;7;9;4;3;8;2;6;10;1;12;5;2;59478
2;59478;11;7;9;4;3;8;2;6;10;1;12;5
11;7;9;8;3;4;2;6;10;1;12;5;2;50600
2;50600;11;7;9;8;3;4;2;6;10;1;12;5
11;4;9;8;3;7;2;6;10;1;12;5;2;52686
2;52686;11;4;9;8;3;7;2;6;10;1;12;5
11;4;9;5;3;7;2;6;10;1;12;8;2;50376
2;50376;11;4;9;5;3;7;2;6;10;1;12;8
3;4;9;5;11;7;2;6;10;1;12;8;2;42746
2;42746;3;4;9;5;11;7;2;6;10;1;12;8
11;4;9;5;3;7;2;6;10;1;12;8;2;50376
2;50376;11;4;9;5;3;7;2;6;10;1;12;8
11;4;9;5;3;7;2;12;10;1;6;8;2;52776
3;52776;11;4;9;5;3;7;2;12;10;1;6;8
11;8;9;5;3;7;2;12;10;1;6;4;3;49156
3;49156;11;8;9;5;3;7;2;12;10;1;6;4
11;8;9;5;3;7;2;12;10;4;6;1;3;47236
3;47236;11;8;9;5;3;7;2;12;10;4;6;1
5;8;9;11;3;7;2;12;10;4;6;1;3;46712
3;46712;5;8;9;11;3;7;2;12;10;4;6;1
5;8;9;11;3;7;12;2;10;4;6;1;3;37072
3;37072;5;8;9;11;3;7;12;2;10;4;6;1
5;8;9;11;7;3;12;2;10;4;6;1;3;33750
3;33750;5;8;9;11;7;3;12;2;10;4;6;1
5;8;9;11;7;3;12;2;4;10;6;1;3;32296
3;32296;5;8;9;11;7;3;12;2;4;10;6;1
5;8;7;11;9;3;12;2;4;10;6;1;3;37030
3;37030;5;8;7;11;9;3;12;2;4;10;6;1
5;2;7;11;9;3;12;8;4;10;6;1;3;44794
3;44794;5;2;7;11;9;3;12;8;4;10;6;1
10;2;7;11;9;3;12;8;4;5;6;1;3;44964
3;44964;10;2;7;11;9;3;12;8;4;5;6;1
10;2;7;11;5;3;12;8;4;9;6;1;3;45196
3;45196;10;2;7;11;5;3;12;8;4;9;6;1
10;2;5;11;7;3;12;8;4;9;6;1;3;45166
3;45166;10;2;5;11;7;3;12;8;4;9;6;1
10;2;8;11;7;3;12;5;4;9;6;1;3;51438
3;51438;10;2;8;11;7;3;12;5;4;9;6;1
10;2;8;9;7;3;12;5;4;11;6;1;3;35088
3;35088;10;2;8;9;7;3;12;5;4;11;6;1
10;2;7;9;8;3;12;5;4;11;6;1;3;32150
3;32150;10;2;7;9;8;3;12;5;4;11;6;1
11;2;7;9;8;3;12;5;4;10;6;1;3;38424
3;38424;11;2;7;9;8;3;12;5;4;10;6;1
11;2;7;9;8;10;12;5;4;3;6;1;3;34960
3;34960;11;2;7;9;8;10;12;5;4;3;6;1
7;2;11;9;8;10;12;5;4;3;6;1;3;30816
3;30816;7;2;11;9;8;10;12;5;4;3;6;1
7;2;11;9;8;10;4;5;12;3;6;1;3;34768
3;34768;7;2;11;9;8;10;4;5;12;3;6;1
7;2;11;8;9;10;4;5;12;3;6;1;3;32848
3;32848;7;2;11;8;9;10;4;5;12;3;6;1
7;2;11;8;9;10;4;5;1;3;6;12;3;35580
4;35580;7;2;11;8;9;10;4;5;1;3;6;12
11;2;7;8;9;10;4;5;1;3;6;12;4;40472
4;40472;11;2;7;8;9;10;4;5;1;3;6;12
11;2;7;8;9;10;4;1;5;3;6;12;4;48582
4;48582;11;2;7;8;9;10;4;1;5;3;6;12
11;2;7;8;9;10;4;1;5;12;6;3;4;56454
4;56454;11;2;7;8;9;10;4;1;5;12;6;3
1;2;7;8;9;10;4;11;5;12;6;3;4;38808
4;38808;1;2;7;8;9;10;4;11;5;12;6;3
1;2;3;8;9;10;4;11;5;12;6;7;4;36420
4;36420;1;2;3;8;9;10;4;11;5;12;6;7
1;2;3;8;9;10;4;11;6;12;5;7;4;36496
4;36496;1;2;3;8;9;10;4;11;6;12;5;7
1;2;7;8;9;10;4;11;6;12;5;3;4;38884
4;38884;1;2;7;8;9;10;4;11;6;12;5;3
1;2;7;10;9;8;4;11;6;12;5;3;4;44088
4;44088;1;2;7;10;9;8;4;11;6;12;5;3
1;2;7;10;9;6;4;11;8;12;5;3;4;38538
4;38538;1;2;7;10;9;6;4;11;8;12;5;3
1;2;7;10;9;4;6;11;8;12;5;3;4;37060
4;37060;1;2;7;10;9;4;6;11;8;12;5;3
1;2;7;10;9;4;5;11;8;12;6;3;4;33836
4;33836;1;2;7;10;9;4;5;11;8;12;6;3
1;2;9;10;7;4;5;11;8;12;6;3;4;32364
4;32364;1;2;9;10;7;4;5;11;8;12;6;3
1;2;9;10;7;4;5;11;8;3;6;12;4;39276
4;39276;1;2;9;10;7;4;5;11;8;3;6;12
1;2;4;10;7;9;5;11;8;3;6;12;4;40036
4;40036;1;2;4;10;7;9;5;11;8;3;6;12
1;2;4;10;7;9;5;11;12;3;6;8;4;39018
4;39018;1;2;4;10;7;9;5;11;12;3;6;8
3;2;4;10;7;9;5;11;12;1;6;8;4;47912
4;47912;3;2;4;10;7;9;5;11;12;1;6;8
3;2;4;8;7;9;5;11;12;1;6;10;4;46884
4;46884;3;2;4;8;7;9;5;11;12;1;6;10
3;5;4;8;7;9;2;11;12;1;6;10;4;39744
4;39744;3;5;4;8;7;9;2;11;12;1;6;10
3;5;4;8;7;9;2;10;12;1;6;11;4;35682
4;35682;3;5;4;8;7;9;2;10;12;1;6;11
3;5;6;8;7;9;2;10;12;1;4;11;4;41548
5;41548;3;5;6;8;7;9;2;10;12;1;4;11
3;5;6;1;7;9;2;10;12;8;4;11;5;37742
5;37742;3;5;6;1;7;9;2;10;12;8;4;11
3;10;6;1;7;9;2;5;12;8;4;11;5;48394
5;48394;3;10;6;1;7;9;2;5;12;8;4;11
3;10;6;1;7;9;2;5;12;11;4;8;5;43786
5;43786;3;10;6;1;7;9;2;5;12;11;4;8
3;10;6;1;7;8;2;5;12;11;4;9;5;36504
5;36504;3;10;6;1;7;8;2;5;12;11;4;9
3;1;6;10;7;8;2;5;12;11;4;9;5;39438
5;39438;3;1;6;10;7;8;2;5;12;11;4;9
3;1;6;10;7;8;2;5;12;4;11;9;5;52300
5;52300;3;1;6;10;7;8;2;5;12;4;11;9
3;1;6;10;7;2;8;5;12;4;11;9;5;52408
5;52408;3;1;6;10;7;2;8;5;12;4;11;9
3;12;6;10;7;2;8;5;1;4;11;9;5;55652
5;55652;3;12;6;10;7;2;8;5;1;4;11;9
3;12;6;10;7;2;8;5;1;11;4;9;5;37744
5;37744;3;12;6;10;7;2;8;5;1;11;4;9
7;12;6;10;3;2;8;5;1;11;4;9;5;30744
5;30744;7;12;6;10;3;2;8;5;1;11;4;9
7;12;6;10;5;2;8;3;1;11;4;9;5;36650
5;30744;7;12;6;10;3;2;8;5;1;11;4;9
7;12;9;10;3;2;8;5;1;11;4;6;5;26450
5;26450;7;12;9;10;3;2;8;5;1;11;4;6
12;7;9;10;3;2;8;5;1;11;4;6;5;29234
5;29234;12;7;9;10;3;2;8;5;1;11;4;6
9;7;12;10;3;2;8;5;1;11;4;6;5;30250
5;30250;9;7;12;10;3;2;8;5;1;11;4;6
12;7;9;10;3;2;8;5;1;11;4;6;5;29234
5;29234;12;7;9;10;3;2;8;5;1;11;4;6
12;7;11;10;3;2;8;5;1;9;4;6;5;41598
5;29234;12;7;9;10;3;2;8;5;1;11;4;6
12;7;9;10;4;2;8;5;1;11;3;6;5;32750
5;32750;12;7;9;10;4;2;8;5;1;11;3;6
12;7;9;10;4;2;3;5;1;11;8;6;5;32890
5;32890;12;7;9;10;4;2;3;5;1;11;8;6
12;7;9;10;4;2;3;1;5;11;8;6;5;40676
5;32890;12;7;9;10;4;2;3;5;1;11;8;6
1;7;9;10;4;2;3;5;12;11;8;6;5;23190
6;23190;1;7;9;10;4;2;3;5;12;11;8;6
1;7;9;8;4;2;3;5;12;11;10;6;6;24320
6;24320;1;7;9;8;4;2;3;5;12;11;10;6
1;3;9;8;4;2;7;5;12;11;10;6;6;38220
6;38220;1;3;9;8;4;2;7;5;12;11;10;6
1;3;9;8;4;2;7;5;12;11;6;10;6;40384
6;40384;1;3;9;8;4;2;7;5;12;11;6;10
8;3;9;1;4;2;7;5;12;11;6;10;6;43048
6;40384;1;3;9;8;4;2;7;5;12;11;6;10
1;3;9;8;12;2;7;5;4;11;6;10;6;45040
6;45040;1;3;9;8;12;2;7;5;4;11;6;10
1;3;9;8;12;2;7;5;4;10;6;11;6;47152
6;47152;1;3;9;8;12;2;7;5;4;10;6;11
1;3;9;8;12;5;7;2;4;10;6;11;6;40244
6;40244;1;3;9;8;12;5;7;2;4;10;6;11
1;3;9;8;12;10;7;2;4;5;6;11;6;53152
6;40244;1;3;9;8;12;5;7;2;4;10;6;11
1;9;3;8;12;5;7;2;4;10;6;11;6;58272
6;58272;1;9;3;8;12;5;7;2;4;10;6;11
1;9;3;8;12;5;6;2;4;10;7;11;6;62272
6;62272;1;9;3;8;12;5;6;2;4;10;7;11
1;9;3;8;6;5;12;2;4;10;7;11;6;58526
6;58526;1;9;3;8;6;5;12;2;4;10;7;11
1;9;4;8;6;5;12;2;3;10;7;11;6;58424
6;58424;1;9;4;8;6;5;12;2;3;10;7;11
12;9;4;8;6;5;1;2;3;10;7;11;6;47104
6;47104;12;9;4;8;6;5;1;2;3;10;7;11
12;9;11;8;6;5;1;2;3;10;7;4;6;46584
6;46584;12;9;11;8;6;5;1;2;3;10;7;4
12;9;11;8;6;5;1;2;7;10;3;4;6;46574
6;46574;12;9;11;8;6;5;1;2;7;10;3;4
11;9;12;8;6;5;1;2;7;10;3;4;6;42912
6;42912;11;9;12;8;6;5;1;2;7;10;3;4
11;9;12;8;6;5;1;3;7;10;2;4;6;45416
6;45416;11;9;12;8;6;5;1;3;7;10;2;4
11;9;12;8;6;5;1;3;4;10;2;7;6;43144
6;43144;11;9;12;8;6;5;1;3;4;10;2;7
11;9;12;8;6;5;4;3;1;10;2;7;6;42614
6;42614;11;9;12;8;6;5;4;3;1;10;2;7
11;9;12;8;6;4;5;3;1;10;2;7;6;35216
7;35216;11;9;12;8;6;4;5;3;1;10;2;7
11;9;12;8;4;6;5;3;1;10;2;7;7;41332
7;41332;11;9;12;8;4;6;5;3;1;10;2;7
11;9;12;4;8;6;5;3;1;10;2;7;7;39212
7;39212;11;9;12;4;8;6;5;3;1;10;2;7
11;9;10;4;8;6;5;3;1;12;2;7;7;39376
7;39376;11;9;10;4;8;6;5;3;1;12;2;7
11;9;10;4;8;6;5;3;1;2;12;7;7;44200
7;44200;11;9;10;4;8;6;5;3;1;2;12;7
3;9;10;4;8;6;5;11;1;2;12;7;7;53084
7;53084;3;9;10;4;8;6;5;11;1;2;12;7
3;8;10;4;9;6;5;11;1;2;12;7;7;55794
7;55794;3;8;10;4;9;6;5;11;1;2;12;7
10;8;3;4;9;6;5;11;1;2;12;7;7;46062
7;46062;10;8;3;4;9;6;5;11;1;2;12;7
10;8;3;1;9;6;5;11;4;2;12;7;7;43936
7;43936;10;8;3;1;9;6;5;11;4;2;12;7
10;8;6;1;9;3;5;11;4;2;12;7;7;46830
7;46830;10;8;6;1;9;3;5;11;4;2;12;7
10;8;6;1;9;3;5;11;2;4;12;7;7;43164
7;43164;10;8;6;1;9;3;5;11;2;4;12;7
10;8;6;1;9;3;5;2;11;4;12;7;7;37602
7;37602;10;8;6;1;9;3;5;2;11;4;12;7
10;8;12;1;9;3;5;2;11;4;6;7;7;37118
7;37118;10;8;12;1;9;3;5;2;11;4;6;7
10;12;8;1;9;3;5;2;11;4;6;7;7;47330
7;47330;10;12;8;1;9;3;5;2;11;4;6;7
10;12;8;9;1;3;5;2;11;4;6;7;7;45450
7;45450;10;12;8;9;1;3;5;2;11;4;6;7
10;12;8;9;1;3;7;2;11;4;6;5;7;51736
7;51736;10;12;8;9;1;3;7;2;11;4;6;5
10;12;8;9;1;3;7;2;5;4;6;11;7;53510
7;53510;10;12;8;9;1;3;7;2;5;4;6;11
10;12;8;9;1;3;7;4;5;2;6;11;7;53108
7;53108;10;12;8;9;1;3;7;4;5;2;6;11
10;12;8;9;1;3;7;4;2;5;6;11;7;58546
7;58546;10;12;8;9;1;3;7;4;2;5;6;11
10;12;8;5;1;3;7;4;2;9;6;11;7;48102
7;48102;10;12;8;5;1;3;7;4;2;9;6;11
10;12;8;5;1;3;7;4;9;2;6;11;7;49510
8;49510;10;12;8;5;1;3;7;4;9;2;6;11
10;12;8;5;1;3;7;4;2;9;6;11;8;48102
8;48102;10;12;8;5;1;3;7;4;2;9;6;11
4;12;8;5;1;3;7;10;2;9;6;11;8;57086
8;57086;4;12;8;5;1;3;7;10;2;9;6;11
4;12;8;5;1;9;7;10;2;3;6;11;8;52264
8;52264;4;12;8;5;1;9;7;10;2;3;6;11
4;12;8;5;1;6;7;10;2;3;9;11;8;51152
8;51152;4;12;8;5;1;6;7;10;2;3;9;11
4;12;8;5;1;6;7;2;10;3;9;11;8;57242
8;57242;4;12;8;5;1;6;7;2;10;3;9;11
4;12;8;5;1;6;2;7;10;3;9;11;8;54262
8;54262;4;12;8;5;1;6;2;7;10;3;9;11
4;12;8;5;1;6;3;7;10;2;9;11;8;50112
8;50112;4;12;8;5;1;6;3;7;10;2;9;11
4;12;8;5;7;6;3;1;10;2;9;11;8;51416
8;50112;4;12;8;5;1;6;3;7;10;2;9;11
4;12;8;5;1;6;3;7;2;10;9;11;8;44124
8;44124;4;12;8;5;1;6;3;7;2;10;9;11
4;12;8;5;1;6;3;7;10;2;9;11;8;50112
8;50112;4;12;8;5;1;6;3;7;10;2;9;11
4;12;8;5;6;1;3;7;10;2;9;11;8;59570
8;59570;4;12;8;5;6;1;3;7;10;2;9;11
4;12;10;5;6;1;3;7;8;2;9;11;8;56040
8;56040;4;12;10;5;6;1;3;7;8;2;9;11
4;12;10;5;6;11;3;7;8;2;9;1;8;39268
8;39268;4;12;10;5;6;11;3;7;8;2;9;1
4;12;10;5;6;11;8;7;3;2;9;1;8;38248
8;38248;4;12;10;5;6;11;8;7;3;2;9;1
4;5;10;12;6;11;8;7;3;2;9;1;8;37032
8;37032;4;5;10;12;6;11;8;7;3;2;9;1
4;5;2;12;6;11;8;7;3;10;9;1;8;35758
8;35758;4;5;2;12;6;11;8;7;3;10;9;1
4;5;2;12;9;11;8;7;3;10;6;1;8;39532
8;39532;4;5;2;12;9;11;8;7;3;10;6;1
4;5;2;12;9;11;1;7;3;10;6;8;8;36978
8;36978;4;5;2;12;9;11;1;7;3;10;6;8
4;5;2;12;9;11;1;7;3;8;6;10;8;50802
8;50802;4;5;2;12;9;11;1;7;3;8;6;10
4;5;1;12;9;11;2;7;3;8;6;10;8;49950
9;49950;4;5;1;12;9;11;2;7;3;8;6;10
4;5;1;12;11;9;2;7;3;8;6;10;9;65142
9;65142;4;5;1;12;11;9;2;7;3;8;6;10
4;5;1;2;11;9;12;7;3;8;6;10;9;65910
9;65910;4;5;1;2;11;9;12;7;3;8;6;10
4;5;8;2;11;9;12;7;3;1;6;10;9;53940
9;53940;4;5;8;2;11;9;12;7;3;1;6;10
4;5;8;2;11;9;12;7;3;10;6;1;9;54324
9;54324;4;5;8;2;11;9;12;7;3;10;6;1
10;5;8;2;11;9;12;7;3;4;6;1;9;47876
9;47876;10;5;8;2;11;9;12;7;3;4;6;1
1;5;8;2;11;9;12;7;3;4;6;10;9;55252
9;55252;1;5;8;2;11;9;12;7;3;4;6;10
1;5;8;2;11;9;12;7;4;3;6;10;9;53524
9;53524;1;5;8;2;11;9;12;7;4;3;6;10
1;5;8;2;10;9;12;7;4;3;6;11;9;50512
9;50512;1;5;8;2;10;9;12;7;4;3;6;11
5;1;8;2;10;9;12;7;4;3;6;11;9;53338
9;50512;1;5;8;2;10;9;12;7;4;3;6;11
5;1;8;2;10;9;12;7;4;3;6;11;9;53338
9;53338;5;1;8;2;10;9;12;7;4;3;6;11
7;1;8;2;10;9;12;5;4;3;6;11;9;31284
9;31284;7;1;8;2;10;9;12;5;4;3;6;11
7;1;8;2;10;9;12;5;6;3;4;11;9;31286
9;31286;7;1;8;2;10;9;12;5;6;3;4;11
7;1;8;2;10;9;12;5;6;11;4;3;9;30326
9;30326;7;1;8;2;10;9;12;5;6;11;4;3
7;1;8;2;10;9;11;5;6;12;4;3;9;41244
9;30326;7;1;8;2;10;9;12;5;6;11;4;3
7;1;8;2;5;9;12;10;6;11;4;3;9;41746
9;41746;7;1;8;2;5;9;12;10;6;11;4;3
7;1;8;2;4;9;12;10;6;11;5;3;9;48288
9;48288;7;1;8;2;4;9;12;10;6;11;5;3
7;1;4;2;8;9;12;10;6;11;5;3;9;52142
9;48288;7;1;8;2;4;9;12;10;6;11;5;3
7;1;5;2;4;9;12;10;6;11;8;3;9;46126
9;46126;7;1;5;2;4;9;12;10;6;11;8;3
7;8;5;2;4;9;12;10;6;11;1;3;9;54272
9;54272;7;8;5;2;4;9;12;10;6;11;1;3
7;8;5;2;4;9;12;10;6;3;1;11;9;52544
10;52544;7;8;5;2;4;9;12;10;6;3;1;11
7;5;8;2;4;9;12;10;6;3;1;11;10;45776
10;45776;7;5;8;2;4;9;12;10;6;3;1;11
7;5;4;2;8;9;12;10;6;3;1;11;10;49630
10;45776;7;5;8;2;4;9;12;10;6;3;1;11
7;5;8;3;4;9;12;10;6;2;1;11;10;45650
10;45650;7;5;8;3;4;9;12;10;6;2;1;11
7;5;8;3;4;9;12;10;2;6;1;11;10;39630
10;39630;7;5;8;3;4;9;12;10;2;6;1;11
7;4;8;3;5;9;12;10;2;6;1;11;10;36620
10;36620;7;4;8;3;5;9;12;10;2;6;1;11
7;4;8;3;5;9;12;10;11;6;1;2;10;41500
10;41500;7;4;8;3;5;9;12;10;11;6;1;2
7;4;1;3;5;9;12;10;11;6;8;2;10;39162
10;39162;7;4;1;3;5;9;12;10;11;6;8;2
7;9;1;3;5;4;12;10;11;6;8;2;10;37240
10;37240;7;9;1;3;5;4;12;10;11;6;8;2
7;9;4;3;5;1;12;10;11;6;8;2;10;45800
10;37240;7;9;1;3;5;4;12;10;11;6;8;2
10;9;1;3;5;4;12;7;11;6;8;2;10;51512
10;37240;7;9;1;3;5;4;12;10;11;6;8;2
6;9;1;3;5;4;12;10;11;7;8;2;10;35580
10;35580;6;9;1;3;5;4;12;10;11;7;8;2
6;9;4;3;5;1;12;10;11;7;8;2;10;42200
10;42200;6;9;4;3;5;1;12;10;11;7;8;2
6;9;4;3;5;1;12;7;11;10;8;2;10;43172
10;43172;6;9;4;3;5;1;12;7;11;10;8;2
6;9;4;3;5;2;12;7;11;10;8;1;10;33496
10;33496;6;9;4;3;5;2;12;7;11;10;8;1
6;9;4;3;5;2;12;7;11;10;1;8;10;34924
10;34924;6;9;4;3;5;2;12;7;11;10;1;8
8;9;4;3;5;2;12;7;11;10;1;6;10;35236
10;35236;8;9;4;3;5;2;12;7;11;10;1;6
8;7;4;3;5;2;12;9;11;10;1;6;10;51264
10;51264;8;7;4;3;5;2;12;9;11;10;1;6
8;7;4;3;5;12;2;9;11;10;1;6;10;49774
10;49774;8;7;4;3;5;12;2;9;11;10;1;6
8;7;5;3;4;12;2;9;11;10;1;6;10;54608
10;54608;8;7;5;3;4;12;2;9;11;10;1;6
8;7;5;3;4;12;11;9;2;10;1;6;10;49644
11;49644;8;7;5;3;4;12;11;9;2;10;1;6
2;7;5;3;4;12;11;9;8;10;1;6;11;41188
11;41188;2;7;5;3;4;12;11;9;8;10;1;6
2;10;5;3;4;12;11;9;8;7;1;6;11;49872
11;49872;2;10;5;3;4;12;11;9;8;7;1;6
2;10;5;3;4;12;11;9;8;7;6;1;11;44652
11;44652;2;10;5;3;4;12;11;9;8;7;6;1
2;10;5;3;6;12;11;9;8;7;4;1;11;45760
11;45760;2;10;5;3;6;12;11;9;8;7;4;1
2;10;5;3;6;12;1;9;8;7;4;11;11;52046
11;45760;2;10;5;3;6;12;11;9;8;7;4;1
2;10;5;3;6;11;12;9;8;7;4;1;11;46506
11;46506;2;10;5;3;6;11;12;9;8;7;4;1
2;10;5;3;6;8;12;9;11;7;4;1;11;37922
11;37922;2;10;5;3;6;8;12;9;11;7;4;1
2;6;5;3;10;8;12;9;11;7;4;1;11;46806
11;46806;2;6;5;3;10;8;12;9;11;7;4;1
8;6;5;3;10;2;12;9;11;7;4;1;11;42628
11;42628;8;6;5;3;10;2;12;9;11;7;4;1
8;6;5;3;7;2;12;9;11;10;4;1;11;54894
11;54894;8;6;5;3;7;2;12;9;11;10;4;1
8;6;5;3;7;4;12;9;11;10;2;1;11;47414
11;47414;8;6;5;3;7;4;12;9;11;10;2;1
8;6;5;3;10;4;12;9;11;7;2;1;11;35148
11;35148;8;6;5;3;10;4;12;9;11;7;2;1
8;6;5;3;10;4;12;1;11;7;2;9;11;31536
11;31536;8;6;5;3;10;4;12;1;11;7;2;9
8;6;5;3;11;4;12;1;10;7;2;9;11;29724
