"X31";"X28";"X32";"X8";"X19";"X4";"X2";"X25";"X22";"X10";"X20";"X26";"X11";"X27";"X3";"X18";"X23";"X30";"X21";"X12";"X15";"X24";"X16";"X29";"X7";"X13";"X1";"X9";"X14";"X5";"X6";"X17";"generation"
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
18;4;9;23;2;28;12;26;20;30;8;14;15;32;6;19;10;22;17;31;25;24;16;29;7;13;1;27;21;3;5;11;1
31;28;32;8;19;4;2;25;20;10;22;26;11;9;3;18;23;30;14;12;15;24;5;29;7;6;1;27;21;16;13;17;1
18;4;9;23;2;1;12;32;20;30;8;29;15;26;6;19;10;22;17;31;25;24;3;14;5;7;28;27;21;16;13;11;1
18;4;9;23;2;1;12;32;20;30;8;29;15;26;6;19;10;22;17;31;25;24;3;14;5;7;28;27;21;16;13;11;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;6;5;30;21;12;15;24;16;29;7;13;1;9;14;23;18;17;1
1;32;9;11;8;15;24;31;22;2;20;26;28;10;13;27;6;5;30;19;4;14;29;21;16;7;3;25;12;23;18;17;1
26;7;18;23;2;1;12;32;20;30;8;22;21;31;10;3;29;14;13;15;24;4;17;16;5;9;19;28;6;11;25;27;1
18;4;7;23;2;1;12;32;20;30;8;29;15;26;6;27;10;22;17;31;25;24;3;14;5;9;19;28;21;16;13;11;1
12;28;32;8;19;4;2;15;30;23;20;26;11;27;3;18;10;22;17;31;25;24;16;29;7;13;1;9;14;5;6;21;1
18;4;9;23;2;8;12;32;20;30;1;29;15;26;6;19;10;22;17;31;25;24;16;14;5;7;28;27;21;3;13;11;1
8;12;31;11;1;23;27;2;21;28;26;13;19;20;16;4;18;32;5;3;15;14;22;25;29;6;9;24;10;17;7;30;1
12;30;32;11;1;23;27;2;21;28;26;13;19;22;16;4;18;20;17;31;25;24;3;14;5;7;9;15;10;29;6;8;1
18;4;16;23;2;1;12;32;20;30;8;29;15;26;6;19;10;22;17;31;25;24;3;14;5;7;28;27;21;9;11;13;1
18;4;9;23;2;1;12;32;20;30;8;29;15;21;6;19;10;22;17;31;27;24;28;14;5;7;3;25;16;26;13;11;1
25;11;32;26;8;20;24;31;22;2;1;12;28;10;13;27;6;5;30;19;4;14;16;29;7;3;15;9;18;21;23;17;1
1;32;25;11;8;20;24;31;22;2;15;12;28;10;13;27;18;23;30;19;17;26;29;21;16;7;3;9;14;5;6;4;1
18;21;9;23;2;1;12;32;20;30;8;29;15;26;6;19;10;22;17;31;25;24;3;14;5;7;28;27;4;16;13;11;1
18;4;9;23;2;1;12;32;20;30;8;29;15;26;6;19;10;22;17;31;25;24;3;14;5;7;28;27;21;16;13;11;1
14;7;18;1;21;4;2;25;22;10;20;26;11;31;17;3;29;32;13;15;24;23;30;16;5;9;19;28;12;8;6;27;1
27;21;12;11;1;4;2;25;26;18;20;22;8;31;10;3;29;32;13;30;24;23;15;16;5;9;19;28;14;7;6;17;1
10;19;9;23;2;1;12;22;26;30;8;29;15;20;16;4;18;32;5;31;25;24;3;14;17;7;28;27;21;6;13;11;1
12;30;3;11;1;23;27;2;21;28;26;13;19;20;16;4;18;32;5;31;25;14;22;15;29;6;9;24;10;17;7;8;1
31;28;30;8;19;4;2;25;22;10;20;26;11;27;3;18;23;32;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
17;21;14;7;1;4;2;6;22;18;20;26;8;31;10;3;29;32;13;15;24;23;30;16;5;9;19;28;12;11;25;27;1
26;7;18;19;21;4;25;20;12;17;2;22;8;31;10;3;29;32;13;15;24;23;30;16;11;28;1;9;14;5;6;27;1
2;11;31;1;26;12;24;28;23;22;27;25;32;17;10;6;3;8;13;19;4;14;29;21;16;7;18;15;9;5;20;30;1
10;32;9;14;5;20;24;31;22;2;15;12;28;1;4;27;6;8;13;16;30;11;3;21;19;7;29;25;26;23;18;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;1;7;13;29;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
3;32;9;11;8;20;24;31;22;2;15;12;28;10;16;27;6;5;30;19;4;14;21;29;7;13;1;25;26;23;18;17;1
32;26;9;11;8;20;24;31;22;2;15;12;28;10;13;27;6;5;30;19;4;14;29;21;16;7;3;25;18;1;23;17;1
1;21;7;11;8;20;4;31;22;2;3;12;28;10;29;27;6;32;13;15;24;23;30;16;5;9;19;25;26;14;18;17;1
26;7;18;1;21;4;6;20;14;17;2;12;28;10;13;27;29;32;31;15;24;23;30;16;5;9;19;8;22;11;25;3;1
31;28;32;8;19;4;2;7;22;10;20;26;11;27;16;1;23;30;21;12;13;24;3;25;29;9;18;15;14;5;6;17;1
2;14;31;18;26;12;24;28;23;22;27;21;32;17;10;6;19;8;9;16;30;11;3;25;29;13;1;15;7;5;20;4;1
10;25;9;11;1;23;27;2;21;28;26;13;19;20;16;4;18;32;5;3;15;24;31;14;17;7;30;12;8;6;29;22;1
12;30;31;11;1;23;27;2;29;9;26;13;19;20;16;4;18;32;21;3;15;25;22;14;5;7;28;24;10;17;6;8;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
1;32;27;11;8;20;24;31;10;30;5;18;17;15;26;9;14;21;2;23;6;4;29;22;16;7;3;25;13;19;12;28;1
11;28;23;15;7;2;1;24;8;31;21;18;17;10;13;27;6;5;30;19;4;14;29;16;22;9;26;12;3;32;25;20;1
2;14;31;1;9;12;24;28;5;22;27;15;32;4;10;6;19;8;13;20;30;11;29;21;16;7;3;25;26;23;18;17;1
1;32;9;11;8;20;24;31;22;2;25;12;28;10;13;27;6;5;30;19;4;14;29;21;16;7;18;15;26;23;3;17;1
13;4;9;16;2;1;12;32;20;30;8;29;15;26;6;19;10;22;17;31;25;24;3;14;5;7;28;27;21;23;18;11;1
5;27;9;23;2;1;12;32;20;30;8;29;15;26;6;19;10;22;17;31;25;24;3;21;16;7;14;4;13;11;18;28;1
10;30;31;11;1;23;27;2;21;28;26;13;19;20;16;4;18;32;5;3;25;24;9;14;17;7;15;12;8;6;29;22;1
12;30;31;11;1;23;24;2;10;28;26;7;19;20;17;4;18;32;5;3;15;14;22;25;29;6;9;27;21;16;13;8;1
1;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;31;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
18;4;27;23;2;28;12;32;20;30;8;29;15;26;7;19;10;22;11;31;25;24;3;21;16;13;1;9;14;5;6;17;1
12;28;32;8;19;4;2;15;30;10;20;26;11;27;3;18;23;22;17;31;25;24;16;29;7;13;1;9;14;5;6;21;1
18;27;9;5;2;1;12;32;20;17;8;28;15;24;6;31;10;22;30;19;4;14;29;21;16;7;3;25;26;23;13;11;1
1;32;9;30;8;20;26;19;23;2;15;12;29;6;18;4;10;22;17;31;25;24;3;14;5;7;28;27;21;16;13;11;1
31;14;2;1;26;12;24;28;23;22;27;21;32;17;10;6;19;8;13;16;30;11;3;25;29;9;18;15;7;5;20;4;1
2;14;31;1;13;10;32;28;19;22;20;26;11;27;3;18;23;30;21;12;15;24;16;29;25;9;6;8;7;5;17;4;1
19;4;9;10;2;1;31;32;20;22;8;29;25;27;3;18;23;30;21;12;15;24;6;14;5;7;28;26;17;16;13;11;1
12;28;32;8;19;4;2;15;22;10;20;26;11;27;3;18;23;30;17;31;25;24;16;29;7;13;1;9;14;5;6;21;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
16;32;31;19;1;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;5;13;29;6;9;14;28;17;7;8;1
31;28;32;8;19;4;2;13;16;1;20;26;11;27;12;18;23;30;5;3;15;14;22;25;29;6;9;24;10;17;7;21;1
3;32;25;11;8;20;14;31;22;2;4;19;28;10;21;27;6;5;30;12;15;24;16;29;7;13;1;9;26;23;18;17;1
31;28;32;8;12;15;2;25;22;10;20;26;11;27;3;18;23;30;21;19;4;24;16;29;7;13;1;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;9;5;17;1;6;14;1
26;7;18;1;21;4;6;20;14;17;2;22;8;31;10;3;29;32;13;15;24;23;30;12;5;19;11;9;27;28;25;16;1
2;14;31;6;9;19;32;28;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;8;25;5;17;4;1
31;28;32;8;19;4;2;25;22;10;6;26;11;27;3;1;23;30;21;12;9;24;16;29;14;13;18;15;7;5;20;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;16;18;23;30;21;12;15;24;3;14;7;13;1;9;29;5;6;17;1
19;4;9;23;2;1;12;32;8;10;20;26;11;27;3;18;30;22;17;31;25;24;6;14;5;7;28;29;21;16;13;15;1
31;2;17;11;10;28;32;4;20;26;19;25;8;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;22;1
24;28;32;8;19;4;13;25;1;10;20;26;11;27;3;14;23;30;21;12;7;31;29;5;15;2;22;18;9;16;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
18;25;9;23;2;1;12;32;20;17;8;3;15;26;13;27;6;5;30;19;4;14;11;21;22;7;28;31;24;16;10;29;1
1;32;9;11;8;20;24;19;22;2;15;12;28;10;13;27;6;5;17;31;4;14;29;21;16;7;3;25;26;23;18;30;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
31;28;32;8;12;15;2;25;22;10;20;26;11;27;3;18;6;5;30;19;4;14;29;21;7;13;1;9;24;16;23;17;1
3;32;25;11;8;20;24;31;22;2;15;12;28;10;7;27;6;5;30;19;4;14;29;21;16;13;1;9;26;23;18;17;1
1;32;9;11;8;20;24;31;22;2;15;12;28;10;13;27;6;5;30;19;4;14;29;21;16;7;3;25;26;23;18;17;1
1;32;9;11;8;20;24;31;22;2;15;12;28;10;13;27;6;5;30;19;4;14;29;21;16;7;3;25;26;23;18;17;1
23;14;32;1;26;21;24;31;22;2;15;12;28;10;13;27;6;5;30;19;17;11;3;25;29;9;18;16;7;8;20;4;1
1;28;26;14;5;20;24;31;22;2;21;12;32;17;10;6;19;8;13;16;30;11;3;25;29;9;18;15;7;23;27;4;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;14;12;15;24;5;29;7;13;1;21;9;16;6;17;1
12;1;9;8;19;4;2;25;22;10;20;26;11;27;3;18;30;23;17;31;32;24;6;14;5;7;28;29;21;16;13;15;1
31;28;1;8;19;4;2;25;22;10;20;26;17;27;3;18;23;30;21;12;15;24;5;29;7;6;32;9;14;16;13;11;1
18;4;27;23;2;28;12;32;20;30;8;21;15;26;16;19;10;22;11;31;25;24;3;29;7;13;1;9;14;5;6;17;1
12;28;32;20;18;4;2;11;30;23;8;29;15;26;6;19;10;22;17;31;25;24;3;14;5;13;1;9;27;7;16;21;1
19;4;9;10;2;1;31;32;20;22;8;29;25;26;6;18;23;30;21;12;15;24;16;14;5;7;28;27;17;3;13;11;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
18;14;31;1;26;12;24;28;23;22;27;21;32;17;6;19;10;30;2;9;25;20;3;4;5;7;15;8;29;16;13;11;1
2;30;29;1;26;12;11;18;23;8;15;9;32;13;6;19;10;22;17;31;25;24;3;14;5;7;28;27;21;16;20;4;1
18;4;27;23;2;28;12;32;20;30;8;29;15;26;13;19;10;22;17;31;25;24;3;21;16;7;1;9;14;5;6;11;1
31;28;32;8;19;4;2;15;22;10;20;26;11;27;16;18;23;30;21;12;14;24;3;25;5;13;1;9;29;7;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;1
31;28;32;8;19;4;2;25;22;10;20;26;11;27;3;18;23;30;21;12;15;24;16;29;7;13;1;9;14;5;6;17;2
31;28;11;30;23;27;32;19;22;3;4;14;2;20;8;6;5;15;29;12;26;24;7;16;13;21;1;9;25;10;18;17;2
32;25;17;30;23;27;31;9;10;3;12;28;24;20;29;6;22;15;1;4;26;2;7;16;13;21;8;19;14;5;18;11;2
32;25;17;30;23;27;31;9;10;3;12;28;24;20;29;6;22;15;1;4;26;2;7;16;13;21;8;19;14;5;18;11;2
32;9;11;30;23;27;31;25;10;1;12;28;24;20;3;6;22;15;21;4;26;2;16;13;7;29;8;19;18;5;14;17;2
9;25;11;30;23;27;32;31;10;3;12;28;24;20;13;6;22;15;29;4;26;2;7;16;5;21;8;19;14;1;18;17;2
31;28;32;8;19;4;2;25;22;10;20;14;24;27;1;18;5;15;29;12;30;11;7;16;13;21;3;9;26;23;6;17;2
32;25;11;30;23;27;31;9;10;3;12;28;24;20;1;6;22;15;21;4;26;2;16;29;7;13;8;19;14;5;18;17;2
32;31;28;5;6;10;23;16;2;13;19;14;11;15;18;20;22;17;25;21;12;24;29;3;9;30;1;26;7;8;27;4;2
32;31;28;5;6;10;23;16;2;13;19;14;11;15;18;20;22;17;25;21;12;24;29;3;9;30;1;26;7;8;27;4;2
