"X20";"X6";"X1";"X3";"X15";"X16";"X21";"X4";"X8";"X18";"X24";"X19";"X9";"X7";"X26";"X10";"X14";"X17";"X5";"X2";"X11";"X13";"X25";"X12";"X23";"X22";"generation"
20;6;1;3;15;16;21;4;8;18;24;19;9;7;26;10;14;17;5;2;11;13;25;12;23;22;1
16;10;9;26;19;17;23;13;7;24;4;22;15;21;20;1;5;8;14;2;11;18;25;12;3;6;1
17;12;10;16;9;26;23;25;6;24;4;22;15;21;20;1;5;8;14;2;11;18;13;19;7;3;1
15;10;9;26;12;17;23;25;7;20;4;22;16;18;19;3;5;8;14;2;11;21;13;24;1;6;1
20;25;1;3;15;16;21;4;8;18;2;19;9;7;26;10;14;11;5;24;17;13;23;22;6;12;1
13;18;21;14;16;8;17;4;12;10;20;11;9;7;26;3;5;24;15;2;1;25;23;22;6;19;1
15;19;21;14;9;8;17;4;12;10;20;11;16;18;24;3;7;22;25;5;13;6;26;1;2;23;1
13;7;21;10;16;8;17;20;12;11;4;14;9;18;24;3;5;26;15;2;1;25;23;22;6;19;1
20;6;1;3;15;16;21;4;23;18;2;19;9;7;26;10;14;11;5;24;17;13;25;12;8;22;1
20;6;1;3;15;16;21;4;8;18;2;19;9;7;26;10;14;11;5;24;17;13;25;12;23;22;1
20;6;1;3;15;16;21;4;8;18;2;19;9;7;26;10;14;11;5;24;17;13;25;12;23;22;1
20;6;1;3;15;16;21;4;8;18;2;19;9;7;26;10;14;11;5;24;17;13;25;12;23;22;1
20;6;1;3;15;2;21;4;8;25;24;12;9;7;26;10;14;17;5;16;11;18;13;19;23;22;1
16;1;15;20;12;17;23;4;8;18;2;19;9;7;26;10;14;11;5;24;21;25;13;22;3;6;1
16;10;9;26;12;17;23;25;7;24;4;22;15;21;20;1;5;8;14;2;11;18;13;19;3;6;1
16;10;9;26;12;17;23;25;7;24;4;22;15;21;20;1;5;8;14;2;11;18;13;19;3;6;1
21;6;1;15;3;19;20;23;7;11;4;14;9;26;25;13;12;22;18;24;17;10;8;16;2;5;1
20;6;1;3;15;16;21;4;8;18;2;19;9;7;26;10;14;11;5;24;17;13;22;12;23;25;1
20;6;1;3;15;16;21;4;8;18;2;19;9;7;26;10;14;11;5;24;17;13;25;12;23;22;1
20;6;1;3;15;16;21;22;8;18;2;19;9;7;26;10;14;11;5;24;17;13;25;12;23;4;1
13;12;24;17;3;19;20;23;7;10;14;11;16;18;21;9;5;26;15;2;1;25;4;22;6;8;1
18;8;12;17;13;19;20;21;7;11;4;14;9;16;24;3;5;26;15;2;1;25;23;22;6;10;1
13;7;21;14;9;8;17;4;12;10;20;11;16;18;24;3;5;26;15;2;1;25;23;22;6;19;1
13;7;21;14;9;8;17;4;12;10;20;11;16;18;24;3;5;26;15;2;1;25;23;22;6;19;1
16;10;9;26;12;8;23;18;7;2;4;22;15;21;20;1;14;11;5;24;17;13;25;19;3;6;1
20;6;1;3;15;16;21;4;8;25;2;12;9;7;26;10;14;17;5;24;11;18;13;19;23;22;1
20;6;1;3;15;16;21;4;8;18;2;19;9;7;26;10;14;11;5;24;17;13;25;12;23;22;1
20;6;1;3;15;16;21;4;8;18;2;19;9;7;26;10;14;11;5;24;17;13;25;12;23;22;1
16;1;15;21;22;8;23;18;20;4;2;19;9;7;26;10;14;11;5;24;17;13;25;12;3;6;1
26;6;10;3;1;16;8;25;7;24;4;22;15;21;20;9;14;11;5;18;17;13;2;12;23;19;1
16;1;9;20;19;8;3;18;21;2;4;22;15;7;26;10;14;11;5;24;17;13;25;12;23;6;1
20;6;22;3;15;16;21;4;8;25;2;12;9;7;26;10;14;17;5;24;11;18;13;19;23;1;1
16;10;9;26;12;17;23;25;7;24;4;22;15;21;20;1;5;8;14;2;11;18;13;19;3;6;1
