"X41";"X59";"X17";"X36";"X63";"X11";"X44";"X18";"X3";"X46";"X51";"X16";"X10";"X6";"X7";"X15";"X31";"X9";"X62";"X1";"X35";"X53";"X34";"X23";"X60";"X33";"X22";"X50";"X12";"X21";"X61";"X57";"X56";"X38";"X37";"X26";"X43";"X24";"X48";"X49";"X20";"X40";"X47";"X52";"X27";"X4";"X13";"X8";"X64";"X45";"X39";"X14";"X30";"X28";"X54";"X25";"X5";"X32";"X55";"X58";"X2";"X29";"X19";"X42";"generation"
41;59;17;36;63;11;44;18;3;46;51;16;10;6;7;15;31;9;62;1;35;53;34;23;60;33;22;50;12;21;61;57;56;38;37;26;43;24;48;49;20;40;47;52;27;4;13;8;64;45;39;14;30;28;54;25;5;32;55;58;2;29;19;42;1
1;10;41;6;26;59;49;57;63;11;35;53;19;43;37;60;38;46;33;2;22;51;56;50;18;44;29;36;12;21;4;42;23;62;16;31;17;9;24;48;20;40;47;52;27;34;13;8;64;45;39;14;30;28;54;25;5;32;55;7;3;61;15;58;1
1;10;20;64;26;8;47;57;63;11;35;27;19;43;37;60;38;46;33;2;22;51;56;50;13;44;12;36;29;34;21;42;23;62;16;31;17;24;48;49;41;52;9;30;53;61;18;59;6;45;39;14;40;28;54;25;5;32;55;7;3;4;15;58;1
41;59;32;25;45;54;26;15;3;49;35;53;19;43;37;60;38;46;33;2;22;51;56;50;18;44;12;36;29;34;21;42;23;62;16;31;17;9;24;48;20;40;47;52;27;4;13;8;64;63;10;30;7;55;11;5;61;28;6;58;1;14;39;57;1
1;10;41;64;26;8;49;57;45;11;35;27;19;43;37;60;38;46;33;2;22;51;56;50;13;44;12;36;29;34;21;42;23;62;16;31;17;47;24;48;20;40;9;30;53;61;18;59;6;63;39;14;52;28;54;25;5;32;55;7;3;4;15;58;1
41;8;43;25;45;54;26;13;3;49;14;37;39;32;7;15;38;46;33;2;22;51;56;50;18;44;12;36;29;34;21;42;23;62;16;31;17;9;28;48;20;40;47;52;27;4;60;59;6;63;10;30;53;55;11;5;61;24;64;58;1;35;19;57;1
42;10;38;6;26;59;49;31;24;34;56;28;21;1;2;33;16;55;51;9;12;47;17;18;19;5;13;35;58;11;7;43;60;36;41;57;62;14;63;50;40;64;37;22;54;25;52;8;20;45;39;23;30;53;27;4;44;32;46;48;3;61;15;29;1
1;10;41;6;26;59;49;57;63;11;35;53;19;43;37;60;38;46;33;2;22;51;56;50;18;44;12;36;29;34;21;42;23;62;16;31;17;9;24;48;20;40;47;52;27;4;13;8;64;45;39;14;30;28;54;25;5;32;55;7;3;61;15;58;1
60;34;62;7;48;30;61;46;50;14;18;21;13;23;38;49;47;37;22;20;44;8;15;27;17;42;35;12;54;1;53;26;45;16;41;43;9;32;33;39;36;57;4;25;31;24;3;59;6;63;10;40;51;55;11;5;56;28;64;58;2;29;19;52;1
20;8;17;11;45;54;44;56;3;46;14;16;39;32;7;15;31;47;62;1;35;27;34;23;60;33;22;5;58;21;4;57;25;38;37;26;43;24;48;49;41;42;9;30;53;19;18;55;2;63;10;40;51;59;36;50;13;6;12;64;28;52;61;29;1
1;10;41;6;26;59;49;57;63;11;35;53;19;43;37;60;38;46;33;2;22;51;56;50;18;44;12;36;29;34;21;42;23;62;16;31;17;9;24;48;20;40;47;52;27;4;13;8;64;45;39;14;30;28;54;25;5;32;55;7;3;61;15;58;1
1;10;41;6;26;59;49;57;63;11;35;53;19;43;37;60;38;46;33;2;22;51;56;50;18;44;12;36;29;34;21;42;23;62;16;31;17;9;24;48;20;40;47;52;27;4;13;8;64;45;39;14;30;28;54;25;5;32;55;7;3;61;15;58;1
1;10;41;6;26;59;49;57;63;11;35;53;19;43;37;60;38;46;33;2;22;51;56;50;18;44;12;36;29;34;21;42;23;62;16;31;17;9;24;48;20;40;47;52;27;4;13;8;64;45;39;14;30;28;54;25;5;32;55;7;3;61;15;58;1
1;10;41;6;26;59;49;57;63;11;35;53;19;43;37;60;38;46;33;2;22;51;56;50;18;44;12;36;29;34;21;42;23;62;16;31;17;9;24;48;20;40;47;52;27;4;13;8;64;45;39;14;30;28;54;25;5;32;55;7;3;61;15;58;1
34;2;41;6;26;59;60;57;63;11;12;53;19;43;38;49;47;37;22;10;44;8;15;27;17;42;35;58;54;1;21;33;23;62;16;31;18;9;24;48;20;40;46;52;50;4;13;51;64;45;39;14;30;28;29;25;5;32;55;7;3;61;56;36;1
