"X24L";"X42L";"X2L";"X26L";"X53L";"X32L";"X19L";"X18L";"X17L";"X45L";"X3L";"X60L";"X52L";"X7L";"X57L";"X1L";"X55L";"X23L";"X6L";"X47L";"X44L";"X38L";"X25L";"X29L";"X48L";"X12L";"X20L";"X35L";"X14L";"X9L";"X40L";"X51L";"X16L";"X54L";"X49L";"X61L";"X31L";"X22L";"X37L";"X50L";"X39L";"X58L";"X15L";"X13L";"X41L";"X34L";"X21L";"X8L";"X64L";"X59L";"X27L";"X46L";"X36L";"X56L";"X28L";"X30L";"X4L";"X11L";"X63L";"X10L";"X33L";"X62L";"X5L";"X43L"
24;42;2;26;53;32;19;18;17;45;3;60;52;7;57;1;55;23;6;47;44;38;25;29;48;12;20;35;14;9;40;51;16;54;49;61;31;22;37;50;39;58;15;13;41;34;21;8;64;59;27;46;36;56;28;30;4;11;63;10;33;62;5;43
24;42;2;26;53;32;19;18;17;45;3;60;52;7;57;1;55;23;6;47;44;38;25;29;48;12;20;35;14;9;40;51;16;54;15;61;31;22;37;50;39;58;49;13;41;34;21;8;64;59;27;46;36;56;28;30;4;11;63;10;33;62;5;43
24;42;2;26;53;32;19;18;17;45;3;60;52;7;57;1;55;23;6;47;44;38;25;29;48;12;20;35;14;9;40;51;16;54;15;61;31;22;37;50;39;58;49;13;41;34;21;8;64;59;27;46;36;56;28;30;4;11;63;10;33;62;5;43
24;42;2;26;53;32;19;18;17;45;3;60;52;7;57;1;55;23;6;47;44;38;25;29;48;12;20;35;14;9;40;51;16;54;15;61;31;22;37;50;39;58;49;13;41;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;10;43
24;42;2;26;53;32;19;18;17;45;3;60;52;7;57;1;55;23;6;47;44;38;25;29;48;12;20;35;14;9;40;51;16;54;15;61;31;22;37;50;39;58;49;13;41;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;10;43
24;10;2;26;53;32;19;18;17;45;3;60;52;7;57;1;55;23;6;47;44;38;25;29;48;12;20;35;14;9;40;51;16;54;15;61;31;22;37;50;39;58;49;13;41;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;42;43
24;10;2;26;53;32;19;18;17;45;3;60;52;7;57;1;55;23;6;47;44;38;25;29;48;12;20;35;14;9;40;51;16;54;15;61;31;22;37;50;39;58;49;13;41;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;42;43
24;10;2;26;53;32;19;18;17;45;3;60;52;7;57;1;55;23;6;47;44;38;25;29;48;12;20;35;14;9;40;51;16;54;15;41;31;22;37;50;39;58;49;13;61;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;42;43
24;10;2;26;53;32;19;18;17;45;3;60;52;7;57;1;55;23;6;47;44;38;25;29;48;12;20;35;14;9;40;51;16;54;15;41;31;22;37;50;39;58;49;13;61;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;42;43
24;10;2;26;53;32;19;18;17;45;3;60;52;7;25;1;55;23;6;47;44;38;57;29;48;12;20;35;14;9;40;51;16;54;15;41;31;22;37;50;39;58;49;13;61;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;42;43
24;10;2;26;53;32;19;18;17;45;3;60;52;7;25;1;55;23;6;47;44;38;57;29;48;12;20;35;14;9;40;51;16;54;15;41;31;22;37;50;39;58;49;13;61;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;42;43
24;10;2;26;53;32;19;18;17;45;3;60;52;7;25;1;55;23;6;47;44;38;57;29;48;12;20;35;14;9;40;16;51;54;15;41;31;22;37;50;39;58;49;13;61;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;42;43
24;10;2;26;53;32;19;18;17;45;3;60;52;7;25;1;55;23;6;47;44;38;57;29;48;12;20;35;14;9;40;16;51;54;15;41;31;22;37;50;39;58;49;13;61;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;42;43
24;10;2;26;53;32;19;18;17;45;3;60;52;7;25;1;55;23;6;47;44;38;14;29;48;12;20;35;57;9;40;16;51;54;15;41;31;22;37;50;39;58;49;13;61;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;42;43
24;10;2;26;53;32;19;18;17;45;3;60;52;7;25;1;55;23;6;47;44;38;14;29;48;12;20;35;57;9;40;16;51;54;15;41;31;22;37;50;39;58;49;13;61;34;21;8;64;59;27;46;36;56;28;30;4;11;63;5;33;62;42;43
