"X3";"X8";"X4";"X5";"X9";"X6";"X11";"X10";"X1";"X7";"X2";"X12";"generation"
3;8;4;5;9;6;11;10;1;7;2;12;1
10;11;4;5;9;2;6;8;1;7;12;3;1
1;4;7;12;5;10;8;11;3;6;2;9;1
9;8;3;12;5;11;6;10;1;7;4;2;1
3;4;8;12;5;11;9;2;7;6;10;1;1
1;2;12;6;3;4;9;11;7;8;10;5;1
3;4;8;12;5;11;6;7;9;2;10;1;1
8;11;4;5;3;6;10;12;1;7;2;9;1
8;11;4;5;9;6;7;12;3;2;10;1;1
8;11;4;5;9;6;7;12;3;2;10;1;1
8;6;2;11;10;4;9;5;1;12;3;7;1
8;6;2;11;5;4;9;10;1;12;3;7;1
10;4;8;1;5;11;6;12;3;7;2;9;1
3;4;8;12;5;11;6;10;1;7;2;9;1
3;4;11;6;5;12;8;10;1;7;2;9;1
3;4;11;6;10;9;1;5;7;8;2;12;1
3;11;8;7;10;4;9;5;1;12;2;6;1
3;4;8;12;5;11;6;10;1;9;2;7;1
7;11;6;1;12;4;8;9;3;2;10;5;1
9;7;5;1;12;4;8;11;3;2;10;6;1
2;4;8;12;5;11;6;10;1;9;3;7;1
2;4;8;6;10;11;9;5;1;12;3;7;1
4;11;8;12;5;6;7;9;3;2;10;1;1
3;11;4;12;5;8;6;10;1;7;2;9;1
8;11;4;5;1;6;10;12;3;7;2;9;1
1;4;8;7;5;11;6;12;3;2;10;9;1
8;9;4;12;5;11;6;10;1;7;2;3;1
3;4;8;12;5;11;6;2;9;7;10;1;1
9;7;5;1;12;4;8;11;3;2;10;6;1
7;12;2;5;9;4;8;11;3;6;10;1;1
3;4;2;11;5;12;6;10;1;7;8;9;1
8;9;3;12;5;4;6;10;1;7;2;11;1
9;8;4;6;11;5;7;12;3;2;10;1;1
8;12;5;4;9;2;7;11;3;6;10;1;1
8;11;4;5;1;6;7;12;3;2;10;9;1
8;11;4;5;9;6;7;12;3;2;10;1;1
9;7;6;5;12;1;8;11;3;4;10;2;1
8;12;4;5;9;2;7;11;3;6;10;1;1
8;11;4;5;9;6;7;12;3;2;10;1;1
6;11;4;5;9;8;7;12;3;2;10;1;1
3;4;8;12;5;11;6;10;1;7;2;9;1
3;4;8;12;5;11;6;10;1;7;2;9;1
1;11;4;5;9;6;8;12;3;2;10;7;1
9;4;8;12;5;11;6;10;1;7;2;3;1
8;11;4;5;9;6;7;12;3;2;10;1;1
8;11;4;5;9;6;7;12;3;2;10;1;1
8;11;4;5;9;7;6;10;2;3;12;1;1
1;4;8;7;5;11;6;12;3;2;10;9;1
5;6;4;9;8;11;7;12;3;2;10;1;1
9;4;8;12;5;11;6;7;3;2;10;1;1
3;4;11;6;8;9;1;5;7;2;10;12;1
12;4;11;6;10;9;1;5;3;2;8;7;1
8;12;6;5;3;4;9;11;7;2;10;1;1
1;8;12;6;7;4;9;11;3;2;10;5;1
8;11;4;5;9;6;7;12;3;2;10;1;1
8;11;4;7;9;6;5;12;3;2;10;1;1
3;11;4;5;9;6;7;12;8;2;10;1;1
2;11;4;5;9;6;7;12;3;8;10;1;1
8;6;2;11;3;4;9;5;1;12;10;7;1
7;2;8;6;10;4;9;5;1;12;3;11;1
8;11;4;5;7;6;10;12;3;9;2;1;1
1;7;8;11;5;6;4;12;3;2;10;9;1
1;11;4;5;9;6;7;12;3;2;10;8;1
8;11;3;5;9;6;10;12;4;7;2;1;1
8;11;4;5;9;6;7;12;3;10;2;1;1
1;4;8;10;5;11;7;12;3;2;6;9;1
