"X4";"X10";"X6";"X12";"X8";"X7";"X5";"X9";"X1";"X3";"X2";"X11";"generation"
4;10;6;12;8;7;5;9;1;3;2;11;1
11;2;6;12;8;10;5;4;9;7;1;3;1
9;7;6;12;8;1;4;10;5;3;2;11;1
7;12;6;11;9;10;5;4;1;3;2;8;1
1;12;8;5;6;11;7;4;10;3;9;2;1
2;12;8;7;6;11;4;10;5;3;1;9;1
7;12;6;1;9;11;4;3;5;10;2;8;1
9;7;6;5;2;11;4;10;12;3;8;1;1
5;12;6;1;2;11;7;4;10;9;3;8;1
2;12;8;4;6;11;7;10;5;9;3;1;1
9;7;6;12;8;10;5;4;1;3;11;2;1
2;7;6;12;8;10;5;4;1;9;3;11;1
9;1;3;4;10;11;5;7;12;8;2;6;1
9;12;3;7;8;10;5;4;1;11;2;6;1
4;10;6;9;7;2;1;11;12;8;3;5;1
2;12;8;5;6;11;7;4;10;3;1;9;1
4;10;6;9;7;8;12;11;1;3;2;5;1
9;10;6;4;7;2;1;11;12;8;3;5;1
9;12;8;7;10;11;5;4;1;3;2;6;1
9;12;3;4;10;11;5;7;1;8;2;6;1
11;12;8;5;6;2;1;4;10;3;7;9;1
4;12;6;9;7;2;3;11;10;1;8;5;1
7;11;6;12;8;10;5;4;1;3;2;9;1
2;7;6;12;8;11;4;10;5;9;3;1;1
7;9;6;4;2;10;11;1;12;8;3;5;1
4;12;6;1;2;7;9;11;10;8;3;5;1
9;7;6;12;8;10;5;4;1;3;2;11;1
9;7;6;12;8;10;5;4;1;3;2;11;1
6;12;8;5;2;11;7;4;10;3;1;9;1
7;12;6;9;2;11;1;10;5;3;4;8;1
11;7;6;12;8;10;5;4;1;3;2;9;1
9;7;6;1;2;11;4;5;12;3;8;10;1
7;11;6;12;8;10;5;4;1;3;9;2;1
12;7;6;1;11;2;4;10;5;9;3;8;1
4;10;6;9;7;2;1;11;12;8;3;5;1
4;10;6;9;7;2;1;11;12;8;3;5;1
4;12;1;5;6;11;7;3;10;8;2;9;1
6;12;1;4;5;9;10;2;7;3;8;11;1
3;12;6;1;2;11;4;10;5;7;9;8;1
7;12;6;1;2;5;4;10;11;9;3;8;1
2;7;6;12;8;10;5;4;1;9;3;11;1
7;1;6;12;8;11;4;10;5;9;3;2;1
9;7;6;12;8;10;5;4;1;3;2;11;1
2;7;6;12;1;11;4;10;5;9;3;8;1
9;7;6;12;8;10;5;4;1;3;2;11;1
9;7;6;12;8;10;5;4;1;3;2;11;1
7;12;6;1;2;10;4;11;5;9;3;8;1
7;12;6;1;2;11;4;10;5;9;3;8;1
11;7;6;12;8;10;5;4;1;3;2;9;1
9;5;6;1;3;10;7;4;12;8;2;11;1
7;5;6;4;10;2;1;8;12;11;3;9;1
4;10;6;1;2;7;9;11;12;8;3;5;1
9;7;6;12;8;10;5;4;1;3;2;11;1
9;7;6;12;8;10;5;4;1;3;2;11;1
9;7;6;12;8;10;5;4;1;3;2;11;1
9;7;6;12;8;10;5;4;1;3;2;11;1
9;7;6;12;8;10;5;4;1;3;2;11;1
9;7;6;12;8;10;5;4;1;3;2;11;1
6;12;1;4;8;10;5;7;9;3;2;11;1
1;4;6;12;8;9;10;3;7;5;2;11;1
9;7;6;12;8;10;5;4;1;3;2;11;1
9;7;6;12;8;10;5;4;1;3;2;11;1
7;12;6;11;8;10;5;4;1;3;2;9;1
2;7;6;12;11;4;1;9;5;10;3;8;1
4;1;6;12;5;9;10;3;7;8;2;11;1
6;12;1;9;7;2;10;3;5;8;4;11;1
9;7;6;12;8;10;3;4;1;5;2;11;1
9;7;6;12;8;10;5;4;1;3;2;11;1
9;5;6;12;8;2;7;4;10;3;1;11;1
2;3;6;12;8;10;5;4;1;7;11;9;1
6;12;7;1;2;11;4;10;5;9;3;8;1
7;12;1;6;2;11;5;4;10;3;9;8;1
2;3;6;12;8;10;1;4;5;7;9;11;1
6;12;8;7;9;10;11;4;1;3;2;5;1
2;12;8;5;6;11;7;4;10;3;1;9;1
2;12;8;5;6;11;7;4;10;3;1;9;1
2;7;6;12;11;10;5;4;1;9;3;8;1
7;12;6;1;9;8;4;10;5;3;2;11;1
7;12;6;1;8;11;2;4;10;3;5;9;1
7;12;6;8;2;11;4;10;5;3;1;9;1
7;12;6;5;9;8;10;4;1;3;2;11;1
3;12;6;1;2;11;4;10;5;9;8;7;1
9;7;6;12;8;10;5;4;1;3;2;11;1
9;7;6;12;8;10;5;4;1;3;2;11;1
7;12;6;1;2;11;5;4;10;9;3;8;1
8;7;6;1;2;11;4;10;5;9;3;12;1
9;7;6;1;2;11;4;10;5;12;3;8;1
9;7;6;1;2;10;5;4;12;3;8;11;1
12;8;6;9;7;10;5;4;1;3;2;11;1
9;7;6;12;8;10;1;11;5;3;2;4;1
9;12;2;4;10;11;5;7;1;8;3;6;1
4;10;6;9;11;3;5;7;1;8;2;12;1
4;10;6;8;7;2;1;11;5;9;3;12;1
7;5;6;1;2;11;4;10;12;8;3;9;1
6;12;1;4;9;10;5;3;7;8;2;11;1
9;7;6;12;3;10;5;4;1;8;2;11;1
9;7;6;12;8;10;5;4;1;11;2;3;1
9;7;6;12;3;10;5;4;1;8;2;11;1
7;12;6;1;2;9;5;11;4;10;3;8;1
9;7;6;12;2;11;5;4;1;3;8;10;1
4;10;6;12;8;7;5;9;1;3;2;11;2
5;4;6;1;3;11;10;7;12;2;8;9;2
1;5;6;12;3;10;7;4;9;2;8;11;2
9;11;6;12;8;10;7;4;1;3;2;5;2
5;4;6;1;3;7;10;9;12;2;8;11;2
5;4;7;1;3;6;10;9;12;2;8;11;2
5;11;6;12;1;10;8;4;3;7;2;9;2
1;4;7;12;8;10;2;11;9;3;6;5;2
5;11;6;12;8;7;10;9;1;2;3;4;2
9;4;6;1;3;10;7;11;12;2;8;5;2
3;4;8;1;10;12;7;11;5;2;6;9;2
5;4;6;1;3;2;10;9;12;7;8;11;2
9;5;6;12;3;10;7;4;1;2;8;11;2
9;11;6;12;3;10;7;5;1;8;2;4;2
