"X1";"X55918";"X7";"X6";"X8";"X11";"X1.1";"X10";"X5";"X3";"X2";"X12";"X9";"X4"
1;55918;7;6;8;11;1;10;5;3;2;12;9;4
7;6;1;11;8;10;5;3;2;12;9;4;1;61978
1;61978;7;6;1;11;8;10;5;3;2;12;9;4
7;6;1;11;8;10;3;5;2;12;9;4;1;64374
1;64374;7;6;1;11;8;10;3;5;2;12;9;4
7;6;1;10;8;11;3;5;2;12;9;4;1;52870
1;52870;7;6;1;10;8;11;3;5;2;12;9;4
7;6;10;1;8;11;3;5;2;12;9;4;1;51806
1;51806;7;6;10;1;8;11;3;5;2;12;9;4
7;6;3;1;8;11;10;5;2;12;9;4;1;52554
1;52554;7;6;3;1;8;11;10;5;2;12;9;4
12;6;3;1;8;11;10;5;2;7;9;4;1;28674
1;28674;12;6;3;1;8;11;10;5;2;7;9;4
12;6;3;1;8;11;10;4;2;7;9;5;1;33864
1;33864;12;6;3;1;8;11;10;4;2;7;9;5
12;5;3;1;8;11;10;4;2;7;9;6;1;49038
1;49038;12;5;3;1;8;11;10;4;2;7;9;6
12;5;8;1;3;11;10;4;2;7;9;6;1;45976
1;45976;12;5;8;1;3;11;10;4;2;7;9;6
12;5;8;4;3;11;10;1;2;7;9;6;1;38220
1;38220;12;5;8;4;3;11;10;1;2;7;9;6
10;5;8;4;3;11;12;1;2;7;9;6;1;27722
1;27722;10;5;8;4;3;11;12;1;2;7;9;6
10;5;8;4;3;12;11;1;2;7;9;6;1;36752
1;36752;10;5;8;4;3;12;11;1;2;7;9;6
10;5;8;4;7;12;11;1;2;3;9;6;1;41166
1;41166;10;5;8;4;7;12;11;1;2;3;9;6
7;5;8;4;10;12;11;1;2;3;9;6;1;40514
1;40514;7;5;8;4;10;12;11;1;2;3;9;6
7;8;5;4;10;12;11;1;2;3;9;6;1;53978
1;53978;7;8;5;4;10;12;11;1;2;3;9;6
7;8;5;4;10;12;3;1;2;11;9;6;1;45524
1;45524;7;8;5;4;10;12;3;1;2;11;9;6
7;8;5;4;10;11;3;1;2;12;9;6;1;46094
1;46094;7;8;5;4;10;11;3;1;2;12;9;6
7;8;11;4;10;5;3;1;2;12;9;6;1;51472
1;51472;7;8;11;4;10;5;3;1;2;12;9;6
7;8;3;4;10;5;11;1;2;12;9;6;1;51768
1;51768;7;8;3;4;10;5;11;1;2;12;9;6
7;8;3;4;10;5;6;1;2;12;9;11;1;52820
2;52820;7;8;3;4;10;5;6;1;2;12;9;11
7;8;3;4;10;5;6;1;2;9;12;11;2;51360
2;51360;7;8;3;4;10;5;6;1;2;9;12;11
7;12;3;4;10;5;6;1;2;9;8;11;2;53788
2;53788;7;12;3;4;10;5;6;1;2;9;8;11
7;12;3;4;1;5;6;10;2;9;8;11;2;50960
2;50960;7;12;3;4;1;5;6;10;2;9;8;11
12;7;3;4;1;5;6;10;2;9;8;11;2;47754
2;47754;12;7;3;4;1;5;6;10;2;9;8;11
12;9;3;4;1;5;6;10;2;7;8;11;2;50612
2;50612;12;9;3;4;1;5;6;10;2;7;8;11
5;9;3;4;1;12;6;10;2;7;8;11;2;46888
2;46888;5;9;3;4;1;12;6;10;2;7;8;11
5;9;3;4;1;12;6;10;11;7;8;2;2;41274
2;41274;5;9;3;4;1;12;6;10;11;7;8;2
5;6;3;4;1;12;9;10;11;7;8;2;2;37834
2;37834;5;6;3;4;1;12;9;10;11;7;8;2
5;6;3;1;4;12;9;10;11;7;8;2;2;39194
2;39194;5;6;3;1;4;12;9;10;11;7;8;2
12;6;3;1;4;5;9;10;11;7;8;2;2;41076
2;41076;12;6;3;1;4;5;9;10;11;7;8;2
12;2;3;1;4;5;9;10;11;7;8;6;2;50896
2;50896;12;2;3;1;4;5;9;10;11;7;8;6
12;2;3;1;4;5;9;10;6;7;8;11;2;50374
2;50374;12;2;3;1;4;5;9;10;6;7;8;11
12;2;3;1;4;5;6;10;9;7;8;11;2;51216
2;51216;12;2;3;1;4;5;6;10;9;7;8;11
12;2;8;1;4;5;6;10;9;7;3;11;2;49254
2;49254;12;2;8;1;4;5;6;10;9;7;3;11
12;2;8;1;4;5;6;9;10;7;3;11;2;54302
2;54302;12;2;8;1;4;5;6;9;10;7;3;11
12;2;8;1;4;5;6;9;10;3;7;11;2;57782
2;54302;12;2;8;1;4;5;6;9;10;7;3;11
3;2;8;1;4;5;6;9;10;7;12;11;2;54742
2;54742;3;2;8;1;4;5;6;9;10;7;12;11
3;9;8;1;4;5;6;2;10;7;12;11;2;51686
2;51686;3;9;8;1;4;5;6;2;10;7;12;11
3;9;6;1;4;5;8;2;10;7;12;11;2;51666
2;51666;3;9;6;1;4;5;8;2;10;7;12;11
11;9;6;1;4;5;8;2;10;7;12;3;2;48148
3;48148;11;9;6;1;4;5;8;2;10;7;12;3
11;9;6;10;4;5;8;2;1;7;12;3;3;49860
3;49860;11;9;6;10;4;5;8;2;1;7;12;3
11;9;12;10;4;5;8;2;1;7;6;3;3;49482
3;49482;11;9;12;10;4;5;8;2;1;7;6;3
4;9;12;10;11;5;8;2;1;7;6;3;3;49450
3;49450;4;9;12;10;11;5;8;2;1;7;6;3
4;3;12;10;11;5;8;2;1;7;6;9;3;33252
3;33252;4;3;12;10;11;5;8;2;1;7;6;9
4;3;12;10;11;5;8;9;1;7;6;2;3;33746
3;33746;4;3;12;10;11;5;8;9;1;7;6;2
4;3;12;6;11;5;8;9;1;7;10;2;3;28900
3;28900;4;3;12;6;11;5;8;9;1;7;10;2
4;3;12;9;11;5;8;6;1;7;10;2;3;41794
3;41794;4;3;12;9;11;5;8;6;1;7;10;2
4;3;12;9;11;5;1;6;8;7;10;2;3;42224
3;42224;4;3;12;9;11;5;1;6;8;7;10;2
2;3;12;9;11;5;1;6;8;7;10;4;3;52642
3;52642;2;3;12;9;11;5;1;6;8;7;10;4
2;3;12;9;1;5;11;6;8;7;10;4;3;44940
3;44940;2;3;12;9;1;5;11;6;8;7;10;4
2;3;12;9;1;5;7;6;8;11;10;4;3;29124
3;29124;2;3;12;9;1;5;7;6;8;11;10;4
