"X44";"X51";"X45";"X13";"X15";"X62";"X11";"X5";"X9";"X32";"X31";"X28";"X56";"X6";"X38";"X16";"X18";"X20";"X7";"X61";"X30";"X35";"X37";"X40";"X34";"X4";"X41";"X21";"X19";"X26";"X55";"X17";"X2";"X57";"X27";"X3";"X29";"X25";"X33";"X39";"X52";"X64";"X48";"X60";"X8";"X46";"X49";"X14";"X50";"X54";"X42";"X22";"X59";"X1";"X47";"X43";"X36";"X63";"X53";"X58";"X12";"X10";"X23";"X24";"generation"
28;51;45;13;15;62;11;5;9;32;31;44;56;6;38;16;18;20;7;61;30;35;37;40;34;4;41;21;19;26;55;17;2;57;27;3;29;25;33;39;52;64;48;60;8;46;49;14;50;54;42;22;59;1;47;43;36;63;53;58;12;10;23;24;1
44;51;45;8;15;62;11;5;9;32;31;28;56;6;38;16;54;50;7;48;30;1;37;22;34;4;41;21;42;26;46;17;2;59;27;3;29;25;33;39;10;13;20;60;19;24;49;14;63;23;55;18;58;61;47;43;35;12;52;36;57;40;53;64;1
24;3;17;21;25;33;56;6;31;58;30;9;52;45;37;64;38;28;36;20;41;61;15;26;16;55;12;19;27;18;44;29;32;62;4;11;7;23;2;13;10;39;48;1;8;46;49;14;50;54;42;22;59;35;53;43;60;63;47;5;57;40;51;34;1
55;51;45;64;15;57;3;5;9;33;31;28;53;6;38;16;18;20;17;61;63;36;37;40;34;27;41;21;19;26;44;29;32;62;4;11;7;23;2;13;10;39;48;60;8;46;49;14;50;54;42;22;59;1;47;43;35;30;56;58;12;52;25;24;1
57;54;56;3;25;33;53;6;31;58;63;9;52;45;37;64;38;28;36;20;41;61;15;26;16;55;12;19;27;18;44;29;32;62;4;11;7;23;2;13;10;46;48;60;8;39;49;14;50;24;34;17;35;22;1;47;40;43;30;42;5;21;51;59;1
49;3;38;2;27;33;53;55;31;58;19;64;6;61;1;34;17;50;23;54;15;7;13;60;56;12;39;63;25;44;47;8;45;52;46;9;5;35;48;29;18;62;26;21;30;28;24;14;4;20;42;22;59;37;10;43;36;41;16;32;57;40;51;11;1
44;51;45;64;15;62;11;5;9;32;31;28;56;6;38;16;18;20;7;61;30;36;37;40;34;4;41;21;19;26;55;17;33;57;27;3;29;25;2;13;10;39;48;60;8;46;49;14;50;54;42;22;59;1;47;43;35;63;53;58;12;52;23;24;1
24;11;7;44;23;32;47;6;31;58;63;9;10;45;37;8;38;28;1;50;12;48;15;22;34;4;41;21;42;26;46;17;2;59;27;3;29;25;33;39;52;64;61;36;13;49;14;55;20;18;19;40;57;35;53;43;60;30;56;5;62;54;51;16;1
24;3;17;21;25;33;53;6;31;58;63;9;52;45;37;64;38;28;36;20;41;61;15;26;16;55;12;19;27;18;44;29;32;62;4;11;7;23;2;13;10;39;48;60;8;46;49;14;50;54;42;22;59;1;47;43;35;30;56;5;57;40;51;34;1
24;3;17;21;25;33;53;6;31;58;63;9;52;45;37;64;38;28;36;20;41;61;15;26;16;55;12;19;27;18;44;29;32;62;4;11;7;23;2;13;10;39;48;60;8;46;49;14;50;54;42;22;59;1;47;43;35;30;56;5;57;40;51;34;1
