"X1";"X6084085";"X14";"X11";"X2";"X9";"X5";"X15";"X17";"X19";"X10";"X21";"X24";"X20";"X23";"X3";"X4";"X8";"X26";"X7";"X22";"X18";"X25";"X13";"X16";"X1.1";"X12";"X6"
1;6084085;14;11;2;9;5;15;17;19;10;21;24;20;23;3;4;8;26;7;22;18;25;13;16;1;12;6
14;11;2;9;5;15;17;19;16;21;24;20;23;3;4;8;26;7;22;18;25;13;10;1;12;6;1;6077440
1;6077440;14;11;2;9;5;15;17;19;16;21;24;20;23;3;4;8;26;7;22;18;25;13;10;1;12;6
14;11;2;13;5;15;17;19;16;21;24;20;23;3;4;8;26;7;22;18;25;9;10;1;12;6;1;6103572
1;6103572;14;11;2;13;5;15;17;19;16;21;24;20;23;3;4;8;26;7;22;18;25;9;10;1;12;6
14;11;2;15;5;13;17;19;16;21;24;20;23;3;4;8;26;7;22;18;25;9;10;1;12;6;1;6063915
1;6063915;14;11;2;15;5;13;17;19;16;21;24;20;23;3;4;8;26;7;22;18;25;9;10;1;12;6
5;11;2;15;14;13;17;19;16;21;24;20;23;3;4;8;26;7;22;18;25;9;10;1;12;6;1;6169952
1;6169952;5;11;2;15;14;13;17;19;16;21;24;20;23;3;4;8;26;7;22;18;25;9;10;1;12;6
6;11;2;15;14;13;17;19;16;21;24;20;23;3;4;8;26;7;22;18;25;9;10;1;12;5;1;5925772
1;5925772;6;11;2;15;14;13;17;19;16;21;24;20;23;3;4;8;26;7;22;18;25;9;10;1;12;5
6;11;2;15;21;13;17;19;16;14;24;20;23;3;4;8;26;7;22;18;25;9;10;1;12;5;1;5914670
1;5914670;6;11;2;15;21;13;17;19;16;14;24;20;23;3;4;8;26;7;22;18;25;9;10;1;12;5
6;11;2;15;21;13;17;19;16;26;24;20;23;3;4;8;14;7;22;18;25;9;10;1;12;5;1;5916362
1;5916362;6;11;2;15;21;13;17;19;16;26;24;20;23;3;4;8;14;7;22;18;25;9;10;1;12;5
6;11;2;15;7;13;17;19;16;26;24;20;23;3;4;8;14;21;22;18;25;9;10;1;12;5;1;5861324
1;5861324;6;11;2;15;7;13;17;19;16;26;24;20;23;3;4;8;14;21;22;18;25;9;10;1;12;5
6;11;2;15;7;13;17;19;16;26;24;20;23;3;4;8;18;21;22;14;25;9;10;1;12;5;1;5914097
1;5914097;6;11;2;15;7;13;17;19;16;26;24;20;23;3;4;8;18;21;22;14;25;9;10;1;12;5
3;11;2;15;7;13;17;19;16;26;24;20;23;6;4;8;18;21;22;14;25;9;10;1;12;5;1;5922751
1;5922751;3;11;2;15;7;13;17;19;16;26;24;20;23;6;4;8;18;21;22;14;25;9;10;1;12;5
3;11;2;15;7;13;17;8;16;26;24;20;23;6;4;19;18;21;22;14;25;9;10;1;12;5;1;5916382
1;5916382;3;11;2;15;7;13;17;8;16;26;24;20;23;6;4;19;18;21;22;14;25;9;10;1;12;5
3;11;2;15;7;13;17;8;16;26;24;20;23;6;4;19;18;21;25;14;22;9;10;1;12;5;1;5918070
1;5918070;3;11;2;15;7;13;17;8;16;26;24;20;23;6;4;19;18;21;25;14;22;9;10;1;12;5
3;11;1;15;7;13;17;8;16;26;24;20;23;6;4;19;18;21;25;14;22;9;10;2;12;5;1;5894696
1;5894696;3;11;1;15;7;13;17;8;16;26;24;20;23;6;4;19;18;21;25;14;22;9;10;2;12;5
3;11;1;15;7;13;17;8;16;26;24;20;23;6;4;19;2;21;25;14;22;9;10;18;12;5;1;5919058
1;5919058;3;11;1;15;7;13;17;8;16;26;24;20;23;6;4;19;2;21;25;14;22;9;10;18;12;5
3;11;1;15;7;13;17;8;16;26;24;20;23;6;4;19;2;5;25;14;22;9;10;18;12;21;1;5859432
1;5859432;3;11;1;15;7;13;17;8;16;26;24;20;23;6;4;19;2;5;25;14;22;9;10;18;12;21
3;11;1;15;7;13;17;19;16;26;24;20;23;6;4;8;2;5;25;14;22;9;10;18;12;21;1;5852390
1;5852390;3;11;1;15;7;13;17;19;16;26;24;20;23;6;4;8;2;5;25;14;22;9;10;18;12;21
3;11;1;15;7;13;17;19;16;5;24;20;23;6;4;8;2;26;25;14;22;9;10;18;12;21;1;5903688
1;5903688;3;11;1;15;7;13;17;19;16;5;24;20;23;6;4;8;2;26;25;14;22;9;10;18;12;21
3;11;1;15;7;13;17;19;16;5;24;20;23;6;4;8;2;26;25;14;22;21;10;18;12;9;1;5962694
1;5962694;3;11;1;15;7;13;17;19;16;5;24;20;23;6;4;8;2;26;25;14;22;21;10;18;12;9
3;11;1;15;20;13;17;19;16;5;24;7;23;6;4;8;2;26;25;14;22;21;10;18;12;9;1;5980792
1;5980792;3;11;1;15;20;13;17;19;16;5;24;7;23;6;4;8;2;26;25;14;22;21;10;18;12;9
3;11;1;15;20;13;17;19;16;5;24;7;6;23;4;8;2;26;25;14;22;21;10;18;12;9;1;5988459
2;5988459;3;11;1;15;20;13;17;19;16;5;24;7;6;23;4;8;2;26;25;14;22;21;10;18;12;9
3;11;1;15;7;13;17;19;16;5;24;20;6;23;4;8;2;26;25;14;22;21;10;18;12;9;2;5970361
2;5970361;3;11;1;15;7;13;17;19;16;5;24;20;6;23;4;8;2;26;25;14;22;21;10;18;12;9
3;11;1;15;7;13;2;19;16;5;24;20;6;23;4;8;17;26;25;14;22;21;10;18;12;9;2;5980557
2;5980557;3;11;1;15;7;13;2;19;16;5;24;20;6;23;4;8;17;26;25;14;22;21;10;18;12;9
3;11;1;15;7;13;2;19;16;5;24;20;6;23;4;8;17;26;25;9;22;21;10;18;12;14;2;5938149
2;5938149;3;11;1;15;7;13;2;19;16;5;24;20;6;23;4;8;17;26;25;9;22;21;10;18;12;14
3;11;1;8;7;13;2;19;16;5;24;20;6;23;4;15;17;26;25;9;22;21;10;18;12;14;2;5974444
2;5974444;3;11;1;8;7;13;2;19;16;5;24;20;6;23;4;15;17;26;25;9;22;21;10;18;12;14
4;11;1;8;7;13;2;19;16;5;24;20;6;23;3;15;17;26;25;9;22;21;10;18;12;14;2;5971517
2;5971517;4;11;1;8;7;13;2;19;16;5;24;20;6;23;3;15;17;26;25;9;22;21;10;18;12;14
4;11;1;8;7;13;2;19;16;5;24;20;6;23;3;18;17;26;25;9;22;21;10;15;12;14;2;5966104
2;5966104;4;11;1;8;7;13;2;19;16;5;24;20;6;23;3;18;17;26;25;9;22;21;10;15;12;14
4;11;1;8;7;13;2;19;16;5;24;20;6;23;3;18;17;26;9;25;22;21;10;15;12;14;2;5957398
2;5957398;4;11;1;8;7;13;2;19;16;5;24;20;6;23;3;18;17;26;9;25;22;21;10;15;12;14
18;11;1;8;7;13;2;19;16;5;24;20;6;23;3;4;17;26;9;25;22;21;10;15;12;14;2;5968995
2;5968995;18;11;1;8;7;13;2;19;16;5;24;20;6;23;3;4;17;26;9;25;22;21;10;15;12;14
18;11;1;8;7;13;23;19;16;5;24;20;6;2;3;4;17;26;9;25;22;21;10;15;12;14;2;5950383
2;5950383;18;11;1;8;7;13;23;19;16;5;24;20;6;2;3;4;17;26;9;25;22;21;10;15;12;14
18;11;1;8;7;13;23;19;16;5;24;20;6;2;3;4;17;26;9;25;22;15;10;21;12;14;2;5933433
2;5933433;18;11;1;8;7;13;23;19;16;5;24;20;6;2;3;4;17;26;9;25;22;15;10;21;12;14
18;11;22;8;7;13;23;19;16;5;24;20;6;2;3;4;17;26;9;25;1;15;10;21;12;14;2;5965437
2;5965437;18;11;22;8;7;13;23;19;16;5;24;20;6;2;3;4;17;26;9;25;1;15;10;21;12;14
18;11;22;8;7;13;24;19;16;5;23;20;6;2;3;4;17;26;9;25;1;15;10;21;12;14;2;5965456
2;5965456;18;11;22;8;7;13;24;19;16;5;23;20;6;2;3;4;17;26;9;25;1;15;10;21;12;14
18;11;22;8;7;13;24;19;16;5;23;20;6;2;3;4;12;26;9;25;1;15;10;21;17;14;2;5939672
2;5939672;18;11;22;8;7;13;24;19;16;5;23;20;6;2;3;4;12;26;9;25;1;15;10;21;17;14
18;11;22;8;7;13;24;19;16;5;23;20;6;2;3;4;12;26;9;25;1;15;14;21;17;10;2;5881516
2;5881516;18;11;22;8;7;13;24;19;16;5;23;20;6;2;3;4;12;26;9;25;1;15;14;21;17;10
18;11;22;8;7;13;24;19;16;21;23;20;6;2;3;4;12;26;9;25;1;15;14;5;17;10;2;6096373
2;6096373;18;11;22;8;7;13;24;19;16;21;23;20;6;2;3;4;12;26;9;25;1;15;14;5;17;10
18;11;22;8;7;13;24;19;16;21;23;20;6;2;14;4;12;26;9;25;1;15;3;5;17;10;2;6128226
2;6128226;18;11;22;8;7;13;24;19;16;21;23;20;6;2;14;4;12;26;9;25;1;15;3;5;17;10
18;11;22;8;7;13;24;19;16;21;23;20;6;2;14;4;12;26;9;25;1;10;3;5;17;15;2;6099925
2;6099925;18;11;22;8;7;13;24;19;16;21;23;20;6;2;14;4;12;26;9;25;1;10;3;5;17;15
18;11;22;8;7;13;24;19;16;21;23;20;6;2;14;4;1;26;9;25;12;10;3;5;17;15;2;6067722
2;6067722;18;11;22;8;7;13;24;19;16;21;23;20;6;2;14;4;1;26;9;25;12;10;3;5;17;15
18;11;22;8;7;13;24;5;16;21;23;20;6;2;14;4;1;26;9;25;12;10;3;19;17;15;2;5751045
2;5751045;18;11;22;8;7;13;24;5;16;21;23;20;6;2;14;4;1;26;9;25;12;10;3;19;17;15
18;11;22;8;7;13;24;5;16;21;25;20;6;2;14;4;1;26;9;23;12;10;3;19;17;15;2;5755903
3;5755903;18;11;22;8;7;13;24;5;16;21;25;20;6;2;14;4;1;26;9;23;12;10;3;19;17;15
18;11;22;8;7;13;24;5;15;21;25;20;6;2;14;4;1;26;9;23;12;10;3;19;17;16;3;5750588
3;5750588;18;11;22;8;7;13;24;5;15;21;25;20;6;2;14;4;1;26;9;23;12;10;3;19;17;16
18;11;22;8;7;13;24;5;15;21;12;20;6;2;14;4;1;26;9;23;25;10;3;19;17;16;3;5727223
3;5727223;18;11;22;8;7;13;24;5;15;21;12;20;6;2;14;4;1;26;9;23;25;10;3;19;17;16
10;11;22;8;7;13;24;5;15;21;12;20;6;2;14;4;1;26;9;23;25;18;3;19;17;16;3;5735398
3;5735398;10;11;22;8;7;13;24;5;15;21;12;20;6;2;14;4;1;26;9;23;25;18;3;19;17;16
10;11;22;8;7;20;24;5;15;21;12;13;6;2;14;4;1;26;9;23;25;18;3;19;17;16;3;5746907
3;5746907;10;11;22;8;7;20;24;5;15;21;12;13;6;2;14;4;1;26;9;23;25;18;3;19;17;16
10;11;22;8;7;20;24;5;15;21;9;13;6;2;14;4;1;26;12;23;25;18;3;19;17;16;3;5811117
3;5811117;10;11;22;8;7;20;24;5;15;21;9;13;6;2;14;4;1;26;12;23;25;18;3;19;17;16
10;11;22;8;7;20;24;5;3;21;9;13;6;2;14;4;1;26;12;23;25;18;15;19;17;16;3;5744548
3;5744548;10;11;22;8;7;20;24;5;3;21;9;13;6;2;14;4;1;26;12;23;25;18;15;19;17;16
10;11;22;8;7;20;24;5;3;21;9;13;6;2;14;4;1;26;16;23;25;18;15;19;17;12;3;5787375
3;5787375;10;11;22;8;7;20;24;5;3;21;9;13;6;2;14;4;1;26;16;23;25;18;15;19;17;12
10;11;3;8;7;20;24;5;22;21;9;13;6;2;14;4;1;26;16;23;25;18;15;19;17;12;3;5849601
3;5849601;10;11;3;8;7;20;24;5;22;21;9;13;6;2;14;4;1;26;16;23;25;18;15;19;17;12
10;11;3;8;7;20;24;5;22;21;9;13;6;2;14;4;1;26;16;25;23;18;15;19;17;12;3;5842691
3;5842691;10;11;3;8;7;20;24;5;22;21;9;13;6;2;14;4;1;26;16;25;23;18;15;19;17;12
10;11;3;8;7;20;9;5;22;21;24;13;6;2;14;4;1;26;16;25;23;18;15;19;17;12;3;5903077
3;5903077;10;11;3;8;7;20;9;5;22;21;24;13;6;2;14;4;1;26;16;25;23;18;15;19;17;12
10;11;3;8;7;20;9;5;12;21;24;13;6;2;14;4;1;26;16;25;23;18;15;19;17;22;3;5858389
3;5858389;10;11;3;8;7;20;9;5;12;21;24;13;6;2;14;4;1;26;16;25;23;18;15;19;17;22
10;11;3;8;7;20;9;5;12;21;24;13;6;2;14;15;1;26;16;25;23;18;4;19;17;22;3;5785360
3;5785360;10;11;3;8;7;20;9;5;12;21;24;13;6;2;14;15;1;26;16;25;23;18;4;19;17;22
10;11;3;8;7;22;9;5;12;21;24;13;6;2;14;15;1;26;16;25;23;18;4;19;17;20;3;5825222
3;5825222;10;11;3;8;7;22;9;5;12;21;24;13;6;2;14;15;1;26;16;25;23;18;4;19;17;20
10;11;3;8;7;22;9;5;12;21;24;13;17;2;14;15;1;26;16;25;23;18;4;19;6;20;3;5853671
3;5853671;10;11;3;8;7;22;9;5;12;21;24;13;17;2;14;15;1;26;16;25;23;18;4;19;6;20
10;11;3;8;7;19;9;5;12;21;24;13;17;2;14;15;1;26;16;25;23;18;4;22;6;20;3;5921438
3;5921438;10;11;3;8;7;19;9;5;12;21;24;13;17;2;14;15;1;26;16;25;23;18;4;22;6;20
10;9;3;8;7;19;11;5;12;21;24;13;17;2;14;15;1;26;16;25;23;18;4;22;6;20;3;5904501
3;5904501;10;9;3;8;7;19;11;5;12;21;24;13;17;2;14;15;1;26;16;25;23;18;4;22;6;20
10;9;3;8;7;19;13;5;12;21;24;11;17;2;14;15;1;26;16;25;23;18;4;22;6;20;3;5906950
3;5906950;10;9;3;8;7;19;13;5;12;21;24;11;17;2;14;15;1;26;16;25;23;18;4;22;6;20
10;9;3;8;7;19;13;5;12;21;24;11;17;2;14;15;1;25;16;26;23;18;4;22;6;20;3;5902806
3;5902806;10;9;3;8;7;19;13;5;12;21;24;11;17;2;14;15;1;25;16;26;23;18;4;22;6;20
10;9;3;8;26;19;13;5;12;21;24;11;17;2;14;15;1;25;16;7;23;18;4;22;6;20;3;5912760
3;5912760;10;9;3;8;26;19;13;5;12;21;24;11;17;2;14;15;1;25;16;7;23;18;4;22;6;20
7;9;3;8;26;19;13;5;12;21;24;11;17;2;14;15;1;25;16;10;23;18;4;22;6;20;3;5900578
4;5900578;7;9;3;8;26;19;13;5;12;21;24;11;17;2;14;15;1;25;16;10;23;18;4;22;6;20
22;9;3;8;26;19;13;5;12;21;24;11;17;2;14;15;1;25;16;10;23;18;4;7;6;20;4;5912563
4;5912563;22;9;3;8;26;19;13;5;12;21;24;11;17;2;14;15;1;25;16;10;23;18;4;7;6;20
22;9;3;8;26;19;13;14;12;21;24;11;17;2;5;15;1;25;16;10;23;18;4;7;6;20;4;6094336
4;6094336;22;9;3;8;26;19;13;14;12;21;24;11;17;2;5;15;1;25;16;10;23;18;4;7;6;20
22;9;3;8;23;19;13;14;12;21;24;11;17;2;5;15;1;25;16;10;26;18;4;7;6;20;4;6089327
4;6089327;22;9;3;8;23;19;13;14;12;21;24;11;17;2;5;15;1;25;16;10;26;18;4;7;6;20
22;9;3;8;23;19;13;14;12;21;24;7;17;2;5;15;1;25;16;10;26;18;4;11;6;20;4;6088700
4;6088700;22;9;3;8;23;19;13;14;12;21;24;7;17;2;5;15;1;25;16;10;26;18;4;11;6;20
22;9;3;8;23;19;13;14;12;21;24;7;17;2;5;15;25;1;16;10;26;18;4;11;6;20;4;6076697
4;6076697;22;9;3;8;23;19;13;14;12;21;24;7;17;2;5;15;25;1;16;10;26;18;4;11;6;20
22;9;5;8;23;19;13;14;12;21;24;7;17;2;3;15;25;1;16;10;26;18;4;11;6;20;4;6136880
4;6136880;22;9;5;8;23;19;13;14;12;21;24;7;17;2;3;15;25;1;16;10;26;18;4;11;6;20
22;9;5;8;23;19;13;3;12;21;24;7;17;2;14;15;25;1;16;10;26;18;4;11;6;20;4;6174498
4;6174498;22;9;5;8;23;19;13;3;12;21;24;7;17;2;14;15;25;1;16;10;26;18;4;11;6;20
22;9;5;8;23;19;13;3;12;21;24;7;26;2;14;15;25;1;16;10;17;18;4;11;6;20;4;6165179
4;6165179;22;9;5;8;23;19;13;3;12;21;24;7;26;2;14;15;25;1;16;10;17;18;4;11;6;20
22;9;5;13;23;19;8;3;12;21;24;7;26;2;14;15;25;1;16;10;17;18;4;11;6;20;4;6205956
4;6205956;22;9;5;13;23;19;8;3;12;21;24;7;26;2;14;15;25;1;16;10;17;18;4;11;6;20
22;9;5;13;23;19;8;3;12;21;24;7;26;2;14;15;10;1;16;25;17;18;4;11;6;20;4;6204675
4;6204675;22;9;5;13;23;19;8;3;12;21;24;7;26;2;14;15;10;1;16;25;17;18;4;11;6;20
22;9;5;3;23;19;8;13;12;21;24;7;26;2;14;15;10;1;16;25;17;18;4;11;6;20;4;6159678
4;6159678;22;9;5;3;23;19;8;13;12;21;24;7;26;2;14;15;10;1;16;25;17;18;4;11;6;20
22;9;5;3;23;19;8;13;12;21;24;7;26;2;14;20;10;1;16;25;17;18;4;11;6;15;4;6131003
4;6131003;22;9;5;3;23;19;8;13;12;21;24;7;26;2;14;20;10;1;16;25;17;18;4;11;6;15
22;9;5;3;23;19;8;13;12;21;24;7;26;2;14;4;10;1;16;25;17;18;20;11;6;15;4;6076633
4;6076633;22;9;5;3;23;19;8;13;12;21;24;7;26;2;14;4;10;1;16;25;17;18;20;11;6;15
22;9;5;3;23;19;8;13;12;21;24;7;26;14;2;4;10;1;16;25;17;18;20;11;6;15;4;5990285
4;5990285;22;9;5;3;23;19;8;13;12;21;24;7;26;14;2;4;10;1;16;25;17;18;20;11;6;15
22;9;3;5;23;19;8;13;12;21;24;7;26;14;2;4;10;1;16;25;17;18;20;11;6;15;4;6061228
4;6061228;22;9;3;5;23;19;8;13;12;21;24;7;26;14;2;4;10;1;16;25;17;18;20;11;6;15
22;9;3;5;23;19;8;13;12;21;24;7;26;14;2;4;10;16;1;25;17;18;20;11;6;15;4;6064508
4;6064508;22;9;3;5;23;19;8;13;12;21;24;7;26;14;2;4;10;16;1;25;17;18;20;11;6;15
22;9;3;5;23;19;8;13;12;21;24;7;26;14;11;4;10;16;1;25;17;18;20;2;6;15;4;6083062
4;6083062;22;9;3;5;23;19;8;13;12;21;24;7;26;14;11;4;10;16;1;25;17;18;20;2;6;15
22;9;3;5;23;19;8;13;12;21;24;7;26;14;11;4;10;16;1;25;17;18;20;15;6;2;4;6063478
4;6063478;22;9;3;5;23;19;8;13;12;21;24;7;26;14;11;4;10;16;1;25;17;18;20;15;6;2
22;9;3;5;23;19;8;13;12;21;24;15;26;14;11;4;10;16;1;25;17;18;20;7;6;2;4;6092512
