"X19";"X14";"X9";"X43";"X21";"X56";"X15";"X45";"X30";"X8";"X39";"X29";"X7";"X12";"X59";"X50";"X41";"X63";"X28";"X60";"X20";"X11";"X55";"X5";"X10";"X52";"X27";"X2";"X35";"X22";"X4";"X40";"X38";"X51";"X54";"X44";"X47";"X49";"X3";"X1";"X61";"X6";"X42";"X64";"X16";"X48";"X18";"X46";"X53";"X57";"X25";"X33";"X62";"X13";"X31";"X34";"X24";"X36";"X58";"X26";"X23";"X32";"X37";"X17";"generation"
19;14;9;43;21;56;15;45;30;23;39;29;7;12;59;50;41;63;28;60;20;11;55;5;10;52;27;2;35;22;4;40;38;51;54;44;47;49;3;1;61;6;42;64;16;48;18;46;53;57;25;33;62;13;31;34;24;36;58;26;8;32;37;17;1
19;14;9;43;21;56;15;45;30;8;39;29;7;12;59;50;41;63;28;60;20;11;55;5;10;52;27;2;35;22;4;40;38;51;54;44;47;49;3;1;61;6;42;64;16;48;18;46;53;57;25;33;62;13;31;34;24;36;58;26;23;32;37;17;1
24;14;9;43;21;56;15;45;36;58;39;57;7;12;59;25;41;63;28;60;20;11;55;5;10;52;13;2;35;34;4;40;38;51;54;44;47;49;3;1;33;6;42;26;16;31;18;46;53;29;62;61;50;27;48;22;19;30;8;64;23;32;37;17;1
2;49;52;39;9;45;15;29;44;7;60;34;28;27;11;37;1;43;26;35;61;10;23;32;20;17;54;24;36;59;56;41;58;4;21;63;5;51;40;55;50;6;42;64;16;48;18;46;53;57;25;33;62;13;31;22;19;30;8;38;12;3;14;47;1
19;14;9;43;21;56;15;45;30;8;39;29;7;12;59;50;41;63;28;60;20;11;55;5;10;52;27;2;35;22;4;40;38;51;54;44;47;49;3;1;61;6;42;64;16;48;18;46;53;57;25;33;62;13;31;34;24;36;58;26;23;32;37;17;1
19;14;9;43;21;56;15;45;30;8;39;29;7;12;59;50;41;63;28;60;20;11;55;5;10;52;27;2;35;22;4;40;38;51;54;44;47;49;3;1;61;6;42;64;16;32;18;46;53;57;25;33;62;13;31;34;24;36;58;26;23;48;37;17;1
24;56;17;39;9;45;31;29;63;7;36;34;28;13;50;37;23;43;26;60;20;11;55;5;10;52;27;2;35;22;4;40;38;51;54;44;47;49;3;1;61;6;42;64;16;48;18;46;53;57;25;33;62;21;15;59;19;30;8;58;41;12;14;32;1
53;14;9;43;46;16;31;45;42;26;39;6;7;32;59;33;23;44;28;60;20;11;1;47;10;52;13;2;35;34;56;41;58;4;21;63;5;51;40;55;25;57;36;38;49;15;24;54;18;29;62;61;50;27;48;22;19;30;8;64;3;12;37;17;1
63;29;26;25;41;39;8;35;5;27;4;12;32;53;49;37;46;2;38;50;43;55;40;52;34;7;45;30;36;1;23;11;24;19;9;44;62;42;57;64;6;59;15;54;16;20;60;61;17;3;58;22;13;18;14;56;28;48;21;33;31;47;10;51;1
10;47;29;23;32;12;5;33;39;44;41;25;46;45;43;4;55;36;7;42;52;21;19;40;2;57;27;26;51;37;50;11;24;63;56;35;62;1;34;64;6;59;15;54;16;20;60;61;17;3;58;22;13;18;14;9;28;48;53;49;31;8;38;30;1
31;14;9;43;21;56;15;45;16;8;39;29;3;33;59;25;34;63;28;60;20;48;55;5;10;52;27;2;35;64;44;40;38;57;24;61;54;36;1;7;42;46;6;22;30;11;4;18;53;58;13;12;62;50;19;41;47;37;51;26;23;32;49;17;1
2;23;60;46;25;24;35;27;43;7;55;63;36;29;31;48;39;17;22;16;5;45;10;32;9;28;33;14;20;57;34;40;38;51;54;44;47;49;3;1;61;6;42;64;30;11;4;18;53;58;13;12;62;50;19;41;26;37;56;21;59;15;52;8;1
2;23;60;44;25;24;35;27;43;3;55;63;40;29;31;48;39;17;64;16;5;45;10;32;9;28;33;14;42;59;56;41;58;4;21;34;46;51;1;52;20;57;36;38;49;15;11;54;18;13;62;61;50;6;37;22;19;30;8;26;7;12;53;47;1
2;23;55;43;25;24;35;27;44;7;60;34;28;29;31;48;39;17;64;16;5;45;10;26;9;40;33;14;20;57;63;49;8;56;32;61;54;36;1;3;42;46;6;22;30;11;4;18;53;58;13;12;62;50;19;41;47;37;51;21;59;15;52;38;1
21;15;62;58;34;30;37;17;56;8;39;29;7;12;59;50;41;63;28;60;20;11;55;5;10;52;27;2;35;22;4;40;38;51;54;44;47;49;3;1;61;6;42;64;16;48;18;46;53;57;25;33;43;45;23;24;36;31;19;9;26;13;14;32;1
19;18;22;51;5;27;15;46;30;25;53;29;7;55;59;61;42;57;48;9;38;2;12;1;4;60;56;47;26;52;37;11;31;62;6;8;41;63;35;21;50;64;40;13;54;3;14;33;39;17;44;16;43;45;23;34;24;36;58;28;20;32;10;49;1
31;32;39;13;9;23;43;45;7;30;37;56;15;12;59;50;41;63;28;60;20;11;55;5;10;52;27;2;35;22;4;40;38;51;54;44;47;49;3;1;61;6;42;64;16;48;18;46;53;57;25;33;62;14;24;36;34;19;29;8;17;21;26;58;1
19;14;42;48;44;56;18;46;30;8;39;29;47;12;59;50;41;49;28;60;20;61;55;64;10;52;54;2;35;22;4;40;38;1;27;21;7;63;53;34;11;6;9;5;23;43;15;45;3;57;25;33;62;13;31;51;24;36;58;26;16;32;37;17;1
19;14;9;43;21;56;15;45;30;44;39;29;7;12;59;50;41;63;28;60;20;40;55;5;10;22;27;2;26;52;37;11;31;62;6;8;47;49;3;1;61;54;42;64;16;48;18;46;53;57;25;33;51;13;38;34;24;36;58;35;23;32;4;17;1
7;15;51;59;29;30;61;53;27;19;49;20;5;18;25;10;28;57;48;9;38;2;12;1;4;60;56;47;22;52;37;11;42;62;6;8;41;63;35;21;50;64;40;45;54;3;14;33;39;17;44;16;43;13;31;34;24;36;58;26;23;32;55;46;1
2;16;52;39;9;45;31;6;44;7;60;34;28;13;11;37;1;43;26;35;33;10;23;32;20;17;46;53;42;59;56;41;58;4;21;63;5;51;40;55;25;57;36;38;49;15;24;54;18;29;62;61;50;27;48;22;19;30;8;64;3;12;14;47;1
2;16;52;39;9;45;31;6;44;7;60;34;28;13;11;37;1;43;26;35;33;10;23;32;20;17;46;53;42;59;56;41;58;4;21;63;5;51;40;55;25;57;36;38;49;15;24;54;18;29;62;61;50;27;48;22;19;30;8;64;3;12;14;47;1
