"X10";"X4";"X8";"X11";"X5";"X1";"X2";"X12";"X3";"X9";"X7";"X6";"generation"
10;4;8;11;5;7;2;12;3;9;1;6;1
9;11;2;10;12;1;6;5;8;3;7;4;1
11;9;10;5;7;8;4;6;2;12;1;3;1
4;9;10;5;7;2;11;6;8;1;3;12;1
2;11;5;4;1;8;6;12;9;7;10;3;1
5;10;7;3;1;8;4;12;2;9;11;6;1
10;8;6;11;5;1;2;12;3;9;7;4;1
10;8;6;11;5;12;2;1;3;9;7;4;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;2;1;8;4;12;3;9;11;6;1
5;10;7;4;8;1;2;12;3;9;11;6;1
10;5;12;7;1;8;4;6;2;9;11;3;1
8;10;6;11;5;1;2;12;4;9;3;7;1
5;10;7;3;1;8;4;12;11;9;6;2;1
11;10;4;8;5;1;2;12;3;9;7;6;1
2;8;3;11;5;4;1;7;6;10;12;9;1
5;10;7;3;1;8;4;12;2;9;6;11;1
5;10;9;8;11;1;6;12;2;7;3;4;1
5;10;2;3;1;8;4;12;7;9;11;6;1
5;10;2;3;12;1;8;7;4;9;11;6;1
5;10;7;4;8;1;2;12;3;9;11;6;1
10;8;6;11;5;1;3;12;2;9;7;4;1
9;11;2;6;5;1;8;7;4;10;12;3;1
11;2;1;5;8;4;9;7;3;12;10;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
9;8;6;11;4;1;2;12;5;7;10;3;1
6;4;9;8;11;1;2;12;5;7;10;3;1
8;10;7;4;5;1;2;12;3;9;11;6;1
10;8;6;7;5;1;2;12;3;9;11;4;1
10;8;2;3;12;1;6;5;11;9;7;4;1
9;8;6;3;12;1;11;7;4;5;10;2;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
8;10;6;11;5;1;2;12;3;9;4;7;1
10;8;6;11;5;1;3;12;2;9;7;4;1
5;11;8;4;10;1;2;12;3;9;7;6;1
7;8;6;11;9;1;2;12;4;5;10;3;1
10;8;6;11;5;1;3;12;2;9;7;4;1
8;10;7;4;5;1;2;12;3;9;11;6;1
11;2;1;5;8;4;9;7;6;10;12;3;1
10;8;6;11;5;1;2;12;3;9;7;4;1
5;10;6;3;1;8;4;12;2;9;11;7;1
9;11;2;3;12;1;8;7;4;5;10;6;1
10;8;1;3;12;6;2;5;11;9;7;4;1
9;11;8;3;7;1;2;12;4;5;10;6;1
5;10;7;3;1;8;4;12;11;9;6;2;1
10;8;6;11;5;1;4;12;2;9;3;7;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;2;3;12;1;8;7;4;9;11;6;1
5;10;2;3;1;8;9;12;7;4;11;6;1
9;1;6;11;4;8;2;12;5;7;10;3;1
10;8;6;4;11;1;9;12;5;7;2;3;1
11;9;1;12;3;2;8;7;4;5;10;6;1
9;11;2;3;5;10;8;7;4;12;1;6;1
5;2;7;3;1;8;4;12;10;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
2;4;9;8;11;1;10;12;3;6;7;5;1
6;4;7;8;11;1;2;12;3;9;10;5;1
2;4;9;3;1;8;6;12;5;7;10;11;1
5;10;9;3;1;8;4;12;2;7;11;6;1
4;9;10;5;8;2;11;7;6;1;12;3;1
9;2;1;5;7;4;11;6;8;10;12;3;1
5;10;7;3;2;8;4;12;1;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
1;4;9;8;6;2;11;12;5;7;10;3;1
4;9;10;8;11;2;7;6;5;12;1;3;1
3;2;1;5;8;4;9;7;6;10;12;11;1
11;2;9;5;1;8;4;7;6;10;12;3;1
12;5;6;11;1;8;2;10;3;9;7;4;1
8;10;11;4;5;1;2;12;3;9;7;6;1
5;10;7;4;1;8;2;12;3;9;11;6;1
8;10;7;11;5;1;2;12;3;9;6;4;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
9;10;12;3;1;8;2;7;4;5;11;6;1
9;11;7;12;1;8;4;3;2;5;10;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;4;3;1;8;7;12;2;9;11;6;1
10;8;6;11;5;1;3;12;2;9;7;4;1
10;8;6;11;5;1;2;12;3;9;7;4;1
5;10;7;11;8;1;2;12;3;9;6;4;1
10;8;6;11;5;7;4;12;2;9;3;1;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
8;10;6;11;5;1;2;12;4;9;3;7;1
8;10;7;3;5;1;2;12;11;9;6;4;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
5;10;7;3;1;8;4;12;2;9;11;6;1
8;10;6;11;5;1;2;12;3;9;4;7;1
10;8;6;11;5;1;4;12;2;9;7;3;1
8;10;6;11;3;1;2;12;5;9;7;4;1
10;5;7;3;1;8;2;12;11;9;6;4;1
10;4;8;11;5;1;9;12;3;2;7;6;2
10;9;5;11;8;1;6;12;3;4;7;2;2
10;6;8;5;11;1;4;12;3;7;9;2;2
10;6;8;3;11;1;4;12;7;5;9;2;2
10;7;5;1;3;8;11;12;6;2;9;4;2
5;7;10;1;3;8;11;12;6;4;9;2;2
10;7;8;5;11;1;3;12;6;4;9;2;2
10;3;1;5;2;8;11;12;6;7;9;4;2
5;7;10;1;3;8;11;12;6;4;9;2;2
5;7;10;1;3;8;11;12;6;4;9;2;2
10;4;8;5;3;1;11;12;6;7;9;2;2
10;7;1;5;11;8;3;12;6;2;9;4;2
10;6;5;1;11;8;4;12;3;7;9;2;2
10;2;5;1;6;8;4;12;3;7;9;11;2
10;7;1;5;3;8;11;12;6;2;9;4;2
10;7;5;8;3;1;11;12;6;4;9;2;2
10;6;8;5;11;1;4;12;3;7;9;2;2
10;6;8;5;11;1;4;12;3;7;9;2;2
10;7;5;1;3;8;4;12;6;2;9;11;2
10;6;8;5;2;1;11;12;3;7;9;4;2
10;7;8;5;11;1;3;12;6;4;9;2;2
10;6;5;8;11;1;3;12;4;7;9;2;2
10;7;5;1;3;8;11;12;6;4;9;2;2
10;7;5;8;3;1;11;12;6;2;9;4;2
10;7;8;5;4;1;11;12;3;6;9;2;2
10;7;8;5;4;1;3;12;11;6;9;2;2
10;6;5;1;3;8;11;12;2;7;9;4;2
10;7;8;5;11;1;3;12;6;4;9;2;2
10;7;8;5;4;1;3;12;6;11;9;2;2
10;7;12;1;2;8;3;5;11;6;9;4;2
10;4;8;5;11;1;3;12;6;7;9;2;2
5;6;10;1;11;8;3;12;4;7;9;2;2
10;7;5;8;4;1;3;12;11;6;9;2;2
10;7;8;5;12;1;3;4;6;11;9;2;2
10;6;8;5;11;1;3;12;7;2;9;4;2
3;6;1;5;11;8;2;12;10;7;9;4;2
10;7;1;5;3;8;11;12;6;2;9;4;2
6;10;8;5;11;1;3;12;7;4;9;2;2
10;11;8;5;4;1;3;12;7;6;9;2;2
10;11;8;5;4;1;3;12;7;6;9;2;2
10;11;8;5;4;1;6;12;3;7;9;2;2
10;11;8;5;7;1;4;12;3;6;2;9;2
10;7;5;1;3;8;11;12;6;2;9;4;2
5;7;10;1;3;8;11;12;6;4;9;2;2
10;6;8;5;11;1;4;12;3;7;9;2;2
10;6;8;5;11;1;4;12;3;7;9;2;2
10;3;8;5;11;1;4;12;6;7;9;2;2
10;7;5;8;11;1;6;12;3;4;9;2;2
10;2;5;1;6;8;11;12;3;7;9;4;2
10;6;5;1;3;8;11;12;2;7;9;4;2
10;7;8;1;3;5;11;12;6;4;9;2;2
5;7;10;8;3;1;11;12;6;4;9;2;2
10;6;8;5;3;1;4;12;11;7;9;2;2
1;7;8;5;11;10;3;12;6;4;9;2;2
10;7;5;1;3;8;11;12;4;6;9;2;2
10;7;5;1;3;8;11;12;6;4;9;2;2
10;7;5;1;3;8;11;12;6;2;9;4;2
5;7;8;10;3;1;11;12;6;4;9;2;2
10;6;8;5;11;1;4;12;7;3;9;2;2
10;3;8;5;11;1;7;12;6;4;9;2;2
10;6;8;5;11;1;3;12;4;7;9;2;2
10;6;8;5;3;1;11;12;4;7;9;2;2
10;1;6;5;11;8;3;12;2;7;9;4;2
10;6;8;5;11;1;3;12;7;4;9;2;2
10;7;8;5;6;1;11;12;3;4;9;2;2
10;3;8;5;7;1;11;12;6;4;9;2;2
10;6;1;5;11;8;2;12;3;7;9;4;2
10;2;5;1;6;8;4;12;3;7;9;11;2
10;7;11;8;3;1;5;12;6;2;9;4;2
10;7;5;1;3;8;11;12;6;2;9;4;2
10;3;12;5;7;1;11;8;6;2;9;4;2
10;6;8;5;11;1;3;12;7;4;9;2;2
10;7;3;1;5;8;11;12;4;2;9;6;2
10;7;8;1;3;5;11;12;4;6;9;2;2
10;6;8;5;11;1;4;12;3;7;9;2;2
10;9;8;5;11;1;3;12;4;7;6;2;2
10;6;5;1;3;8;2;12;11;7;9;4;2
10;7;8;5;12;1;4;3;6;11;9;2;2
10;6;8;5;11;1;4;12;3;7;9;2;2
10;6;8;5;11;1;4;12;3;7;9;2;2
10;4;8;5;3;1;11;12;6;7;9;2;2
