"X1";"X50366";"X11";"X2";"X8";"X10";"X6";"X5";"X1.1";"X12";"X3";"X9";"X7";"X4"
1;50366;11;2;8;10;6;5;1;12;3;9;7;4
11;2;8;12;6;5;1;10;3;9;7;4;1;51750
1;51750;11;2;8;12;6;5;1;10;3;9;7;4
11;6;8;12;2;5;1;10;3;9;7;4;1;39748
1;39748;11;6;8;12;2;5;1;10;3;9;7;4
11;5;8;12;2;6;1;10;3;9;7;4;1;40822
1;40822;11;5;8;12;2;6;1;10;3;9;7;4
11;6;8;12;2;5;1;10;3;9;7;4;1;39748
1;39748;11;6;8;12;2;5;1;10;3;9;7;4
11;6;8;5;2;12;1;10;3;9;7;4;1;33976
1;33976;11;6;8;5;2;12;1;10;3;9;7;4
10;6;8;5;2;12;1;11;3;9;7;4;1;36428
1;36428;10;6;8;5;2;12;1;11;3;9;7;4
7;6;8;5;2;12;1;11;3;9;10;4;1;43872
1;43872;7;6;8;5;2;12;1;11;3;9;10;4
7;6;8;5;4;12;1;11;3;9;10;2;1;45100
1;45100;7;6;8;5;4;12;1;11;3;9;10;2
4;6;8;5;7;12;1;11;3;9;10;2;1;33168
1;33168;4;6;8;5;7;12;1;11;3;9;10;2
4;6;2;5;7;12;1;11;3;9;10;8;1;35886
1;35886;4;6;2;5;7;12;1;11;3;9;10;8
4;6;2;5;7;12;1;11;9;3;10;8;1;40508
1;35886;4;6;2;5;7;12;1;11;3;9;10;8
4;6;8;5;7;12;1;11;3;9;10;2;1;33168
1;33168;4;6;8;5;7;12;1;11;3;9;10;2
4;7;8;5;6;12;1;11;3;9;10;2;1;36892
1;36892;4;7;8;5;6;12;1;11;3;9;10;2
5;7;8;4;6;12;1;11;3;9;10;2;1;33764
1;33764;5;7;8;4;6;12;1;11;3;9;10;2
5;7;8;11;6;12;1;4;3;9;10;2;1;30132
1;30132;5;7;8;11;6;12;1;4;3;9;10;2
5;7;8;11;3;12;1;4;6;9;10;2;1;25024
1;25024;5;7;8;11;3;12;1;4;6;9;10;2
5;7;8;11;3;10;1;4;6;9;12;2;1;19328
1;19328;5;7;8;11;3;10;1;4;6;9;12;2
5;7;8;11;2;10;1;4;6;9;12;3;1;28724
1;19328;5;7;8;11;3;10;1;4;6;9;12;2
5;7;8;11;10;3;1;4;6;9;12;2;1;28202
1;28202;5;7;8;11;10;3;1;4;6;9;12;2
5;9;8;11;10;3;1;4;6;7;12;2;1;44276
2;28202;5;7;8;11;10;3;1;4;6;9;12;2
5;7;8;11;1;3;10;4;6;9;12;2;2;30756
2;30756;5;7;8;11;1;3;10;4;6;9;12;2
5;7;8;10;1;3;11;4;6;9;12;2;2;31418
2;31418;5;7;8;10;1;3;11;4;6;9;12;2
5;7;9;10;1;3;11;4;6;8;12;2;2;37268
2;37268;5;7;9;10;1;3;11;4;6;8;12;2
5;10;9;7;1;3;11;4;6;8;12;2;2;39270
2;39270;5;10;9;7;1;3;11;4;6;8;12;2
5;10;9;7;1;3;11;8;6;4;12;2;2;36312
2;36312;5;10;9;7;1;3;11;8;6;4;12;2
5;10;9;7;1;3;11;8;2;4;12;6;2;34678
2;34678;5;10;9;7;1;3;11;8;2;4;12;6
5;10;3;7;1;9;11;8;2;4;12;6;2;35294
2;35294;5;10;3;7;1;9;11;8;2;4;12;6
5;10;3;7;1;9;12;8;2;4;11;6;2;38256
2;38256;5;10;3;7;1;9;12;8;2;4;11;6
5;10;1;7;3;9;12;8;2;4;11;6;2;35662
2;35662;5;10;1;7;3;9;12;8;2;4;11;6
12;10;1;7;3;9;5;8;2;4;11;6;2;53140
2;53140;12;10;1;7;3;9;5;8;2;4;11;6
12;10;1;7;9;3;5;8;2;4;11;6;2;50108
2;50108;12;10;1;7;9;3;5;8;2;4;11;6
12;10;1;7;9;3;5;8;4;2;11;6;2;60066
2;50108;12;10;1;7;9;3;5;8;2;4;11;6
