"X2";"X7";"X21";"X19";"X28";"X22";"X26";"X27";"X14";"X30";"X12";"X8";"X25";"X13";"X20";"X23";"X3";"X16";"X24";"X10";"X18";"X15";"X17";"X9";"X31";"X4";"X5";"X11";"X6";"X1";"X32";"X29";"generation"
2;7;21;19;28;22;26;27;14;30;12;8;25;13;20;23;3;16;24;10;18;15;17;9;31;4;5;11;6;1;32;29;1
27;11;28;3;29;7;6;17;30;25;26;22;12;1;18;21;20;16;24;10;9;23;2;13;31;4;5;19;8;14;15;32;1
16;23;25;30;6;10;2;32;8;1;22;14;3;26;15;21;11;9;17;20;19;7;27;28;24;12;13;29;5;4;31;18;1
18;23;25;12;6;10;2;32;5;1;22;13;3;26;24;21;11;9;17;20;29;7;27;28;15;30;4;19;8;14;31;16;1
30;12;27;24;25;10;23;26;8;32;16;14;21;20;7;1;2;3;22;13;18;15;17;9;31;4;5;11;6;28;19;29;1
16;13;18;19;1;11;26;27;5;15;6;8;25;9;4;23;2;3;22;7;17;30;21;10;29;20;14;24;12;28;32;31;1
16;7;21;11;28;22;26;27;1;5;12;6;25;10;20;23;24;17;2;9;18;31;3;13;15;30;4;19;8;14;32;29;1
16;19;28;1;29;7;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;17;9;31;4;5;11;22;6;21;32;1
31;7;25;30;6;11;27;32;8;1;22;14;3;26;17;21;20;16;24;10;9;23;2;13;15;12;28;29;5;4;18;19;1
27;11;28;3;19;7;6;17;8;25;26;22;12;1;18;21;20;16;24;10;9;23;2;13;15;30;14;29;5;4;31;32;1
31;23;25;30;6;10;2;32;8;1;22;13;3;26;15;21;11;9;17;20;18;7;27;4;29;5;14;24;12;28;19;16;1
15;6;25;30;27;9;23;26;8;32;16;5;18;4;13;1;2;3;22;7;17;11;21;10;29;20;14;24;12;28;19;31;1
16;7;21;19;28;22;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;17;9;31;4;5;11;6;1;32;29;1
16;7;21;19;28;22;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;17;9;31;4;5;11;6;1;32;29;1
16;7;21;19;28;22;26;27;14;30;4;8;25;11;20;23;24;2;3;5;18;15;17;9;31;12;13;10;6;1;32;29;1
31;21;17;1;6;22;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;7;32;28;11;9;15;29;5;4;19;16;1
29;7;21;19;28;22;26;27;14;30;12;8;25;10;20;23;24;2;3;13;32;15;17;9;31;1;5;11;6;4;18;16;1
31;21;25;30;6;26;9;32;8;1;22;14;17;10;20;23;24;2;3;13;19;7;27;28;11;12;15;29;5;4;18;16;1
15;12;27;24;25;9;23;26;8;19;16;5;18;4;13;28;2;3;22;7;17;30;31;10;21;20;14;11;6;1;32;29;1
16;7;21;32;1;22;26;27;5;30;6;8;25;10;20;23;11;2;3;13;18;15;17;9;29;4;14;24;12;28;19;31;1
12;20;27;11;25;9;23;26;8;32;16;5;18;4;13;1;2;3;22;7;17;30;21;10;31;24;14;19;6;28;15;29;1
32;6;21;19;28;22;26;8;14;30;12;27;25;10;20;23;24;2;3;13;18;15;17;9;31;7;5;4;16;1;11;29;1
17;11;29;19;28;22;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;21;16;1;15;6;4;9;7;5;31;32;1
27;7;31;11;32;8;14;17;5;25;26;22;12;1;18;21;20;16;24;10;9;23;2;13;15;30;4;19;6;3;28;29;1
29;6;27;11;25;9;20;26;12;24;16;5;18;28;10;1;21;3;22;7;17;23;2;13;15;30;4;19;8;14;31;32;1
28;3;27;11;25;9;23;26;8;32;16;5;12;1;22;21;20;17;24;10;7;6;2;13;15;30;4;19;18;14;31;29;1
2;11;4;3;19;23;6;17;8;25;26;22;30;1;18;21;20;16;15;10;9;7;27;28;24;12;13;29;5;14;31;32;1
31;23;25;30;6;10;2;32;8;26;22;14;12;1;18;21;11;9;17;20;19;7;27;28;24;3;13;29;5;4;15;16;1
27;11;28;3;29;7;6;17;5;25;26;22;12;1;18;21;20;16;24;10;9;23;2;13;15;30;4;19;8;14;31;32;1
27;11;28;3;29;7;6;17;5;25;26;22;12;1;18;21;20;16;24;10;9;23;2;13;15;30;4;19;8;14;31;32;1
8;31;26;16;29;22;23;13;5;6;18;12;1;3;15;21;11;9;17;20;19;7;27;28;24;10;14;2;25;4;30;32;1
31;23;25;30;6;10;2;32;8;1;22;13;3;26;15;21;11;9;17;20;5;7;27;12;24;28;14;29;19;4;18;16;1
10;16;21;31;18;25;2;8;19;15;9;13;12;29;23;28;26;30;17;22;27;7;3;14;24;4;5;11;6;1;32;20;1
16;7;21;19;18;25;5;27;14;30;12;8;22;10;20;23;24;2;3;13;28;15;17;9;31;4;26;11;6;1;32;29;1
16;11;21;19;4;22;26;27;5;30;12;8;6;10;20;31;24;2;3;13;18;15;17;9;23;28;14;7;25;1;32;29;1
11;31;26;16;29;22;19;9;5;6;12;8;25;10;20;23;24;2;3;13;18;15;17;21;27;28;14;7;1;4;30;32;1
31;23;25;30;6;10;11;32;8;21;19;14;9;26;15;1;2;3;22;7;17;20;27;28;24;12;13;29;5;4;18;16;1
31;23;25;30;6;10;2;32;26;1;22;14;3;8;15;21;11;9;17;20;19;7;27;28;24;12;13;29;5;4;18;16;1
16;7;21;19;28;22;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;17;9;31;4;5;11;6;1;32;29;1
16;7;21;19;28;22;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;17;9;31;4;5;11;6;1;32;29;1
31;23;25;30;6;10;2;32;8;1;22;14;3;26;15;21;11;9;17;20;19;13;7;12;16;4;5;24;28;18;27;29;1
31;23;25;1;6;10;2;27;14;30;12;8;3;26;15;21;11;9;17;20;19;7;32;28;24;22;13;29;5;4;18;16;1
27;11;28;12;29;7;6;17;5;25;1;22;3;26;18;21;20;16;24;10;9;23;2;13;15;30;4;19;8;14;31;32;1
31;23;25;12;6;10;2;32;8;1;22;14;3;26;24;21;11;9;17;20;19;7;27;28;15;30;4;29;5;13;18;16;1
16;15;21;19;20;8;31;18;9;30;1;13;12;29;23;28;26;4;17;22;27;7;3;14;24;2;5;11;6;25;32;10;1
16;7;21;19;28;22;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;17;9;31;4;5;32;1;11;29;6;1
23;6;14;7;10;30;20;22;25;8;3;24;32;18;11;13;19;28;16;27;12;2;17;9;4;15;26;21;5;29;1;31;1
11;31;26;16;29;20;19;9;5;8;3;24;32;15;18;27;6;13;22;21;12;2;17;10;23;28;14;7;25;4;30;1;1
15;6;23;11;28;22;26;27;8;32;16;5;18;4;13;1;2;3;9;7;17;30;21;10;29;20;14;24;12;25;19;31;1
16;6;27;11;25;9;23;21;14;30;12;8;28;10;20;26;24;2;3;13;18;15;17;22;31;4;5;19;7;1;32;29;1
17;7;31;19;28;8;26;27;14;30;25;22;12;1;18;21;20;16;24;10;9;23;2;13;15;4;5;11;6;3;32;29;1
16;19;28;22;29;7;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;17;9;31;4;5;11;6;1;32;21;1
16;7;21;19;28;22;26;27;14;30;12;8;25;10;20;23;24;17;3;9;18;31;2;13;15;4;5;11;6;1;32;29;1
27;11;28;9;29;7;6;17;5;12;26;22;31;10;20;23;24;2;3;13;18;21;16;1;15;30;4;19;8;14;25;32;1
16;7;21;19;28;22;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;17;9;31;4;5;11;6;1;32;29;1
16;7;21;19;28;22;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;17;9;31;4;5;11;6;1;32;29;1
11;31;26;16;29;22;24;9;5;6;18;14;3;15;1;27;8;13;20;21;12;2;17;10;23;28;19;7;25;4;30;32;1
31;23;25;30;6;10;2;32;8;26;18;19;1;15;3;21;11;9;17;20;14;7;27;28;24;12;13;29;5;4;22;16;1
31;23;25;30;6;10;2;32;8;1;22;14;3;26;15;21;18;9;17;20;19;7;27;28;24;12;13;29;5;4;11;16;1
31;23;25;30;6;10;2;32;8;1;22;14;3;26;15;21;11;9;17;20;19;7;27;28;24;12;13;29;5;4;18;16;1
16;7;11;19;28;22;6;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;32;9;1;4;26;21;5;29;17;31;1
28;6;16;7;32;22;26;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;17;9;31;19;11;21;5;29;1;4;1
16;7;21;19;28;22;26;27;5;24;12;8;25;9;4;23;30;2;3;13;18;15;17;10;29;20;14;11;6;1;32;31;1
30;6;27;24;25;10;23;26;8;32;16;14;21;20;13;1;2;3;22;7;18;15;17;9;31;4;5;11;12;28;19;29;1
23;31;14;7;10;30;20;2;12;8;3;24;32;18;11;13;19;28;17;27;25;22;1;29;4;15;26;21;5;9;16;6;1
10;11;21;31;18;7;5;8;19;15;3;13;12;29;23;28;26;24;17;27;25;22;1;9;4;30;2;32;20;14;16;6;1
31;7;25;3;6;11;27;32;5;14;26;22;12;1;18;21;20;16;24;10;9;23;2;13;15;30;4;19;8;28;17;29;1
6;23;25;30;16;10;2;32;8;1;22;14;3;26;15;21;31;9;17;20;19;7;27;28;24;12;13;29;5;4;18;11;1
31;23;25;30;6;10;2;32;8;1;22;14;3;26;15;21;11;9;17;20;19;7;27;28;24;12;13;29;5;4;18;16;1
31;23;25;30;6;10;2;32;8;1;22;14;3;26;15;21;11;9;17;20;19;7;27;28;24;12;13;29;5;4;18;16;1
31;23;25;30;2;10;6;17;8;1;22;14;3;26;15;21;11;9;32;20;19;7;27;28;24;12;13;29;5;4;18;16;1
6;23;25;30;16;10;2;32;8;1;22;14;3;26;15;21;11;9;17;20;19;7;27;28;24;12;13;29;5;4;31;18;1
16;7;21;11;28;22;26;27;14;30;12;6;25;10;20;23;24;2;3;13;18;15;17;9;31;5;4;19;8;1;32;29;1
27;11;28;9;29;7;6;17;5;25;26;22;12;1;20;23;24;2;3;13;18;15;16;10;21;30;4;19;8;14;31;32;1
16;7;21;11;28;22;26;27;1;5;12;6;25;18;20;29;24;17;3;10;9;23;2;13;15;30;4;19;8;14;31;32;1
27;19;28;1;29;7;6;16;30;12;26;8;25;10;20;23;24;2;3;13;18;15;17;9;31;4;5;11;22;14;21;32;1
10;11;21;26;27;25;5;8;19;7;1;23;12;29;22;28;24;2;3;13;18;15;17;9;31;4;30;32;20;14;16;6;1
16;7;21;14;18;25;5;8;19;15;1;13;12;29;23;28;26;4;17;22;27;30;3;9;31;2;24;11;6;20;32;10;1
16;7;21;19;28;12;10;27;8;1;22;14;3;26;15;23;24;2;25;13;18;20;17;9;31;4;5;11;6;30;32;29;1
24;23;25;30;13;10;2;18;8;12;22;14;3;26;15;21;16;28;17;20;19;7;27;9;31;4;5;11;6;1;32;29;1
27;11;28;3;19;7;6;17;8;25;26;22;12;1;18;21;20;16;24;10;9;23;2;14;15;30;13;29;5;4;31;32;1
31;7;25;12;6;11;27;32;5;1;22;14;3;26;18;21;20;16;24;10;9;23;2;13;15;30;4;19;8;28;17;29;1
16;7;11;19;28;22;6;27;14;30;12;8;25;10;20;23;24;2;3;13;18;15;32;9;31;4;26;21;5;29;17;1;1
13;6;14;7;18;30;11;2;12;24;3;8;25;10;20;23;19;28;16;27;32;22;1;9;4;15;26;21;5;29;17;31;1
30;6;27;11;21;4;1;26;5;32;16;8;25;10;20;23;24;2;3;13;18;15;17;9;31;7;14;22;12;28;19;29;1
16;7;21;32;1;22;26;27;14;30;6;8;25;10;20;23;11;2;3;13;18;15;17;9;31;4;5;24;12;28;19;29;1
31;23;25;12;6;10;27;32;8;1;22;14;3;26;24;21;11;9;17;20;19;7;2;13;15;30;28;29;5;4;18;16;1
27;11;28;3;19;7;6;17;8;25;26;22;12;1;31;21;20;32;24;10;9;23;2;13;15;30;14;29;5;4;18;16;1
15;6;7;13;17;10;23;26;8;32;16;5;18;29;11;21;2;3;30;27;25;22;1;9;4;20;14;24;12;28;19;31;1
23;6;25;27;9;11;15;26;8;32;16;5;18;4;13;1;2;3;22;7;17;30;21;10;29;20;14;24;12;28;19;31;1
10;26;14;31;18;25;22;8;3;23;1;2;30;32;15;21;11;9;17;20;19;7;27;28;24;12;13;29;5;4;16;6;1
31;23;25;30;6;10;2;29;8;1;22;14;3;26;15;21;11;9;17;5;19;7;27;28;24;12;13;32;20;4;18;16;1
23;13;14;7;10;30;20;2;12;5;3;24;32;18;11;6;21;28;16;27;25;22;1;9;4;15;26;19;8;29;17;31;1
10;2;23;26;29;7;6;17;12;8;3;24;32;18;11;13;19;28;16;27;25;22;1;9;4;15;30;20;21;14;31;5;1
10;11;3;24;29;7;6;17;5;13;30;23;12;2;18;19;20;28;16;27;25;22;1;9;4;15;26;21;8;14;31;32;1
22;6;14;7;10;4;20;1;12;8;3;24;32;18;11;25;19;28;16;27;9;23;2;13;15;30;26;21;5;29;17;31;1
27;19;28;3;29;7;8;2;30;25;26;22;12;14;10;21;20;16;24;13;18;15;17;9;31;4;5;11;6;1;32;23;1
16;7;21;19;28;22;26;27;14;30;12;8;25;13;20;15;3;17;24;10;9;23;2;18;31;4;5;11;6;1;32;29;1
16;7;11;19;28;31;6;27;14;30;12;8;25;10;20;23;24;2;3;13;18;22;1;9;4;15;26;21;5;29;32;17;1
23;6;14;7;10;30;20;2;12;8;3;24;32;18;11;13;19;28;16;27;25;22;1;9;31;15;26;21;5;29;17;4;1
2;7;21;19;28;22;26;27;14;30;12;8;25;13;20;23;3;16;24;10;18;15;17;9;31;4;5;11;6;1;32;29;2
2;7;21;19;28;15;26;27;14;30;12;8;25;13;20;23;3;16;24;10;18;4;22;9;17;1;5;11;6;32;31;29;2
