"X1";"X4";"X12";"X5";"X8";"X6";"X3";"X2";"X10";"X9";"X7";"X11";"generation"
1;4;12;5;3;6;8;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
5;8;3;1;4;6;12;2;10;9;7;11;1
1;8;7;5;11;6;12;9;3;2;10;4;1
5;8;7;1;11;6;12;9;3;2;10;4;1
5;8;7;1;11;6;12;9;3;2;10;4;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
5;8;7;1;10;6;2;9;3;12;11;4;1
12;7;1;6;8;11;5;9;3;2;10;4;1
5;8;7;1;11;6;12;9;3;2;10;4;1
5;8;7;1;11;6;12;9;3;2;10;4;1
1;11;8;5;12;6;4;2;10;9;7;3;1
1;4;12;9;8;6;11;2;7;5;10;3;1
4;8;10;1;11;6;12;9;3;2;7;5;1
5;6;10;8;4;1;2;12;7;9;3;11;1
2;11;8;9;12;6;3;1;10;5;7;4;1
1;11;12;5;8;6;7;2;3;9;10;4;1
2;7;6;1;11;10;4;9;3;12;8;5;1
2;7;1;6;8;10;4;9;3;5;11;12;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;6;2;5;8;10;4;9;3;12;7;11;1
5;3;7;6;8;10;4;9;11;2;1;12;1
2;6;7;1;11;10;4;9;3;12;8;5;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;3;6;2;10;9;7;11;1
1;11;7;5;8;6;3;2;10;9;12;4;1
1;4;12;5;8;6;10;9;3;2;7;11;1
5;8;7;1;11;4;12;9;6;2;10;3;1
2;8;4;9;11;6;12;1;7;5;10;3;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
5;4;8;1;11;6;12;9;3;2;10;7;1
2;3;8;9;12;6;4;1;7;5;10;11;1
1;4;3;5;8;6;12;2;10;9;7;11;1
5;8;7;1;11;6;3;2;12;9;10;4;1
12;4;1;6;8;5;3;2;10;9;7;11;1
9;4;12;5;8;6;3;2;7;1;11;10;1
11;5;7;12;8;6;3;2;4;1;9;10;1
1;10;12;5;8;11;7;4;2;3;9;6;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
2;8;4;9;12;6;3;1;7;5;10;11;1
2;11;8;9;3;7;4;10;6;1;5;12;1
12;7;1;6;8;10;4;9;2;11;3;5;1
9;6;10;8;4;1;2;12;3;11;7;5;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
5;11;7;4;8;10;1;9;3;12;6;2;1
4;8;7;1;11;6;12;9;3;2;10;5;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;12;5;8;6;3;2;10;9;7;11;1
1;4;2;11;8;6;10;9;3;12;7;5;1
10;7;1;6;8;4;3;2;9;12;11;5;1
1;4;10;5;8;6;12;9;3;2;7;11;1
5;8;10;1;4;6;12;2;3;9;7;11;1
2;11;8;9;12;6;4;1;7;5;10;3;1
2;11;8;9;12;6;4;1;7;5;10;3;1
1;4;12;5;8;6;3;2;11;9;7;10;1
1;4;12;2;8;6;3;5;10;9;7;11;1
5;8;7;1;11;6;3;2;10;9;12;4;1
1;4;3;5;8;6;12;2;10;9;7;11;1
5;7;8;9;12;6;4;1;3;2;10;11;1
5;11;8;9;12;6;7;1;3;2;10;4;1
5;8;7;1;11;6;12;9;3;2;10;4;1
5;8;7;1;11;6;12;9;3;2;10;4;1
4;8;7;1;11;6;12;9;3;2;10;5;1
4;8;10;6;9;1;2;12;7;11;3;5;1
1;6;2;7;8;10;4;9;3;12;11;5;1
