"X53";"X58";"X64";"X31";"X62";"X54";"X1";"X20";"X14";"X8";"X5";"X57";"X3";"X49";"X51";"X19";"X52";"X32";"X30";"X22";"X9";"X44";"X12";"X11";"X40";"X50";"X41";"X18";"X43";"X34";"X35";"X17";"X24";"X39";"X6";"X21";"X61";"X56";"X26";"X60";"X45";"X59";"X13";"X23";"X36";"X27";"X28";"X29";"X10";"X16";"X2";"X63";"X4";"X33";"X38";"X46";"X55";"X48";"X47";"X25";"X7";"X15";"X42";"X37";"generation"
53;58;64;31;62;54;1;20;14;8;5;57;3;49;51;19;52;32;30;22;9;44;12;11;40;50;41;18;43;34;35;17;24;39;6;21;61;56;26;60;45;59;13;23;36;27;28;29;10;16;2;63;4;33;38;46;55;48;47;25;7;15;42;37;1
53;58;64;31;62;54;1;20;14;8;5;57;3;49;51;19;52;32;30;22;9;44;12;11;40;50;41;18;43;34;35;17;24;39;6;21;61;56;26;60;45;59;13;23;36;27;28;29;10;16;2;63;4;33;38;46;55;48;47;25;7;15;42;37;1
35;6;42;30;61;37;52;55;53;21;38;29;62;13;34;5;16;27;23;1;3;50;32;48;57;51;25;39;4;54;26;24;46;64;63;9;17;56;12;18;19;43;22;14;60;31;47;44;40;58;59;10;36;2;15;49;33;20;28;7;8;41;45;11;1
13;41;42;29;37;30;8;27;16;62;35;7;45;11;21;6;55;53;23;1;3;50;32;48;57;51;25;39;4;49;26;24;46;64;33;9;17;15;12;18;19;43;22;14;60;31;47;44;40;58;59;10;36;54;56;2;63;20;28;52;61;5;38;34;1
53;58;64;31;62;54;1;20;14;8;5;57;3;49;51;19;52;32;30;22;9;44;12;11;40;50;41;18;43;34;35;17;24;39;6;21;61;56;26;60;45;59;13;23;36;27;28;29;10;16;2;63;4;33;38;46;55;48;47;25;7;15;42;37;1
53;58;64;31;62;54;1;20;14;8;5;57;3;49;51;19;52;32;30;22;9;44;12;11;40;50;41;18;43;34;35;17;24;39;6;21;61;56;26;60;45;59;13;23;36;27;28;29;10;16;2;63;4;33;38;46;55;48;47;25;7;15;42;37;1
44;58;64;31;62;54;1;30;14;8;38;18;50;49;35;5;61;27;20;56;39;53;45;11;40;3;41;57;43;34;51;17;24;9;6;21;52;22;26;60;12;59;13;23;36;32;28;29;10;16;2;63;4;33;19;46;55;48;47;25;7;15;42;37;1
9;3;44;1;8;57;54;51;11;31;52;12;30;49;62;5;37;22;20;19;58;53;32;64;40;50;41;18;43;34;35;17;24;39;6;21;61;56;26;60;45;59;13;23;36;27;28;29;10;16;2;63;4;33;38;46;55;48;47;25;7;15;42;14;1
32;54;12;29;34;30;8;63;46;64;14;7;45;60;24;40;43;53;50;55;48;9;13;35;39;1;3;57;16;41;22;21;58;62;10;18;26;36;19;6;17;51;38;25;11;44;27;52;23;4;56;47;59;2;5;49;33;20;28;31;61;15;42;37;1
53;58;64;31;62;54;1;20;14;8;5;57;3;49;51;19;52;32;30;22;9;44;12;11;40;50;41;18;43;34;35;45;24;39;60;21;61;56;26;6;17;59;13;23;36;27;28;29;10;15;2;63;4;33;38;46;55;48;47;25;7;16;42;37;1
53;42;64;31;62;54;1;20;14;8;5;57;3;49;51;19;52;32;30;22;9;44;37;11;40;50;15;18;43;34;35;17;24;39;6;21;61;56;26;60;45;59;13;23;36;27;28;29;10;16;2;63;4;33;38;46;55;48;47;25;7;41;58;12;1
54;16;7;46;2;4;33;32;27;6;13;63;40;62;24;21;10;35;22;55;9;44;12;11;23;43;42;31;56;64;34;60;59;26;50;1;15;14;45;37;25;5;38;19;47;57;17;51;48;29;30;8;52;18;28;53;39;61;3;20;49;41;58;36;1
54;16;52;18;24;29;17;10;8;47;38;26;27;5;39;55;62;32;22;21;1;11;35;40;23;43;42;31;56;64;34;60;59;63;50;9;15;14;45;37;25;12;13;19;6;57;33;51;48;4;30;44;7;46;28;53;2;61;3;20;49;41;58;36;1
9;28;52;18;24;29;17;10;8;47;38;46;27;5;39;55;54;32;6;7;11;33;62;40;23;43;42;31;56;64;34;60;59;26;37;20;58;14;13;30;61;36;16;44;1;53;25;4;22;51;57;63;21;45;41;48;19;12;35;50;15;2;3;49;1
32;54;12;29;10;30;8;47;62;15;14;7;45;60;24;40;43;27;50;55;49;2;19;35;39;11;3;56;9;41;17;52;26;46;37;20;58;59;13;31;23;36;16;44;1;53;25;4;22;51;57;63;21;42;64;48;33;18;28;6;61;5;38;34;1
2;34;52;18;24;29;17;10;8;63;38;26;27;5;39;55;62;32;6;7;11;19;54;14;64;57;45;30;35;41;43;48;40;46;37;12;58;21;13;50;22;36;16;44;1;53;25;51;23;4;56;47;59;9;15;49;33;20;28;31;61;42;3;60;1
32;54;12;29;37;30;8;63;46;64;14;7;45;60;24;40;43;53;50;55;48;9;13;35;39;1;3;57;16;41;22;21;58;62;10;18;26;36;19;6;17;51;42;25;11;44;27;52;23;4;56;47;59;2;15;49;33;20;28;31;61;5;38;34;1
32;54;12;29;37;30;8;63;46;64;14;7;45;60;24;40;43;53;50;55;48;9;13;35;39;1;3;57;16;41;22;21;58;62;28;18;26;36;19;6;17;51;42;25;11;44;27;52;23;4;56;47;59;2;15;49;33;20;10;31;61;5;38;34;1
32;54;12;52;37;30;8;44;49;64;14;19;57;31;58;40;51;53;50;11;20;9;42;22;62;1;41;18;43;34;35;17;24;39;6;21;61;56;26;60;45;59;13;23;36;27;28;29;10;16;2;63;4;33;38;46;55;48;47;25;7;15;5;3;1
53;58;64;29;37;54;1;20;14;8;5;57;3;49;51;19;52;32;30;22;9;44;12;11;40;50;41;18;43;34;35;17;24;39;6;21;61;56;26;60;45;59;13;23;36;27;28;31;10;16;2;63;4;33;38;46;55;48;47;25;7;15;42;62;1
32;54;59;27;33;25;51;63;46;31;15;7;45;28;24;5;43;53;50;55;48;42;19;35;39;1;61;49;16;6;22;20;38;56;10;18;26;36;13;17;41;8;9;2;11;47;44;14;64;34;62;4;12;30;52;57;37;21;60;23;3;40;58;29;1
20;2;28;33;12;46;34;8;61;64;14;7;45;60;24;40;43;53;50;55;48;9;13;35;39;1;3;57;16;41;22;21;58;62;10;18;26;36;19;6;17;51;42;25;11;44;27;52;23;4;56;47;59;30;38;63;37;15;49;31;32;5;54;29;1
54;51;7;53;30;52;18;32;44;50;17;8;11;12;24;9;15;35;22;25;1;57;62;40;19;43;42;31;14;64;34;37;5;39;6;21;61;56;26;60;45;59;13;23;36;27;28;29;10;16;2;63;4;33;38;46;55;48;47;20;49;41;58;3;1
53;58;35;31;62;54;1;20;56;63;24;27;3;49;16;23;4;32;2;22;21;44;12;11;40;6;41;33;43;64;34;60;59;26;50;9;15;14;45;37;25;5;38;19;47;57;17;51;48;29;30;8;52;18;28;46;55;10;36;39;7;61;42;13;1
53;54;13;29;37;50;8;63;46;64;14;7;45;60;24;40;43;32;30;22;9;44;12;11;39;1;3;57;16;41;55;21;58;62;10;18;26;36;19;6;17;51;42;25;35;48;27;52;23;4;56;47;59;2;15;49;33;20;28;31;61;5;38;34;1
53;58;64;31;62;54;1;20;14;8;5;57;3;49;51;19;52;32;30;22;9;44;12;11;40;50;41;18;43;34;35;17;24;39;6;21;61;56;26;60;45;4;13;23;36;27;28;29;10;16;2;47;59;33;38;46;55;48;63;25;7;15;42;37;1
32;54;12;29;37;30;8;63;46;64;14;7;45;13;24;40;43;53;50;55;48;9;60;35;39;1;3;57;16;41;22;21;58;62;10;18;26;36;19;6;17;51;42;25;11;44;27;52;23;4;56;47;59;2;15;49;33;20;28;31;61;5;38;34;1
