"X1";"X30828";"X7";"X2";"X5";"X9";"X1.1";"X6";"X11";"X4";"X8";"X3";"X10";"X12"
1;30828;7;2;5;9;1;6;11;4;8;3;10;12
7;2;5;10;1;6;11;4;8;3;9;12;1;31580
1;31580;7;2;5;10;1;6;11;4;8;3;9;12
7;2;5;10;8;6;11;4;1;3;9;12;1;40008
1;31580;7;2;5;10;1;6;11;4;8;3;9;12
7;2;12;10;1;6;11;4;8;3;9;5;1;28718
1;28718;7;2;12;10;1;6;11;4;8;3;9;5
7;2;12;10;1;6;9;4;8;3;11;5;1;27816
1;27816;7;2;12;10;1;6;9;4;8;3;11;5
7;10;12;2;1;6;9;4;8;3;11;5;1;24566
1;24566;7;10;12;2;1;6;9;4;8;3;11;5
7;10;12;2;8;6;9;4;1;3;11;5;1;32762
1;32762;7;10;12;2;8;6;9;4;1;3;11;5
7;10;12;2;8;6;4;9;1;3;11;5;1;43018
1;43018;7;10;12;2;8;6;4;9;1;3;11;5
7;10;12;2;8;6;4;9;3;1;11;5;1;49078
1;49078;7;10;12;2;8;6;4;9;3;1;11;5
8;10;12;2;7;6;4;9;3;1;11;5;1;52326
1;52326;8;10;12;2;7;6;4;9;3;1;11;5
8;7;12;2;10;6;4;9;3;1;11;5;1;66392
1;52326;8;10;12;2;7;6;4;9;3;1;11;5
8;10;12;2;11;6;4;9;3;1;7;5;1;46710
1;46710;8;10;12;2;11;6;4;9;3;1;7;5
8;10;12;2;5;6;4;9;3;1;7;11;1;46952
1;46952;8;10;12;2;5;6;4;9;3;1;7;11
8;10;12;2;4;6;5;9;3;1;7;11;1;47430
1;47430;8;10;12;2;4;6;5;9;3;1;7;11
8;5;12;2;4;6;10;9;3;1;7;11;1;52770
1;52770;8;5;12;2;4;6;10;9;3;1;7;11
10;5;12;2;4;6;8;9;3;1;7;11;1;49362
1;49362;10;5;12;2;4;6;8;9;3;1;7;11
10;5;12;2;4;6;8;7;3;1;9;11;1;36688
1;36688;10;5;12;2;4;6;8;7;3;1;9;11
10;5;12;1;4;6;8;7;3;2;9;11;1;41920
1;41920;10;5;12;1;4;6;8;7;3;2;9;11
10;5;12;3;4;6;8;7;1;2;9;11;1;44474
1;44474;10;5;12;3;4;6;8;7;1;2;9;11
6;5;12;3;4;10;8;7;1;2;9;11;1;42076
1;42076;6;5;12;3;4;10;8;7;1;2;9;11
1;5;12;3;4;10;8;7;6;2;9;11;1;39318
2;39318;1;5;12;3;4;10;8;7;6;2;9;11
1;5;12;3;4;10;9;7;6;2;8;11;2;37860
2;37860;1;5;12;3;4;10;9;7;6;2;8;11
1;5;12;3;4;10;9;7;11;2;8;6;2;34018
2;34018;1;5;12;3;4;10;9;7;11;2;8;6
1;5;12;3;4;2;9;7;11;10;8;6;2;43116
2;34018;1;5;12;3;4;10;9;7;11;2;8;6
1;5;12;3;4;8;9;7;11;2;10;6;2;39386
2;39386;1;5;12;3;4;8;9;7;11;2;10;6
1;5;12;7;4;8;9;3;11;2;10;6;2;46404
2;46404;1;5;12;7;4;8;9;3;11;2;10;6
3;5;12;7;4;8;9;1;11;2;10;6;2;32688
2;32688;3;5;12;7;4;8;9;1;11;2;10;6
3;5;12;7;4;8;9;1;2;11;10;6;2;28934
2;28934;3;5;12;7;4;8;9;1;2;11;10;6
9;5;12;7;4;8;3;1;2;11;10;6;2;42092
2;42092;9;5;12;7;4;8;3;1;2;11;10;6
9;11;12;7;4;8;3;1;2;5;10;6;2;40200
2;40200;9;11;12;7;4;8;3;1;2;5;10;6
9;10;12;7;4;8;3;1;2;5;11;6;2;46202
2;46202;9;10;12;7;4;8;3;1;2;5;11;6
9;10;12;5;4;8;3;1;2;7;11;6;2;40856
2;40856;9;10;12;5;4;8;3;1;2;7;11;6
9;10;12;5;4;8;3;1;11;7;2;6;2;40730
2;40730;9;10;12;5;4;8;3;1;11;7;2;6
1;10;12;5;4;8;3;9;11;7;2;6;2;34790
2;34790;1;10;12;5;4;8;3;9;11;7;2;6
1;10;12;5;4;11;3;9;8;7;2;6;2;44940
2;34790;1;10;12;5;4;8;3;9;11;7;2;6
7;10;12;5;4;8;3;9;11;1;2;6;2;38458
2;38458;7;10;12;5;4;8;3;9;11;1;2;6
7;10;12;5;4;8;3;9;1;11;2;6;2;22994
2;22994;7;10;12;5;4;8;3;9;1;11;2;6
7;10;12;1;4;8;3;9;5;11;2;6;2;26300
2;26300;7;10;12;1;4;8;3;9;5;11;2;6
8;10;12;1;4;7;3;9;5;11;2;6;2;27750
2;27750;8;10;12;1;4;7;3;9;5;11;2;6
8;10;12;1;3;7;4;9;5;11;2;6;2;31130
2;31130;8;10;12;1;3;7;4;9;5;11;2;6
8;10;12;6;3;7;4;9;5;11;2;1;2;35500
3;35500;8;10;12;6;3;7;4;9;5;11;2;1
8;10;12;6;3;7;4;5;9;11;2;1;3;27218
3;27218;8;10;12;6;3;7;4;5;9;11;2;1
1;10;12;6;3;7;4;5;9;11;2;8;3;25874
3;25874;1;10;12;6;3;7;4;5;9;11;2;8
1;10;12;6;3;7;2;5;9;11;4;8;3;23442
3;23442;1;10;12;6;3;7;2;5;9;11;4;8
1;10;12;6;3;7;2;5;9;4;11;8;3;42304
3;42304;1;10;12;6;3;7;2;5;9;4;11;8
1;6;12;10;3;7;2;5;9;4;11;8;3;64634
3;64634;1;6;12;10;3;7;2;5;9;4;11;8
1;8;12;10;3;7;2;5;9;4;11;6;3;53434
3;53434;1;8;12;10;3;7;2;5;9;4;11;6
10;8;12;1;3;7;2;5;9;4;11;6;3;49896
3;49896;10;8;12;1;3;7;2;5;9;4;11;6
10;8;12;1;2;7;3;5;9;4;11;6;3;49838
3;49838;10;8;12;1;2;7;3;5;9;4;11;6
10;8;12;1;2;9;3;5;7;4;11;6;3;43960
3;43960;10;8;12;1;2;9;3;5;7;4;11;6
10;8;12;1;2;9;7;5;3;4;11;6;3;42560
3;42560;10;8;12;1;2;9;7;5;3;4;11;6
