"X1";"X34632";"X6";"X8";"X2";"X12";"X3";"X4";"X9";"X7";"X5";"X10";"X11";"X1.1"
1;34632;6;8;2;12;3;4;9;7;5;10;11;1
6;8;10;12;3;4;9;7;5;2;11;1;1;40506
1;40506;6;8;10;12;3;4;9;7;5;2;11;1
6;8;10;12;3;4;5;7;9;2;11;1;1;39870
1;39870;6;8;10;12;3;4;5;7;9;2;11;1
6;8;10;12;3;4;2;7;9;5;11;1;1;38228
1;38228;6;8;10;12;3;4;2;7;9;5;11;1
11;8;10;12;3;4;2;7;9;5;6;1;1;26856
1;26856;11;8;10;12;3;4;2;7;9;5;6;1
11;8;10;12;6;4;2;7;9;5;3;1;1;24010
1;24010;11;8;10;12;6;4;2;7;9;5;3;1
11;8;10;5;6;4;2;7;9;12;3;1;1;32220
1;32220;11;8;10;5;6;4;2;7;9;12;3;1
12;8;10;5;6;4;2;7;9;11;3;1;1;50452
1;50452;12;8;10;5;6;4;2;7;9;11;3;1
12;8;10;5;6;4;2;1;9;11;3;7;1;49464
1;49464;12;8;10;5;6;4;2;1;9;11;3;7
12;9;10;5;6;4;2;1;8;11;3;7;1;40308
1;40308;12;9;10;5;6;4;2;1;8;11;3;7
12;9;10;8;6;4;2;1;5;11;3;7;1;37350
1;37350;12;9;10;8;6;4;2;1;5;11;3;7
12;9;10;8;6;4;2;1;5;7;3;11;1;30246
1;30246;12;9;10;8;6;4;2;1;5;7;3;11
12;4;10;8;6;9;2;1;5;7;3;11;1;39572
1;30246;12;9;10;8;6;4;2;1;5;7;3;11
12;9;10;2;6;4;8;1;5;7;3;11;1;26558
1;26558;12;9;10;2;6;4;8;1;5;7;3;11
7;9;10;2;6;4;8;1;5;12;3;11;1;44174
1;44174;7;9;10;2;6;4;8;1;5;12;3;11
7;9;1;2;6;4;8;10;5;12;3;11;1;43550
1;43550;7;9;1;2;6;4;8;10;5;12;3;11
7;9;1;2;6;4;11;10;5;12;3;8;1;48762
1;48762;7;9;1;2;6;4;11;10;5;12;3;8
7;9;6;2;1;4;11;10;5;12;3;8;1;41812
1;41812;7;9;6;2;1;4;11;10;5;12;3;8
7;9;6;2;1;4;11;10;12;5;3;8;1;27656
1;27656;7;9;6;2;1;4;11;10;12;5;3;8
7;9;6;2;8;4;11;10;12;5;3;1;1;36240
1;36240;7;9;6;2;8;4;11;10;12;5;3;1
7;9;4;2;8;6;11;10;12;5;3;1;1;38658
2;38658;7;9;4;2;8;6;11;10;12;5;3;1
7;9;4;2;6;8;11;10;12;5;3;1;2;40924
2;40924;7;9;4;2;6;8;11;10;12;5;3;1
7;9;4;2;6;8;11;10;5;12;3;1;2;53852
2;53852;7;9;4;2;6;8;11;10;5;12;3;1
8;9;4;2;6;7;11;10;5;12;3;1;2;52402
2;52402;8;9;4;2;6;7;11;10;5;12;3;1
8;7;4;2;6;9;11;10;5;12;3;1;2;59564
2;59564;8;7;4;2;6;9;11;10;5;12;3;1
8;7;2;4;6;9;11;10;5;12;3;1;2;59020
2;59020;8;7;2;4;6;9;11;10;5;12;3;1
1;7;2;4;6;9;11;10;5;12;3;8;2;44568
2;44568;1;7;2;4;6;9;11;10;5;12;3;8
1;7;2;4;6;9;11;5;10;12;3;8;2;47054
2;47054;1;7;2;4;6;9;11;5;10;12;3;8
1;12;2;4;6;9;11;5;10;7;3;8;2;48772
2;48772;1;12;2;4;6;9;11;5;10;7;3;8
7;12;2;4;6;9;11;5;10;1;3;8;2;47938
2;47938;7;12;2;4;6;9;11;5;10;1;3;8
7;12;2;4;6;5;11;9;10;1;3;8;2;57490
2;47938;7;12;2;4;6;9;11;5;10;1;3;8
7;12;2;6;4;9;11;5;10;1;3;8;2;45938
2;45938;7;12;2;6;4;9;11;5;10;1;3;8
7;10;2;6;4;9;11;5;12;1;3;8;2;46768
2;46768;7;10;2;6;4;9;11;5;12;1;3;8
7;10;4;6;2;9;11;5;12;1;3;8;2;45236
2;45236;7;10;4;6;2;9;11;5;12;1;3;8
7;10;4;6;2;9;11;5;12;1;8;3;2;47702
2;47702;7;10;4;6;2;9;11;5;12;1;8;3
6;10;4;7;2;9;11;5;12;1;8;3;2;57170
2;47702;7;10;4;6;2;9;11;5;12;1;8;3
7;10;4;6;2;9;11;5;3;1;8;12;2;49996
2;49996;7;10;4;6;2;9;11;5;3;1;8;12
1;10;4;6;2;9;11;5;3;7;8;12;2;35428
2;35428;1;10;4;6;2;9;11;5;3;7;8;12
1;10;4;8;2;9;11;5;3;7;6;12;2;35478
