"X10";"X12";"X32";"X29";"X11";"X23";"X22";"X5";"X24";"X19";"X15";"X25";"X9";"X20";"X28";"X26";"X21";"X1";"X31";"X7";"X27";"X6";"X8";"X16";"X17";"X2";"X3";"X14";"X13";"X30";"X4";"X18";"generation"
10;12;32;29;11;23;22;5;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;14;13;30;4;18;1
11;14;4;22;18;32;5;29;24;19;13;25;9;20;28;26;21;1;31;7;27;6;3;10;12;2;8;15;17;30;16;23;1
14;23;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;11;1
20;14;15;18;22;30;31;12;25;32;19;28;11;21;6;24;9;1;2;5;7;27;17;16;8;26;3;13;29;4;10;23;1
24;19;2;29;21;25;28;5;10;12;14;3;26;27;31;32;7;11;22;20;1;9;17;16;15;23;8;13;6;30;4;18;1
29;26;14;18;22;30;31;12;23;32;19;28;11;21;15;24;27;7;2;20;1;9;6;4;13;25;8;17;16;3;10;5;1
11;14;10;31;18;32;5;29;24;19;12;2;3;7;28;26;21;27;22;20;1;9;6;4;13;25;8;15;17;30;16;23;1
24;19;25;29;21;23;28;5;30;15;14;9;26;1;31;32;7;11;22;20;27;6;8;16;17;2;3;13;12;4;10;18;1
27;22;29;31;3;16;18;32;21;1;7;17;6;5;30;8;23;28;26;4;20;10;19;13;12;24;14;11;25;15;2;9;1
20;10;25;12;30;15;2;32;21;1;7;17;6;5;19;29;23;28;26;11;14;13;8;9;24;22;18;4;3;27;31;16;1
29;13;14;18;19;15;23;9;25;32;22;28;11;21;6;24;12;1;2;5;7;27;17;16;30;31;3;26;4;8;10;20;1
20;10;5;12;19;15;23;9;32;3;27;28;21;25;30;7;2;6;14;11;26;13;29;17;24;22;18;1;4;8;31;16;1
24;19;2;29;21;23;28;5;10;12;14;3;26;27;31;32;7;11;22;20;1;9;6;16;15;25;8;13;17;30;4;18;1
29;13;14;18;22;3;31;12;25;32;19;28;11;21;6;24;9;1;2;5;7;27;4;16;26;23;8;15;17;30;10;20;1
20;10;25;31;3;16;18;32;21;1;7;17;6;5;30;8;2;9;14;11;26;13;29;28;24;22;23;4;19;27;12;15;1
27;12;28;31;3;16;14;32;21;1;7;13;6;5;19;30;23;8;26;11;20;10;29;17;24;22;18;4;25;15;2;9;1
20;10;5;12;19;7;23;9;32;3;27;28;21;1;30;8;2;6;18;4;26;13;29;17;22;24;14;11;25;15;31;16;1
7;10;5;12;19;15;23;9;32;3;27;28;6;8;1;29;18;17;26;4;20;22;30;13;31;24;14;11;25;16;2;21;1
27;22;8;31;3;16;18;32;28;1;7;17;6;5;19;29;23;21;26;4;20;10;25;9;24;13;2;11;30;14;12;15;1
27;22;8;31;19;15;23;9;32;1;7;17;6;5;3;29;18;28;26;4;20;10;30;13;12;24;14;11;25;16;2;21;1
20;22;8;26;3;16;18;32;21;28;4;17;6;5;19;29;23;1;31;7;27;10;30;13;12;24;14;11;25;15;2;9;1
27;22;8;31;3;16;18;32;21;1;7;17;6;5;19;29;23;28;26;4;20;10;30;13;12;2;11;14;25;15;9;24;1
24;19;2;29;21;23;28;5;10;12;14;3;26;27;31;32;7;11;22;20;1;9;6;4;13;25;8;15;17;30;16;18;1
24;3;2;29;21;23;28;5;10;12;14;19;26;27;31;32;7;11;22;20;1;9;6;4;13;25;8;15;17;30;16;18;1
27;14;30;22;3;16;18;32;21;1;7;17;6;5;19;29;23;28;26;4;20;10;8;13;12;15;31;11;25;24;2;9;1
11;14;30;22;18;32;20;29;24;28;15;25;9;5;19;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
27;22;8;31;3;16;18;32;21;1;7;17;6;5;19;29;9;28;26;15;20;2;30;13;25;24;14;11;12;4;10;23;1
11;14;8;31;18;32;5;29;24;19;15;25;9;20;28;26;21;17;22;7;27;6;30;16;1;2;3;13;12;4;10;23;1
25;31;2;27;9;14;11;32;21;1;7;17;6;5;19;29;23;28;26;4;20;10;30;13;12;24;8;15;3;22;16;18;1
27;22;8;31;17;23;28;5;10;12;14;3;26;32;19;29;16;18;6;4;20;21;30;13;1;24;7;11;25;15;2;9;1
30;10;23;12;18;32;5;29;24;19;15;25;9;20;28;26;21;6;14;11;8;13;2;17;27;22;3;4;1;7;31;16;1
11;14;9;22;18;32;5;29;24;19;15;25;30;20;28;26;21;12;10;4;27;6;8;23;17;2;3;13;1;7;31;16;1
27;22;8;31;3;16;18;32;4;17;19;28;11;21;6;24;9;1;2;5;7;10;30;13;12;29;14;20;25;15;26;23;1
29;16;3;18;22;17;31;8;4;32;19;28;26;21;6;23;9;1;10;5;7;27;30;13;12;24;14;11;25;15;2;20;1
11;14;30;22;18;24;5;29;32;3;27;25;9;20;28;26;21;1;31;7;15;6;8;16;17;2;19;13;12;4;10;23;1
20;10;5;4;19;15;23;9;32;18;26;28;22;25;30;29;21;1;31;7;27;6;8;16;17;2;3;13;12;11;14;24;1
14;22;30;11;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
13;3;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;14;11;12;4;10;23;1
20;10;5;12;19;15;23;9;32;3;27;28;2;25;30;8;21;1;31;7;26;13;29;17;24;22;18;4;6;11;14;16;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;12;10;4;27;6;8;23;17;2;3;13;1;7;31;16;1
11;15;30;22;18;9;5;29;10;12;14;3;26;27;31;32;21;1;28;7;20;6;8;16;17;2;25;13;19;4;24;23;1
24;19;2;22;18;32;28;5;10;12;14;3;26;27;31;23;7;11;29;20;1;9;6;4;13;25;8;15;17;30;16;21;1
16;3;8;22;18;32;27;31;21;1;7;17;6;5;19;29;23;28;26;4;20;10;30;13;12;24;14;11;25;15;9;2;1
27;22;8;31;3;16;18;32;21;23;7;17;6;5;19;29;1;28;26;15;20;2;30;13;25;24;14;11;12;4;10;9;1
32;7;19;9;23;15;5;31;16;3;27;28;21;25;30;8;2;6;14;11;26;13;29;17;24;22;18;4;20;12;10;1;1
25;10;21;12;19;15;23;9;32;3;27;28;5;20;30;8;2;6;14;11;26;13;29;17;24;22;18;4;1;7;31;16;1
29;13;14;18;22;30;31;12;28;32;19;25;9;21;6;24;11;1;2;5;7;27;17;16;15;23;3;26;4;8;10;20;1
11;14;15;18;22;30;5;29;24;19;32;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
24;19;25;29;11;23;22;5;10;15;14;9;32;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;30;18;1
11;14;30;22;18;32;5;29;24;26;17;2;9;20;28;19;21;1;31;7;27;6;3;4;13;25;8;15;12;16;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
23;14;30;22;18;32;5;29;24;31;15;25;9;20;28;26;21;1;19;7;27;6;8;16;17;2;3;13;12;4;10;11;1
1;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;7;11;31;21;27;6;8;16;17;2;3;13;12;4;10;23;1
9;14;15;18;22;30;31;12;25;32;19;28;11;20;24;26;21;1;5;7;27;6;8;16;17;2;3;13;29;4;10;23;1
29;26;14;18;22;30;23;15;25;32;19;28;11;21;5;24;9;1;31;7;27;6;8;16;17;2;3;13;12;4;10;20;1
11;14;16;2;3;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;30;17;22;18;4;12;13;10;23;1
20;31;5;1;19;15;23;9;32;3;27;28;21;25;30;8;2;6;14;11;26;7;29;17;24;22;18;13;12;4;10;16;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
29;13;14;18;22;30;31;12;25;32;19;28;11;21;6;24;9;1;2;5;7;27;17;16;15;20;3;26;8;4;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;6;27;17;16;8;2;3;13;12;4;10;23;1
11;14;30;22;18;32;5;29;24;19;4;12;9;20;28;26;21;1;31;7;27;6;8;16;17;10;3;13;25;15;2;23;1
5;22;30;29;3;16;18;32;23;19;15;25;9;20;28;26;21;1;31;7;27;6;8;13;12;24;14;11;17;4;2;10;1
11;14;30;2;3;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;22;18;13;12;4;10;23;1
20;10;5;1;19;15;23;9;32;18;26;28;21;25;30;29;22;4;31;7;27;6;8;16;17;2;3;13;12;11;14;24;1
14;21;25;22;8;15;10;9;32;3;27;17;6;5;19;29;23;28;26;4;20;2;30;13;12;24;18;11;1;7;31;16;1
7;10;5;12;19;15;23;9;32;3;27;28;21;25;30;8;2;6;14;4;20;22;1;13;31;24;26;11;29;16;18;17;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;2;8;16;17;6;3;13;12;4;10;23;1
32;12;26;30;8;3;21;27;2;15;10;14;5;20;11;23;28;19;25;9;6;13;29;17;24;22;18;4;1;7;31;16;1
25;27;21;12;26;15;13;30;32;3;10;24;5;20;11;23;29;19;1;9;6;8;16;4;14;22;18;17;28;7;31;2;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
27;22;8;31;3;16;18;32;21;1;7;17;6;5;19;29;23;28;26;15;20;11;30;10;25;24;14;13;12;4;2;9;1
13;3;30;22;18;32;5;29;2;19;15;17;9;20;28;26;21;1;31;7;27;6;8;16;12;24;14;11;25;4;10;23;1
11;14;30;22;18;15;23;9;32;3;27;28;29;20;25;26;21;1;31;7;24;6;8;16;17;2;19;13;12;4;10;5;1
20;10;5;12;19;15;23;9;32;3;26;28;21;25;30;8;2;6;31;7;27;13;29;17;24;22;18;4;1;11;14;16;1
11;7;2;30;13;3;21;31;26;15;10;24;9;20;28;22;5;1;29;14;27;6;8;16;17;25;32;18;12;4;19;23;1
32;7;26;30;22;14;21;31;27;15;10;24;5;20;11;23;29;19;1;9;25;6;8;16;17;2;3;13;12;4;18;28;1
19;30;16;29;21;23;28;5;10;12;14;3;26;27;31;32;7;11;22;20;1;9;6;4;13;25;8;15;24;18;2;17;1
24;27;2;31;3;16;18;32;21;1;7;17;6;5;19;29;23;28;26;4;12;9;22;20;13;25;8;15;10;30;14;11;1
20;10;5;31;3;16;18;32;21;19;27;28;9;25;30;8;2;6;14;11;26;13;29;17;24;22;23;4;1;7;12;15;1
16;12;5;31;19;15;23;9;32;3;27;28;21;25;30;8;2;6;14;11;26;13;29;17;24;22;18;4;1;7;20;10;1
27;22;8;31;3;16;18;32;21;1;7;17;6;5;19;29;23;28;26;4;20;10;30;13;12;24;14;9;25;15;2;11;1
27;22;8;31;3;16;18;32;21;1;7;17;6;5;19;29;23;28;26;4;20;10;30;13;12;24;14;11;25;15;2;9;1
30;10;5;12;19;15;23;2;32;3;29;25;9;20;28;14;21;1;31;7;27;6;8;17;24;22;18;4;13;11;26;16;1
11;14;30;22;18;32;5;8;24;19;15;25;9;20;28;26;21;1;31;7;27;13;29;17;16;2;3;6;12;4;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
11;14;30;22;18;32;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;13;12;4;10;23;1
27;22;14;31;3;16;18;32;21;1;7;24;30;5;19;29;23;28;26;12;20;10;6;4;13;25;8;15;17;11;2;9;1
25;31;2;27;3;16;18;32;21;1;7;17;6;5;19;29;23;28;26;4;20;10;30;13;12;24;14;11;9;22;8;15;1
11;14;30;22;18;32;27;31;24;1;15;25;9;5;21;29;23;28;26;4;20;10;8;16;17;2;3;13;12;7;6;19;1
18;22;8;32;3;16;5;29;24;19;15;25;9;20;28;26;21;1;31;7;27;6;30;13;12;23;14;11;17;4;2;10;1
30;10;5;12;19;15;23;21;32;3;27;25;9;20;28;26;2;6;14;11;8;13;29;17;24;22;18;4;1;7;31;16;1
11;14;30;2;3;32;5;8;16;19;15;25;9;20;28;26;21;12;31;6;27;13;29;17;24;22;18;4;1;7;10;23;1
10;12;32;29;11;23;22;5;24;19;15;25;9;20;28;26;21;1;31;7;27;6;8;16;17;2;3;14;13;30;4;18;2
10;12;32;8;11;23;27;5;28;19;15;1;9;20;29;26;21;7;18;4;31;25;22;16;17;2;3;14;13;30;6;24;2
15;25;11;8;19;26;24;9;23;1;28;31;7;5;21;30;20;14;10;13;29;27;3;16;17;2;18;12;4;22;6;32;2
7;12;27;29;19;18;21;6;9;8;1;26;11;5;23;28;14;25;22;4;32;20;30;16;17;2;3;15;13;31;10;24;2
27;12;29;8;28;26;5;9;11;1;32;31;7;20;21;14;23;24;10;4;3;15;22;2;17;16;19;25;13;18;6;30;2
27;12;11;8;28;26;32;9;23;1;3;31;7;20;21;30;5;14;10;4;29;15;18;16;17;2;19;25;13;22;6;24;2
7;25;27;29;19;30;21;6;3;8;1;26;11;5;23;31;14;12;2;15;32;20;28;17;24;22;18;13;4;9;10;16;2
11;25;27;8;19;30;21;10;9;29;1;26;7;5;23;28;14;12;2;20;32;15;3;16;17;22;18;13;4;31;6;24;2
6;12;32;29;9;23;27;5;28;19;15;26;11;25;8;1;21;7;18;4;31;20;22;17;24;2;3;16;13;30;10;14;2
7;12;27;8;11;23;21;5;30;19;26;1;9;20;4;28;14;10;18;29;32;25;22;16;17;2;3;15;13;31;6;24;2
15;12;11;8;28;26;32;9;23;1;19;31;7;20;21;30;5;14;10;4;29;27;18;16;17;2;3;25;13;22;6;24;2
27;12;14;8;28;26;24;9;11;1;19;31;7;20;21;30;5;23;10;4;29;15;18;16;17;2;3;25;13;22;6;32;2
27;12;10;8;11;23;32;21;28;19;3;1;9;20;31;26;5;7;18;4;29;25;22;16;17;2;15;14;13;30;6;24;2
