"X1";"X48172";"X7";"X11";"X5";"X4";"X2";"X10";"X1.1";"X9";"X12";"X8";"X6";"X3"
1;48172;7;11;5;4;2;10;1;9;12;8;6;3
3;11;5;4;2;10;1;9;12;8;6;7;1;51718
1;51718;3;11;5;4;2;10;1;9;12;8;6;7
3;11;9;4;2;10;1;5;12;8;6;7;1;51058
1;51058;3;11;9;4;2;10;1;5;12;8;6;7
3;11;9;4;2;12;1;5;10;8;6;7;1;43066
1;43066;3;11;9;4;2;12;1;5;10;8;6;7
3;11;8;4;2;12;1;5;10;9;6;7;1;44634
1;44634;3;11;8;4;2;12;1;5;10;9;6;7
3;11;8;7;2;12;1;5;10;9;6;4;1;46484
1;46484;3;11;8;7;2;12;1;5;10;9;6;4
3;11;10;7;2;12;1;5;8;9;6;4;1;45130
1;45130;3;11;10;7;2;12;1;5;8;9;6;4
3;11;10;7;2;6;1;5;8;9;12;4;1;43362
1;43362;3;11;10;7;2;6;1;5;8;9;12;4
7;11;10;3;2;6;1;5;8;9;12;4;1;39024
1;39024;7;11;10;3;2;6;1;5;8;9;12;4
7;11;10;3;2;6;1;5;8;4;12;9;1;42288
1;39024;7;11;10;3;2;6;1;5;8;9;12;4
9;11;10;3;2;6;1;5;8;7;12;4;1;24994
1;24994;9;11;10;3;2;6;1;5;8;7;12;4
9;7;10;3;2;6;1;5;8;11;12;4;1;42798
1;42798;9;7;10;3;2;6;1;5;8;11;12;4
9;7;10;3;2;5;1;6;8;11;12;4;1;26986
1;26986;9;7;10;3;2;5;1;6;8;11;12;4
6;7;10;3;2;5;1;9;8;11;12;4;1;48840
1;48840;6;7;10;3;2;5;1;9;8;11;12;4
6;10;7;3;2;5;1;9;8;11;12;4;1;42712
1;42712;6;10;7;3;2;5;1;9;8;11;12;4
6;10;7;3;2;5;12;9;8;11;1;4;1;41500
1;41500;6;10;7;3;2;5;12;9;8;11;1;4
6;10;11;3;2;5;12;9;8;7;1;4;1;36324
1;36324;6;10;11;3;2;5;12;9;8;7;1;4
6;10;11;3;9;5;12;2;8;7;1;4;1;34924
1;34924;6;10;11;3;9;5;12;2;8;7;1;4
6;10;11;3;9;12;5;2;8;7;1;4;1;46670
1;34924;6;10;11;3;9;5;12;2;8;7;1;4
6;10;4;3;9;5;12;2;8;7;1;11;1;37980
1;37980;6;10;4;3;9;5;12;2;8;7;1;11
6;10;4;3;9;5;1;2;8;7;12;11;1;37580
2;37580;6;10;4;3;9;5;1;2;8;7;12;11
6;10;4;3;9;12;1;2;8;7;5;11;2;47044
2;47044;6;10;4;3;9;12;1;2;8;7;5;11
6;10;1;3;9;12;4;2;8;7;5;11;2;48276
2;48276;6;10;1;3;9;12;4;2;8;7;5;11
2;10;1;3;9;12;4;6;8;7;5;11;2;58218
2;58218;2;10;1;3;9;12;4;6;8;7;5;11
