"X1";"X56066";"X1.1";"X11";"X4";"X7";"X5";"X2";"X8";"X12";"X10";"X3";"X9";"X6"
1;56066;1;11;4;7;5;2;8;12;10;3;9;6
4;11;1;7;5;2;8;12;10;3;9;6;1;64660
1;64660;4;11;1;7;5;2;8;12;10;3;9;6
4;11;1;8;5;2;7;12;10;3;9;6;1;63084
1;63084;4;11;1;8;5;2;7;12;10;3;9;6
4;11;12;8;5;2;7;1;10;3;9;6;1;63992
1;63992;4;11;12;8;5;2;7;1;10;3;9;6
4;11;12;8;5;10;7;1;2;3;9;6;1;60726
1;60726;4;11;12;8;5;10;7;1;2;3;9;6
2;11;12;8;5;10;7;1;4;3;9;6;1;63340
1;63340;2;11;12;8;5;10;7;1;4;3;9;6
2;11;12;8;5;10;7;1;9;3;4;6;1;63372
1;63372;2;11;12;8;5;10;7;1;9;3;4;6
2;11;5;8;12;10;7;1;9;3;4;6;1;56992
1;56992;2;11;5;8;12;10;7;1;9;3;4;6
2;11;5;8;12;10;3;1;9;7;4;6;1;48538
1;48538;2;11;5;8;12;10;3;1;9;7;4;6
2;11;5;3;12;10;8;1;9;7;4;6;1;49296
1;49296;2;11;5;3;12;10;8;1;9;7;4;6
2;11;5;3;12;10;4;1;9;7;8;6;1;53030
1;53030;2;11;5;3;12;10;4;1;9;7;8;6
6;11;5;3;12;10;4;1;9;7;8;2;1;34338
1;34338;6;11;5;3;12;10;4;1;9;7;8;2
6;11;5;3;12;1;4;10;9;7;8;2;1;29152
1;29152;6;11;5;3;12;1;4;10;9;7;8;2
6;11;12;3;5;1;4;10;9;7;8;2;1;32956
1;32956;6;11;12;3;5;1;4;10;9;7;8;2
6;11;12;3;10;1;4;5;9;7;8;2;1;30624
1;30624;6;11;12;3;10;1;4;5;9;7;8;2
7;11;12;3;10;1;4;5;9;6;8;2;1;48672
1;48672;7;11;12;3;10;1;4;5;9;6;8;2
7;6;12;3;10;1;4;5;9;11;8;2;1;50674
1;50674;7;6;12;3;10;1;4;5;9;11;8;2
7;6;9;3;10;1;4;5;12;11;8;2;1;50258
1;50258;7;6;9;3;10;1;4;5;12;11;8;2
7;2;9;3;10;1;4;5;12;11;8;6;1;26196
1;26196;7;2;9;3;10;1;4;5;12;11;8;6
7;2;11;3;10;1;4;5;12;9;8;6;1;42400
1;42400;7;2;11;3;10;1;4;5;12;9;8;6
7;2;11;9;10;1;4;5;12;3;8;6;1;33036
2;33036;7;2;11;9;10;1;4;5;12;3;8;6
7;2;3;9;10;1;4;5;12;11;8;6;2;22654
2;22654;7;2;3;9;10;1;4;5;12;11;8;6
7;2;8;9;10;1;4;5;12;11;3;6;2;23764
2;23764;7;2;8;9;10;1;4;5;12;11;3;6
7;2;8;9;10;11;4;5;12;1;3;6;2;46874
2;23764;7;2;8;9;10;1;4;5;12;11;3;6
8;2;7;9;10;1;4;5;12;11;3;6;2;32448
2;32448;8;2;7;9;10;1;4;5;12;11;3;6
8;2;7;4;10;1;9;5;12;11;3;6;2;31692
2;31692;8;2;7;4;10;1;9;5;12;11;3;6
8;3;7;4;10;1;9;5;12;11;2;6;2;31134
2;31134;8;3;7;4;10;1;9;5;12;11;2;6
8;7;3;4;10;1;9;5;12;11;2;6;2;27862
2;27862;8;7;3;4;10;1;9;5;12;11;2;6
8;7;3;4;10;1;9;5;12;11;6;2;2;33592
2;33592;8;7;3;4;10;1;9;5;12;11;6;2
8;7;3;5;10;1;9;4;12;11;6;2;2;45534
2;45534;8;7;3;5;10;1;9;4;12;11;6;2
8;11;3;5;10;1;9;4;12;7;6;2;2;31956
2;31956;8;11;3;5;10;1;9;4;12;7;6;2
