"X1";"X33798";"X9";"X7";"X2";"X8";"X1.1";"X10";"X11";"X4";"X3";"X6";"X12";"X5"
1;33798;9;7;2;8;1;10;11;4;3;6;12;5
9;7;2;11;1;10;8;4;3;6;12;5;1;33516
1;33516;9;7;2;11;1;10;8;4;3;6;12;5
9;7;2;4;1;10;8;11;3;6;12;5;1;32528
1;32528;9;7;2;4;1;10;8;11;3;6;12;5
9;7;2;4;1;10;11;8;3;6;12;5;1;43108
1;43108;9;7;2;4;1;10;11;8;3;6;12;5
9;7;2;4;3;10;11;8;1;6;12;5;1;44016
1;44016;9;7;2;4;3;10;11;8;1;6;12;5
9;7;2;4;3;10;11;12;1;6;8;5;1;35102
1;35102;9;7;2;4;3;10;11;12;1;6;8;5
9;7;2;4;12;10;11;3;1;6;8;5;1;45286
1;45286;9;7;2;4;12;10;11;3;1;6;8;5
10;7;2;4;12;9;11;3;1;6;8;5;1;50558
1;50558;10;7;2;4;12;9;11;3;1;6;8;5
8;7;2;4;12;9;11;3;1;6;10;5;1;62328
1;62328;8;7;2;4;12;9;11;3;1;6;10;5
8;1;2;4;12;9;11;3;7;6;10;5;1;60816
1;60816;8;1;2;4;12;9;11;3;7;6;10;5
8;1;11;4;12;9;2;3;7;6;10;5;1;58948
1;58948;8;1;11;4;12;9;2;3;7;6;10;5
8;1;11;7;12;9;2;3;4;6;10;5;1;63076
1;63076;8;1;11;7;12;9;2;3;4;6;10;5
8;1;11;7;12;9;3;2;4;6;10;5;1;55088
1;55088;8;1;11;7;12;9;3;2;4;6;10;5
8;1;11;4;12;9;3;2;7;6;10;5;1;50960
1;50960;8;1;11;4;12;9;3;2;7;6;10;5
8;1;2;4;12;9;3;11;7;6;10;5;1;42072
1;42072;8;1;2;4;12;9;3;11;7;6;10;5
8;1;2;4;11;9;3;12;7;6;10;5;1;41634
1;41634;8;1;2;4;11;9;3;12;7;6;10;5
8;10;2;4;11;9;3;12;7;6;1;5;1;34918
1;34918;8;10;2;4;11;9;3;12;7;6;1;5
8;10;2;4;11;9;3;12;7;6;5;1;1;35278
1;35278;8;10;2;4;11;9;3;12;7;6;5;1
10;8;2;4;11;9;3;12;7;6;5;1;1;36176
1;36176;10;8;2;4;11;9;3;12;7;6;5;1
10;8;2;4;7;9;3;12;11;6;5;1;1;31110
1;31110;10;8;2;4;7;9;3;12;11;6;5;1
10;8;2;4;7;3;9;12;11;6;5;1;1;33036
2;33036;10;8;2;4;7;3;9;12;11;6;5;1
10;8;1;4;7;3;9;12;11;6;5;2;2;35636
2;35636;10;8;1;4;7;3;9;12;11;6;5;2
10;8;1;7;4;3;9;12;11;6;5;2;2;37116
2;37116;10;8;1;7;4;3;9;12;11;6;5;2
10;6;1;7;4;3;9;12;11;8;5;2;2;60444
2;60444;10;6;1;7;4;3;9;12;11;8;5;2
10;2;1;7;4;3;9;12;11;8;5;6;2;52718
2;52718;10;2;1;7;4;3;9;12;11;8;5;6
5;2;1;7;4;3;9;12;11;8;10;6;2;69202
2;52718;10;2;1;7;4;3;9;12;11;8;5;6
5;2;1;7;4;3;9;12;11;8;10;6;2;69202
