"X64L";"X41L";"X49L";"X43L";"X29L";"X56L";"X40L";"X6L";"X22L";"X51L";"X54L";"X15L";"X24L";"X59L";"X25L";"X52L";"X8L";"X48L";"X14L";"X62L";"X4L";"X37L";"X55L";"X16L";"X45L";"X12L";"X20L";"X34L";"X5L";"X33L";"X26L";"X60L";"X2L";"X17L";"X61L";"X13L";"X36L";"X19L";"X47L";"X27L";"X58L";"X39L";"X38L";"X1L";"X10L";"X11L";"X30L";"X42L";"X63L";"X21L";"X23L";"X31L";"X35L";"X7L";"X57L";"X3L";"X32L";"X9L";"X18L";"X44L";"X46L";"X53L";"X50L";"X28L"
64;41;49;43;29;56;40;6;22;51;54;15;24;59;25;52;8;48;14;62;4;37;55;16;45;12;20;34;5;33;26;60;2;17;61;13;36;19;47;27;58;39;38;1;10;11;30;42;63;21;23;31;35;7;57;3;32;9;18;44;46;53;50;28
64;41;49;43;29;56;40;6;22;51;54;15;24;59;25;52;32;48;14;62;4;37;55;16;45;12;20;34;5;33;26;60;2;17;61;13;36;19;47;27;58;39;38;1;10;11;30;42;63;21;23;31;35;7;57;3;8;9;18;44;46;53;50;28
64;41;49;43;29;56;40;6;22;51;54;15;24;59;25;52;32;48;14;62;4;37;55;16;45;12;20;34;5;33;26;60;2;17;61;13;36;19;47;27;58;39;38;1;10;11;30;42;63;21;23;31;35;7;57;3;8;9;18;44;46;53;50;28
64;41;49;9;29;56;40;6;22;51;54;15;24;59;25;52;32;48;14;62;4;37;55;16;45;12;20;34;5;33;26;60;2;17;61;13;36;19;47;27;58;39;38;1;10;11;30;42;63;21;23;31;35;7;57;3;8;43;18;44;46;53;50;28
64;41;49;9;29;56;40;6;22;51;54;15;24;59;25;52;32;48;14;62;4;37;55;16;45;12;20;34;5;33;26;60;2;17;61;13;36;19;47;27;58;39;38;1;10;11;30;42;63;21;23;31;35;7;57;3;8;43;18;44;46;53;50;28
64;41;49;9;29;56;40;6;22;51;54;15;24;59;25;52;32;48;14;62;4;37;55;16;45;12;20;8;5;33;26;60;2;17;61;13;36;19;47;27;58;39;38;1;10;11;30;42;63;21;23;31;35;7;57;3;34;43;18;44;46;53;50;28
64;41;49;9;29;56;40;6;22;51;54;15;24;59;25;52;32;48;14;62;4;37;55;16;45;12;20;8;5;33;26;60;2;17;61;13;36;19;47;27;58;39;38;1;10;11;30;42;63;21;23;31;35;7;57;3;34;43;18;44;46;53;50;28
64;41;49;9;29;56;40;6;22;51;54;15;24;59;25;52;32;48;14;62;4;37;55;16;45;12;20;8;5;33;26;60;2;17;61;13;36;19;47;31;58;39;38;1;10;11;30;42;63;21;23;27;35;7;57;3;34;43;18;44;46;53;50;28
64;41;49;9;29;56;40;6;22;51;54;15;24;59;25;52;32;48;14;62;4;37;55;16;45;12;20;8;5;33;26;60;2;17;61;13;36;19;47;31;58;39;38;1;10;11;30;42;63;21;23;27;35;7;57;3;34;43;18;44;46;53;50;28
64;41;49;9;29;56;40;6;22;51;54;15;24;59;25;31;32;48;14;62;4;37;55;16;45;12;20;8;5;33;26;60;2;17;61;13;36;19;47;52;58;39;38;1;10;11;30;42;63;21;23;27;35;7;57;3;34;43;18;44;46;53;50;28
