"X1";"X5874059";"X8";"X5";"X17";"X15";"X23";"X3";"X10";"X2";"X20";"X22";"X16";"X14";"X6";"X18";"X7";"X4";"X21";"X12";"X9";"X11";"X1.1";"X19";"X25";"X13";"X26";"X24"
1;5874059;8;5;17;15;23;3;10;2;20;22;16;14;6;18;7;4;21;12;9;11;1;19;25;13;26;24
8;5;17;15;23;3;10;2;20;22;16;14;6;18;7;21;4;12;9;11;1;19;25;13;26;24;1;5877933
1;5877933;8;5;17;15;23;3;10;2;20;22;16;14;6;18;7;21;4;12;9;11;1;19;25;13;26;24
8;5;17;15;23;3;10;26;20;22;16;14;6;18;7;21;4;12;9;11;1;19;25;13;2;24;1;5875644
1;5875644;8;5;17;15;23;3;10;26;20;22;16;14;6;18;7;21;4;12;9;11;1;19;25;13;2;24
8;5;17;15;23;3;10;26;20;22;16;14;6;13;7;21;4;12;9;11;1;19;25;18;2;24;1;5996288
1;5996288;8;5;17;15;23;3;10;26;20;22;16;14;6;13;7;21;4;12;9;11;1;19;25;18;2;24
8;5;17;15;23;3;10;26;11;22;16;14;6;13;7;21;4;12;9;20;1;19;25;18;2;24;1;6094372
1;6094372;8;5;17;15;23;3;10;26;11;22;16;14;6;13;7;21;4;12;9;20;1;19;25;18;2;24
8;5;17;15;23;11;10;26;3;22;16;14;6;13;7;21;4;12;9;20;1;19;25;18;2;24;1;6094102
1;6094102;8;5;17;15;23;11;10;26;3;22;16;14;6;13;7;21;4;12;9;20;1;19;25;18;2;24
19;5;17;15;23;11;10;26;3;22;16;14;6;13;7;21;4;12;9;20;1;8;25;18;2;24;1;6097962
1;6097962;19;5;17;15;23;11;10;26;3;22;16;14;6;13;7;21;4;12;9;20;1;8;25;18;2;24
19;5;17;15;23;11;1;26;3;22;16;14;6;13;7;21;4;12;9;20;10;8;25;18;2;24;1;6039715
1;6039715;19;5;17;15;23;11;1;26;3;22;16;14;6;13;7;21;4;12;9;20;10;8;25;18;2;24
19;5;17;15;23;11;1;26;3;22;16;14;6;13;7;21;4;12;18;20;10;8;25;9;2;24;1;6042357
1;6042357;19;5;17;15;23;11;1;26;3;22;16;14;6;13;7;21;4;12;18;20;10;8;25;9;2;24
19;5;17;10;23;11;1;26;3;22;16;14;6;13;7;21;4;12;18;20;15;8;25;9;2;24;1;6052864
1;6052864;19;5;17;10;23;11;1;26;3;22;16;14;6;13;7;21;4;12;18;20;15;8;25;9;2;24
19;5;17;10;23;11;1;26;3;22;16;14;6;13;7;21;4;12;18;20;8;15;25;9;2;24;1;6073829
1;6073829;19;5;17;10;23;11;1;26;3;22;16;14;6;13;7;21;4;12;18;20;8;15;25;9;2;24
19;5;17;10;23;11;1;14;3;22;16;26;6;13;7;21;4;12;18;20;8;15;25;9;2;24;1;5967682
1;5967682;19;5;17;10;23;11;1;14;3;22;16;26;6;13;7;21;4;12;18;20;8;15;25;9;2;24
19;5;17;10;23;11;1;14;3;22;16;26;6;13;9;21;4;12;18;20;8;15;25;7;2;24;1;5935203
