"X1";"X46052";"X9";"X2";"X11";"X1.1";"X6";"X7";"X4";"X10";"X5";"X3";"X12";"X8"
1;46052;9;2;11;1;6;7;4;10;5;3;12;8
9;2;11;1;6;7;4;10;5;3;8;12;1;43104
1;43104;9;2;11;1;6;7;4;10;5;3;8;12
9;2;11;1;6;7;4;10;12;3;8;5;1;42204
1;42204;9;2;11;1;6;7;4;10;12;3;8;5
4;2;11;1;6;7;9;10;12;3;8;5;1;36602
1;36602;4;2;11;1;6;7;9;10;12;3;8;5
6;2;11;1;4;7;9;10;12;3;8;5;1;41498
1;41498;6;2;11;1;4;7;9;10;12;3;8;5
6;2;11;1;4;10;9;7;12;3;8;5;1;43036
1;43036;6;2;11;1;4;10;9;7;12;3;8;5
6;10;11;1;4;2;9;7;12;3;8;5;1;42216
1;42216;6;10;11;1;4;2;9;7;12;3;8;5
6;11;10;1;4;2;9;7;12;3;8;5;1;39596
1;39596;6;11;10;1;4;2;9;7;12;3;8;5
6;11;10;9;4;2;1;7;12;3;8;5;1;35588
1;35588;6;11;10;9;4;2;1;7;12;3;8;5
6;11;10;9;4;12;1;7;2;3;8;5;1;24736
1;24736;6;11;10;9;4;12;1;7;2;3;8;5
6;11;12;9;4;10;1;7;2;3;8;5;1;38392
1;38392;6;11;12;9;4;10;1;7;2;3;8;5
6;11;12;9;4;10;1;2;7;3;8;5;1;41464
1;41464;6;11;12;9;4;10;1;2;7;3;8;5
2;11;12;9;4;10;1;6;7;3;8;5;1;62108
1;62108;2;11;12;9;4;10;1;6;7;3;8;5
2;11;12;9;4;10;8;6;7;3;1;5;1;57036
1;57036;2;11;12;9;4;10;8;6;7;3;1;5
2;6;12;9;4;10;8;11;7;3;1;5;1;41672
1;41672;2;6;12;9;4;10;8;11;7;3;1;5
2;6;12;9;4;10;7;11;8;3;1;5;1;40888
1;40888;2;6;12;9;4;10;7;11;8;3;1;5
2;6;12;9;4;10;7;11;8;1;3;5;1;44834
1;40888;2;6;12;9;4;10;7;11;8;3;1;5
2;6;12;9;4;10;7;3;8;11;1;5;1;41958
1;41958;2;6;12;9;4;10;7;3;8;11;1;5
2;6;12;9;4;11;7;3;8;10;1;5;1;34618
1;34618;2;6;12;9;4;11;7;3;8;10;1;5
2;4;12;9;6;11;7;3;8;10;1;5;1;44424
1;34618;2;6;12;9;4;11;7;3;8;10;1;5
2;6;12;8;4;11;7;3;9;10;1;5;1;39254
2;39254;2;6;12;8;4;11;7;3;9;10;1;5
2;6;1;8;4;11;7;3;9;10;12;5;2;34842
2;34842;2;6;1;8;4;11;7;3;9;10;12;5
2;6;1;8;4;11;7;5;9;10;12;3;2;29692
2;29692;2;6;1;8;4;11;7;5;9;10;12;3
2;7;1;8;4;11;6;5;9;10;12;3;2;37784
2;37784;2;7;1;8;4;11;6;5;9;10;12;3
2;1;7;8;4;11;6;5;9;10;12;3;2;36504
2;36504;2;1;7;8;4;11;6;5;9;10;12;3
2;1;7;4;8;11;6;5;9;10;12;3;2;38224
2;38224;2;1;7;4;8;11;6;5;9;10;12;3
2;1;7;4;8;11;6;5;9;3;12;10;2;37072
2;37072;2;1;7;4;8;11;6;5;9;3;12;10
2;5;7;4;8;11;6;1;9;3;12;10;2;48152
2;37072;2;1;7;4;8;11;6;5;9;3;12;10
2;1;7;3;8;11;6;5;9;4;12;10;2;53794
2;53794;2;1;7;3;8;11;6;5;9;4;12;10
2;1;4;3;8;11;6;5;9;7;12;10;2;32708
2;32708;2;1;4;3;8;11;6;5;9;7;12;10
2;7;4;3;8;11;6;5;9;1;12;10;2;44200
2;44200;2;7;4;3;8;11;6;5;9;1;12;10
2;7;4;3;8;11;6;5;9;1;10;12;2;51770
2;44200;2;7;4;3;8;11;6;5;9;1;12;10
4;7;2;3;8;11;6;5;9;1;12;10;2;43716
2;43716;4;7;2;3;8;11;6;5;9;1;12;10
6;7;2;3;8;11;4;5;9;1;12;10;2;56766
2;56766;6;7;2;3;8;11;4;5;9;1;12;10
6;7;10;3;8;11;4;5;9;1;12;2;2;56400
2;56400;6;7;10;3;8;11;4;5;9;1;12;2
6;7;10;5;8;11;4;3;9;1;12;2;2;55362
2;55362;6;7;10;5;8;11;4;3;9;1;12;2
6;3;10;5;8;11;4;7;9;1;12;2;2;44950
2;44950;6;3;10;5;8;11;4;7;9;1;12;2
6;3;10;5;8;11;4;1;9;7;12;2;2;44698
2;44698;6;3;10;5;8;11;4;1;9;7;12;2
6;3;10;5;8;11;12;1;9;7;4;2;2;46906
2;46906;6;3;10;5;8;11;12;1;9;7;4;2
6;12;10;5;8;11;3;1;9;7;4;2;2;27930
2;27930;6;12;10;5;8;11;3;1;9;7;4;2
1;12;10;5;8;11;3;6;9;7;4;2;2;54022
3;27930;6;12;10;5;8;11;3;1;9;7;4;2
6;3;10;5;8;11;12;1;9;7;4;2;3;46906
3;46906;6;3;10;5;8;11;12;1;9;7;4;2
6;4;10;5;8;11;12;1;9;7;3;2;3;35926
3;35926;6;4;10;5;8;11;12;1;9;7;3;2
6;4;10;1;8;11;12;5;9;7;3;2;3;35494
3;35494;6;4;10;1;8;11;12;5;9;7;3;2
6;8;10;1;4;11;12;5;9;7;3;2;3;30208
3;30208;6;8;10;1;4;11;12;5;9;7;3;2
11;8;10;1;4;6;12;5;9;7;3;2;3;33986
3;33986;11;8;10;1;4;6;12;5;9;7;3;2
11;8;10;6;4;1;12;5;9;7;3;2;3;28256
3;28256;11;8;10;6;4;1;12;5;9;7;3;2
11;8;10;6;4;9;12;5;1;7;3;2;3;29146
3;29146;11;8;10;6;4;9;12;5;1;7;3;2
11;8;12;6;4;9;10;5;1;7;3;2;3;30026
3;30026;11;8;12;6;4;9;10;5;1;7;3;2
11;6;12;8;4;9;10;5;1;7;3;2;3;26960
3;26960;11;6;12;8;4;9;10;5;1;7;3;2
11;6;12;7;4;9;10;5;1;8;3;2;3;37006
3;37006;11;6;12;7;4;9;10;5;1;8;3;2
11;1;12;7;4;9;10;5;6;8;3;2;3;54914
3;37006;11;6;12;7;4;9;10;5;1;8;3;2
11;6;12;7;4;8;10;5;1;9;3;2;3;45750
3;45750;11;6;12;7;4;8;10;5;1;9;3;2
11;6;12;7;8;4;10;5;1;9;3;2;3;33608
3;33608;11;6;12;7;8;4;10;5;1;9;3;2
11;6;12;1;8;4;10;5;7;9;3;2;3;33420
3;33420;11;6;12;1;8;4;10;5;7;9;3;2
11;6;10;1;8;4;12;5;7;9;3;2;3;32540
3;32540;11;6;10;1;8;4;12;5;7;9;3;2
11;6;10;12;8;4;1;5;7;9;3;2;3;27664
3;27664;11;6;10;12;8;4;1;5;7;9;3;2
11;6;10;12;8;4;9;5;7;1;3;2;3;26918
3;26918;11;6;10;12;8;4;9;5;7;1;3;2
11;6;10;12;8;9;4;5;7;1;3;2;3;30640
3;30640;11;6;10;12;8;9;4;5;7;1;3;2
9;6;10;12;8;11;4;5;7;1;3;2;3;33898
3;33898;9;6;10;12;8;11;4;5;7;1;3;2
9;6;10;12;8;11;4;1;7;5;3;2;3;37926
4;37926;9;6;10;12;8;11;4;1;7;5;3;2
9;6;4;12;8;11;10;1;7;5;3;2;4;37674
4;37674;9;6;4;12;8;11;10;1;7;5;3;2
9;3;4;12;8;11;10;1;7;5;6;2;4;54962
