"X16";"X24";"X7";"X18";"X8";"X30";"X6";"X14";"X26";"X10";"X11";"X12";"X28";"X27";"X22";"X31";"X13";"X2";"X17";"X23";"X1";"X5";"X3";"X15";"X25";"X21";"X9";"X19";"X4";"X20";"X29";"X32";"generation"
3;24;7;18;8;30;6;14;26;10;11;12;28;27;22;31;13;2;17;23;1;5;16;15;25;21;9;19;4;20;29;32;1
16;24;7;18;8;30;6;14;26;10;11;12;28;27;22;31;13;2;17;23;1;5;3;15;25;21;9;19;4;20;29;32;1
8;14;27;12;6;10;28;21;20;30;7;31;22;15;25;11;9;32;1;13;26;23;19;17;4;5;3;2;18;24;29;16;1
14;2;4;10;27;28;18;6;12;8;20;31;22;15;25;11;9;32;1;13;26;5;19;17;29;23;3;30;7;24;21;16;1
10;22;26;11;9;19;8;1;14;30;25;27;21;16;4;5;12;17;13;20;6;18;15;28;2;3;24;31;7;32;23;29;1
30;16;8;6;7;1;22;29;12;10;21;14;27;26;11;25;9;17;4;20;5;18;15;28;2;3;24;31;13;32;23;19;1
3;2;7;10;27;28;18;31;30;17;24;21;23;13;14;5;12;6;22;26;8;16;25;11;1;15;9;19;4;20;29;32;1
16;24;7;18;1;30;2;31;19;17;20;32;23;13;9;5;12;6;22;26;8;21;3;15;25;14;10;28;4;11;29;27;1
16;24;7;18;8;30;10;31;19;17;20;32;23;13;9;5;12;6;22;26;27;21;25;11;1;15;14;28;4;2;29;3;1
32;20;4;18;8;19;6;9;26;10;11;12;28;27;22;31;13;2;17;23;1;5;3;15;25;21;14;30;7;24;29;16;1
16;24;7;18;8;30;6;14;26;10;31;12;28;27;25;11;9;2;17;23;1;5;3;15;22;21;13;19;4;20;29;32;1
8;14;27;16;6;10;24;21;28;30;7;31;22;15;25;11;9;32;1;13;26;23;19;17;4;5;3;2;18;20;29;12;1
3;2;4;10;27;28;18;31;19;25;20;32;23;13;9;5;12;6;22;26;8;21;17;11;1;15;14;30;7;24;29;16;1
3;2;4;10;27;28;18;31;19;17;20;32;23;13;9;5;12;6;22;26;8;21;25;11;1;15;14;30;7;24;29;16;1
8;2;7;10;27;28;18;31;30;22;24;32;26;13;14;11;12;6;17;23;1;5;3;15;25;21;9;19;4;20;29;16;1
16;24;7;18;8;19;6;9;26;10;21;12;28;27;22;31;13;2;17;23;25;5;3;11;1;15;14;30;4;20;29;32;1
3;2;4;10;8;30;6;14;26;17;20;32;23;13;9;5;12;18;22;19;27;21;25;11;1;15;31;28;7;24;29;16;1
16;20;4;18;3;19;6;9;23;10;5;12;28;27;22;31;13;2;17;26;8;21;25;11;1;15;14;30;7;24;29;32;1
30;28;25;26;7;18;27;10;16;2;31;15;21;12;19;29;23;22;17;9;1;5;3;14;24;32;20;6;11;8;13;4;1
30;26;4;25;7;18;27;32;14;6;31;15;3;20;19;29;23;22;17;9;1;5;24;16;21;10;12;2;11;8;13;28;1
8;14;15;16;6;10;24;21;20;30;7;12;28;27;22;31;13;2;17;23;26;9;19;1;29;5;3;32;18;25;4;11;1
8;14;27;16;6;10;18;24;26;30;11;12;28;7;22;31;13;2;17;23;1;5;3;15;25;21;9;19;4;20;29;32;1
8;14;15;16;6;30;24;21;20;10;11;12;28;27;22;31;13;2;17;23;1;5;19;26;29;9;3;32;18;25;4;7;1
18;8;12;16;6;10;24;21;20;30;7;31;22;15;25;11;9;32;1;13;26;5;3;27;28;14;23;19;4;17;29;2;1
32;20;4;18;3;19;2;17;23;10;31;27;28;13;9;5;12;6;22;26;8;21;25;11;1;15;14;30;7;24;29;16;1
3;18;4;17;8;30;6;14;26;10;11;12;28;27;22;31;13;2;9;19;32;21;25;20;1;15;5;23;7;24;29;16;1
2;28;8;6;7;1;22;29;10;3;32;12;27;26;11;25;9;17;13;20;18;23;24;16;21;15;14;30;4;31;5;19;1
3;2;4;10;27;28;18;31;19;6;20;32;23;13;12;5;9;17;22;26;8;21;25;11;1;15;14;30;7;24;29;16;1
30;28;8;6;7;1;22;29;15;10;21;14;27;26;11;25;9;17;4;20;18;5;12;16;2;3;24;31;13;32;23;19;1
10;22;20;11;9;29;8;1;14;30;25;27;21;16;13;23;12;7;17;26;6;18;15;28;2;24;3;32;4;31;5;19;1
16;24;12;18;8;30;6;14;17;10;7;31;22;15;25;11;9;32;1;13;26;5;3;27;28;21;23;19;4;20;29;2;1
8;21;15;16;24;30;6;14;26;10;11;12;28;27;22;31;9;32;1;13;20;23;19;17;29;5;3;2;18;25;4;7;1
8;14;27;16;6;10;24;21;20;30;7;31;22;26;25;11;9;2;17;23;1;5;3;15;29;13;19;32;18;28;4;12;1
16;24;7;4;8;30;6;14;26;10;11;12;20;27;22;31;13;19;17;23;1;5;9;15;25;21;3;2;18;28;29;32;1
13;3;27;16;32;10;28;23;20;2;18;31;4;17;19;5;12;6;22;26;8;21;25;11;1;15;14;30;7;24;29;9;1
3;2;4;10;27;28;18;21;20;30;7;31;22;15;25;11;9;6;23;26;8;32;12;5;1;13;14;17;19;24;29;16;1
30;28;8;6;7;1;22;5;15;3;2;14;27;26;11;25;9;17;13;31;18;23;24;16;21;10;12;19;4;20;29;32;1
16;24;7;18;8;1;22;29;15;3;32;14;27;26;11;31;13;2;17;23;30;5;10;28;25;21;9;19;4;20;12;6;1
3;2;4;10;27;28;18;31;19;17;20;32;23;13;9;5;12;6;22;26;8;21;25;11;1;15;14;30;7;24;29;16;1
3;2;4;10;27;28;18;31;19;17;20;32;23;13;9;5;12;6;22;26;11;21;25;8;1;15;14;30;7;24;29;16;1
3;2;7;10;27;28;18;31;30;17;24;32;23;13;14;5;12;6;22;26;8;15;1;11;25;21;9;19;4;20;29;16;1
16;24;7;18;8;30;6;14;26;10;15;12;28;27;22;31;13;2;17;23;1;21;25;11;3;5;9;19;4;20;29;32;1
16;9;4;19;8;30;1;14;20;10;11;25;21;27;22;5;12;7;17;26;6;18;15;28;2;3;24;31;13;32;23;29;1
19;4;20;25;9;30;6;14;26;10;11;12;28;27;22;31;13;2;17;1;8;18;15;21;7;3;24;5;16;32;23;29;1
30;28;8;6;7;1;22;29;16;24;32;14;27;26;11;25;9;17;13;20;18;23;3;15;21;10;12;2;4;31;5;19;1
15;3;7;18;8;30;6;14;26;10;20;12;28;27;22;31;13;2;17;5;1;23;24;16;25;21;9;19;4;11;29;32;1
16;9;7;18;8;30;6;14;26;10;11;12;28;27;22;19;4;2;17;29;1;5;3;15;25;21;24;31;13;32;23;20;1
30;4;20;25;9;19;8;16;26;10;11;12;28;27;22;31;13;7;17;1;6;18;15;21;2;3;24;5;14;32;23;29;1
30;28;8;6;7;1;22;5;15;3;32;14;27;26;11;25;12;17;13;31;18;23;24;16;21;10;9;19;4;20;29;2;1
15;2;7;1;8;30;6;14;26;25;11;12;28;27;22;31;3;17;13;20;18;23;24;16;21;10;9;19;4;5;29;32;1
25;1;4;10;27;11;21;30;19;17;20;14;29;7;9;5;12;6;22;26;8;18;15;28;2;3;24;31;13;32;23;16;1
10;22;20;28;5;19;6;2;24;31;3;27;18;16;4;9;12;13;17;26;8;21;25;11;1;15;14;30;7;32;23;29;1
3;30;7;15;27;28;18;31;19;17;20;32;23;13;9;5;14;6;22;26;8;1;25;11;21;10;12;2;4;24;29;16;1
30;28;8;6;4;1;22;29;15;3;20;32;23;13;9;5;11;17;26;14;18;27;24;16;21;10;12;2;7;31;25;19;1
8;14;27;16;6;10;24;21;20;30;7;31;22;15;25;11;9;32;1;13;26;23;19;17;29;5;3;2;4;28;18;12;1
30;31;8;6;7;1;22;29;15;19;32;14;27;26;11;25;9;17;13;20;5;23;24;16;21;10;3;2;18;28;4;12;1
30;26;8;6;7;18;32;29;16;24;11;12;28;27;22;31;13;2;17;23;1;5;3;15;25;21;14;9;4;10;20;19;1
15;3;7;1;8;30;6;14;26;29;11;19;28;27;22;25;9;17;13;20;18;23;24;16;21;10;12;2;4;31;5;32;1
10;22;20;11;9;28;18;31;19;17;25;27;21;16;4;5;12;7;30;26;6;8;15;14;2;3;24;1;13;32;23;29;1
25;1;9;10;27;11;21;30;19;22;20;14;16;8;4;5;12;7;17;26;6;18;15;28;2;3;24;31;13;32;23;29;1
30;28;8;6;7;1;22;29;16;24;32;14;27;26;11;10;12;17;13;20;18;23;3;15;25;21;9;19;4;31;5;2;1
16;3;7;1;8;30;6;14;27;10;22;12;28;26;11;25;9;13;17;20;18;23;24;15;31;21;2;19;4;5;29;32;1
3;2;4;10;27;28;18;31;19;17;20;32;23;13;9;5;12;6;22;26;8;21;25;11;1;15;14;30;7;24;29;16;1
3;2;4;10;27;28;18;31;19;17;20;32;23;13;9;5;12;6;22;26;8;21;25;11;1;15;14;30;7;24;29;16;1
3;30;7;15;27;28;8;25;19;6;26;32;1;22;9;5;14;17;13;20;18;23;24;16;21;10;12;2;4;31;29;11;1
30;28;18;3;7;1;14;31;19;17;20;32;23;13;9;5;12;6;22;26;8;21;25;16;27;10;11;2;4;29;24;15;1
6;2;4;10;21;28;22;29;15;3;32;14;27;26;11;25;9;17;13;20;18;23;24;16;1;19;8;30;7;5;31;12;1
30;28;8;6;7;1;18;31;19;17;20;32;23;13;9;5;12;3;26;14;22;27;24;16;21;10;11;2;4;29;25;15;1
10;30;25;11;4;28;18;31;19;17;20;32;23;13;9;5;12;6;22;26;7;8;15;14;2;3;24;1;16;27;21;29;1
3;2;9;10;32;28;18;31;19;22;25;27;21;16;4;5;12;7;17;26;8;23;20;11;1;15;14;30;6;24;29;13;1
11;2;4;10;27;28;18;31;19;17;20;32;23;13;9;5;12;7;30;26;6;8;15;14;22;3;24;1;16;25;21;29;1
25;1;4;10;27;11;21;30;19;17;20;32;23;13;9;5;12;8;22;26;6;18;15;28;2;3;24;31;7;14;29;16;1
30;28;8;6;7;1;22;29;15;3;32;14;27;26;11;25;9;17;13;20;18;23;24;16;21;10;12;2;4;31;5;19;1
30;28;8;6;7;1;22;29;15;3;32;14;27;26;11;25;9;17;13;20;18;23;24;16;21;10;12;2;4;31;5;19;1
3;22;26;11;15;19;8;1;14;30;25;27;31;28;4;5;9;17;13;20;18;23;24;16;21;10;12;2;7;32;6;29;1
3;28;8;6;7;1;22;29;15;30;25;27;21;16;4;32;9;17;13;20;18;23;24;26;14;10;12;2;11;31;5;19;1
3;2;4;10;27;28;18;31;19;17;20;32;23;13;9;5;12;6;22;26;8;21;25;11;1;15;14;30;7;24;29;16;1
3;2;4;10;27;28;18;31;19;17;20;32;23;13;9;5;12;6;22;26;8;21;25;11;1;15;14;30;7;24;29;16;1
3;2;4;10;27;28;18;31;30;17;20;32;23;13;14;5;12;6;22;26;8;11;1;15;25;21;9;19;7;24;29;16;1
16;24;4;18;8;19;6;14;26;10;29;12;28;27;22;31;13;2;17;23;1;5;3;15;25;21;9;30;7;20;11;32;1
16;24;7;18;8;30;6;14;26;10;11;12;28;27;22;31;13;2;17;23;1;5;3;15;25;21;9;19;4;20;29;32;1
16;24;7;18;8;30;6;14;26;10;11;12;28;27;22;31;17;2;13;23;1;5;3;15;25;21;9;19;4;20;29;32;1
3;2;4;10;27;28;18;31;19;17;20;32;23;13;9;5;12;6;22;26;8;21;25;11;1;15;14;30;7;24;29;16;1
3;2;4;10;27;28;18;31;19;17;20;32;23;13;9;5;12;6;22;26;8;21;25;11;1;15;14;30;7;24;29;16;1
30;16;8;14;7;1;22;29;24;3;32;23;27;20;11;25;9;17;13;26;6;18;15;28;2;10;12;21;4;31;5;19;1
10;22;20;11;9;19;8;1;14;15;25;27;21;16;13;5;24;7;17;26;6;18;30;28;31;3;12;2;4;32;23;29;1
