"X5";"X6";"X12";"X10";"X9";"X1";"X4";"X7";"X11";"X2";"X3";"X8";"generation"
5;6;12;10;9;1;4;7;11;2;3;8;1
2;5;1;9;12;6;4;7;11;10;3;8;1
12;11;1;7;2;8;9;3;5;4;10;6;1
10;11;6;1;2;12;9;3;8;5;7;4;1
7;5;4;9;3;8;11;2;1;10;12;6;1
5;8;12;7;9;4;1;11;10;2;3;6;1
5;8;7;12;9;1;10;3;11;4;2;6;1
8;11;1;7;10;2;9;3;5;4;12;6;1
8;11;1;7;10;2;9;3;5;4;12;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
10;11;6;1;2;8;12;5;9;3;4;7;1
10;11;3;4;2;8;12;7;9;6;5;1;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
6;11;1;2;10;12;5;3;4;9;7;8;1
11;1;6;7;10;12;9;3;5;4;2;8;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
2;10;6;11;1;5;3;12;8;9;7;4;1
2;10;6;11;1;5;3;12;4;9;7;8;1
5;9;8;12;7;6;1;10;11;2;3;4;1
10;5;4;9;2;8;1;7;11;12;3;6;1
8;5;9;7;4;12;1;10;11;2;3;6;1
7;11;8;1;10;12;4;3;5;9;2;6;1
2;11;6;7;10;8;12;5;9;3;1;4;1
8;11;1;2;10;4;12;5;9;3;7;6;1
10;11;6;1;2;8;9;3;5;4;12;7;1
6;11;1;7;10;12;9;3;5;4;2;8;1
8;11;1;7;10;12;9;2;5;4;3;6;1
7;11;8;9;12;6;1;3;5;4;10;2;1
8;5;1;9;4;2;3;7;11;10;12;6;1
11;8;3;12;9;1;10;7;5;4;2;6;1
2;10;6;11;5;1;4;12;3;9;7;8;1
5;8;3;2;10;1;4;12;11;9;7;6;1
7;5;3;2;9;1;4;8;11;10;12;6;1
7;5;4;9;3;6;1;2;11;10;12;8;1
4;11;10;1;2;8;12;5;9;3;7;6;1
3;8;6;2;9;1;4;7;11;10;5;12;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
6;7;10;11;1;5;9;3;12;4;2;8;1
7;10;8;11;1;9;3;12;5;4;2;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
10;8;6;2;9;1;4;7;11;3;5;12;1
7;1;3;2;11;8;12;5;9;10;4;6;1
3;11;1;7;2;8;12;5;9;4;10;6;1
10;11;3;1;7;8;12;5;9;4;2;6;1
2;11;1;7;10;12;9;5;8;3;6;4;1
8;11;1;2;10;12;9;3;5;6;7;4;1
11;8;1;7;10;12;9;3;5;4;2;6;1
6;11;1;2;10;12;4;3;5;9;7;8;1
5;8;3;2;9;1;4;7;11;10;12;6;1
5;8;3;2;9;1;4;7;11;10;12;6;1
5;6;3;2;10;1;11;12;4;9;7;8;1
2;9;6;3;1;5;4;7;11;10;12;8;1
8;11;3;2;9;12;10;1;5;4;7;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;2;10;11;1;5;3;12;4;9;7;6;1
7;10;6;11;1;5;3;12;9;4;2;8;1
5;8;3;7;10;12;4;2;11;9;1;6;1
8;11;12;3;10;1;4;7;5;9;2;6;1
2;11;6;1;10;12;8;5;9;3;7;4;1
8;11;1;2;10;12;9;4;5;3;7;6;1
10;11;6;1;2;8;9;7;5;12;3;4;1
10;11;1;6;7;8;12;5;9;2;3;4;1
10;11;6;1;2;8;9;3;5;12;7;4;1
4;11;10;1;2;8;12;5;9;3;7;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;11;1;7;10;12;3;9;5;4;2;6;1
9;11;1;7;10;8;12;5;3;4;2;6;1
10;11;6;1;7;8;9;3;5;4;2;12;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
10;11;6;1;2;8;12;5;9;3;7;4;1
10;11;6;1;2;8;12;5;9;3;7;4;1
8;11;6;1;2;12;9;3;5;4;10;7;1
10;11;6;1;2;8;12;9;5;4;7;3;1
11;8;7;12;10;1;9;3;5;4;2;6;1
8;5;2;3;9;1;4;7;11;10;12;6;1
8;11;1;2;10;12;9;6;5;3;7;4;1
10;11;3;1;7;8;12;9;5;4;2;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;12;1;7;10;11;9;3;5;4;2;6;1
10;11;6;1;2;8;9;3;12;5;7;4;1
10;11;6;1;2;8;12;5;9;3;7;4;1
9;5;1;7;12;6;4;10;11;2;3;8;1
8;5;4;9;10;12;7;3;11;1;2;6;1
8;11;1;2;10;12;6;5;9;3;7;4;1
10;11;3;1;7;8;12;5;9;4;2;6;1
1;5;9;7;3;6;8;10;11;2;4;12;1
7;11;4;1;10;12;9;3;5;2;6;8;1
8;11;1;10;7;2;9;4;5;3;12;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;11;1;7;10;12;9;3;5;4;2;6;1
8;5;2;3;9;11;4;7;1;10;12;6;1
7;10;4;11;1;6;12;5;9;3;2;8;1
10;11;8;2;12;6;1;5;9;3;7;4;1
5;6;12;10;9;1;4;7;11;2;3;8;2
3;7;12;10;4;1;6;9;11;2;5;8;2
3;9;5;2;6;1;4;10;11;7;8;12;2
3;9;8;2;6;1;4;10;11;7;5;12;2
1;10;12;9;6;3;4;7;11;2;5;8;2
3;10;12;9;6;1;4;7;11;2;5;8;2
3;9;12;10;6;1;4;7;11;2;5;8;2
9;1;12;10;6;3;4;2;11;7;5;8;2
5;6;12;10;9;1;4;7;11;2;3;8;2
1;10;12;9;6;3;4;7;11;2;5;8;2
2;9;12;10;6;1;4;3;11;7;5;8;2
2;9;12;10;6;1;4;3;11;7;5;8;2
3;9;12;10;6;1;4;7;11;2;5;8;2
9;3;12;10;6;1;4;2;11;7;5;8;2
3;9;12;10;6;1;4;2;11;7;5;8;2
8;4;1;9;6;3;10;7;11;2;5;12;2
1;9;12;10;6;3;4;7;11;2;5;8;2
1;10;12;9;6;3;4;2;11;7;5;8;2
3;9;12;10;6;1;4;2;11;7;5;8;2
3;9;12;10;6;1;4;8;11;7;5;2;2
12;10;1;9;6;3;4;2;11;7;5;8;2
3;9;12;10;6;1;4;7;11;2;5;8;2
1;6;12;2;9;3;4;7;11;10;5;8;2
5;6;12;10;4;3;1;7;11;2;9;8;2
1;10;12;9;6;2;4;7;11;3;5;8;2
1;9;12;10;6;3;4;2;11;7;5;8;2
1;10;12;9;6;7;4;3;11;2;5;8;2
1;10;12;9;6;2;4;3;11;7;5;8;2
1;10;12;9;6;3;4;8;11;7;5;2;2
1;4;12;9;6;3;10;7;5;2;11;8;2
5;4;1;10;6;12;3;7;11;2;9;8;2
8;6;12;10;4;3;2;1;5;9;11;7;2
7;6;12;10;9;1;4;3;11;2;5;8;2
2;9;12;10;7;1;4;3;11;6;5;8;2
8;10;1;9;6;12;4;3;11;2;5;7;2
8;9;12;4;6;1;10;3;5;7;11;2;2
3;9;12;10;6;1;4;2;11;7;5;8;2
3;9;12;10;6;1;4;2;11;7;5;8;2
5;6;12;10;3;8;4;7;11;2;9;1;2
7;10;12;9;6;1;4;3;11;2;5;8;2
5;6;12;10;9;1;4;7;11;2;3;8;2
3;9;12;10;4;1;5;2;11;7;6;8;2
3;9;12;10;6;1;4;2;11;7;5;8;2
3;9;12;10;6;1;4;2;11;7;5;8;2
8;4;12;9;6;3;10;7;5;2;11;1;2
1;10;12;9;6;3;4;8;11;2;5;7;2
1;10;12;9;6;3;4;7;11;2;5;8;2
3;9;12;10;6;1;4;2;11;7;5;8;2
9;6;12;10;3;1;4;7;11;2;5;8;2
4;5;12;10;6;1;3;7;11;2;9;8;2
3;9;4;2;6;1;8;10;11;7;5;12;2
3;9;8;2;6;1;4;10;11;7;5;12;2
2;9;12;10;6;1;4;3;11;7;5;8;2
2;9;8;10;6;1;4;3;11;7;5;12;2
