"X1";"X5818643";"X23";"X22";"X20";"X9";"X17";"X25";"X18";"X12";"X19";"X13";"X2";"X11";"X14";"X21";"X26";"X16";"X5";"X7";"X4";"X24";"X3";"X10";"X8";"X1.1";"X6";"X15"
1;5818643;23;22;20;9;17;25;18;12;19;13;2;11;14;21;26;16;5;7;4;24;3;10;8;1;6;15
23;22;20;9;17;25;18;12;26;13;2;11;14;21;19;16;5;7;4;24;3;10;8;1;6;15;1;5863907
1;5863907;23;22;20;9;17;25;18;12;26;13;2;11;14;21;19;16;5;7;4;24;3;10;8;1;6;15
23;9;20;22;17;25;18;12;26;13;2;11;14;21;19;16;5;7;4;24;3;10;8;1;6;15;1;5865381
1;5865381;23;9;20;22;17;25;18;12;26;13;2;11;14;21;19;16;5;7;4;24;3;10;8;1;6;15
23;9;20;22;17;25;18;12;26;13;2;11;14;21;19;16;5;7;1;24;3;10;8;4;6;15;1;5852410
1;5852410;23;9;20;22;17;25;18;12;26;13;2;11;14;21;19;16;5;7;1;24;3;10;8;4;6;15
23;9;20;22;17;25;18;12;26;13;11;2;14;21;19;16;5;7;1;24;3;10;8;4;6;15;1;5847666
1;5847666;23;9;20;22;17;25;18;12;26;13;11;2;14;21;19;16;5;7;1;24;3;10;8;4;6;15
23;9;20;22;17;25;18;12;26;13;11;2;14;21;19;16;5;7;1;24;3;10;8;6;4;15;1;5854042
1;5854042;23;9;20;22;17;25;18;12;26;13;11;2;14;21;19;16;5;7;1;24;3;10;8;6;4;15
23;9;20;22;17;25;18;12;26;13;11;2;14;21;19;16;5;7;1;24;3;10;8;4;6;15;1;5847666
1;5847666;23;9;20;22;17;25;18;12;26;13;11;2;14;21;19;16;5;7;1;24;3;10;8;4;6;15
23;9;20;22;17;25;14;12;26;13;11;2;18;21;19;16;5;7;1;24;3;10;8;4;6;15;1;5827387
1;5827387;23;9;20;22;17;25;14;12;26;13;11;2;18;21;19;16;5;7;1;24;3;10;8;4;6;15
23;9;20;22;17;25;14;12;26;13;11;7;18;21;19;16;5;2;1;24;3;10;8;4;6;15;1;5837851
1;5837851;23;9;20;22;17;25;14;12;26;13;11;7;18;21;19;16;5;2;1;24;3;10;8;4;6;15
23;9;20;22;17;25;14;11;26;13;12;7;18;21;19;16;5;2;1;24;3;10;8;4;6;15;1;5830704
1;5830704;23;9;20;22;17;25;14;11;26;13;12;7;18;21;19;16;5;2;1;24;3;10;8;4;6;15
23;9;20;22;17;25;14;11;26;13;12;7;18;21;19;2;5;16;1;24;3;10;8;4;6;15;1;5852581
1;5852581;23;9;20;22;17;25;14;11;26;13;12;7;18;21;19;2;5;16;1;24;3;10;8;4;6;15
23;9;20;22;17;25;14;11;26;13;12;7;18;21;2;19;5;16;1;24;3;10;8;4;6;15;1;5801352
1;5801352;23;9;20;22;17;25;14;11;26;13;12;7;18;21;2;19;5;16;1;24;3;10;8;4;6;15
23;9;20;22;17;25;14;2;26;13;12;7;18;21;11;19;5;16;1;24;3;10;8;4;6;15;1;5806628
1;5806628;23;9;20;22;17;25;14;2;26;13;12;7;18;21;11;19;5;16;1;24;3;10;8;4;6;15
23;9;20;22;17;25;14;2;26;13;12;7;18;21;5;19;11;16;1;24;3;10;8;4;6;15;1;5909337
1;5909337;23;9;20;22;17;25;14;2;26;13;12;7;18;21;5;19;11;16;1;24;3;10;8;4;6;15
23;9;20;25;17;22;14;2;26;13;12;7;18;21;5;19;11;16;1;24;3;10;8;4;6;15;1;5913849
1;5913849;23;9;20;25;17;22;14;2;26;13;12;7;18;21;5;19;11;16;1;24;3;10;8;4;6;15
23;9;20;26;17;22;14;2;25;13;12;7;18;21;5;19;11;16;1;24;3;10;8;4;6;15;1;5938085
1;5938085;23;9;20;26;17;22;14;2;25;13;12;7;18;21;5;19;11;16;1;24;3;10;8;4;6;15
23;9;20;26;17;22;14;2;25;13;12;7;18;21;5;19;11;16;1;24;3;10;15;4;6;8;1;5812623
1;5812623;23;9;20;26;17;22;14;2;25;13;12;7;18;21;5;19;11;16;1;24;3;10;15;4;6;8
23;9;20;26;17;22;14;2;25;13;12;7;18;21;5;19;11;16;1;24;3;10;4;15;6;8;1;5812623
1;5812623;23;9;20;26;17;22;14;2;25;13;12;7;18;21;5;19;11;16;1;24;3;10;4;15;6;8
23;9;20;26;17;1;14;2;25;13;12;7;18;21;5;19;11;16;22;24;3;10;4;15;6;8;1;5870168
1;5870168;23;9;20;26;17;1;14;2;25;13;12;7;18;21;5;19;11;16;22;24;3;10;4;15;6;8
23;9;20;16;17;1;14;2;25;13;12;7;18;21;5;19;11;26;22;24;3;10;4;15;6;8;1;5848078
1;5848078;23;9;20;16;17;1;14;2;25;13;12;7;18;21;5;19;11;26;22;24;3;10;4;15;6;8
23;9;20;16;17;1;14;10;25;13;12;7;18;21;5;19;11;26;22;24;3;2;4;15;6;8;1;5876803
2;5876803;23;9;20;16;17;1;14;10;25;13;12;7;18;21;5;19;11;26;22;24;3;2;4;15;6;8
23;9;20;16;17;1;14;10;21;13;12;7;18;25;5;19;11;26;22;24;3;2;4;15;6;8;2;5923918
2;5923918;23;9;20;16;17;1;14;10;21;13;12;7;18;25;5;19;11;26;22;24;3;2;4;15;6;8
23;9;20;16;17;13;14;10;21;1;12;7;18;25;5;19;11;26;22;24;3;2;4;15;6;8;2;5900819
2;5900819;23;9;20;16;17;13;14;10;21;1;12;7;18;25;5;19;11;26;22;24;3;2;4;15;6;8
23;9;20;16;17;13;14;10;21;5;12;7;18;25;1;19;11;26;22;24;3;2;4;15;6;8;2;5835797
2;5835797;23;9;20;16;17;13;14;10;21;5;12;7;18;25;1;19;11;26;22;24;3;2;4;15;6;8
23;3;20;16;17;13;14;10;21;5;12;7;18;25;1;19;11;26;22;24;9;2;4;15;6;8;2;5856247
2;5856247;23;3;20;16;17;13;14;10;21;5;12;7;18;25;1;19;11;26;22;24;9;2;4;15;6;8
23;3;20;16;17;13;14;10;21;5;12;7;18;25;24;19;11;26;22;1;9;2;4;15;6;8;2;5888440
2;5888440;23;3;20;16;17;13;14;10;21;5;12;7;18;25;24;19;11;26;22;1;9;2;4;15;6;8
23;3;20;16;17;13;26;10;21;5;12;7;18;25;24;19;11;14;22;1;9;2;4;15;6;8;2;5793534
2;5793534;23;3;20;16;17;13;26;10;21;5;12;7;18;25;24;19;11;14;22;1;9;2;4;15;6;8
23;3;20;16;9;13;26;10;21;5;12;7;18;25;24;19;11;14;22;1;17;2;4;15;6;8;2;5766387
2;5766387;23;3;20;16;9;13;26;10;21;5;12;7;18;25;24;19;11;14;22;1;17;2;4;15;6;8
23;3;20;16;9;13;26;10;21;5;12;7;18;25;24;6;11;14;22;1;17;2;4;15;19;8;2;5778885
2;5778885;23;3;20;16;9;13;26;10;21;5;12;7;18;25;24;6;11;14;22;1;17;2;4;15;19;8
23;3;20;16;9;13;26;10;21;5;19;7;18;25;24;6;11;14;22;1;17;2;4;15;12;8;2;5779227
2;5779227;23;3;20;16;9;13;26;10;21;5;19;7;18;25;24;6;11;14;22;1;17;2;4;15;12;8
23;3;20;16;9;13;26;10;21;5;19;7;18;6;24;25;11;14;22;1;17;2;4;15;12;8;2;5776389
2;5776389;23;3;20;16;9;13;26;10;21;5;19;7;18;6;24;25;11;14;22;1;17;2;4;15;12;8
23;3;20;16;9;13;26;10;21;5;19;7;18;6;24;25;11;8;22;1;17;2;4;15;12;14;2;5903522
2;5903522;23;3;20;16;9;13;26;10;21;5;19;7;18;6;24;25;11;8;22;1;17;2;4;15;12;14
23;3;20;16;9;13;26;10;21;5;19;7;18;6;24;22;11;8;25;1;17;2;4;15;12;14;2;5903751
2;5903751;23;3;20;16;9;13;26;10;21;5;19;7;18;6;24;22;11;8;25;1;17;2;4;15;12;14
23;3;20;16;9;13;26;10;21;5;19;7;18;6;24;22;11;8;25;1;17;4;2;15;12;14;2;5882333
2;5882333;23;3;20;16;9;13;26;10;21;5;19;7;18;6;24;22;11;8;25;1;17;4;2;15;12;14
23;3;20;16;9;13;5;10;21;26;19;7;18;6;24;22;11;8;25;1;17;4;2;15;12;14;2;5984925
2;5984925;23;3;20;16;9;13;5;10;21;26;19;7;18;6;24;22;11;8;25;1;17;4;2;15;12;14
23;3;24;16;9;13;5;10;21;26;19;7;18;6;20;22;11;8;25;1;17;4;2;15;12;14;2;5985866
2;5985866;23;3;24;16;9;13;5;10;21;26;19;7;18;6;20;22;11;8;25;1;17;4;2;15;12;14
5;3;24;16;9;13;23;10;21;26;19;7;18;6;20;22;11;8;25;1;17;4;2;15;12;14;2;5916980
2;5916980;5;3;24;16;9;13;23;10;21;26;19;7;18;6;20;22;11;8;25;1;17;4;2;15;12;14
5;3;24;16;9;13;23;10;21;26;19;12;18;6;20;22;11;8;25;1;17;4;2;15;7;14;2;5929233
2;5929233;5;3;24;16;9;13;23;10;21;26;19;12;18;6;20;22;11;8;25;1;17;4;2;15;7;14
