"X1";"X38810";"X11";"X9";"X6";"X12";"X10";"X8";"X3";"X1.1";"X5";"X2";"X7";"X4"
1;38810;11;9;6;12;10;8;3;1;5;2;7;4
11;9;6;12;10;8;2;1;5;3;7;4;1;39202
1;39202;11;9;6;12;10;8;2;1;5;3;7;4
11;9;6;12;1;8;2;10;5;3;7;4;1;37906
1;37906;11;9;6;12;1;8;2;10;5;3;7;4
11;9;6;12;1;8;4;10;5;3;7;2;1;39362
1;39362;11;9;6;12;1;8;4;10;5;3;7;2
11;9;6;12;1;7;4;10;5;3;8;2;1;39122
1;39122;11;9;6;12;1;7;4;10;5;3;8;2
11;9;2;12;1;7;4;10;5;3;8;6;1;43354
1;43354;11;9;2;12;1;7;4;10;5;3;8;6
11;9;2;12;1;3;4;10;5;7;8;6;1;39674
1;39674;11;9;2;12;1;3;4;10;5;7;8;6
11;9;2;12;1;3;8;10;5;7;4;6;1;45622
1;45622;11;9;2;12;1;3;8;10;5;7;4;6
8;9;2;12;1;3;11;10;5;7;4;6;1;48374
1;48374;8;9;2;12;1;3;11;10;5;7;4;6
8;12;2;9;1;3;11;10;5;7;4;6;1;52142
1;52142;8;12;2;9;1;3;11;10;5;7;4;6
8;12;2;9;1;3;11;10;5;4;7;6;1;47926
1;47926;8;12;2;9;1;3;11;10;5;4;7;6
8;12;2;5;1;3;11;10;9;4;7;6;1;49094
1;49094;8;12;2;5;1;3;11;10;9;4;7;6
8;1;2;5;12;3;11;10;9;4;7;6;1;43186
1;43186;8;1;2;5;12;3;11;10;9;4;7;6
8;1;2;9;12;3;11;10;5;4;7;6;1;42018
1;42018;8;1;2;9;12;3;11;10;5;4;7;6
8;4;2;9;12;3;11;10;5;1;7;6;1;35778
1;35778;8;4;2;9;12;3;11;10;5;1;7;6
8;4;9;2;12;3;11;10;5;1;7;6;1;35222
1;35222;8;4;9;2;12;3;11;10;5;1;7;6
8;10;9;2;12;3;11;4;5;1;7;6;1;38086
1;38086;8;10;9;2;12;3;11;4;5;1;7;6
12;10;9;2;8;3;11;4;5;1;7;6;1;49254
1;49254;12;10;9;2;8;3;11;4;5;1;7;6
12;10;9;2;8;3;11;4;5;7;1;6;1;58002
1;58002;12;10;9;2;8;3;11;4;5;7;1;6
8;10;9;2;12;3;11;4;5;7;1;6;1;46834
1;46834;8;10;9;2;12;3;11;4;5;7;1;6
8;10;9;2;12;3;11;4;5;7;6;1;1;40686
2;40686;8;10;9;2;12;3;11;4;5;7;6;1
8;10;9;2;12;3;11;4;5;7;1;6;2;46834
2;46834;8;10;9;2;12;3;11;4;5;7;1;6
8;10;9;2;12;3;11;6;5;7;1;4;2;52766
2;52766;8;10;9;2;12;3;11;6;5;7;1;4
8;5;9;2;12;3;11;6;10;7;1;4;2;44516
2;44516;8;5;9;2;12;3;11;6;10;7;1;4
8;5;9;2;12;3;11;6;7;10;1;4;2;36130
2;36130;8;5;9;2;12;3;11;6;7;10;1;4
7;5;9;2;12;3;11;6;8;10;1;4;2;27190
2;27190;7;5;9;2;12;3;11;6;8;10;1;4
5;7;9;2;12;3;11;6;8;10;1;4;2;42572
2;42572;5;7;9;2;12;3;11;6;8;10;1;4
5;7;9;8;12;3;11;6;2;10;1;4;2;39896
2;39896;5;7;9;8;12;3;11;6;2;10;1;4
5;2;9;8;12;3;11;6;7;10;1;4;2;56240
2;56240;5;2;9;8;12;3;11;6;7;10;1;4
1;2;9;8;12;3;11;6;7;10;5;4;2;48212
2;48212;1;2;9;8;12;3;11;6;7;10;5;4
1;2;9;8;12;3;11;6;7;10;4;5;2;48222
2;48222;1;2;9;8;12;3;11;6;7;10;4;5
1;12;9;8;2;3;11;6;7;10;4;5;2;52008
2;52008;1;12;9;8;2;3;11;6;7;10;4;5
1;12;9;8;2;3;4;6;7;10;11;5;2;52484
2;52484;1;12;9;8;2;3;4;6;7;10;11;5
1;12;7;8;2;3;4;6;9;10;11;5;2;52444
2;52444;1;12;7;8;2;3;4;6;9;10;11;5
1;12;7;2;8;3;4;6;9;10;11;5;2;52364
2;52364;1;12;7;2;8;3;4;6;9;10;11;5
1;12;7;2;8;3;4;6;10;9;11;5;2;55514
2;52364;1;12;7;2;8;3;4;6;9;10;11;5
1;7;12;2;8;3;4;6;9;10;11;5;2;37768
2;37768;1;7;12;2;8;3;4;6;9;10;11;5
8;7;12;2;1;3;4;6;9;10;11;5;2;52720
2;37768;1;7;12;2;8;3;4;6;9;10;11;5
1;4;12;2;8;3;7;6;9;10;11;5;2;31820
2;31820;1;4;12;2;8;3;7;6;9;10;11;5
3;4;12;2;8;1;7;6;9;10;11;5;2;35634
2;35634;3;4;12;2;8;1;7;6;9;10;11;5
3;4;12;2;8;1;7;6;10;9;11;5;2;38676
3;38676;3;4;12;2;8;1;7;6;10;9;11;5
3;6;12;2;8;1;7;4;10;9;11;5;3;61892
3;61892;3;6;12;2;8;1;7;4;10;9;11;5
3;1;12;2;8;6;7;4;10;9;11;5;3;54226
3;54226;3;1;12;2;8;6;7;4;10;9;11;5
3;1;12;7;8;6;2;4;10;9;11;5;3;53484
3;53484;3;1;12;7;8;6;2;4;10;9;11;5
3;1;12;7;4;6;2;8;10;9;11;5;3;50798
3;50798;3;1;12;7;4;6;2;8;10;9;11;5
3;1;12;7;4;6;2;9;10;8;11;5;3;45816
3;45816;3;1;12;7;4;6;2;9;10;8;11;5
3;1;9;7;4;6;2;12;10;8;11;5;3;52796
3;52796;3;1;9;7;4;6;2;12;10;8;11;5
3;9;1;7;4;6;2;12;10;8;11;5;3;51248
3;51248;3;9;1;7;4;6;2;12;10;8;11;5
3;9;1;7;4;6;2;12;10;11;8;5;3;34204
3;34204;3;9;1;7;4;6;2;12;10;11;8;5
3;9;1;7;2;6;4;12;10;11;8;5;3;38156
3;34204;3;9;1;7;4;6;2;12;10;11;8;5
3;9;1;7;8;6;2;12;10;11;4;5;3;40162
3;40162;3;9;1;7;8;6;2;12;10;11;4;5
3;9;5;7;8;6;2;12;10;11;4;1;3;44516
3;44516;3;9;5;7;8;6;2;12;10;11;4;1
3;10;5;7;8;6;2;12;9;11;4;1;3;45222
3;45222;3;10;5;7;8;6;2;12;9;11;4;1
3;10;6;7;8;5;2;12;9;11;4;1;3;37342
3;37342;3;10;6;7;8;5;2;12;9;11;4;1
11;10;6;7;8;5;2;12;9;3;4;1;3;41776
3;41776;11;10;6;7;8;5;2;12;9;3;4;1
11;10;7;6;8;5;2;12;9;3;4;1;3;38960
3;38960;11;10;7;6;8;5;2;12;9;3;4;1
11;10;7;6;8;5;9;12;2;3;4;1;3;39132
3;39132;11;10;7;6;8;5;9;12;2;3;4;1
11;10;7;12;8;5;9;6;2;3;4;1;3;48376
3;39132;11;10;7;6;8;5;9;12;2;3;4;1
11;10;2;6;8;5;9;12;7;3;4;1;3;40028
3;40028;11;10;2;6;8;5;9;12;7;3;4;1
11;10;2;1;8;5;9;12;7;3;4;6;3;45326
3;45326;11;10;2;1;8;5;9;12;7;3;4;6
11;10;2;1;5;8;9;12;7;3;4;6;3;43918
4;43918;11;10;2;1;5;8;9;12;7;3;4;6
11;10;2;1;5;8;3;12;7;9;4;6;4;35768
4;35768;11;10;2;1;5;8;3;12;7;9;4;6
11;10;2;1;5;4;3;12;7;9;8;6;4;44176
4;35768;11;10;2;1;5;8;3;12;7;9;4;6
11;10;2;1;5;8;3;12;7;6;4;9;4;35960
4;35960;11;10;2;1;5;8;3;12;7;6;4;9
11;10;2;1;5;9;3;12;7;6;4;8;4;46274
4;46274;11;10;2;1;5;9;3;12;7;6;4;8
11;10;2;1;5;9;3;8;7;6;4;12;4;50096
4;50096;11;10;2;1;5;9;3;8;7;6;4;12
11;6;2;1;5;9;3;8;7;10;4;12;4;28512
4;28512;11;6;2;1;5;9;3;8;7;10;4;12
11;6;4;1;5;9;3;8;7;10;2;12;4;23444
4;23444;11;6;4;1;5;9;3;8;7;10;2;12
12;6;4;1;5;9;3;8;7;10;2;11;4;37080
4;37080;12;6;4;1;5;9;3;8;7;10;2;11
12;6;1;4;5;9;3;8;7;10;2;11;4;38344
4;38344;12;6;1;4;5;9;3;8;7;10;2;11
12;6;1;8;5;9;3;4;7;10;2;11;4;44770
4;44770;12;6;1;8;5;9;3;4;7;10;2;11
12;6;1;8;5;2;3;4;7;10;9;11;4;48570
4;44770;12;6;1;8;5;9;3;4;7;10;2;11
12;6;1;9;5;8;3;4;7;10;2;11;4;45696
4;45696;12;6;1;9;5;8;3;4;7;10;2;11
8;6;1;9;5;12;3;4;7;10;2;11;4;40932
4;40932;8;6;1;9;5;12;3;4;7;10;2;11
8;6;5;9;1;12;3;4;7;10;2;11;4;41118
4;41118;8;6;5;9;1;12;3;4;7;10;2;11
8;5;6;9;1;12;3;4;7;10;2;11;4;46282
4;46282;8;5;6;9;1;12;3;4;7;10;2;11
8;5;1;9;6;12;3;4;7;10;2;11;4;45880
4;45880;8;5;1;9;6;12;3;4;7;10;2;11
8;5;1;9;6;12;3;4;2;10;7;11;4;45878
4;45878;8;5;1;9;6;12;3;4;2;10;7;11
8;5;1;9;6;12;3;7;2;10;4;11;4;38520
4;38520;8;5;1;9;6;12;3;7;2;10;4;11
8;5;7;9;6;12;3;1;2;10;4;11;4;40860
4;40860;8;5;7;9;6;12;3;1;2;10;4;11
8;5;7;10;6;12;3;1;2;9;4;11;4;48998
5;48998;8;5;7;10;6;12;3;1;2;9;4;11
8;5;7;10;4;12;3;1;2;9;6;11;5;49042
5;49042;8;5;7;10;4;12;3;1;2;9;6;11
8;5;7;10;4;12;3;1;2;9;11;6;5;50186
5;49042;8;5;7;10;4;12;3;1;2;9;6;11
8;5;7;10;2;12;3;1;4;9;6;11;5;49740
5;49740;8;5;7;10;2;12;3;1;4;9;6;11
8;5;7;6;2;12;3;1;4;9;10;11;5;53806
5;53806;8;5;7;6;2;12;3;1;4;9;10;11
8;5;6;7;2;12;3;1;4;9;10;11;5;58578
5;58578;8;5;6;7;2;12;3;1;4;9;10;11
5;8;6;7;2;12;3;1;4;9;10;11;5;56906
5;56906;5;8;6;7;2;12;3;1;4;9;10;11
5;11;6;7;2;12;3;1;4;9;10;8;5;42044
5;42044;5;11;6;7;2;12;3;1;4;9;10;8
5;11;6;7;2;4;3;1;12;9;10;8;5;53048
5;53048;5;11;6;7;2;4;3;1;12;9;10;8
5;11;6;7;2;4;3;1;12;9;8;10;5;54180
5;54180;5;11;6;7;2;4;3;1;12;9;8;10
5;11;6;7;2;4;12;1;3;9;8;10;5;49964
5;49964;5;11;6;7;2;4;12;1;3;9;8;10
4;11;6;7;2;5;12;1;3;9;8;10;5;46310
5;46310;4;11;6;7;2;5;12;1;3;9;8;10
2;11;6;7;4;5;12;1;3;9;8;10;5;48474
5;48474;2;11;6;7;4;5;12;1;3;9;8;10
2;11;6;7;4;5;12;1;3;8;9;10;5;36160
5;36160;2;11;6;7;4;5;12;1;3;8;9;10
2;11;6;7;12;5;4;1;3;8;9;10;5;35102
5;35102;2;11;6;7;12;5;4;1;3;8;9;10
2;12;6;7;11;5;4;1;3;8;9;10;5;43556
5;43556;2;12;6;7;11;5;4;1;3;8;9;10
2;12;5;7;11;6;4;1;3;8;9;10;5;40774
5;40774;2;12;5;7;11;6;4;1;3;8;9;10
6;12;5;7;11;2;4;1;3;8;9;10;5;36440
5;36440;6;12;5;7;11;2;4;1;3;8;9;10
1;12;5;7;11;2;4;6;3;8;9;10;5;51466
5;36440;6;12;5;7;11;2;4;1;3;8;9;10
3;12;5;7;11;2;4;1;6;8;9;10;5;41648
5;41648;3;12;5;7;11;2;4;1;6;8;9;10
3;12;5;7;11;2;4;8;6;1;9;10;5;41058
6;41058;3;12;5;7;11;2;4;8;6;1;9;10
3;12;1;7;11;2;4;8;6;5;9;10;6;37580
6;37580;3;12;1;7;11;2;4;8;6;5;9;10
3;12;9;7;11;2;4;8;6;5;1;10;6;40744
6;40744;3;12;9;7;11;2;4;8;6;5;1;10
3;12;9;6;11;2;4;8;7;5;1;10;6;38828
6;38828;3;12;9;6;11;2;4;8;7;5;1;10
3;8;9;6;11;2;4;12;7;5;1;10;6;55432
6;55432;3;8;9;6;11;2;4;12;7;5;1;10
3;8;4;6;11;2;9;12;7;5;1;10;6;56136
6;56136;3;8;4;6;11;2;9;12;7;5;1;10
3;8;10;6;11;2;9;12;7;5;1;4;6;64070
6;64070;3;8;10;6;11;2;9;12;7;5;1;4
3;8;10;6;11;2;7;12;9;5;1;4;6;65384
6;65384;3;8;10;6;11;2;7;12;9;5;1;4
3;8;10;6;11;2;7;5;9;12;1;4;6;62552
6;62552;3;8;10;6;11;2;7;5;9;12;1;4
3;8;10;6;11;2;7;9;5;12;1;4;6;54782
6;54782;3;8;10;6;11;2;7;9;5;12;1;4
3;8;10;6;11;2;1;9;5;12;7;4;6;51962
6;51962;3;8;10;6;11;2;1;9;5;12;7;4
3;11;10;6;8;2;1;9;5;12;7;4;6;51010
6;51010;3;11;10;6;8;2;1;9;5;12;7;4
3;11;10;6;8;2;4;9;5;12;7;1;6;53362
6;53362;3;11;10;6;8;2;4;9;5;12;7;1
3;11;10;6;8;2;4;1;5;12;7;9;6;59174
6;59174;3;11;10;6;8;2;4;1;5;12;7;9
3;11;10;6;8;2;12;1;5;4;7;9;6;48198
6;48198;3;11;10;6;8;2;12;1;5;4;7;9
3;11;10;6;8;2;9;1;5;4;7;12;6;50606
6;50606;3;11;10;6;8;2;9;1;5;4;7;12
3;11;8;6;10;2;9;1;5;4;7;12;6;49780
6;49780;3;11;8;6;10;2;9;1;5;4;7;12
8;11;3;6;10;2;9;1;5;4;7;12;6;38554
6;38554;8;11;3;6;10;2;9;1;5;4;7;12
8;11;3;6;10;2;9;12;5;4;7;1;6;45804
6;38554;8;11;3;6;10;2;9;1;5;4;7;12
8;11;3;6;1;2;9;10;5;4;7;12;6;44894
6;44894;8;11;3;6;1;2;9;10;5;4;7;12
8;11;3;6;1;5;9;10;2;4;7;12;6;33320
7;33320;8;11;3;6;1;5;9;10;2;4;7;12
8;11;3;5;1;6;9;10;2;4;7;12;7;31180
7;31180;8;11;3;5;1;6;9;10;2;4;7;12
8;11;7;5;1;6;9;10;2;4;3;12;7;30646
7;30646;8;11;7;5;1;6;9;10;2;4;3;12
8;11;7;5;1;6;9;10;2;3;4;12;7;29310
7;29310;8;11;7;5;1;6;9;10;2;3;4;12
1;11;7;5;8;6;9;10;2;3;4;12;7;34790
7;34790;1;11;7;5;8;6;9;10;2;3;4;12
1;11;7;2;8;6;9;10;5;3;4;12;7;37108
7;37108;1;11;7;2;8;6;9;10;5;3;4;12
1;11;7;2;8;6;9;10;4;3;5;12;7;37004
7;37004;1;11;7;2;8;6;9;10;4;3;5;12
1;4;7;2;8;6;9;10;11;3;5;12;7;30388
7;30388;1;4;7;2;8;6;9;10;11;3;5;12
1;4;7;2;12;6;9;10;11;3;5;8;7;35856
7;30388;1;4;7;2;8;6;9;10;11;3;5;12
1;4;7;2;8;5;9;10;11;3;6;12;7;44364
7;30388;1;4;7;2;8;6;9;10;11;3;5;12
1;4;7;2;3;6;9;10;11;8;5;12;7;23958
7;23958;1;4;7;2;3;6;9;10;11;8;5;12
1;4;7;2;8;6;9;10;11;3;5;12;7;30388
7;30388;1;4;7;2;8;6;9;10;11;3;5;12
1;4;7;10;8;6;9;2;11;3;5;12;7;32426
7;32426;1;4;7;10;8;6;9;2;11;3;5;12
1;4;7;10;9;6;8;2;11;3;5;12;7;38792
7;38792;1;4;7;10;9;6;8;2;11;3;5;12
1;4;7;10;9;3;8;2;11;6;5;12;7;35458
7;35458;1;4;7;10;9;3;8;2;11;6;5;12
1;4;7;12;9;3;8;2;11;6;5;10;7;40526
7;40526;1;4;7;12;9;3;8;2;11;6;5;10
1;4;7;12;9;11;8;2;3;6;5;10;7;49088
7;40526;1;4;7;12;9;3;8;2;11;6;5;10
1;4;7;12;9;3;6;2;11;8;5;10;7;41934
7;41934;1;4;7;12;9;3;6;2;11;8;5;10
1;4;7;12;9;3;6;2;11;10;5;8;7;35406
7;35406;1;4;7;12;9;3;6;2;11;10;5;8
1;4;7;2;9;3;6;12;11;10;5;8;7;40980
7;35406;1;4;7;12;9;3;6;2;11;10;5;8
1;4;7;12;2;3;6;9;11;10;5;8;7;35708
8;35708;1;4;7;12;2;3;6;9;11;10;5;8
12;4;7;1;2;3;6;9;11;10;5;8;8;46888
8;46888;12;4;7;1;2;3;6;9;11;10;5;8
12;4;7;8;2;3;6;9;11;10;5;1;8;46568
8;46568;12;4;7;8;2;3;6;9;11;10;5;1
12;9;7;8;2;3;6;4;11;10;5;1;8;42936
8;42936;12;9;7;8;2;3;6;4;11;10;5;1
12;9;7;8;2;6;3;4;11;10;5;1;8;35396
8;35396;12;9;7;8;2;6;3;4;11;10;5;1
12;9;7;8;2;1;3;4;11;10;5;6;8;45442
8;45442;12;9;7;8;2;1;3;4;11;10;5;6
10;9;7;8;2;1;3;4;11;12;5;6;8;53686
8;45442;12;9;7;8;2;1;3;4;11;10;5;6
12;10;7;8;2;1;3;4;11;9;5;6;8;40774
8;40774;12;10;7;8;2;1;3;4;11;9;5;6
1;10;7;8;2;12;3;4;11;9;5;6;8;37766
8;37766;1;10;7;8;2;12;3;4;11;9;5;6
1;10;7;8;2;4;3;12;11;9;5;6;8;30122
8;30122;1;10;7;8;2;4;3;12;11;9;5;6
1;10;7;8;2;4;3;12;5;9;11;6;8;30172
8;30172;1;10;7;8;2;4;3;12;5;9;11;6
1;3;7;8;2;4;10;12;5;9;11;6;8;29636
8;29636;1;3;7;8;2;4;10;12;5;9;11;6
1;6;7;8;2;4;10;12;5;9;11;3;8;33586
8;33586;1;6;7;8;2;4;10;12;5;9;11;3
1;6;7;8;12;4;10;2;5;9;11;3;8;38820
8;33586;1;6;7;8;2;4;10;12;5;9;11;3
1;6;7;8;2;9;10;12;5;4;11;3;8;44560
8;44560;1;6;7;8;2;9;10;12;5;4;11;3
1;6;8;7;2;9;10;12;5;4;11;3;8;45338
8;45338;1;6;8;7;2;9;10;12;5;4;11;3
1;6;12;7;2;9;10;8;5;4;11;3;8;41766
8;41766;1;6;12;7;2;9;10;8;5;4;11;3
1;6;12;7;2;8;10;9;5;4;11;3;8;42584
8;42584;1;6;12;7;2;8;10;9;5;4;11;3
1;6;2;7;12;8;10;9;5;4;11;3;8;44358
8;44358;1;6;2;7;12;8;10;9;5;4;11;3
1;6;2;12;7;8;10;9;5;4;11;3;8;40918
8;40918;1;6;2;12;7;8;10;9;5;4;11;3
1;12;2;6;7;8;10;9;5;4;11;3;8;48400
9;48400;1;12;2;6;7;8;10;9;5;4;11;3
9;12;2;6;7;8;10;1;5;4;11;3;9;35812
9;35812;9;12;2;6;7;8;10;1;5;4;11;3
10;12;2;6;7;8;9;1;5;4;11;3;9;43736
9;43736;10;12;2;6;7;8;9;1;5;4;11;3
10;12;2;6;7;8;1;9;5;4;11;3;9;45868
9;45868;10;12;2;6;7;8;1;9;5;4;11;3
12;10;2;6;7;8;1;9;5;4;11;3;9;35056
9;35056;12;10;2;6;7;8;1;9;5;4;11;3
12;11;2;6;7;8;1;9;5;4;10;3;9;23982
9;23982;12;11;2;6;7;8;1;9;5;4;10;3
12;11;2;6;7;8;1;4;5;9;10;3;9;27534
9;27534;12;11;2;6;7;8;1;4;5;9;10;3
12;11;8;6;7;2;1;4;5;9;10;3;9;39856
9;39856;12;11;8;6;7;2;1;4;5;9;10;3
12;11;8;10;7;2;1;4;5;9;6;3;9;45032
9;45032;12;11;8;10;7;2;1;4;5;9;6;3
12;11;8;10;7;2;5;4;1;9;6;3;9;45128
9;45128;12;11;8;10;7;2;5;4;1;9;6;3
12;11;5;10;7;2;8;4;1;9;6;3;9;46744
9;46744;12;11;5;10;7;2;8;4;1;9;6;3
12;11;8;10;7;2;5;4;1;9;6;3;9;45128
9;45128;12;11;8;10;7;2;5;4;1;9;6;3
8;11;12;10;7;2;5;4;1;9;6;3;9;49024
9;49024;8;11;12;10;7;2;5;4;1;9;6;3
8;11;12;10;7;2;1;4;5;9;6;3;9;49656
9;49024;8;11;12;10;7;2;5;4;1;9;6;3
8;11;12;10;7;9;5;4;1;2;6;3;9;41982
9;41982;8;11;12;10;7;9;5;4;1;2;6;3
2;11;12;10;7;9;5;4;1;8;6;3;9;49978
9;49978;2;11;12;10;7;9;5;4;1;8;6;3
2;11;12;10;7;9;3;4;1;8;6;5;9;46564
9;46564;2;11;12;10;7;9;3;4;1;8;6;5
4;11;12;10;7;9;3;2;1;8;6;5;9;52852
9;52852;4;11;12;10;7;9;3;2;1;8;6;5
4;11;12;10;7;9;3;8;1;2;6;5;9;58774
9;52852;4;11;12;10;7;9;3;2;1;8;6;5
4;11;12;10;7;9;3;2;1;8;5;6;9;54022
9;54022;4;11;12;10;7;9;3;2;1;8;5;6
4;11;12;10;5;9;3;2;1;8;7;6;9;55164
10;55164;4;11;12;10;5;9;3;2;1;8;7;6
4;11;2;10;5;9;3;12;1;8;7;6;10;55068
10;55068;4;11;2;10;5;9;3;12;1;8;7;6
4;11;8;10;5;9;3;12;1;2;7;6;10;47986
