"X18";"X21";"X9";"X8";"X10";"X7";"X17";"X19";"X2";"X55";"X38";"X51";"X61";"X35";"X3";"X25";"X4";"X24";"X1";"X30";"X20";"X6";"X49";"X62";"X26";"X32";"X15";"X53";"X5";"X28";"X47";"X39";"X56";"X52";"X46";"X43";"X33";"X44";"X12";"X13";"X48";"X11";"X41";"X60";"X57";"X50";"X36";"X40";"X29";"X64";"X27";"X59";"X58";"X23";"X16";"X54";"X14";"X63";"X34";"X31";"X37";"X42";"X22";"X45";"generation"
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;43;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;24;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
33;42;29;31;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;21;23;34;16;18;56;41;37;8;46;54;40;59;5;12;45;64;27;60;13;9;50;63;47;39;28;22;57;52;44;58;43;14;48;36;11;1
18;5;9;8;10;4;17;19;2;55;61;56;27;31;3;52;7;45;39;32;62;47;63;60;11;54;16;36;21;28;6;1;51;25;46;43;33;44;12;13;48;26;41;20;57;50;53;40;29;64;38;59;58;23;15;30;14;49;34;35;37;42;22;24;1
33;48;9;35;38;17;10;13;5;6;61;56;49;43;3;52;7;45;39;32;62;47;44;24;11;4;53;20;21;28;1;15;18;51;41;25;8;46;30;19;55;2;12;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;26;1
56;5;29;33;64;7;17;13;26;48;38;52;61;35;3;25;57;62;58;44;53;6;27;60;11;54;16;36;21;23;34;15;18;51;41;37;8;46;30;40;59;2;12;24;4;10;20;19;9;50;49;55;1;28;39;32;14;63;47;31;43;42;22;45;1
33;42;29;35;38;17;64;13;5;6;61;56;27;31;3;52;7;45;39;32;62;47;63;60;11;54;16;36;21;23;34;15;18;51;41;37;8;46;30;40;59;2;12;24;4;10;20;19;9;50;49;55;1;28;22;57;25;44;58;43;14;48;53;26;1
33;42;29;35;38;17;64;13;5;6;61;56;27;31;3;52;7;45;39;32;62;47;63;60;11;54;16;36;21;23;34;15;18;51;41;37;8;46;30;40;59;2;12;24;4;10;20;19;9;50;49;55;1;28;22;57;25;44;58;43;14;48;53;26;1
50;21;9;36;10;7;59;19;63;55;31;51;61;14;3;25;22;24;1;30;20;54;49;64;26;32;15;53;5;45;47;39;56;52;46;43;58;23;12;57;37;27;41;60;13;18;40;8;28;62;42;17;34;44;29;6;35;2;33;38;48;11;4;16;1
41;56;7;25;19;36;10;2;38;50;44;61;15;5;20;12;6;4;52;39;30;27;43;49;1;46;57;17;9;26;64;24;60;48;33;55;51;35;45;47;32;21;3;53;13;18;40;8;28;62;11;59;58;23;16;54;14;63;34;31;37;42;22;29;1
33;30;29;35;19;2;24;15;54;6;61;8;27;31;40;52;10;45;39;9;62;60;44;11;55;34;43;3;7;48;5;13;22;28;38;32;56;64;42;20;51;17;1;46;12;21;36;41;37;50;49;47;4;59;18;57;25;63;58;16;14;23;53;26;1
45;54;35;39;26;64;38;23;47;61;36;6;16;15;42;32;31;56;53;21;62;60;33;11;27;34;43;3;7;48;5;13;18;51;41;37;8;46;30;40;59;2;12;24;4;10;20;19;9;50;49;55;1;28;22;57;25;44;58;17;63;14;52;29;1
33;42;29;35;38;17;64;13;5;6;61;56;27;31;3;52;7;45;39;32;62;47;63;60;11;54;16;36;21;23;34;15;18;51;41;37;8;46;30;40;59;2;12;24;4;10;20;19;9;50;49;55;1;28;22;57;25;44;58;43;14;48;53;26;1
33;42;29;35;38;17;64;13;5;6;61;56;27;31;3;52;7;45;39;32;62;47;63;60;11;54;16;36;21;23;34;15;18;51;41;37;8;46;30;40;59;2;12;24;4;10;20;19;9;50;49;55;1;28;22;57;25;44;58;43;14;48;53;26;1
2;3;30;15;38;26;7;55;51;49;18;9;17;1;25;32;62;10;20;24;45;21;6;8;4;19;61;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;35;1
47;21;9;8;10;7;52;13;11;55;38;50;28;35;46;25;4;24;1;30;20;5;49;62;40;19;59;64;6;61;18;57;33;17;60;15;48;36;58;32;29;2;37;3;44;51;39;53;16;26;27;43;12;23;56;54;14;63;34;31;41;42;22;45;1
18;21;9;8;19;36;10;63;31;50;23;61;15;5;20;12;54;22;52;39;30;27;43;49;1;46;57;59;7;26;64;24;60;37;58;55;51;14;45;47;32;56;3;53;13;41;40;25;28;62;42;17;34;44;29;6;35;2;33;38;48;11;4;16;1
18;21;5;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;26;20;30;27;43;49;1;46;57;59;9;28;47;39;56;52;32;62;33;44;12;13;48;11;41;60;15;50;36;40;29;64;6;53;58;23;16;54;14;63;34;31;37;42;22;45;1
18;42;12;61;55;44;11;45;16;14;31;56;19;52;26;17;13;23;43;63;58;21;2;36;24;1;6;51;57;7;64;28;48;34;3;10;5;27;38;9;50;4;37;47;54;59;62;53;39;33;49;25;20;46;40;60;15;32;29;41;8;30;35;22;1
7;46;12;61;55;44;11;45;16;14;31;56;19;52;35;17;42;63;20;24;38;21;5;41;4;1;59;64;6;43;18;57;33;47;60;15;48;36;58;32;29;2;37;3;40;51;39;53;50;26;49;28;34;10;25;13;54;23;62;27;8;30;9;22;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
33;42;29;53;38;17;64;13;5;6;61;56;27;31;3;52;7;45;39;32;62;47;63;60;11;54;16;36;21;23;34;15;18;51;41;37;14;46;48;40;59;2;12;24;4;10;20;19;9;50;49;55;1;28;22;57;25;44;58;43;8;30;35;26;1
11;46;42;8;38;40;7;55;50;27;47;9;52;34;56;31;12;63;20;24;45;21;5;41;4;19;59;64;6;61;18;13;33;17;60;15;30;36;62;32;29;2;37;3;23;51;39;53;16;26;49;10;1;28;22;57;25;44;58;43;14;48;35;54;1
3;56;7;25;19;40;10;63;31;18;23;61;15;5;20;45;54;22;52;39;30;27;43;49;1;46;47;59;9;26;64;24;53;37;58;55;33;44;12;13;48;11;41;60;57;50;36;8;28;62;42;17;34;14;29;6;35;2;51;38;32;21;4;16;1
50;11;9;8;10;7;17;19;2;43;38;33;61;35;41;25;4;24;1;30;20;6;49;62;26;48;15;60;5;28;57;39;56;52;46;55;51;21;45;47;32;14;3;53;13;18;40;36;29;64;27;59;58;23;16;54;44;63;34;31;37;42;22;12;1
33;42;29;35;38;17;64;13;5;57;40;6;4;15;30;37;31;8;53;9;62;60;44;11;55;54;16;36;21;23;34;7;18;51;41;52;45;46;3;61;59;2;12;24;27;10;20;19;32;50;49;47;1;28;22;56;25;63;58;43;14;48;39;26;1
18;34;35;39;26;59;25;23;47;57;40;6;4;15;30;37;31;8;53;9;62;55;44;60;11;54;16;36;7;48;5;13;22;28;38;32;56;64;42;20;51;17;1;46;12;21;3;41;10;14;43;27;49;24;45;61;19;33;63;2;58;50;52;29;1
58;42;29;25;43;17;64;13;5;57;61;56;27;31;3;52;7;45;39;32;62;47;63;60;14;54;16;36;21;23;34;15;18;51;41;37;8;46;30;40;59;44;12;24;4;10;20;19;9;50;49;55;1;28;22;6;35;2;33;38;48;11;53;26;1
41;56;29;35;38;36;10;63;31;50;23;61;15;5;20;12;54;22;52;39;30;27;43;49;1;46;57;59;9;26;64;24;60;37;58;55;51;14;45;47;32;21;3;53;13;18;40;8;28;62;42;17;34;44;7;6;25;2;33;19;48;11;4;16;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;22;63;31;54;16;37;14;34;45;42;1
18;21;29;8;64;7;17;13;11;48;38;51;61;35;3;25;57;60;58;30;36;6;27;62;26;32;15;53;5;23;47;39;56;52;46;43;33;44;41;40;59;2;12;24;4;10;20;19;9;50;49;55;1;28;16;54;14;63;34;31;37;42;22;45;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
3;53;7;25;19;36;10;63;31;18;23;61;15;5;20;45;54;22;37;24;30;27;55;49;1;58;64;59;9;26;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;40;8;28;62;42;17;34;14;29;6;35;2;51;38;32;21;4;16;1
50;21;9;36;10;7;59;19;63;55;31;51;61;14;3;25;22;24;1;30;20;54;49;64;26;32;15;60;5;45;47;39;56;52;46;43;58;23;12;57;37;27;41;53;13;18;40;8;28;62;42;17;34;44;29;6;35;2;33;38;48;11;4;16;1
33;48;29;35;38;17;64;13;5;6;61;56;27;43;3;52;7;26;39;32;62;47;44;60;11;57;53;36;21;28;1;15;18;51;41;25;8;46;30;40;59;2;12;24;4;10;20;19;9;50;49;55;58;23;16;54;14;63;34;31;37;42;22;45;1
18;21;9;8;10;7;17;19;2;59;38;51;61;35;3;37;4;24;34;30;20;6;27;62;26;32;15;16;5;23;47;39;56;52;46;31;33;63;12;13;42;11;41;60;54;50;36;40;29;64;49;55;1;28;22;57;25;44;58;43;14;48;53;45;1
18;21;9;8;63;7;17;19;2;55;38;51;61;35;3;29;4;24;1;30;20;6;27;62;64;32;15;40;5;59;47;39;56;52;46;43;33;44;12;14;48;11;41;60;57;50;36;53;16;26;49;28;34;10;25;13;54;23;58;31;37;42;22;45;1
2;46;42;43;38;40;7;55;50;27;47;9;52;1;56;31;12;63;20;24;45;21;5;37;4;19;59;64;6;61;18;44;33;17;3;15;48;36;58;32;29;11;41;60;57;51;39;53;16;26;49;28;34;10;25;13;54;23;62;14;8;30;35;22;1
48;42;50;61;55;44;11;45;22;14;31;56;19;52;35;17;13;7;43;63;58;57;54;64;47;1;16;36;21;23;34;15;18;51;41;37;8;46;30;40;59;2;12;24;4;10;62;53;39;33;49;25;20;27;9;60;38;32;29;3;5;28;26;6;1
33;42;12;61;55;44;11;45;16;14;31;56;19;52;35;17;13;23;43;63;58;21;2;36;24;1;22;51;57;7;64;30;18;60;28;37;8;46;15;40;59;32;29;34;4;10;20;27;9;50;49;38;54;41;5;47;25;3;62;39;6;48;53;26;1
33;42;29;35;38;17;64;13;5;6;61;56;27;31;3;52;7;45;39;32;62;47;63;60;11;54;16;36;21;23;34;15;18;51;41;37;8;46;30;40;59;2;12;24;4;10;20;19;9;50;49;55;1;28;22;57;25;44;58;43;14;48;53;26;1
33;42;29;35;38;17;64;13;5;6;61;56;54;31;3;52;7;45;39;32;62;47;63;60;11;27;16;36;21;23;34;15;18;51;41;37;8;46;30;40;59;2;12;24;4;10;20;19;9;50;49;55;1;28;22;57;25;44;58;43;14;48;53;26;1
41;56;7;25;19;36;10;63;31;50;23;61;15;5;20;12;54;22;52;39;30;27;43;49;1;46;57;59;9;26;64;24;60;37;58;55;51;14;45;47;32;21;3;53;13;18;40;8;28;62;42;17;34;44;29;6;35;2;33;38;48;11;4;16;1
41;56;7;25;19;36;10;63;31;50;23;61;15;5;20;12;54;22;52;39;30;27;43;49;1;46;57;59;9;26;64;24;60;37;58;55;51;14;45;47;32;21;3;53;13;18;40;8;28;62;42;17;34;44;29;6;35;2;33;38;48;11;4;16;1
3;56;7;43;19;8;10;63;31;18;23;61;15;5;20;45;54;22;52;39;30;27;55;49;1;46;47;59;9;26;64;24;53;37;58;25;33;44;12;13;48;11;41;60;57;50;36;40;28;62;42;17;34;14;29;6;35;2;51;38;32;21;4;16;1
18;21;35;8;10;7;17;19;2;62;23;61;15;5;20;12;54;22;52;39;30;27;43;49;1;46;57;59;9;26;64;24;60;37;58;55;51;14;25;13;48;11;41;56;33;50;36;40;29;47;6;53;32;38;16;4;44;63;34;31;28;42;3;45;1
11;46;49;43;14;40;7;55;50;10;47;9;52;1;56;31;12;63;20;24;45;21;5;41;4;19;59;64;13;61;18;57;62;28;60;15;48;36;58;32;25;23;37;3;27;51;39;53;16;26;42;17;34;44;29;6;35;2;33;38;8;30;54;22;1
49;15;7;25;46;36;10;22;54;50;23;9;52;1;56;31;12;63;20;24;45;21;5;41;4;19;59;57;61;26;64;39;60;37;58;3;51;14;30;47;32;27;55;53;13;18;40;8;28;62;42;17;34;44;29;6;35;2;33;38;48;11;43;16;1
18;42;12;61;10;44;11;38;16;27;31;56;19;52;35;17;13;23;43;63;34;4;2;49;1;46;57;59;9;26;64;24;60;37;58;55;51;14;45;47;32;21;3;53;54;5;62;22;39;33;36;25;20;30;40;48;15;50;29;41;8;28;7;6;1
41;56;26;17;19;51;55;63;31;32;23;61;15;18;20;12;13;8;52;28;58;21;2;36;24;1;22;42;57;7;64;30;48;34;3;10;5;27;38;9;50;4;37;47;54;59;62;53;39;33;49;25;46;44;29;6;35;43;40;45;60;11;14;16;1
33;42;29;31;27;17;64;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;60;11;54;16;36;21;23;34;15;18;56;41;37;8;46;32;40;59;5;12;45;7;10;62;13;9;50;63;47;39;28;22;57;52;44;58;43;14;48;53;26;1
25;26;29;33;64;44;17;13;5;6;61;56;27;31;3;52;7;45;39;32;62;47;63;60;11;54;16;36;21;23;34;15;18;51;41;37;8;46;30;40;59;2;12;24;4;10;20;19;9;50;49;55;1;28;22;57;14;38;48;35;43;42;58;53;1
11;46;42;43;38;53;7;55;50;49;47;9;52;1;56;13;12;10;20;24;45;21;5;41;4;19;28;26;6;61;34;57;33;17;60;15;48;36;62;32;25;2;37;3;44;51;39;40;29;64;27;59;58;23;16;54;14;63;18;31;8;30;35;22;1
18;21;51;8;10;7;17;19;50;27;47;9;52;1;3;25;4;24;35;30;20;6;49;62;26;32;15;53;5;28;38;39;56;61;46;43;33;44;12;13;48;11;41;60;57;2;36;40;29;64;55;59;58;23;16;54;14;63;34;31;37;42;22;45;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
41;15;7;25;19;36;10;55;50;27;47;9;52;1;56;31;12;63;20;24;45;21;5;49;43;46;57;59;61;26;64;39;60;37;58;22;51;14;30;23;32;54;3;53;13;18;40;8;28;62;42;17;34;44;29;6;35;2;33;38;48;11;4;16;1
11;46;42;5;38;40;7;55;50;21;47;9;52;1;56;31;12;63;20;24;45;27;43;41;4;19;59;64;6;61;18;57;33;17;60;15;48;36;58;32;29;2;37;3;44;51;39;53;16;26;49;28;34;10;35;13;54;23;62;14;8;30;25;22;1
18;46;5;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;28;39;30;27;43;49;1;21;57;59;9;26;47;20;56;52;32;62;33;44;12;13;48;11;41;60;15;50;36;40;29;64;6;53;58;23;16;54;14;63;34;31;37;42;22;45;1
41;56;7;25;19;36;10;2;38;50;44;61;15;5;20;12;6;22;52;39;30;27;43;49;1;46;57;59;9;26;64;24;60;37;58;55;51;35;45;47;32;21;3;53;13;18;40;8;28;62;42;17;33;23;16;54;14;63;34;31;48;11;4;29;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;15;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;41;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
18;21;9;8;10;7;17;19;2;55;38;51;61;35;3;25;4;24;1;30;20;6;49;62;26;32;41;53;5;28;47;39;56;52;46;43;33;44;12;13;48;11;15;60;57;50;36;40;29;64;27;59;58;23;16;54;14;63;34;31;37;42;22;45;1
