"X33L";"X29L";"X39L";"X43L";"X54L";"X53L";"X26L";"X24L";"X23L";"X57L";"X44L";"X25L";"X7L";"X55L";"X61L";"X36L";"X60L";"X22L";"X64L";"X6L";"X14L";"X46L";"X10L";"X45L";"X62L";"X56L";"X15L";"X35L";"X2L";"X8L";"X47L";"X50L";"X30L";"X52L";"X18L";"X58L";"X49L";"X59L";"X5L";"X21L";"X41L";"X19L";"X1L";"X17L";"X9L";"X4L";"X40L";"X11L";"X51L";"X13L";"X38L";"X16L";"X12L";"X20L";"X3L";"X37L";"X42L";"X34L";"X31L";"X28L";"X48L";"X32L";"X63L";"X27L"
33;29;39;43;54;53;26;24;23;57;44;25;7;55;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;41;19;1;17;9;4;40;11;51;13;38;16;12;20;3;37;42;34;31;28;48;32;63;27
33;29;39;43;54;53;26;24;23;57;44;25;7;55;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;19;1;17;9;4;40;11;51;13;38;16;12;20;3;37;42;34;31;28;48;32;63;41
33;29;39;43;54;53;26;24;23;57;44;25;7;55;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;19;1;17;9;4;40;11;51;13;38;16;12;20;3;37;42;34;31;28;48;32;63;41
33;55;39;43;54;53;26;24;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;19;1;17;9;4;40;11;51;13;38;16;12;20;3;37;42;34;31;28;48;32;63;41
33;55;39;43;54;53;26;24;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;19;1;17;9;4;40;11;51;13;38;16;12;20;3;37;42;34;31;28;48;32;63;41
33;55;39;43;54;53;26;24;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;19;1;17;9;16;40;11;51;13;38;4;12;20;3;37;42;34;31;28;48;32;63;41
33;55;39;43;54;53;26;24;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;19;1;17;9;16;40;11;51;13;38;4;12;20;3;37;42;34;31;28;48;32;63;41
33;55;39;43;54;53;26;24;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;63;1;17;9;16;40;11;51;13;38;4;12;20;3;37;42;34;31;28;48;32;19;41
33;55;39;43;54;53;26;24;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;63;1;17;9;16;40;11;51;13;38;4;12;20;3;37;42;34;31;28;48;32;19;41
33;55;39;43;54;53;26;3;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;63;1;17;9;16;40;11;51;13;38;4;12;20;24;37;42;34;31;28;48;32;19;41
33;55;39;43;54;53;26;3;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;63;1;17;9;16;40;11;51;13;38;4;12;20;24;37;42;34;31;28;48;32;19;41
33;55;39;43;54;53;26;3;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;63;1;17;9;16;40;11;51;13;38;37;12;20;24;4;42;34;31;28;48;32;19;41
33;55;39;43;54;53;26;3;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;45;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;63;1;17;9;16;40;11;51;13;38;37;12;20;24;4;42;34;31;28;48;32;19;41
33;55;39;43;54;53;26;3;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;51;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;63;1;17;9;16;40;11;45;13;38;37;12;20;24;4;42;34;31;28;48;32;19;41
33;55;39;43;54;53;26;3;23;57;44;25;7;29;61;36;60;22;64;6;14;46;10;51;62;56;15;35;2;8;47;50;30;52;18;58;49;59;5;21;27;63;1;17;9;16;40;11;45;13;38;37;12;20;24;4;42;34;31;28;48;32;19;41
33;55;39;43;54;53;26;3;23;57;44;25;7;29;61;36;60;22;64;52;14;46;10;51;62;56;15;35;2;8;47;50;30;6;18;58;49;59;5;21;27;63;1;17;9;16;40;11;45;13;38;37;12;20;24;4;42;34;31;28;48;32;19;41
