"X3";"X5";"X8";"X6";"X9";"X10";"X1";"X2";"X11";"X7";"X12";"X4";"generation"
3;5;8;6;9;10;1;2;11;7;12;4;1
8;5;3;12;9;7;1;6;2;10;11;4;1
9;11;8;4;1;6;3;12;10;2;5;7;1
4;8;6;9;1;3;12;11;5;2;10;7;1
9;11;8;6;1;4;3;7;5;2;10;12;1
3;11;8;4;9;7;1;6;5;2;10;12;1
3;11;2;10;9;7;1;6;8;12;5;4;1
12;4;8;3;9;7;1;6;2;10;5;11;1
1;11;8;3;9;7;4;6;5;2;10;12;1
8;1;12;3;9;11;4;7;5;2;10;6;1
8;4;5;10;9;7;1;6;2;12;11;3;1
3;10;1;12;8;7;9;11;4;6;5;2;1
10;11;3;2;9;7;4;1;8;12;5;6;1
1;10;2;3;9;7;4;11;8;12;5;6;1
10;1;2;3;4;5;9;11;8;12;7;6;1
10;1;4;7;6;2;9;11;8;12;5;3;1
12;1;2;3;9;7;4;5;11;10;8;6;1
3;1;2;10;9;7;4;11;8;12;5;6;1
1;11;8;3;9;7;4;6;5;2;10;12;1
10;11;8;4;1;6;3;7;5;12;2;9;1
8;9;4;6;1;3;12;10;11;2;5;7;1
2;10;6;9;1;7;4;11;8;12;5;3;1
10;1;2;3;9;7;4;11;8;12;5;6;1
10;1;2;3;9;7;4;11;8;12;5;6;1
8;1;11;4;9;6;3;7;5;2;10;12;1
9;11;10;4;1;2;3;7;8;12;5;6;1
4;8;11;9;1;3;12;5;6;10;7;2;1
1;11;3;9;4;12;8;2;6;10;5;7;1
10;2;3;9;4;12;8;5;6;1;11;7;1
1;7;3;9;4;12;8;5;2;10;11;6;1
1;5;3;9;4;12;8;6;2;10;11;7;1
1;11;3;9;4;12;8;5;2;10;7;6;1
9;11;8;4;1;6;3;7;5;2;10;12;1
9;5;8;4;1;6;3;10;11;2;7;12;1
1;11;3;9;4;12;8;5;6;10;2;7;1
1;6;4;10;8;5;3;12;11;9;7;2;1
1;2;10;12;8;7;9;11;4;3;5;6;1
1;2;10;3;8;7;9;11;4;12;5;6;1
9;6;10;3;1;7;4;11;8;12;5;2;1
8;1;12;3;9;11;7;4;5;2;10;6;1
10;1;8;12;9;7;4;5;2;3;11;6;1
10;1;2;3;9;7;5;6;8;12;11;4;1
1;2;10;6;4;7;9;11;8;12;5;3;1
10;1;2;3;9;7;8;11;4;12;5;6;1
4;8;6;9;1;3;12;10;11;2;5;7;1
4;8;6;9;1;3;12;10;11;2;5;7;1
3;5;8;1;9;7;12;6;2;10;11;4;1
3;5;8;12;9;7;4;11;2;10;6;1;1
9;11;8;4;3;5;1;2;6;7;10;12;1
9;6;4;3;8;5;1;7;11;2;10;12;1
4;8;6;9;1;3;12;5;11;10;7;2;1
4;11;6;9;1;3;12;5;8;10;7;2;1
4;11;8;3;9;6;1;7;5;2;10;12;1
9;2;8;12;1;6;3;4;5;10;11;7;1
8;1;6;3;9;11;4;7;5;2;10;12;1
9;7;5;4;10;6;3;11;8;2;1;12;1
10;1;2;3;9;7;4;11;8;12;5;6;1
10;1;2;3;9;7;4;11;8;12;5;6;1
1;6;3;9;5;7;4;11;8;12;10;2;1
7;1;2;3;4;12;8;5;9;10;11;6;1
1;4;11;12;8;7;9;6;2;10;5;3;1
2;10;8;12;1;7;9;11;4;6;5;3;1
11;1;2;3;9;7;4;10;8;12;5;6;1
10;1;2;3;9;7;4;11;8;12;5;6;1
3;5;8;12;9;11;1;6;4;10;7;2;1
3;5;8;12;9;4;1;11;6;10;7;2;1
3;6;1;7;4;12;8;5;2;10;11;9;1
3;11;8;5;9;7;1;6;12;10;4;2;1
1;2;9;12;4;7;10;11;8;6;5;3;1
10;1;2;3;9;7;8;11;4;6;5;12;1
1;5;10;12;8;7;9;11;4;3;6;2;1
8;2;10;12;9;7;1;11;4;6;5;3;1
11;1;2;3;9;12;8;5;6;10;7;4;1
1;11;2;3;9;7;6;5;8;10;12;4;1
1;11;2;9;4;12;8;7;6;3;5;10;1
1;3;6;9;4;12;8;10;11;2;5;7;1
10;9;8;4;1;6;3;7;5;2;12;11;1
9;6;5;3;1;7;4;11;8;12;10;2;1
12;1;2;3;9;7;5;6;8;10;11;4;1
12;10;8;3;9;7;6;5;2;1;11;4;1
10;1;2;4;9;6;3;7;5;12;8;11;1
9;11;10;4;1;2;3;7;8;12;5;6;1
1;2;10;12;8;7;9;11;4;3;5;6;1
1;2;10;12;4;7;9;11;8;6;5;3;1
3;11;8;10;1;7;9;6;2;12;5;4;1
10;4;11;12;9;7;1;2;8;3;5;6;1
3;4;8;10;9;7;1;6;2;12;11;5;1
3;6;2;10;9;7;4;11;8;12;5;1;1
4;8;5;12;9;7;1;6;2;10;11;3;1
3;5;8;12;9;7;1;6;11;2;10;4;1
9;11;8;4;1;6;3;7;5;2;10;12;1
9;11;8;4;1;6;3;7;5;2;10;12;1
7;6;8;3;1;9;4;11;5;2;10;12;1
9;11;8;4;1;6;3;7;5;2;10;12;1
9;11;8;4;1;6;3;7;5;2;12;10;1
10;7;8;4;9;6;1;3;5;2;12;11;1
10;1;2;3;9;7;4;11;8;12;5;6;1
10;1;2;3;9;7;4;11;8;12;5;6;1
9;11;8;4;1;6;3;7;5;2;12;10;1
3;2;1;10;8;7;9;11;4;6;5;12;1
3;2;8;6;9;10;1;5;11;7;12;4;2
3;5;8;6;9;1;12;2;11;10;7;4;2
3;11;4;6;9;12;10;8;5;1;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;5;4;6;9;10;1;8;11;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;8;12;9;10;1;4;5;6;7;2;2
3;11;8;6;9;10;1;4;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;8;12;9;10;1;4;5;6;7;2;2
3;11;8;12;9;10;1;4;5;6;7;2;2
12;5;4;6;9;10;1;2;11;3;7;8;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;7;1;8;5;12;10;2;2
3;11;4;6;9;1;10;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;8;9;10;1;6;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
12;5;4;6;9;10;1;2;11;3;7;8;2
3;5;4;6;9;10;1;2;11;12;7;8;2
3;11;8;12;9;10;1;4;5;6;7;2;2
5;11;8;12;9;10;1;4;3;6;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;1;10;8;5;12;7;2;2
3;6;4;11;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;5;1;8;10;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;5;4;6;9;12;1;2;11;10;7;8;2
9;5;8;6;4;10;1;2;11;7;12;3;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;5;8;6;9;10;1;4;11;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;8;6;9;10;1;4;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;12;8;5;1;7;2;2
11;3;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;2;7;12;2
3;11;4;6;9;10;1;8;5;12;7;2;2
12;5;4;6;9;10;1;2;11;3;7;8;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;8;1;10;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;2;10;1;8;5;12;7;9;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;4;6;9;10;1;8;5;12;7;2;2
12;5;4;6;9;10;1;2;11;3;7;8;2
3;11;4;6;9;10;1;2;5;12;7;8;2
3;11;4;6;9;10;1;8;5;12;7;2;2
3;11;8;12;9;10;1;4;5;6;7;2;2
3;5;4;6;9;10;1;8;11;12;7;2;2
4;5;12;6;9;10;1;2;11;3;7;8;2
3;5;8;6;9;10;1;2;11;7;12;4;3
7;5;8;6;9;10;1;2;11;3;12;4;3
5;3;4;12;9;10;1;2;11;7;6;8;3
5;3;8;12;9;10;1;2;11;7;6;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
1;5;8;6;9;10;3;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;12;6;2;10;1;9;11;7;8;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;4;12;9;10;1;2;11;7;6;8;3
3;5;4;6;9;10;1;2;11;7;12;8;3
3;9;8;6;5;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
5;3;8;12;9;10;1;2;11;7;6;4;3
5;3;4;12;9;10;1;2;11;7;6;8;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;9;6;8;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;10;9;6;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
5;3;4;6;9;10;1;2;11;7;12;8;3
3;5;4;12;2;10;1;9;11;7;6;8;3
10;3;4;12;2;5;1;9;11;7;6;8;3
3;5;4;12;2;10;1;9;11;7;6;8;3
3;11;8;6;9;10;1;2;5;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;4;6;9;10;1;2;11;7;12;8;3
3;5;4;7;9;10;1;2;11;6;12;8;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;2;10;1;9;11;7;12;4;3
5;3;4;12;9;10;1;2;11;7;6;8;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;2;10;1;9;11;7;12;4;3
3;5;1;6;9;10;8;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
5;3;4;6;9;10;1;2;11;7;12;8;3
3;5;8;6;2;10;1;9;11;7;12;4;3
3;5;8;6;9;7;1;2;11;10;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;7;1;2;11;10;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;4;2;11;7;12;1;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;4;8;6;9;10;1;2;11;7;12;5;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;2;10;1;9;11;7;12;4;3
3;5;8;6;2;10;1;9;11;7;12;4;3
3;5;8;6;2;10;1;9;11;7;12;4;3
3;5;8;6;2;10;1;9;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;7;1;2;11;10;12;4;3
3;5;8;6;9;7;1;2;11;10;12;4;3
3;5;8;6;9;7;1;2;11;10;12;4;3
5;3;8;12;9;7;1;2;11;10;6;4;3
11;3;8;12;9;10;1;2;5;7;6;4;3
3;5;4;6;9;10;1;2;11;7;12;8;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;11;2;7;12;4;3
3;9;8;6;5;10;1;2;11;7;12;4;3
5;3;4;12;9;10;1;2;11;7;6;8;3
5;3;4;12;9;10;1;2;11;7;6;8;3
5;3;4;12;9;10;1;2;11;7;6;8;3
5;3;4;12;11;10;1;2;9;7;6;8;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;7;1;2;11;10;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;2;10;1;9;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
5;3;4;12;9;10;1;2;11;7;6;8;3
5;3;4;12;9;10;1;2;11;7;6;8;3
5;3;4;6;9;10;1;2;11;7;12;8;3
3;5;8;9;6;10;1;2;11;7;12;4;3
5;3;4;12;9;10;7;2;11;1;6;8;3
5;3;8;12;9;10;1;2;11;7;6;4;3
5;3;8;12;2;10;1;9;11;7;6;4;3
3;5;4;6;9;10;1;2;11;7;12;8;3
3;5;8;6;2;10;1;9;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;8;6;9;10;1;2;11;7;12;4;3
3;5;4;12;9;7;1;2;11;10;6;8;3
2;5;8;12;9;7;1;3;11;10;6;4;3
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;8;6;9;7;1;2;11;10;12;4;4
3;5;8;6;9;7;1;2;11;10;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;8;6;9;7;1;2;11;10;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
5;2;8;6;9;10;1;3;11;7;12;4;4
5;2;8;6;9;10;1;3;11;7;12;4;4
3;5;8;6;7;9;1;2;11;10;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
5;2;8;6;10;9;1;3;11;7;12;4;4
3;2;8;6;9;7;1;5;11;10;12;4;4
2;5;8;6;9;7;1;3;11;10;12;4;4
5;3;4;10;9;7;1;2;11;6;12;8;4
3;2;8;6;9;10;1;5;11;7;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;4
5;2;8;6;9;10;1;3;11;7;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;8;6;2;10;1;9;11;7;12;4;4
5;2;8;6;11;10;1;3;9;7;12;4;4
5;2;8;6;9;11;1;3;10;7;12;4;4
5;2;8;6;9;10;1;3;11;7;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;4
5;2;8;6;9;10;1;3;11;7;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;4
5;2;8;6;9;10;3;1;11;7;12;4;4
5;2;8;6;9;10;1;3;11;7;12;4;4
3;2;8;6;9;10;1;5;11;7;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;8;6;9;10;7;2;11;1;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;8;6;9;7;1;2;11;10;12;4;4
3;5;4;6;9;10;1;2;11;7;12;8;4
3;5;8;6;9;10;1;2;11;7;12;4;4
5;2;8;6;9;10;1;3;11;7;12;4;4
5;2;9;6;8;10;1;3;11;7;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;8;6;2;7;1;9;11;10;12;4;4
8;5;3;6;9;10;1;2;11;7;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;8;6;9;7;1;2;11;10;12;4;4
3;5;8;1;2;7;6;9;11;10;12;4;4
3;5;8;6;9;7;1;2;11;10;12;4;4
3;2;8;6;9;10;1;5;11;7;12;4;4
5;2;8;6;9;10;1;3;11;7;12;4;4
3;5;8;6;9;1;7;2;11;10;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
5;2;4;6;9;10;1;3;11;7;12;8;4
3;2;4;6;9;10;1;5;11;7;12;8;4
5;3;8;6;9;10;1;2;11;7;12;4;4
3;2;8;6;7;10;1;5;11;9;12;4;4
3;5;1;6;9;7;4;2;11;10;12;8;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;8;6;9;1;12;2;11;10;7;4;4
3;5;8;6;9;10;7;2;11;1;12;4;4
3;5;4;6;9;11;1;2;7;10;12;8;4
3;5;4;6;9;7;1;2;11;10;12;8;4
5;2;8;6;9;10;1;3;11;7;12;4;4
3;5;8;6;2;7;1;9;11;10;12;4;4
3;2;8;6;9;10;1;5;11;7;12;4;4
5;2;4;6;9;10;1;3;11;7;12;8;4
3;2;8;6;9;10;1;5;11;7;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;8;6;9;7;1;2;11;10;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
5;3;2;6;9;7;1;8;11;10;12;4;4
3;2;8;6;9;7;1;5;11;10;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;4;6;2;7;1;9;11;10;12;8;4
3;5;8;6;2;7;1;9;11;10;12;4;4
3;5;4;1;9;6;7;2;11;10;12;8;4
3;5;8;6;2;7;1;9;11;10;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;8;6;2;7;1;9;11;10;12;4;4
8;5;4;6;9;7;1;2;11;10;12;3;4
3;5;4;6;9;10;1;2;11;7;12;8;4
3;5;4;6;9;7;1;10;11;2;12;8;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;2;4;6;9;10;1;5;11;7;12;8;4
8;3;5;6;9;10;1;2;11;7;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;4;6;9;10;1;2;11;7;12;8;4
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;4;6;9;7;1;2;11;10;12;8;4
3;5;8;6;2;7;1;9;11;10;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;4
3;5;8;6;9;10;1;2;11;7;12;4;5
3;5;8;6;9;10;1;2;11;7;12;4;5
3;5;4;6;9;10;1;2;11;7;12;8;5
5;3;8;6;9;10;1;2;11;7;12;4;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
3;5;4;6;9;10;1;2;11;7;12;8;5
3;5;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;2;4;6;9;10;1;3;11;7;12;8;5
3;5;4;6;9;10;1;2;11;7;12;8;5
3;5;8;6;9;10;1;2;11;7;12;4;5
3;9;4;6;5;10;1;2;11;7;12;8;5
3;5;4;6;9;10;1;2;11;7;12;8;5
5;2;4;6;9;10;1;11;3;7;12;8;5
5;3;8;6;9;10;1;2;11;7;12;4;5
5;9;8;6;3;10;1;2;11;7;12;4;5
3;5;8;6;9;10;1;2;11;7;12;4;5
3;5;8;6;9;10;1;2;11;7;12;4;5
5;3;8;6;9;10;1;2;11;7;12;4;5
3;5;8;6;9;10;1;2;11;7;12;4;5
5;3;4;6;9;2;1;10;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
3;5;4;6;9;10;1;2;11;7;12;8;5
3;5;8;6;9;10;1;2;11;7;12;4;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
3;2;4;6;9;10;1;5;11;7;12;8;5
3;2;8;5;9;10;1;6;11;7;12;4;5
3;5;8;6;9;10;1;2;11;7;12;4;5
5;3;8;6;9;10;1;2;11;7;12;4;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
3;5;4;6;9;10;1;2;11;7;12;8;5
3;2;8;6;9;10;1;5;11;7;12;4;5
3;5;4;6;9;10;1;2;11;7;12;8;5
5;3;8;6;9;10;12;2;11;7;1;4;5
3;5;8;6;9;10;1;2;11;7;12;4;5
3;5;8;6;9;10;1;2;11;7;12;4;5
3;5;8;2;9;10;1;6;11;7;12;4;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
3;5;8;6;9;10;1;2;11;7;12;4;5
5;3;8;6;9;10;1;2;11;7;12;4;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;8;6;9;10;1;2;11;7;12;4;5
3;5;8;6;9;10;1;2;11;7;12;4;5
3;5;8;6;9;10;1;2;11;7;12;4;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
3;5;8;6;9;10;1;2;11;7;12;4;5
3;5;8;6;9;10;1;2;11;7;12;4;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
5;3;4;6;9;10;1;2;11;7;12;8;5
