"X6";"X7";"X12";"X9";"X3";"X5";"X2";"X10";"X1";"X8";"X4";"X11";"generation"
6;7;12;9;3;5;2;10;1;8;4;11;1
4;11;5;9;2;1;3;6;12;8;7;10;1
12;11;3;4;9;5;2;10;1;8;7;6;1
12;11;3;4;9;5;2;10;1;8;7;6;1
10;7;5;9;2;1;3;6;12;8;4;11;1
10;7;5;8;2;1;3;6;12;9;4;11;1
10;7;5;9;3;1;2;6;12;8;4;11;1
10;7;5;9;2;1;3;6;12;8;4;11;1
12;11;3;4;9;5;2;10;1;8;7;6;1
12;11;3;4;9;5;2;10;1;8;7;6;1
12;11;3;4;9;5;2;10;1;8;7;6;1
12;11;3;4;9;5;2;10;1;8;7;6;1
7;11;3;6;9;5;2;10;1;8;12;4;1
6;11;3;9;12;5;2;10;1;8;7;4;1
6;3;12;4;9;5;2;10;1;8;7;11;1
10;7;5;4;9;3;2;12;1;8;11;6;1
12;11;3;4;9;5;2;10;1;8;7;6;1
12;11;3;4;9;5;2;10;1;8;7;6;1
12;11;3;4;2;1;5;6;10;8;9;7;1
12;11;9;4;2;1;3;10;5;8;7;6;1
6;11;4;3;10;9;1;5;2;8;12;7;1
6;11;7;4;2;9;12;3;10;8;1;5;1
12;11;3;4;9;5;2;10;1;8;7;6;1
12;11;3;4;9;5;2;10;1;8;7;6;1
6;11;7;4;2;9;1;3;10;8;12;5;1
6;11;3;4;2;9;10;5;1;8;12;7;1
6;4;5;9;3;12;2;10;1;8;7;11;1
1;11;3;7;9;5;10;2;12;8;4;6;1
10;7;5;9;2;1;3;6;12;8;4;11;1
7;10;5;9;2;1;3;6;12;8;4;11;1
10;7;5;9;2;1;3;12;6;8;4;11;1
10;7;5;9;2;1;12;3;6;8;4;11;1
1;2;3;4;9;5;11;6;12;8;7;10;1
6;7;12;4;9;5;2;10;1;8;3;11;1
12;11;3;5;9;4;2;10;1;8;7;6;1
12;11;3;4;9;5;2;10;1;8;7;6;1
12;11;3;4;9;6;2;10;7;8;1;5;1
6;11;7;4;9;5;2;10;3;8;1;12;1
6;4;12;3;9;5;2;10;1;8;7;11;1
1;11;3;4;9;5;2;10;12;8;7;6;1
1;11;3;4;9;5;2;6;12;8;7;10;1
10;4;12;9;2;5;3;11;1;8;7;6;1
6;11;3;9;1;7;5;10;12;8;4;2;1
6;2;3;9;1;7;10;5;12;8;4;11;1
6;11;7;4;2;9;12;3;10;8;1;5;1
10;11;5;9;2;1;3;6;12;8;4;7;1
7;11;5;9;2;1;3;6;12;8;4;10;1
6;4;12;9;3;1;2;10;5;8;7;11;1
5;11;10;9;1;7;3;6;2;8;12;4;1
10;7;6;9;4;1;3;5;2;8;12;11;1
6;4;12;9;3;5;2;10;1;8;7;11;1
10;7;5;9;2;3;4;12;1;8;11;6;1
6;11;7;5;10;9;1;3;2;8;12;4;1
