"X1";"X49550";"X5";"X2";"X6";"X11";"X1.1";"X8";"X12";"X7";"X3";"X10";"X4";"X9"
1;49550;5;2;6;11;1;8;12;7;3;10;4;9
5;2;6;11;1;8;12;9;3;10;4;7;1;53948
1;53948;5;2;6;11;1;8;12;9;3;10;4;7
1;2;6;11;5;8;12;9;3;10;4;7;1;46274
1;46274;1;2;6;11;5;8;12;9;3;10;4;7
1;10;6;11;5;8;12;9;3;2;4;7;1;27076
1;27076;1;10;6;11;5;8;12;9;3;2;4;7
1;10;6;11;5;8;7;9;3;2;4;12;1;30744
1;30744;1;10;6;11;5;8;7;9;3;2;4;12
1;10;3;11;5;8;7;9;6;2;4;12;1;28856
1;28856;1;10;3;11;5;8;7;9;6;2;4;12
1;10;3;11;5;8;7;9;6;4;2;12;1;35534
1;35534;1;10;3;11;5;8;7;9;6;4;2;12
1;10;3;11;7;8;5;9;6;4;2;12;1;28738
1;28738;1;10;3;11;7;8;5;9;6;4;2;12
1;10;3;11;7;8;5;9;6;2;4;12;1;22060
1;22060;1;10;3;11;7;8;5;9;6;2;4;12
1;10;3;11;9;8;5;7;6;2;4;12;1;26768
1;26768;1;10;3;11;9;8;5;7;6;2;4;12
1;12;3;11;9;8;5;7;6;2;4;10;1;53368
1;53368;1;12;3;11;9;8;5;7;6;2;4;10
1;12;3;11;9;8;5;4;6;2;7;10;1;58016
1;58016;1;12;3;11;9;8;5;4;6;2;7;10
1;12;3;11;7;8;5;4;6;2;9;10;1;48632
1;48632;1;12;3;11;7;8;5;4;6;2;9;10
1;12;5;11;7;8;3;4;6;2;9;10;1;51036
1;51036;1;12;5;11;7;8;3;4;6;2;9;10
1;5;12;11;7;8;3;4;6;2;9;10;1;38800
1;38800;1;5;12;11;7;8;3;4;6;2;9;10
1;5;8;11;7;12;3;4;6;2;9;10;1;44526
1;44526;1;5;8;11;7;12;3;4;6;2;9;10
1;5;8;3;7;12;11;4;6;2;9;10;1;42242
1;42242;1;5;8;3;7;12;11;4;6;2;9;10
1;5;6;3;7;12;11;4;8;2;9;10;1;41766
1;41766;1;5;6;3;7;12;11;4;8;2;9;10
3;5;6;1;7;12;11;4;8;2;9;10;1;37660
1;37660;3;5;6;1;7;12;11;4;8;2;9;10
3;8;6;1;7;12;11;4;5;2;9;10;1;50292
1;50292;3;8;6;1;7;12;11;4;5;2;9;10
3;8;6;1;7;12;11;4;10;2;9;5;1;53020
2;50292;3;8;6;1;7;12;11;4;5;2;9;10
3;8;6;1;7;9;11;4;5;2;12;10;2;43956
2;43956;3;8;6;1;7;9;11;4;5;2;12;10
3;8;6;5;7;9;11;4;1;2;12;10;2;43040
2;43040;3;8;6;5;7;9;11;4;1;2;12;10
3;8;6;5;7;11;9;4;1;2;12;10;2;39846
2;39846;3;8;6;5;7;11;9;4;1;2;12;10
3;8;6;5;7;9;11;4;1;2;12;10;2;43040
2;43040;3;8;6;5;7;9;11;4;1;2;12;10
1;8;6;5;7;9;11;4;3;2;12;10;2;32944
2;32944;1;8;6;5;7;9;11;4;3;2;12;10
1;8;6;5;7;9;11;4;3;2;10;12;2;32236
2;32236;1;8;6;5;7;9;11;4;3;2;10;12
1;8;10;5;7;9;11;4;3;2;6;12;2;38016
2;32236;1;8;6;5;7;9;11;4;3;2;10;12
1;8;6;5;7;9;12;4;3;2;10;11;2;37186
2;37186;1;8;6;5;7;9;12;4;3;2;10;11
1;8;6;5;7;3;12;4;9;2;10;11;2;41232
2;41232;1;8;6;5;7;3;12;4;9;2;10;11
1;8;6;5;7;3;12;2;9;4;10;11;2;41890
2;41232;1;8;6;5;7;3;12;4;9;2;10;11
10;8;6;5;7;3;12;4;9;2;1;11;2;35976
2;35976;10;8;6;5;7;3;12;4;9;2;1;11
8;10;6;5;7;3;12;4;9;2;1;11;2;41906
2;41906;8;10;6;5;7;3;12;4;9;2;1;11
8;10;7;5;6;3;12;4;9;2;1;11;2;41302
2;41302;8;10;7;5;6;3;12;4;9;2;1;11
8;12;7;5;6;3;10;4;9;2;1;11;2;52542
2;52542;8;12;7;5;6;3;10;4;9;2;1;11
8;12;7;5;6;9;10;4;3;2;1;11;2;45812
2;45812;8;12;7;5;6;9;10;4;3;2;1;11
8;11;7;5;6;9;10;4;3;2;1;12;2;31986
2;31986;8;11;7;5;6;9;10;4;3;2;1;12
8;11;7;5;6;9;3;4;10;2;1;12;2;32274
2;32274;8;11;7;5;6;9;3;4;10;2;1;12
8;11;10;5;6;9;3;4;7;2;1;12;2;30552
2;30552;8;11;10;5;6;9;3;4;7;2;1;12
8;11;10;5;6;9;12;4;7;2;1;3;2;34590
2;34590;8;11;10;5;6;9;12;4;7;2;1;3
11;8;10;5;6;9;12;4;7;2;1;3;2;30796
3;30796;11;8;10;5;6;9;12;4;7;2;1;3
11;8;10;5;7;9;12;4;6;2;1;3;3;39272
3;39272;11;8;10;5;7;9;12;4;6;2;1;3
11;8;10;12;7;9;5;4;6;2;1;3;3;36230
3;36230;11;8;10;12;7;9;5;4;6;2;1;3
11;8;10;12;7;9;5;4;2;6;1;3;3;31496
3;31496;11;8;10;12;7;9;5;4;2;6;1;3
11;8;10;12;9;7;5;4;2;6;1;3;3;36888
3;36888;11;8;10;12;9;7;5;4;2;6;1;3
11;8;10;12;9;7;5;4;2;3;1;6;3;38616
3;38616;11;8;10;12;9;7;5;4;2;3;1;6
11;8;10;12;9;5;7;4;2;3;1;6;3;28972
3;28972;11;8;10;12;9;5;7;4;2;3;1;6
3;8;10;12;9;5;7;4;2;11;1;6;3;44468
3;28972;11;8;10;12;9;5;7;4;2;3;1;6
11;8;10;12;3;5;7;4;2;9;1;6;3;28968
3;28968;11;8;10;12;3;5;7;4;2;9;1;6
11;8;10;12;3;7;5;4;2;9;1;6;3;38612
3;38612;11;8;10;12;3;7;5;4;2;9;1;6
11;8;10;12;9;7;5;4;2;3;1;6;3;38616
3;38616;11;8;10;12;9;7;5;4;2;3;1;6
11;8;10;12;9;7;5;6;2;3;1;4;3;47776
3;47776;11;8;10;12;9;7;5;6;2;3;1;4
11;8;9;12;10;7;5;6;2;3;1;4;3;52430
3;47776;11;8;10;12;9;7;5;6;2;3;1;4
11;8;6;12;9;7;5;10;2;3;1;4;3;41960
3;41960;11;8;6;12;9;7;5;10;2;3;1;4
11;12;6;8;9;7;5;10;2;3;1;4;3;34266
3;34266;11;12;6;8;9;7;5;10;2;3;1;4
11;12;6;8;9;7;10;5;2;3;1;4;3;24274
3;24274;11;12;6;8;9;7;10;5;2;3;1;4
8;12;6;11;9;7;10;5;2;3;1;4;3;36964
3;24274;11;12;6;8;9;7;10;5;2;3;1;4
11;12;6;8;9;7;2;5;10;3;1;4;3;23342
