"X11";"X10";"X22";"X4";"X16";"X12";"X25";"X20";"X24";"X26";"X19";"X21";"X9";"X8";"X7";"X18";"X13";"X1";"X5";"X14";"X6";"X2";"X17";"X23";"X15";"X3";"generation"
11;10;22;4;16;12;25;20;24;26;19;21;9;8;7;18;13;1;5;14;6;2;17;23;15;3;1
15;12;25;3;22;16;2;11;24;26;6;21;9;8;7;18;13;1;5;20;19;23;17;10;14;4;1
16;7;22;4;12;6;24;17;19;25;21;11;26;20;10;18;13;1;5;8;9;23;14;2;15;3;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;13;1;14;2;16;8;15;22;9;3;1
7;10;22;4;16;12;25;17;19;24;21;11;26;20;18;5;2;3;14;13;6;8;15;23;9;1;1
11;10;22;4;16;12;15;5;24;26;6;21;9;8;7;18;13;3;14;20;19;23;17;2;25;1;1
26;5;23;20;12;6;14;17;19;2;21;11;7;4;13;18;25;1;24;10;16;8;15;22;9;3;1
15;12;19;1;17;16;23;21;20;18;9;11;7;4;13;5;2;3;14;24;6;25;22;10;26;8;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;22;9;8;15;16;1;1
25;18;23;4;12;6;11;17;19;7;16;24;14;20;10;5;2;3;26;13;21;8;15;22;9;1;1
20;18;23;4;12;6;24;17;19;25;21;9;14;7;26;5;2;3;10;13;16;8;15;22;11;1;1
25;11;19;4;20;10;3;9;21;12;24;5;6;7;26;1;2;23;14;13;16;8;15;17;22;18;1
7;1;12;22;9;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;4;23;8;15;16;18;1
25;11;10;3;26;8;2;21;13;7;16;24;14;5;12;17;18;22;9;19;4;23;15;20;6;1;1
25;1;10;3;26;8;2;21;13;7;16;24;14;5;12;17;18;22;9;19;4;23;6;15;20;11;1
25;1;10;3;26;8;2;21;13;7;16;24;14;5;12;17;18;22;9;19;4;23;6;15;20;11;1
25;1;10;3;4;8;2;21;20;19;16;9;11;5;12;17;15;26;6;7;23;22;24;18;13;14;1
4;1;10;3;26;8;2;21;13;7;16;12;9;15;11;5;17;20;6;19;23;22;24;18;25;14;1
15;11;19;3;25;16;2;4;20;10;8;12;9;1;21;5;17;26;6;7;23;22;24;18;13;14;1
4;8;11;20;16;15;3;10;17;19;22;12;9;26;21;5;25;1;24;14;6;2;23;18;13;7;1
10;5;23;4;12;6;24;17;19;25;21;11;26;8;7;18;13;1;14;2;16;20;15;22;9;3;1
6;7;22;4;16;13;24;17;19;25;21;11;26;20;10;5;2;1;18;8;9;23;14;12;15;3;1
2;1;22;4;16;12;25;14;13;7;26;24;21;5;8;17;18;10;9;19;3;23;6;15;20;11;1
11;10;22;3;26;8;2;21;24;16;6;14;9;12;7;18;13;1;5;20;19;23;17;25;15;4;1
22;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;15;7;9;1;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;22;15;8;9;1;1
4;8;14;20;16;15;3;10;25;19;2;12;9;1;21;5;17;26;6;7;23;22;24;18;13;11;1
4;8;11;20;16;15;3;10;25;19;2;21;14;5;12;17;18;22;9;7;23;26;24;1;13;6;1
7;1;12;22;9;8;18;16;19;25;21;11;26;20;10;5;2;3;14;13;4;23;6;15;17;24;1
25;18;23;5;12;6;11;17;19;7;16;24;14;4;10;20;2;3;26;13;21;8;15;22;9;1;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;15;22;9;1;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;15;22;9;1;1
25;1;8;18;20;10;3;5;21;12;24;9;14;7;26;13;2;16;22;19;4;23;6;15;17;11;1
25;18;1;17;22;14;3;5;21;12;24;9;10;7;26;13;2;16;8;19;4;23;6;15;20;11;1
25;17;10;21;26;8;11;5;22;2;6;20;13;3;14;1;18;12;9;19;4;23;16;15;24;7;1
10;15;7;26;21;12;11;5;24;2;6;20;13;3;14;17;18;22;9;19;4;23;1;8;16;25;1
21;10;22;8;16;12;9;20;5;26;6;11;7;4;13;18;25;1;24;14;19;23;17;2;15;3;1
26;12;6;3;22;16;10;21;20;5;9;11;7;4;13;18;25;1;24;14;19;23;17;2;15;8;1
25;1;10;3;26;8;16;21;13;7;2;12;9;5;24;17;18;22;14;19;4;23;6;15;20;11;1
4;8;11;20;16;15;2;21;13;7;3;12;9;1;10;5;17;26;6;19;23;22;24;18;25;14;1
7;18;8;16;12;6;24;17;13;25;21;11;26;20;10;5;2;3;14;19;4;23;15;22;9;1;1
7;1;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;15;22;9;18;1
11;10;22;4;16;12;25;14;17;26;6;21;9;8;7;2;13;1;5;20;19;23;24;18;15;3;1
4;1;11;20;16;12;25;14;24;26;6;21;9;8;7;18;13;19;2;15;23;22;3;5;17;10;1
25;1;10;3;7;8;2;13;24;26;6;21;9;5;12;17;18;22;14;19;4;23;16;15;20;11;1
3;10;22;2;16;12;25;14;24;26;17;21;9;8;7;18;13;1;5;19;4;23;6;15;20;11;1
15;20;6;3;25;11;2;21;13;7;16;24;14;5;12;17;18;22;9;19;4;23;1;10;26;8;1
26;23;10;3;17;16;19;21;20;5;9;11;7;4;13;18;25;1;24;14;6;2;22;15;12;8;1
7;18;23;4;12;6;24;15;19;25;21;11;26;20;10;5;22;3;14;13;16;8;17;2;9;1;1
11;10;2;4;19;12;25;5;24;26;6;21;17;23;7;18;20;1;14;13;16;8;15;22;9;3;1
25;1;10;3;26;8;2;21;13;7;16;24;14;5;12;17;18;22;9;19;4;23;6;15;20;11;1
25;1;10;3;26;8;2;21;13;7;16;24;14;5;12;17;18;22;9;19;4;23;6;15;20;11;1
11;10;1;2;8;26;25;21;13;7;16;24;14;5;12;17;18;22;9;19;4;23;6;15;20;3;1
2;1;10;3;16;12;25;21;13;7;26;24;14;5;8;17;18;22;9;19;4;23;6;15;20;11;1
26;8;11;20;16;15;3;10;25;19;2;12;9;1;21;5;17;4;6;7;23;22;24;18;13;14;1
4;8;11;20;16;15;3;10;25;19;2;12;9;1;21;5;17;26;6;7;23;22;24;18;13;14;1
10;14;22;4;12;6;24;9;16;25;21;11;26;8;7;18;13;1;5;20;19;23;17;2;15;3;1
12;7;22;4;16;6;24;17;19;5;21;11;26;20;10;18;13;1;25;8;9;23;14;2;15;3;1
15;12;19;1;17;6;23;21;20;5;9;11;7;4;24;18;2;3;14;13;16;25;22;10;26;8;1
7;18;23;4;12;16;24;17;19;25;21;11;26;20;15;5;8;3;14;13;6;2;22;10;9;1;1
7;22;23;4;12;6;15;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;24;18;9;1;1
4;8;11;20;16;15;26;10;25;19;17;12;9;1;21;5;2;3;14;13;23;22;24;18;7;6;1
11;7;22;4;19;12;25;18;24;9;6;21;26;20;10;5;2;3;14;13;16;8;17;23;15;1;1
10;14;8;4;12;6;24;9;16;25;21;11;26;22;7;18;13;1;5;20;19;23;17;2;15;3;1
15;13;19;3;25;9;23;21;20;7;16;24;14;5;12;17;18;22;11;4;6;2;1;10;26;8;1
17;5;15;3;26;8;23;21;12;7;16;9;19;4;13;18;25;1;24;14;6;2;22;10;20;11;1
25;1;10;3;26;8;2;21;13;7;16;24;14;5;12;17;18;22;9;19;4;23;6;15;20;11;1
25;1;10;3;26;8;2;21;13;7;16;24;14;5;12;17;18;22;9;19;4;23;6;15;20;11;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;15;22;9;1;1
3;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;7;14;13;16;8;15;22;9;1;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;15;2;3;14;13;16;8;5;22;9;1;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;15;22;9;1;1
7;2;23;6;10;4;24;20;19;25;21;11;26;5;12;17;18;22;9;13;16;8;15;3;14;1;1
25;11;10;3;26;8;2;21;13;7;16;24;14;5;12;17;18;15;20;19;4;23;6;22;9;1;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;15;22;9;1;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;15;22;9;1;1
15;12;19;3;17;16;23;21;20;5;9;11;7;4;13;18;25;1;24;14;6;2;22;10;26;8;1
15;12;19;3;17;16;23;21;20;5;9;11;7;4;13;18;25;1;24;14;6;2;22;10;26;8;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;15;22;9;1;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;15;22;9;1;1
4;8;11;20;16;15;3;10;25;19;2;12;9;1;21;5;17;26;6;7;23;22;24;18;13;14;1
4;8;11;20;16;15;3;10;25;19;2;12;9;1;21;5;17;26;6;7;23;22;24;18;13;14;1
7;18;23;4;12;6;24;17;13;25;21;11;26;20;10;5;2;3;14;19;16;8;15;22;9;1;1
7;18;23;4;12;6;24;17;19;25;21;11;26;20;10;5;2;3;14;13;16;8;15;22;9;1;1
25;18;10;3;26;8;2;21;13;7;16;24;14;5;12;20;11;4;23;19;17;6;15;22;9;1;1
7;1;12;3;14;8;2;16;9;25;21;11;26;20;10;5;18;22;19;13;4;23;6;15;17;24;1
10;15;2;4;21;13;11;3;20;7;16;24;14;5;12;17;18;22;19;1;26;9;23;8;6;25;1
25;17;7;18;21;12;11;5;22;16;6;20;13;3;14;1;4;8;9;19;26;23;2;15;24;10;1
25;1;15;3;26;8;23;21;13;7;16;24;14;5;12;17;18;6;9;19;4;2;22;10;20;11;1
10;12;14;3;17;16;2;21;20;5;24;11;7;1;13;25;18;22;9;19;4;23;6;15;26;8;1
4;22;11;20;23;24;26;21;25;19;17;12;9;1;10;5;2;3;14;13;16;8;15;18;7;6;1
7;18;23;4;2;6;24;17;19;25;11;12;9;20;10;5;21;3;14;13;16;8;15;22;26;1;1
4;8;12;25;16;15;3;21;20;5;9;11;7;1;10;19;17;26;6;2;23;22;24;18;13;14;1
15;12;19;3;17;16;18;21;20;5;9;11;7;4;13;10;25;1;2;14;6;22;24;23;26;8;1
7;1;23;4;12;6;24;17;19;25;16;2;14;5;26;21;18;22;9;13;3;10;8;15;20;11;1
25;2;8;26;10;3;1;21;13;7;16;24;14;5;12;17;18;22;9;19;4;23;6;15;20;11;1
25;1;10;3;26;5;2;24;13;12;16;21;9;8;7;17;18;22;14;19;4;23;6;15;20;11;1
11;10;1;19;16;12;25;14;24;26;6;21;5;8;7;13;18;22;9;20;4;23;17;2;15;3;1
10;5;23;4;12;11;24;17;19;25;6;21;9;8;7;18;13;3;14;2;16;20;15;22;26;1;1
11;7;22;4;16;12;25;14;24;26;6;19;9;8;10;5;2;3;18;20;21;23;17;13;15;1;1
11;10;22;4;16;12;25;20;24;26;19;21;9;8;7;18;13;1;5;14;6;2;17;23;15;3;2
11;22;10;4;16;8;25;20;24;26;19;21;9;2;7;18;13;1;5;14;6;12;17;23;15;3;2
12;6;15;3;4;18;7;5;16;9;13;2;20;23;25;1;19;11;17;14;8;26;21;10;24;22;2
12;6;15;3;4;18;7;5;16;9;13;2;20;23;25;11;19;1;17;14;8;26;21;10;24;22;2
21;17;2;16;4;18;26;8;25;5;24;6;15;23;11;10;20;1;13;9;12;19;14;3;7;22;2
21;17;18;19;4;2;9;20;25;26;24;6;15;23;11;7;8;22;5;13;12;16;14;1;10;3;2
21;17;22;19;4;18;26;8;25;5;24;6;9;23;11;10;20;3;13;15;12;16;14;1;7;2;2
11;17;2;16;4;18;25;8;24;26;19;21;15;23;10;3;20;1;13;9;6;12;14;5;7;22;2
12;22;10;4;6;8;25;20;24;26;19;11;9;2;7;18;13;1;5;14;16;21;17;23;15;3;2
11;22;10;4;6;8;25;20;24;26;19;21;9;2;7;18;13;1;5;14;16;12;17;23;15;3;2
11;15;18;4;16;2;25;20;24;26;19;21;9;8;7;22;13;1;5;14;6;12;17;23;10;3;2
11;15;22;4;16;2;25;20;24;26;19;21;9;8;7;18;13;1;5;14;6;12;17;23;10;3;2
12;22;15;4;16;21;25;26;24;9;19;11;20;8;7;18;13;1;5;14;6;2;17;23;10;3;2
12;15;22;6;16;21;7;17;26;9;19;2;4;8;25;1;13;11;5;14;23;20;18;10;24;3;2
11;15;22;4;16;2;25;20;24;26;19;21;9;8;7;18;13;1;5;14;6;12;17;23;10;3;2
11;15;22;4;16;2;25;20;24;26;19;21;9;8;7;18;13;1;5;14;6;12;17;23;10;3;2
9;3;22;4;16;18;25;7;24;14;19;21;11;8;20;2;13;1;17;10;6;12;5;23;26;15;2
24;6;22;3;4;11;7;5;2;14;13;16;9;23;20;18;19;1;17;25;8;26;21;10;12;15;2
24;17;2;1;4;18;7;5;19;14;13;16;15;23;25;11;20;3;6;9;8;22;21;10;12;26;2
21;13;2;19;4;18;26;8;25;5;24;6;22;23;11;10;9;3;17;20;7;16;14;1;12;15;2
21;6;15;17;4;13;26;8;25;9;24;5;20;23;11;10;19;3;18;14;12;16;2;1;7;22;2
21;3;15;4;6;13;26;8;25;9;24;19;23;2;17;10;14;11;18;5;12;16;20;22;7;1;2
12;24;18;4;16;2;25;20;15;26;19;11;9;8;7;22;13;1;5;14;6;21;17;23;10;3;2
12;24;18;4;16;14;25;20;15;9;19;21;26;8;7;22;13;1;5;2;6;11;17;23;10;3;2
9;6;15;4;16;2;25;7;24;14;19;21;11;23;20;18;13;1;5;10;22;12;17;8;26;3;2
9;6;15;3;4;18;5;7;16;14;13;2;20;23;25;1;19;11;17;12;8;26;21;10;24;22;2
24;6;22;3;4;18;7;5;2;14;13;16;9;23;25;11;19;1;17;20;8;26;21;10;12;15;2
24;6;22;3;4;18;7;5;2;14;13;16;9;23;25;11;19;1;17;20;8;26;21;10;12;15;2
11;17;2;19;4;18;5;8;25;26;24;21;15;23;6;10;20;3;13;9;12;16;14;1;7;22;2
21;3;2;19;4;18;26;8;25;5;24;6;17;15;11;10;20;23;13;9;12;16;14;1;7;22;2
24;6;22;3;4;18;7;20;2;14;13;16;9;23;25;11;19;1;17;5;8;26;21;12;10;15;2
24;3;22;11;9;18;7;5;10;14;13;16;26;8;25;21;19;1;17;20;6;2;4;23;12;15;2
12;15;22;4;16;21;25;20;24;9;19;11;26;8;7;18;13;1;5;14;6;2;17;23;10;3;2
12;15;22;4;16;2;25;20;24;9;19;11;26;8;7;18;13;1;5;14;6;21;17;23;10;3;2
24;15;22;6;16;21;7;17;2;20;19;4;26;8;25;11;13;1;5;14;23;9;18;12;10;3;2
24;6;22;3;11;18;7;5;2;14;13;16;10;15;25;20;19;1;17;9;8;26;21;23;12;4;2
11;15;22;4;16;2;25;20;24;26;19;21;9;8;7;18;13;1;5;14;6;12;17;23;10;3;2
11;22;15;4;6;8;25;20;24;26;19;21;9;2;7;18;13;1;5;14;16;12;17;23;10;3;2
21;23;17;4;6;13;26;8;25;9;24;19;15;2;11;10;14;3;18;5;12;16;20;22;7;1;2
11;22;10;4;6;8;25;20;7;26;19;21;9;2;24;23;13;1;5;14;12;16;17;18;15;3;2
