"X8";"X31";"X16";"X4";"X18";"X12";"X20";"X17";"X14";"X3";"X27";"X7";"X30";"X11";"X15";"X23";"X32";"X13";"X26";"X28";"X24";"X21";"X1";"X19";"X2";"X9";"X6";"X10";"X25";"X22";"X29";"X5";"generation"
8;31;16;4;18;12;20;17;14;3;27;7;30;11;15;23;32;13;26;28;24;21;1;19;2;9;6;10;25;22;29;5;1
10;26;29;20;22;8;24;17;14;1;27;7;30;11;15;23;32;25;9;28;4;21;5;19;6;31;12;3;16;18;13;2;1
4;24;23;20;18;30;27;9;8;7;21;13;12;1;5;3;26;25;28;2;29;16;19;17;14;15;11;10;6;31;22;32;1
11;22;32;27;20;28;18;30;7;9;14;13;17;8;5;3;26;21;4;15;29;16;10;23;1;12;19;2;6;31;25;24;1
9;22;32;13;6;28;18;12;14;1;27;7;30;11;15;23;26;25;4;2;29;16;19;3;8;17;10;5;20;24;21;31;1
6;31;27;32;18;30;22;11;7;9;14;13;12;1;5;3;26;25;4;2;29;16;19;23;8;17;10;15;20;24;21;28;1
28;24;23;20;18;30;16;29;5;7;3;14;15;13;4;21;11;22;8;10;9;27;26;17;1;12;19;2;6;31;25;32;1
28;24;23;20;18;30;16;29;5;7;3;14;15;13;4;21;11;22;8;10;9;27;26;17;1;12;19;2;6;31;25;32;1
28;24;12;20;18;30;27;9;5;7;21;14;11;13;1;3;26;25;4;2;22;16;19;23;8;17;10;15;6;31;29;32;1
11;22;32;27;18;30;16;29;5;9;14;13;12;1;7;3;26;25;4;2;28;6;19;23;8;17;10;15;20;24;21;31;1
28;24;12;20;18;30;27;29;5;7;3;14;15;13;4;21;11;22;1;26;9;16;19;23;8;17;10;2;6;31;25;32;1
26;25;32;27;6;28;18;30;5;7;3;14;15;13;4;21;11;22;8;10;9;16;19;23;29;17;2;12;20;24;1;31;1
28;24;23;20;16;29;18;30;7;9;14;13;12;1;5;3;26;25;4;2;8;27;11;17;21;15;19;10;6;31;22;32;1
15;3;32;16;20;28;18;30;7;29;14;13;23;4;5;21;11;22;8;10;9;27;26;17;1;12;19;2;6;31;25;24;1
11;22;32;10;6;28;18;30;7;9;15;13;12;1;5;3;26;25;4;2;29;16;19;23;8;17;27;14;20;24;21;31;1
20;8;9;19;28;13;21;7;22;4;10;17;12;1;16;3;26;25;31;6;2;30;18;15;32;24;27;14;11;5;23;29;1
11;22;8;27;6;28;18;30;7;9;14;13;12;1;5;3;26;25;4;2;29;16;19;15;32;24;10;23;20;17;21;31;1
