"X1";"X39356";"X3";"X12";"X7";"X8";"X2";"X11";"X9";"X1.1";"X5";"X4";"X6";"X10"
1;39356;3;12;7;8;2;11;9;1;5;4;6;10
3;12;7;11;2;8;9;1;5;4;6;10;1;49764
1;39356;3;12;7;8;2;11;9;1;5;4;6;10
3;12;7;8;2;11;9;5;1;4;6;10;1;52638
1;52638;3;12;7;8;2;11;9;5;1;4;6;10
3;12;7;11;2;8;9;5;1;4;6;10;1;62974
1;62974;3;12;7;11;2;8;9;5;1;4;6;10
1;12;7;11;2;8;9;5;3;4;6;10;1;65718
1;65718;1;12;7;11;2;8;9;5;3;4;6;10
1;4;7;11;2;8;9;5;3;12;6;10;1;45806
1;45806;1;4;7;11;2;8;9;5;3;12;6;10
1;4;7;11;2;8;9;5;12;3;6;10;1;27658
1;27658;1;4;7;11;2;8;9;5;12;3;6;10
1;4;7;11;2;8;9;10;12;3;6;5;1;33868
1;33868;1;4;7;11;2;8;9;10;12;3;6;5
1;4;7;11;5;8;9;10;12;3;6;2;1;40508
1;40508;1;4;7;11;5;8;9;10;12;3;6;2
1;4;7;11;5;8;9;10;3;12;6;2;1;46196
1;46196;1;4;7;11;5;8;9;10;3;12;6;2
1;4;7;11;5;8;9;12;3;10;6;2;1;47620
1;47620;1;4;7;11;5;8;9;12;3;10;6;2
1;2;7;11;5;8;9;12;3;10;6;4;1;56404
1;56404;1;2;7;11;5;8;9;12;3;10;6;4
1;2;4;11;5;8;9;12;3;10;6;7;1;55646
1;55646;1;2;4;11;5;8;9;12;3;10;6;7
1;2;4;11;5;8;10;12;3;9;6;7;1;47818
1;47818;1;2;4;11;5;8;10;12;3;9;6;7
8;2;4;11;5;1;10;12;3;9;6;7;1;44236
1;44236;8;2;4;11;5;1;10;12;3;9;6;7
8;2;5;11;4;1;10;12;3;9;6;7;1;43010
1;43010;8;2;5;11;4;1;10;12;3;9;6;7
6;2;5;11;4;1;10;12;3;9;8;7;1;35214
1;35214;6;2;5;11;4;1;10;12;3;9;8;7
6;2;5;11;4;1;10;12;8;9;3;7;1;35174
1;35174;6;2;5;11;4;1;10;12;8;9;3;7
6;2;5;11;4;1;3;12;8;9;10;7;1;31730
1;31730;6;2;5;11;4;1;3;12;8;9;10;7
6;4;5;11;2;1;3;12;8;9;10;7;1;25646
1;25646;6;4;5;11;2;1;3;12;8;9;10;7
6;4;5;11;2;12;3;1;8;9;10;7;1;44410
2;44410;6;4;5;11;2;12;3;1;8;9;10;7
6;4;5;11;2;7;3;1;8;9;10;12;2;37404
2;37404;6;4;5;11;2;7;3;1;8;9;10;12
6;7;5;11;2;4;3;1;8;9;10;12;2;52438
2;37404;6;4;5;11;2;7;3;1;8;9;10;12
6;4;5;11;2;7;3;9;8;1;10;12;2;42536
2;42536;6;4;5;11;2;7;3;9;8;1;10;12
6;4;5;11;2;9;3;7;8;1;10;12;2;25162
2;25162;6;4;5;11;2;9;3;7;8;1;10;12
6;4;11;5;2;9;3;7;8;1;10;12;2;30746
2;30746;6;4;11;5;2;9;3;7;8;1;10;12
6;4;11;5;8;9;3;7;2;1;10;12;2;32326
2;32326;6;4;11;5;8;9;3;7;2;1;10;12
6;4;12;5;8;9;3;7;2;1;10;11;2;29240
2;29240;6;4;12;5;8;9;3;7;2;1;10;11
6;4;12;3;8;9;5;7;2;1;10;11;2;31434
2;31434;6;4;12;3;8;9;5;7;2;1;10;11
6;4;12;3;8;9;5;7;1;2;10;11;2;36430
2;36430;6;4;12;3;8;9;5;7;1;2;10;11
6;4;12;3;8;5;9;7;1;2;10;11;2;44010
2;44010;6;4;12;3;8;5;9;7;1;2;10;11
6;4;12;1;8;5;9;7;3;2;10;11;2;45314
2;45314;6;4;12;1;8;5;9;7;3;2;10;11
6;4;3;1;8;5;9;7;12;2;10;11;2;50700
2;50700;6;4;3;1;8;5;9;7;12;2;10;11
6;4;3;1;8;5;12;7;9;2;10;11;2;49112
2;49112;6;4;3;1;8;5;12;7;9;2;10;11
6;4;11;1;8;5;12;7;9;2;10;3;2;44324
2;44324;6;4;11;1;8;5;12;7;9;2;10;3
6;4;7;1;8;5;12;11;9;2;10;3;2;56640
2;56640;6;4;7;1;8;5;12;11;9;2;10;3
6;4;7;1;8;2;12;11;9;5;10;3;2;27480
2;27480;6;4;7;1;8;2;12;11;9;5;10;3
8;4;7;1;6;2;12;11;9;5;10;3;2;30512
2;30512;8;4;7;1;6;2;12;11;9;5;10;3
8;4;12;1;6;2;7;11;9;5;10;3;2;29236
2;29236;8;4;12;1;6;2;7;11;9;5;10;3
4;8;12;1;6;2;7;11;9;5;10;3;2;32838
2;32838;4;8;12;1;6;2;7;11;9;5;10;3
9;8;12;1;6;2;7;11;4;5;10;3;2;36264
3;36264;9;8;12;1;6;2;7;11;4;5;10;3
9;11;12;1;6;2;7;8;4;5;10;3;3;42132
3;42132;9;11;12;1;6;2;7;8;4;5;10;3
9;11;12;1;6;2;7;4;8;5;10;3;3;52578
3;42132;9;11;12;1;6;2;7;8;4;5;10;3
9;11;12;1;6;4;7;8;2;5;10;3;3;39964
3;39964;9;11;12;1;6;4;7;8;2;5;10;3
9;2;12;1;6;4;7;8;11;5;10;3;3;35010
3;35010;9;2;12;1;6;4;7;8;11;5;10;3
9;3;12;1;6;4;7;8;11;5;10;2;3;44586
3;44586;9;3;12;1;6;4;7;8;11;5;10;2
9;3;12;1;6;4;7;8;2;5;10;11;3;36722
3;36722;9;3;12;1;6;4;7;8;2;5;10;11
9;3;8;1;6;4;7;12;2;5;10;11;3;48358
3;36722;9;3;12;1;6;4;7;8;2;5;10;11
9;3;1;12;6;4;7;8;2;5;10;11;3;32598
3;32598;9;3;1;12;6;4;7;8;2;5;10;11
4;3;1;12;6;9;7;8;2;5;10;11;3;31502
3;31502;4;3;1;12;6;9;7;8;2;5;10;11
4;3;6;12;1;9;7;8;2;5;10;11;3;37622
3;37622;4;3;6;12;1;9;7;8;2;5;10;11
9;3;6;12;1;4;7;8;2;5;10;11;3;40500
3;40500;9;3;6;12;1;4;7;8;2;5;10;11
9;3;6;12;1;8;7;4;2;5;10;11;3;59418
3;40500;9;3;6;12;1;4;7;8;2;5;10;11
9;3;6;12;1;4;10;8;2;5;7;11;3;37504
3;37504;9;3;6;12;1;4;10;8;2;5;7;11
9;3;2;12;1;4;10;8;6;5;7;11;3;41442
3;41442;9;3;2;12;1;4;10;8;6;5;7;11
9;3;2;12;10;4;1;8;6;5;7;11;3;39736
3;39736;9;3;2;12;10;4;1;8;6;5;7;11
9;3;2;12;1;4;10;8;6;5;7;11;3;41442
3;41442;9;3;2;12;1;4;10;8;6;5;7;11
9;6;2;12;1;4;10;8;3;5;7;11;3;32092
3;32092;9;6;2;12;1;4;10;8;3;5;7;11
9;3;2;12;1;4;10;8;6;5;7;11;3;41442
3;41442;9;3;2;12;1;4;10;8;6;5;7;11
9;3;2;12;1;4;10;8;7;5;6;11;3;41510
3;41510;9;3;2;12;1;4;10;8;7;5;6;11
9;3;2;12;5;4;10;8;7;1;6;11;3;45246
4;45246;9;3;2;12;5;4;10;8;7;1;6;11
9;3;2;5;12;4;10;8;7;1;6;11;4;43526
4;43526;9;3;2;5;12;4;10;8;7;1;6;11
9;2;3;5;12;4;10;8;7;1;6;11;4;41050
4;41050;9;2;3;5;12;4;10;8;7;1;6;11
9;2;3;7;12;4;10;8;5;1;6;11;4;37402
4;37402;9;2;3;7;12;4;10;8;5;1;6;11
9;2;11;7;12;4;10;8;5;1;6;3;4;36230
4;36230;9;2;11;7;12;4;10;8;5;1;6;3
1;2;11;7;12;4;10;8;5;9;6;3;4;43716
4;36230;9;2;11;7;12;4;10;8;5;1;6;3
11;2;9;7;12;4;10;8;5;1;6;3;4;44442
4;44442;11;2;9;7;12;4;10;8;5;1;6;3
11;2;12;7;9;4;10;8;5;1;6;3;4;48124
4;48124;11;2;12;7;9;4;10;8;5;1;6;3
12;2;11;7;9;4;10;8;5;1;6;3;4;36082
4;36082;12;2;11;7;9;4;10;8;5;1;6;3
12;2;11;7;6;4;10;8;5;1;9;3;4;36864
4;36864;12;2;11;7;6;4;10;8;5;1;9;3
12;11;2;7;6;4;10;8;5;1;9;3;4;40456
4;40456;12;11;2;7;6;4;10;8;5;1;9;3
12;11;2;7;5;4;10;8;6;1;9;3;4;41702
4;41702;12;11;2;7;5;4;10;8;6;1;9;3
6;11;2;7;5;4;10;8;12;1;9;3;4;40440
4;40440;6;11;2;7;5;4;10;8;12;1;9;3
6;11;2;7;3;4;10;8;12;1;9;5;4;43648
4;43648;6;11;2;7;3;4;10;8;12;1;9;5
6;11;2;7;10;4;3;8;12;1;9;5;4;41458
4;41458;6;11;2;7;10;4;3;8;12;1;9;5
6;7;2;11;10;4;3;8;12;1;9;5;4;50450
4;50450;6;7;2;11;10;4;3;8;12;1;9;5
6;7;8;11;10;4;3;2;12;1;9;5;4;50410
4;50410;6;7;8;11;10;4;3;2;12;1;9;5
6;7;2;11;10;4;3;8;12;1;9;5;4;50450
4;50450;6;7;2;11;10;4;3;8;12;1;9;5
6;7;5;11;10;4;3;8;12;1;9;2;4;44024
4;44024;6;7;5;11;10;4;3;8;12;1;9;2
6;7;5;2;10;4;3;8;12;1;9;11;4;47432
4;47432;6;7;5;2;10;4;3;8;12;1;9;11
6;7;4;2;10;5;3;8;12;1;9;11;4;40082
5;40082;6;7;4;2;10;5;3;8;12;1;9;11
6;7;4;9;10;5;3;8;12;1;2;11;5;39336
5;39336;6;7;4;9;10;5;3;8;12;1;2;11
6;7;4;11;10;5;3;8;12;1;2;9;5;40030
5;40030;6;7;4;11;10;5;3;8;12;1;2;9
6;7;4;11;10;8;3;5;12;1;2;9;5;60262
5;60262;6;7;4;11;10;8;3;5;12;1;2;9
6;7;4;11;10;8;3;9;12;1;2;5;5;60830
5;60830;6;7;4;11;10;8;3;9;12;1;2;5
3;7;4;11;10;8;6;9;12;1;2;5;5;56788
5;56788;3;7;4;11;10;8;6;9;12;1;2;5
6;7;4;11;10;8;3;9;12;1;2;5;5;60830
5;60830;6;7;4;11;10;8;3;9;12;1;2;5
5;7;4;11;10;8;3;9;12;1;2;6;5;43994
5;43994;5;7;4;11;10;8;3;9;12;1;2;6
5;7;4;11;10;8;12;9;3;1;2;6;5;49440
5;43994;5;7;4;11;10;8;3;9;12;1;2;6
5;1;4;11;10;8;3;9;12;7;2;6;5;38418
5;38418;5;1;4;11;10;8;3;9;12;7;2;6
4;1;5;11;10;8;3;9;12;7;2;6;5;38804
5;38804;4;1;5;11;10;8;3;9;12;7;2;6
4;1;5;11;10;8;3;9;7;12;2;6;5;33490
5;33490;4;1;5;11;10;8;3;9;7;12;2;6
4;1;3;11;10;8;5;9;7;12;2;6;5;31826
5;31826;4;1;3;11;10;8;5;9;7;12;2;6
4;1;3;11;10;7;5;9;8;12;2;6;5;30210
5;30210;4;1;3;11;10;7;5;9;8;12;2;6
4;1;3;11;10;7;9;5;8;12;2;6;5;39646
5;30210;4;1;3;11;10;7;5;9;8;12;2;6
4;7;3;11;10;1;5;9;8;12;2;6;5;33712
5;33712;4;7;3;11;10;1;5;9;8;12;2;6
4;10;3;11;7;1;5;9;8;12;2;6;5;35308
5;35308;4;10;3;11;7;1;5;9;8;12;2;6
4;10;3;11;7;9;5;1;8;12;2;6;5;55024
5;55024;4;10;3;11;7;9;5;1;8;12;2;6
4;3;10;11;7;9;5;1;8;12;2;6;5;50712
5;50712;4;3;10;11;7;9;5;1;8;12;2;6
4;3;10;11;8;9;5;1;7;12;2;6;5;47394
5;47394;4;3;10;11;8;9;5;1;7;12;2;6
4;3;10;11;8;9;5;6;7;12;2;1;5;41380
6;41380;4;3;10;11;8;9;5;6;7;12;2;1
4;12;10;11;8;9;5;6;7;3;2;1;6;55626
6;41380;4;3;10;11;8;9;5;6;7;12;2;1
4;2;10;11;8;9;5;6;7;12;3;1;6;39540
6;39540;4;2;10;11;8;9;5;6;7;12;3;1
6;2;10;11;8;9;5;4;7;12;3;1;6;51562
6;51562;6;2;10;11;8;9;5;4;7;12;3;1
6;8;10;11;2;9;5;4;7;12;3;1;6;52864
6;52864;6;8;10;11;2;9;5;4;7;12;3;1
6;8;10;2;11;9;5;4;7;12;3;1;6;50544
6;50544;6;8;10;2;11;9;5;4;7;12;3;1
6;8;9;2;11;10;5;4;7;12;3;1;6;47312
6;47312;6;8;9;2;11;10;5;4;7;12;3;1
6;8;2;9;11;10;5;4;7;12;3;1;6;47456
6;47456;6;8;2;9;11;10;5;4;7;12;3;1
6;5;2;9;11;10;8;4;7;12;3;1;6;49156
6;49156;6;5;2;9;11;10;8;4;7;12;3;1
6;5;2;9;11;10;12;4;7;8;3;1;6;33818
6;33818;6;5;2;9;11;10;12;4;7;8;3;1
7;5;2;9;11;10;12;4;6;8;3;1;6;29664
6;29664;7;5;2;9;11;10;12;4;6;8;3;1
7;5;2;9;3;10;12;4;6;8;11;1;6;24210
6;24210;7;5;2;9;3;10;12;4;6;8;11;1
7;5;2;9;3;10;8;4;6;12;11;1;6;39548
6;24210;7;5;2;9;3;10;12;4;6;8;11;1
7;5;2;9;3;10;11;4;6;8;12;1;6;28418
6;28418;7;5;2;9;3;10;11;4;6;8;12;1
7;5;2;9;3;10;4;11;6;8;12;1;6;22738
6;22738;7;5;2;9;3;10;4;11;6;8;12;1
7;5;2;9;3;1;4;11;6;8;12;10;6;28714
6;28714;7;5;2;9;3;1;4;11;6;8;12;10
7;5;2;9;3;1;8;11;6;4;12;10;6;43790
6;28714;7;5;2;9;3;1;4;11;6;8;12;10
3;5;2;9;7;1;4;11;6;8;12;10;6;32038
6;32038;3;5;2;9;7;1;4;11;6;8;12;10
3;5;2;11;7;1;4;9;6;8;12;10;6;35508
6;35508;3;5;2;11;7;1;4;9;6;8;12;10
3;5;2;11;12;1;4;9;6;8;7;10;6;39534
6;39534;3;5;2;11;12;1;4;9;6;8;7;10
3;5;2;6;12;1;4;9;11;8;7;10;6;39140
7;39140;3;5;2;6;12;1;4;9;11;8;7;10
3;5;2;6;12;1;4;11;9;8;7;10;7;33828
7;33828;3;5;2;6;12;1;4;11;9;8;7;10
3;5;2;8;12;1;4;11;9;6;7;10;7;32630
7;32630;3;5;2;8;12;1;4;11;9;6;7;10
3;5;2;8;1;12;4;11;9;6;7;10;7;34756
7;34756;3;5;2;8;1;12;4;11;9;6;7;10
3;5;11;8;1;12;4;2;9;6;7;10;7;47228
7;47228;3;5;11;8;1;12;4;2;9;6;7;10
3;5;11;8;1;12;4;7;9;6;2;10;7;53788
7;53788;3;5;11;8;1;12;4;7;9;6;2;10
3;5;11;8;1;12;7;4;9;6;2;10;7;37420
7;37420;3;5;11;8;1;12;7;4;9;6;2;10
9;5;11;8;1;12;7;4;3;6;2;10;7;52402
7;52402;9;5;11;8;1;12;7;4;3;6;2;10
9;5;11;8;1;12;7;4;2;6;3;10;7;52348
7;52348;9;5;11;8;1;12;7;4;2;6;3;10
9;5;11;3;1;12;7;4;2;6;8;10;7;53788
7;53788;9;5;11;3;1;12;7;4;2;6;8;10
9;5;11;6;1;12;7;4;2;3;8;10;7;54608
7;54608;9;5;11;6;1;12;7;4;2;3;8;10
3;5;11;6;1;12;7;4;2;9;8;10;7;46886
7;46886;3;5;11;6;1;12;7;4;2;9;8;10
3;8;11;6;1;12;7;4;2;9;5;10;7;58366
7;58366;3;8;11;6;1;12;7;4;2;9;5;10
3;8;11;6;9;12;7;4;2;1;5;10;7;54066
7;54066;3;8;11;6;9;12;7;4;2;1;5;10
3;12;11;6;9;8;7;4;2;1;5;10;7;53610
7;53610;3;12;11;6;9;8;7;4;2;1;5;10
3;12;8;6;9;11;7;4;2;1;5;10;7;43448
7;43448;3;12;8;6;9;11;7;4;2;1;5;10
3;12;8;6;10;11;7;4;2;1;5;9;7;47348
7;47348;3;12;8;6;10;11;7;4;2;1;5;9
8;12;3;6;10;11;7;4;2;1;5;9;7;42354
7;42354;8;12;3;6;10;11;7;4;2;1;5;9
8;12;10;6;3;11;7;4;2;1;5;9;7;44338
7;44338;8;12;10;6;3;11;7;4;2;1;5;9
4;12;10;6;3;11;7;8;2;1;5;9;7;40494
7;40494;4;12;10;6;3;11;7;8;2;1;5;9
4;12;10;6;3;11;7;1;2;8;5;9;7;38064
8;38064;4;12;10;6;3;11;7;1;2;8;5;9
4;12;10;6;3;7;11;1;2;8;5;9;8;44378
8;44378;4;12;10;6;3;7;11;1;2;8;5;9
4;11;10;6;3;7;12;1;2;8;5;9;8;45494
8;45494;4;11;10;6;3;7;12;1;2;8;5;9
4;11;10;6;7;3;12;1;2;8;5;9;8;47378
8;47378;4;11;10;6;7;3;12;1;2;8;5;9
4;8;10;6;7;3;12;1;2;11;5;9;8;46384
8;46384;4;8;10;6;7;3;12;1;2;11;5;9
4;8;1;6;7;3;12;10;2;11;5;9;8;51020
8;51020;4;8;1;6;7;3;12;10;2;11;5;9
4;7;1;6;8;3;12;10;2;11;5;9;8;50176
8;50176;4;7;1;6;8;3;12;10;2;11;5;9
4;12;1;6;8;3;7;10;2;11;5;9;8;53604
8;53604;4;12;1;6;8;3;7;10;2;11;5;9
4;12;1;6;2;3;7;10;8;11;5;9;8;49622
8;49622;4;12;1;6;2;3;7;10;8;11;5;9
4;12;1;6;3;2;7;10;8;11;5;9;8;43690
8;43690;4;12;1;6;3;2;7;10;8;11;5;9
4;12;3;6;1;2;7;10;8;11;5;9;8;47976
8;43690;4;12;1;6;3;2;7;10;8;11;5;9
4;12;5;6;3;2;7;10;8;11;1;9;8;45080
8;45080;4;12;5;6;3;2;7;10;8;11;1;9
4;12;5;6;3;2;7;10;1;11;8;9;8;44996
8;44996;4;12;5;6;3;2;7;10;1;11;8;9
4;12;5;6;3;2;7;8;1;11;10;9;8;33866
8;33866;4;12;5;6;3;2;7;8;1;11;10;9
4;3;5;6;12;2;7;8;1;11;10;9;8;34362
8;34362;4;3;5;6;12;2;7;8;1;11;10;9
4;12;5;6;3;2;7;8;1;11;10;9;8;33866
8;33866;4;12;5;6;3;2;7;8;1;11;10;9
4;12;5;6;3;11;7;8;1;2;10;9;8;42518
8;33866;4;12;5;6;3;2;7;8;1;11;10;9
4;12;5;6;11;2;7;8;1;3;10;9;8;49920
8;49920;4;12;5;6;11;2;7;8;1;3;10;9
4;12;5;6;11;2;1;8;7;3;10;9;8;52368
8;52368;4;12;5;6;11;2;1;8;7;3;10;9
4;12;5;6;11;2;1;7;8;3;10;9;8;50218
8;50218;4;12;5;6;11;2;1;7;8;3;10;9
4;12;5;6;11;2;1;7;8;3;9;10;8;51482
9;51482;4;12;5;6;11;2;1;7;8;3;9;10
4;8;5;6;11;2;1;7;12;3;9;10;9;50052
9;50052;4;8;5;6;11;2;1;7;12;3;9;10
4;8;5;6;11;12;1;7;2;3;9;10;9;50520
9;50520;4;8;5;6;11;12;1;7;2;3;9;10
4;8;5;6;11;12;1;2;7;3;9;10;9;56122
9;50520;4;8;5;6;11;12;1;7;2;3;9;10
5;8;4;6;11;12;1;7;2;3;9;10;9;45110
9;45110;5;8;4;6;11;12;1;7;2;3;9;10
5;4;8;6;11;12;1;7;2;3;9;10;9;57830
9;57830;5;4;8;6;11;12;1;7;2;3;9;10
5;4;11;6;8;12;1;7;2;3;9;10;9;59174
9;59174;5;4;11;6;8;12;1;7;2;3;9;10
5;4;11;6;12;8;1;7;2;3;9;10;9;55380
9;55380;5;4;11;6;12;8;1;7;2;3;9;10
5;4;11;6;12;9;1;7;2;3;8;10;9;57260
9;57260;5;4;11;6;12;9;1;7;2;3;8;10
5;4;11;6;12;9;1;10;2;3;8;7;9;58062
9;57260;5;4;11;6;12;9;1;7;2;3;8;10
5;4;11;6;12;7;1;9;2;3;8;10;9;60402
9;60402;5;4;11;6;12;7;1;9;2;3;8;10
5;4;11;3;12;7;1;9;2;6;8;10;9;51448
9;51448;5;4;11;3;12;7;1;9;2;6;8;10
5;4;11;3;12;7;1;9;8;6;2;10;9;51554
9;51554;5;4;11;3;12;7;1;9;8;6;2;10
5;4;11;3;12;7;1;9;8;10;2;6;9;56546
9;56546;5;4;11;3;12;7;1;9;8;10;2;6
5;7;11;3;12;4;1;9;8;10;2;6;9;40620
9;40620;5;7;11;3;12;4;1;9;8;10;2;6
6;7;11;3;12;4;1;9;8;10;2;5;9;54478
9;40620;5;7;11;3;12;4;1;9;8;10;2;6
5;2;11;3;12;4;1;9;8;10;7;6;9;54274
9;54274;5;2;11;3;12;4;1;9;8;10;7;6
5;3;11;2;12;4;1;9;8;10;7;6;9;41090
9;41090;5;3;11;2;12;4;1;9;8;10;7;6
12;3;11;2;5;4;1;9;8;10;7;6;9;48406
9;41090;5;3;11;2;12;4;1;9;8;10;7;6
5;3;11;8;12;4;1;9;2;10;7;6;9;35200
9;35200;5;3;11;8;12;4;1;9;2;10;7;6
5;3;11;12;8;4;1;9;2;10;7;6;9;33320
10;33320;5;3;11;12;8;4;1;9;2;10;7;6
5;3;11;12;8;4;1;9;2;7;10;6;10;31672
10;31672;5;3;11;12;8;4;1;9;2;7;10;6
5;3;11;2;8;4;1;9;12;7;10;6;10;34852
10;34852;5;3;11;2;8;4;1;9;12;7;10;6
5;3;11;2;8;4;9;1;12;7;10;6;10;29720
10;29720;5;3;11;2;8;4;9;1;12;7;10;6
5;3;11;2;8;7;9;1;12;4;10;6;10;33184
10;33184;5;3;11;2;8;7;9;1;12;4;10;6
5;3;11;2;8;7;9;1;6;4;10;12;10;36848
10;36848;5;3;11;2;8;7;9;1;6;4;10;12
6;3;11;2;8;7;9;1;5;4;10;12;10;50786
10;50786;6;3;11;2;8;7;9;1;5;4;10;12
8;3;11;2;6;7;9;1;5;4;10;12;10;46426
10;46426;8;3;11;2;6;7;9;1;5;4;10;12
8;3;1;2;6;7;9;11;5;4;10;12;10;56950
10;56950;8;3;1;2;6;7;9;11;5;4;10;12
8;3;1;2;6;5;9;11;7;4;10;12;10;48212
10;48212;8;3;1;2;6;5;9;11;7;4;10;12
8;3;1;7;6;5;9;11;2;4;10;12;10;50526
10;50526;8;3;1;7;6;5;9;11;2;4;10;12
8;3;1;7;6;5;9;11;2;10;4;12;10;50462
10;50462;8;3;1;7;6;5;9;11;2;10;4;12
8;3;1;7;6;4;9;11;2;10;5;12;10;55478
10;50462;8;3;1;7;6;5;9;11;2;10;4;12
8;3;1;4;6;5;9;11;2;10;7;12;10;48194
10;48194;8;3;1;4;6;5;9;11;2;10;7;12
8;3;1;4;6;5;9;11;7;10;2;12;10;48024
10;48024;8;3;1;4;6;5;9;11;7;10;2;12
8;3;1;4;10;5;9;11;7;6;2;12;10;27038
10;27038;8;3;1;4;10;5;9;11;7;6;2;12
3;8;1;4;10;5;9;11;7;6;2;12;10;34122
10;34122;3;8;1;4;10;5;9;11;7;6;2;12
12;8;1;4;10;5;9;11;7;6;2;3;10;47218
10;34122;3;8;1;4;10;5;9;11;7;6;2;12
3;8;10;4;1;5;9;11;7;6;2;12;10;33648
10;33648;3;8;10;4;1;5;9;11;7;6;2;12
11;8;10;4;1;5;9;3;7;6;2;12;10;44458
10;33648;3;8;10;4;1;5;9;11;7;6;2;12
3;8;10;4;9;5;1;11;7;6;2;12;10;32494
11;32494;3;8;10;4;9;5;1;11;7;6;2;12
3;8;10;4;9;5;2;11;7;6;1;12;11;32680
11;32680;3;8;10;4;9;5;2;11;7;6;1;12
3;8;10;4;9;6;2;11;7;5;1;12;11;41506
11;41506;3;8;10;4;9;6;2;11;7;5;1;12
3;8;10;2;9;6;4;11;7;5;1;12;11;44106
11;44106;3;8;10;2;9;6;4;11;7;5;1;12
3;8;10;4;9;6;2;11;7;5;1;12;11;41506
11;41506;3;8;10;4;9;6;2;11;7;5;1;12
1;8;10;4;9;6;2;11;7;5;3;12;11;38798
11;38798;1;8;10;4;9;6;2;11;7;5;3;12
1;8;10;4;9;12;2;11;7;5;3;6;11;42192
11;42192;1;8;10;4;9;12;2;11;7;5;3;6
1;8;10;12;9;4;2;11;7;5;3;6;11;38344
11;38344;1;8;10;12;9;4;2;11;7;5;3;6
1;8;10;12;9;4;2;6;7;5;3;11;11;44794
11;44794;1;8;10;12;9;4;2;6;7;5;3;11
3;8;10;12;9;4;2;6;7;5;1;11;11;46260
11;46260;3;8;10;12;9;4;2;6;7;5;1;11
3;8;10;12;9;4;7;6;2;5;1;11;11;46088
11;46088;3;8;10;12;9;4;7;6;2;5;1;11
3;8;10;12;11;4;7;6;2;5;1;9;11;50052
11;50052;3;8;10;12;11;4;7;6;2;5;1;9
3;8;10;12;11;2;7;6;4;5;1;9;11;56160
11;50052;3;8;10;12;11;4;7;6;2;5;1;9
3;8;10;12;6;4;7;11;2;5;1;9;11;42934
11;42934;3;8;10;12;6;4;7;11;2;5;1;9
3;8;10;12;6;9;7;11;2;5;1;4;11;44896
11;44896;3;8;10;12;6;9;7;11;2;5;1;4
11;8;10;12;6;9;7;3;2;5;1;4;11;26156
11;26156;11;8;10;12;6;9;7;3;2;5;1;4
11;9;10;12;6;8;7;3;2;5;1;4;11;30562
11;30562;11;9;10;12;6;8;7;3;2;5;1;4
11;9;10;12;6;8;4;3;2;5;1;7;11;25974
11;25974;11;9;10;12;6;8;4;3;2;5;1;7
11;9;10;12;6;8;4;3;2;1;5;7;11;37850
11;37850;11;9;10;12;6;8;4;3;2;1;5;7
11;8;10;12;6;9;4;3;2;1;5;7;11;33444
11;33444;11;8;10;12;6;9;4;3;2;1;5;7
11;8;10;12;6;9;3;4;2;1;5;7;11;28328
12;28328;11;8;10;12;6;9;3;4;2;1;5;7
11;8;10;12;6;9;3;4;2;1;7;5;12;28548
12;28548;11;8;10;12;6;9;3;4;2;1;7;5
11;8;10;12;4;9;3;6;2;1;7;5;12;43420
12;43420;11;8;10;12;4;9;3;6;2;1;7;5
3;8;10;12;4;9;11;6;2;1;7;5;12;50916
12;50916;3;8;10;12;4;9;11;6;2;1;7;5
3;8;10;12;4;2;11;6;9;1;7;5;12;57190
12;57190;3;8;10;12;4;2;11;6;9;1;7;5
3;8;10;9;4;2;11;6;12;1;7;5;12;57584
12;57584;3;8;10;9;4;2;11;6;12;1;7;5
3;8;10;9;4;2;12;6;11;1;7;5;12;59604
12;59604;3;8;10;9;4;2;12;6;11;1;7;5
3;8;9;10;4;2;12;6;11;1;7;5;12;56128
12;56128;3;8;9;10;4;2;12;6;11;1;7;5
3;8;9;10;7;2;12;6;11;1;4;5;12;60006
12;60006;3;8;9;10;7;2;12;6;11;1;4;5
9;8;3;10;7;2;12;6;11;1;4;5;12;57654
12;57654;9;8;3;10;7;2;12;6;11;1;4;5
9;8;3;5;7;2;12;6;11;1;4;10;12;55098
12;55098;9;8;3;5;7;2;12;6;11;1;4;10
9;8;3;5;7;10;12;6;11;1;4;2;12;44870
12;44870;9;8;3;5;7;10;12;6;11;1;4;2
9;8;4;5;7;10;12;6;11;1;3;2;12;41842
12;41842;9;8;4;5;7;10;12;6;11;1;3;2
9;8;4;5;7;3;12;6;11;1;10;2;12;52242
12;52242;9;8;4;5;7;3;12;6;11;1;10;2
9;8;4;5;11;3;12;6;7;1;10;2;12;49172
12;49172;9;8;4;5;11;3;12;6;7;1;10;2
9;8;3;5;11;4;12;6;7;1;10;2;12;46788
12;46788;9;8;3;5;11;4;12;6;7;1;10;2
9;8;3;5;11;4;12;6;7;10;1;2;12;43808
12;43808;9;8;3;5;11;4;12;6;7;10;1;2
9;8;3;12;11;4;5;6;7;10;1;2;12;39074
12;39074;9;8;3;12;11;4;5;6;7;10;1;2
