"X8";"X57";"X6";"X60";"X9";"X35";"X38";"X36";"X64";"X32";"X47";"X40";"X28";"X15";"X41";"X4";"X39";"X16";"X49";"X62";"X51";"X56";"X23";"X53";"X10";"X58";"X20";"X27";"X52";"X30";"X17";"X18";"X13";"X46";"X42";"X50";"X61";"X45";"X43";"X54";"X34";"X48";"X1";"X7";"X37";"X22";"X21";"X19";"X59";"X2";"X12";"X63";"X44";"X5";"X14";"X33";"X25";"X55";"X29";"X31";"X3";"X24";"X26";"X11";"generation"
8;57;6;60;9;35;38;36;64;32;47;40;28;15;41;4;39;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;7;37;22;21;19;59;2;12;63;44;5;14;33;25;55;29;31;3;24;26;11;1
35;32;22;30;58;43;57;59;46;61;54;25;37;47;11;33;41;34;8;16;23;3;14;26;44;12;19;55;38;63;1;27;39;36;17;50;21;42;29;52;62;48;45;18;51;7;31;5;60;49;56;4;6;28;20;15;64;10;24;13;2;40;9;53;1
28;32;18;30;12;43;57;60;46;31;54;25;14;47;11;33;41;16;49;8;51;56;23;53;10;3;19;55;38;63;1;27;39;36;17;50;21;42;29;52;2;62;13;7;37;22;61;20;59;48;58;4;6;35;5;15;64;44;24;45;34;40;9;26;1
49;57;10;59;9;35;54;46;25;32;47;40;5;33;41;30;45;34;48;16;23;58;14;26;18;12;51;55;38;63;1;27;31;36;17;50;21;42;29;52;56;62;13;7;37;22;61;20;60;8;3;4;6;28;19;15;64;44;24;39;2;43;53;11;1
18;14;34;63;12;29;57;59;36;21;38;25;37;47;11;46;41;54;49;62;51;56;23;53;10;58;20;27;52;30;32;48;5;33;42;13;26;39;16;43;22;35;55;19;17;7;31;50;60;8;3;4;6;28;1;15;64;44;24;45;2;40;9;61;1
26;40;22;63;12;29;57;59;36;21;38;25;37;47;11;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;9;44;39;2;32;24;35;1
35;11;6;54;49;60;57;46;64;32;47;40;28;15;41;4;45;34;8;16;23;3;14;26;44;12;19;55;38;63;1;27;39;36;17;50;21;42;29;52;2;62;13;7;37;22;61;20;59;48;58;30;10;5;9;33;25;18;43;31;56;24;51;53;1
49;57;6;60;9;35;54;36;64;32;47;40;28;15;41;4;45;34;8;16;23;3;14;26;44;12;19;55;38;63;1;27;39;46;42;50;21;17;29;52;2;62;13;7;37;22;61;20;59;48;58;30;10;5;51;33;25;18;43;31;56;24;53;11;1
35;32;22;63;12;29;57;59;36;21;38;25;37;47;11;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
35;32;22;63;12;29;57;59;36;21;38;25;37;47;11;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
35;24;36;22;26;47;44;32;59;57;63;39;28;21;11;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;2;4;9;40;19;15;25;64;12;37;29;38;3;6;1
35;32;22;63;12;2;57;59;36;21;28;25;39;7;8;3;1;16;49;24;51;5;23;14;10;58;20;27;48;30;17;18;13;44;42;50;61;45;43;54;34;52;41;15;53;47;31;56;9;11;33;4;60;40;19;55;46;64;62;37;29;38;6;26;1
49;57;10;60;9;35;54;46;64;32;47;40;5;15;41;30;45;34;8;16;23;3;14;26;44;12;51;55;38;63;1;27;39;36;17;50;21;42;29;52;2;62;13;7;37;22;61;24;59;48;58;4;6;28;19;33;25;18;43;31;56;20;53;11;1
35;32;18;33;56;43;57;60;46;31;47;40;28;15;41;4;45;2;8;16;23;3;14;26;44;12;19;55;38;63;1;27;39;36;17;50;21;42;29;52;34;62;13;7;37;22;61;20;59;48;58;30;10;5;51;54;64;6;24;11;49;25;9;53;1
28;11;48;54;62;51;57;4;14;31;5;58;50;38;32;44;15;17;64;12;55;18;26;1;40;33;49;34;9;20;24;61;43;30;6;16;60;19;22;63;21;42;2;29;36;25;46;45;59;53;27;56;35;39;13;52;8;23;3;37;47;10;41;7;1
51;57;10;35;25;62;37;41;36;49;22;58;16;38;32;23;9;21;53;12;29;59;26;2;40;33;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;47;56;63;11;1
47;17;34;11;38;37;12;45;28;50;57;7;61;54;63;41;20;49;18;2;24;21;23;27;58;30;40;59;46;15;32;48;5;33;42;13;26;39;16;43;22;35;1;55;14;25;31;56;60;8;3;4;6;36;19;10;64;44;51;53;62;52;9;29;1
35;32;22;63;12;37;44;45;28;50;57;7;61;54;51;41;20;49;18;2;24;21;23;27;58;30;40;59;46;15;52;48;5;33;42;13;26;39;16;43;9;29;55;19;17;38;8;4;34;36;3;31;64;6;25;53;62;60;1;10;56;14;11;47;1
35;32;22;63;12;29;57;59;36;21;38;25;37;47;11;33;41;16;49;62;51;2;23;9;54;58;20;27;52;30;17;18;13;46;42;50;61;45;40;10;34;48;1;55;14;7;39;5;60;8;3;4;6;28;19;15;64;44;43;31;56;24;53;26;1
49;57;6;60;9;35;54;46;64;32;47;40;28;15;41;4;45;34;8;16;23;3;14;26;10;58;20;27;52;30;17;18;13;36;1;50;21;42;29;38;2;62;39;7;37;22;61;19;59;48;12;63;44;5;51;33;25;55;43;31;56;24;53;11;1
49;57;6;60;9;35;54;46;64;32;47;40;28;15;41;4;45;34;8;16;23;3;14;26;44;12;19;55;38;63;1;27;39;36;17;50;21;42;29;52;2;62;13;7;37;22;61;20;59;48;58;30;10;5;51;33;25;18;43;31;56;24;53;11;1
49;57;6;60;9;35;54;46;64;32;47;40;28;15;41;4;45;34;8;16;23;3;14;26;44;12;19;55;38;63;1;27;39;36;17;50;21;42;29;52;2;62;13;7;37;22;61;20;59;48;58;30;10;5;51;33;25;18;43;31;56;24;53;11;1
35;32;22;63;12;29;57;59;6;21;38;25;37;47;11;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;36;28;19;15;64;44;24;39;2;40;9;26;1
35;32;22;63;12;29;57;59;36;21;38;25;37;47;11;33;41;16;49;62;51;56;23;53;10;58;20;48;52;30;17;18;13;46;42;50;61;45;43;54;34;27;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
49;57;10;59;9;35;52;46;64;32;47;40;20;15;41;30;17;2;62;16;23;58;37;26;44;12;51;22;38;63;13;27;39;36;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;33;25;18;29;21;56;24;53;11;1
29;21;22;30;58;35;54;46;64;32;47;40;28;15;41;4;45;34;8;16;23;3;14;26;44;12;19;55;38;63;1;27;39;36;17;50;61;11;43;57;62;48;42;18;51;7;31;5;60;49;56;33;6;37;20;52;59;10;24;13;2;25;9;53;1
35;32;22;63;12;29;57;59;36;21;38;25;37;47;11;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
35;32;22;63;12;29;57;59;36;21;38;25;37;47;11;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
35;31;18;33;56;43;57;60;64;32;47;40;28;15;41;4;45;34;8;16;23;3;14;26;44;12;19;55;38;63;1;27;39;36;17;50;21;42;29;52;2;62;13;7;37;22;61;20;59;48;58;30;10;5;51;54;46;6;24;11;49;25;9;53;1
49;57;6;60;9;35;54;46;36;21;38;25;37;47;11;33;41;16;8;34;23;3;14;26;44;12;19;55;15;63;1;27;39;64;17;50;32;42;29;52;2;62;13;7;28;22;61;20;59;48;58;30;10;5;51;4;40;18;43;31;56;24;53;45;1
35;32;13;54;12;55;57;61;14;34;38;7;48;47;11;33;41;50;49;62;51;56;23;53;10;58;20;27;52;31;17;18;43;30;37;16;60;19;22;63;21;42;2;29;36;25;46;45;59;8;3;4;6;28;5;15;64;44;24;39;1;40;9;26;1
51;57;10;28;7;62;48;41;14;31;5;58;50;38;32;44;15;17;64;12;55;18;11;1;4;33;49;34;54;20;3;61;43;30;37;16;60;19;22;63;21;42;47;29;36;25;46;45;59;53;27;56;35;6;13;52;8;23;24;39;2;40;9;26;1
49;57;10;59;9;35;54;46;25;32;47;40;20;33;41;30;45;34;48;16;23;58;14;26;44;12;51;55;38;63;1;27;39;36;17;50;21;42;29;52;2;62;13;7;37;22;31;5;60;8;3;4;6;28;19;15;64;18;43;61;56;24;53;11;1
35;32;18;30;58;43;57;59;46;61;54;25;14;47;11;33;41;16;49;48;51;56;23;53;44;12;19;55;38;63;1;27;39;36;17;50;21;42;29;52;2;62;13;7;37;22;31;5;60;8;3;4;6;28;20;15;64;10;24;45;34;40;9;26;1
17;37;49;57;59;50;7;31;58;48;25;21;32;11;23;1;27;61;34;33;51;38;62;35;54;10;47;30;12;29;22;42;56;36;20;16;13;46;18;14;55;41;52;45;53;43;63;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
53;32;22;63;12;29;57;59;36;25;56;21;4;11;23;9;27;61;2;64;28;38;40;35;54;58;20;41;52;30;17;18;13;46;42;50;16;45;43;10;34;48;1;55;14;7;31;5;60;8;3;37;6;51;19;15;62;44;24;39;49;47;33;26;1
35;32;22;63;12;29;57;59;36;21;38;25;37;47;11;33;45;34;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;41;43;54;16;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
49;57;6;59;9;35;52;36;64;32;47;40;28;55;41;30;17;2;62;16;23;58;37;26;44;12;19;22;38;63;39;27;13;46;42;50;61;45;43;54;34;48;1;15;14;7;31;5;60;8;3;4;10;20;51;33;25;18;29;21;56;24;53;11;1
49;57;6;60;9;35;54;46;64;32;47;40;28;15;41;4;45;34;8;16;23;3;14;26;44;12;19;55;38;63;1;27;39;36;17;50;21;42;29;52;2;62;13;7;37;22;61;20;59;48;58;30;10;5;51;33;25;18;43;31;56;24;53;11;1
49;57;6;60;9;35;54;46;64;32;47;40;28;15;41;4;45;34;8;16;23;3;14;26;44;12;19;55;38;63;1;27;39;36;17;50;21;42;29;52;2;62;13;7;37;22;61;20;59;48;58;30;10;5;51;33;25;18;43;31;56;24;53;11;1
49;57;10;59;9;35;38;36;25;32;47;40;51;33;41;63;39;2;62;16;23;58;37;26;44;12;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;22;29;21;56;24;53;11;1
35;32;50;63;12;29;57;60;36;21;38;64;14;47;11;15;41;16;49;8;19;56;23;53;6;3;28;27;52;4;17;44;1;46;42;55;31;45;43;54;34;62;13;7;37;22;61;20;59;48;58;30;10;5;51;33;25;18;24;39;2;40;9;26;1
35;32;22;63;12;29;57;59;36;21;38;25;37;47;11;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
35;32;22;63;12;29;57;59;36;21;38;25;37;47;11;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;34;42;50;61;45;43;54;46;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
35;24;36;22;5;7;44;49;59;16;63;10;28;51;6;2;57;41;32;12;21;14;25;26;39;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;53;47;31;56;9;11;33;4;60;40;19;15;23;64;62;37;29;38;3;8;1
35;32;58;63;12;29;57;59;18;21;38;46;37;47;11;33;41;16;49;62;51;13;25;26;39;22;3;23;30;10;34;36;61;27;14;50;56;45;43;54;17;48;1;55;42;7;31;5;60;8;20;4;6;28;19;15;64;44;24;52;2;40;9;53;1
35;32;22;63;12;29;57;59;36;21;38;25;37;47;43;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;11;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
35;32;22;63;12;29;57;59;36;21;38;25;37;47;11;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
49;57;6;60;9;35;54;46;64;8;47;40;28;15;41;4;45;43;32;12;21;13;25;26;39;22;19;55;38;63;1;27;44;36;17;50;23;42;29;52;2;62;3;7;37;16;61;20;59;48;58;30;10;5;51;33;14;18;34;31;56;24;53;11;1
35;24;18;58;5;14;44;49;54;16;10;48;28;51;45;15;57;43;32;12;6;41;25;26;31;47;3;23;30;63;1;27;39;36;17;50;21;42;29;52;2;62;13;7;37;22;61;20;9;11;33;4;60;40;19;55;46;64;59;53;34;38;56;8;1
35;32;43;63;12;29;57;59;36;54;38;25;37;47;11;33;41;42;49;46;51;56;45;53;10;58;20;27;52;30;61;19;55;62;16;4;21;23;22;17;15;48;1;13;14;7;31;5;60;8;3;50;6;28;18;34;64;44;24;39;2;40;9;26;1
49;11;30;53;9;26;59;50;57;41;63;33;52;37;42;18;40;27;58;12;54;20;48;56;38;47;13;51;29;34;61;35;10;62;16;36;21;23;22;17;46;25;43;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;32;1;45;1
35;32;22;63;12;29;57;56;36;21;38;25;37;47;11;33;41;16;49;62;51;59;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;31;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
35;32;22;63;12;31;57;59;36;21;38;25;37;47;11;33;41;16;49;62;51;56;23;53;10;58;20;27;52;30;17;18;13;46;42;50;61;45;43;54;34;48;1;55;14;7;29;5;60;8;3;4;6;28;19;15;64;44;24;39;2;40;9;26;1
