"X31L";"X38L";"X43L";"X58L";"X17L";"X2L";"X49L";"X46L";"X20L";"X36L";"X34L";"X41L";"X35L";"X40L";"X23L";"X44L";"X48L";"X24L";"X14L";"X28L";"X56L";"X3L";"X12L";"X61L";"X15L";"X39L";"X33L";"X4L";"X51L";"X10L";"X64L";"X50L";"X54L";"X30L";"X25L";"X53L";"X29L";"X22L";"X47L";"X63L";"X11L";"X26L";"X1L";"X8L";"X60L";"X45L";"X19L";"X7L";"X5L";"X32L";"X59L";"X62L";"X27L";"X16L";"X52L";"X37L";"X6L";"X21L";"X57L";"X18L";"X42L";"X13L";"X9L";"X55L"
31;38;43;58;17;2;49;46;20;36;34;41;35;40;23;44;48;24;14;28;56;3;12;61;15;39;33;4;51;10;64;50;54;30;25;53;29;22;47;63;11;26;1;8;60;45;19;7;5;32;59;62;27;16;52;37;6;21;57;18;42;13;9;55
31;38;43;58;17;2;49;46;20;36;34;41;35;40;23;44;48;24;14;28;56;3;12;61;15;39;33;4;55;10;64;50;54;30;25;53;29;22;47;63;11;26;1;8;60;45;19;7;5;32;59;62;27;16;52;37;6;21;57;18;42;13;9;51
31;38;43;58;17;2;49;46;20;36;34;41;35;40;23;44;48;24;14;28;56;3;12;61;15;39;33;4;55;10;64;50;54;30;25;53;29;22;47;63;11;26;1;8;60;45;19;7;5;32;59;62;27;16;52;37;6;21;57;18;42;13;9;51
31;38;43;58;17;2;49;46;20;36;34;41;35;40;23;44;48;24;14;28;56;61;12;3;15;39;33;4;55;10;64;50;54;30;25;53;29;22;47;63;11;26;1;8;60;45;19;7;5;32;59;62;27;16;52;37;6;21;57;18;42;13;9;51
31;38;43;58;17;2;49;46;20;36;34;41;35;40;23;44;48;24;14;28;56;61;12;3;15;39;33;4;55;10;64;50;54;30;25;53;29;22;47;63;11;26;1;8;60;45;19;7;5;32;59;62;27;16;52;37;6;21;57;18;42;13;9;51
31;38;43;58;17;2;49;46;20;36;34;41;14;40;23;44;48;24;35;28;56;61;12;3;15;39;33;4;55;10;64;50;54;30;25;53;29;22;47;63;11;26;1;8;60;45;19;7;5;32;59;62;27;16;52;37;6;21;57;18;42;13;9;51
31;38;43;58;17;2;49;46;20;36;34;41;14;40;23;44;48;24;35;28;56;61;12;3;15;39;33;4;55;10;64;50;54;30;25;53;29;22;47;63;11;26;1;8;60;45;19;7;5;32;59;62;27;16;52;37;6;21;57;18;42;13;9;51
31;38;43;58;17;2;49;46;20;36;34;41;14;40;23;44;48;24;35;28;56;61;12;3;15;39;33;4;55;10;64;50;54;30;25;53;29;22;47;63;11;26;1;8;60;6;19;7;5;32;59;62;27;16;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;46;20;36;34;41;14;40;23;44;48;24;35;28;56;61;12;3;15;39;33;4;55;10;64;50;54;30;25;53;29;22;47;63;11;26;1;8;60;6;19;7;5;32;59;62;27;16;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;41;14;40;23;44;48;24;35;28;56;61;12;3;15;39;33;4;55;10;64;50;54;30;25;53;46;22;47;63;11;26;1;8;60;6;19;7;5;32;59;62;27;16;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;41;14;40;23;44;48;24;35;28;56;61;12;3;15;39;33;4;55;10;64;50;54;30;25;53;46;22;47;63;11;26;1;8;60;6;19;7;5;32;59;62;27;16;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;41;14;40;23;44;48;24;35;50;56;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;46;22;47;63;11;26;1;8;60;6;19;7;5;32;59;62;27;16;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;41;14;40;23;44;48;24;35;50;56;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;46;22;47;63;11;26;1;8;60;6;19;7;5;32;59;62;27;16;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;41;14;40;23;44;48;24;35;50;56;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;46;22;47;63;11;26;1;8;60;6;19;7;16;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;41;14;40;23;44;48;24;35;50;56;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;46;22;47;63;11;26;1;8;60;6;19;7;16;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;41;14;40;23;44;48;24;35;50;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;46;22;47;63;11;26;1;8;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;41;14;40;23;44;48;24;35;50;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;46;22;47;63;11;26;1;8;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;41;14;40;23;44;48;24;35;50;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;46;22;47;8;11;26;1;63;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;41;14;40;23;44;48;24;35;50;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;46;22;47;8;11;26;1;63;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;46;14;40;23;44;48;24;35;50;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;41;22;47;8;11;26;1;63;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;46;14;40;23;44;48;24;35;50;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;41;22;47;8;11;26;1;63;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;46;14;40;23;44;48;24;35;8;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;41;22;47;50;11;26;1;63;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;46;14;40;23;44;48;24;35;8;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;53;41;22;47;50;11;26;1;63;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;46;14;40;23;44;48;24;35;53;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;8;41;22;47;50;11;26;1;63;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;38;43;58;17;2;49;29;20;36;34;46;14;40;23;44;48;24;35;53;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;8;41;22;47;50;11;26;1;63;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;17;43;58;38;2;49;29;20;36;34;46;14;40;23;44;48;24;35;53;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;8;41;22;47;50;11;26;1;63;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;17;43;58;38;2;49;29;20;36;34;46;14;40;23;44;48;24;35;53;16;61;12;3;15;39;33;4;55;10;64;28;54;30;25;8;41;22;47;50;11;26;1;63;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;51
31;17;43;58;38;2;49;29;20;36;34;46;14;40;23;44;48;24;35;53;16;61;12;3;51;39;33;4;55;10;64;28;54;30;25;8;41;22;47;50;11;26;1;63;60;6;19;7;56;32;59;62;27;5;52;37;45;21;57;18;42;13;9;15
