"X26";"X25";"X21";"X11";"X9";"X19";"X1";"X5";"X17";"X16";"X12";"X20";"X4";"X8";"X13";"X22";"X14";"X3";"X24";"X7";"X6";"X23";"X15";"X18";"X10";"X2";"generation"
26;25;21;11;9;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;18;10;2;1
11;9;21;10;18;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;26;2;23;25;15;1
22;20;21;19;26;1;14;4;24;15;16;9;5;8;11;3;7;12;25;10;2;13;6;23;17;18;1
20;21;17;19;26;7;14;4;10;12;16;6;25;8;11;5;1;15;3;24;2;13;9;23;18;22;1
18;10;24;11;9;19;1;5;17;16;12;20;4;8;13;22;14;6;7;21;15;26;2;23;25;3;1
16;14;21;25;26;4;24;12;13;11;8;19;20;5;17;9;22;6;1;7;3;23;15;18;10;2;1
11;9;21;25;26;19;1;4;17;16;12;20;5;8;13;22;14;3;24;7;6;23;15;18;10;2;1
11;9;21;25;26;13;1;5;17;16;12;20;4;8;19;22;14;3;24;7;6;23;15;18;10;2;1
11;9;21;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;18;10;2;1
11;9;21;25;26;19;1;5;17;16;12;20;3;8;13;22;14;4;24;7;6;23;15;18;10;2;1
23;20;17;19;26;1;14;4;24;15;16;9;5;8;11;3;7;12;25;10;22;6;13;21;18;2;1
3;9;21;25;26;19;1;5;17;16;12;20;4;8;11;23;7;15;14;10;22;6;13;24;18;2;1
11;9;5;18;19;14;22;12;7;6;21;4;26;25;8;1;20;3;24;17;16;23;15;13;10;2;1
17;20;16;23;19;14;22;12;7;6;21;4;26;25;8;5;1;15;3;24;11;13;9;18;10;2;1
20;10;11;19;12;25;14;4;24;7;16;3;5;8;17;9;22;6;1;21;15;26;2;23;18;13;1
18;10;12;8;7;1;14;4;24;15;16;9;5;20;17;19;22;6;3;21;11;26;2;23;25;13;1
11;9;21;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;18;10;2;1
11;9;21;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;18;10;2;1
11;9;10;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;21;18;2;1
9;23;17;19;26;1;14;5;24;15;12;20;4;8;11;3;7;16;25;10;22;6;13;21;18;2;1
11;9;21;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;18;10;2;1
11;9;15;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;21;18;10;2;1
11;9;21;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;18;10;2;1
11;9;21;25;26;19;1;5;17;16;12;20;4;8;13;22;6;3;24;7;14;23;15;18;10;2;1
25;15;12;10;17;18;7;1;5;21;8;19;20;4;9;13;16;11;23;3;22;2;6;14;24;26;1
8;15;12;19;17;18;7;1;5;21;24;10;20;4;9;13;16;11;23;3;22;2;6;14;25;26;1
20;23;17;19;26;1;22;12;7;6;21;9;5;8;11;3;24;4;25;10;14;15;13;16;18;2;1
10;20;21;18;19;14;22;12;24;15;16;9;5;8;11;26;1;6;3;7;2;13;4;23;17;25;1
20;23;17;19;26;1;14;4;24;15;16;9;5;8;11;3;7;12;25;10;22;6;13;21;18;2;1
20;23;17;19;26;1;14;4;24;15;16;9;5;8;11;3;7;12;25;10;22;6;13;21;18;2;1
11;9;21;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;18;10;2;1
11;9;21;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;18;10;2;1
11;9;21;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;18;10;2;1
11;9;21;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;18;10;2;1
23;10;12;16;14;24;7;4;3;11;8;19;20;5;17;9;22;6;1;21;2;26;15;18;25;13;1
18;10;12;16;14;24;7;4;3;11;26;19;5;21;13;22;8;17;20;1;6;23;15;25;9;2;1
14;21;1;11;12;17;13;18;10;2;25;20;4;7;6;19;5;3;24;15;9;16;8;26;23;22;1
11;9;21;12;26;19;1;18;10;2;25;20;4;7;6;22;14;3;24;8;13;23;15;5;17;16;1
18;10;6;16;14;24;22;4;19;17;20;9;5;8;11;3;7;12;25;21;15;26;2;23;1;13;1
20;23;11;19;26;25;14;4;24;15;16;3;5;8;17;9;22;6;1;21;7;12;13;10;18;2;1
11;9;21;25;26;19;1;5;17;16;12;20;4;8;13;22;14;3;24;7;6;23;15;18;10;2;1
11;9;21;25;26;19;1;5;17;16;12;7;4;8;13;22;14;3;24;20;6;23;15;18;10;2;1
20;23;17;19;26;1;14;4;25;15;16;9;5;8;11;3;10;12;24;7;22;6;13;21;18;2;1
15;20;18;24;26;19;1;4;17;16;23;9;5;8;11;3;7;12;25;10;22;6;13;21;14;2;1
20;23;17;19;1;9;5;11;12;15;4;2;24;10;3;6;13;8;14;16;26;7;21;22;18;25;1
14;23;17;19;26;9;20;11;12;15;4;2;24;8;16;3;7;5;25;10;22;6;13;21;18;1;1
