"X27";"X29";"X32";"X2";"X24";"X11";"X9";"X4";"X12";"X21";"X1";"X18";"X22";"X26";"X25";"X10";"X28";"X8";"X13";"X15";"X19";"X16";"X5";"X23";"X6";"X17";"X31";"X14";"X7";"X30";"X20";"X3";"generation"
27;29;32;2;24;11;9;4;12;21;1;18;22;26;25;10;28;8;13;15;19;16;5;23;6;17;31;14;7;30;20;3;1
29;32;28;11;10;24;13;31;12;21;5;18;15;26;22;8;16;2;9;14;6;17;30;7;3;27;4;25;23;1;20;19;1
4;2;22;26;7;8;24;1;28;25;31;30;3;12;10;32;6;14;13;15;19;16;5;23;21;20;29;11;17;18;9;27;1
26;18;23;11;2;4;24;1;28;25;31;30;3;12;10;27;20;8;13;15;19;16;5;21;6;17;22;14;7;32;9;29;1
26;30;21;11;2;1;22;4;20;27;24;12;32;3;25;10;28;8;13;15;19;29;5;23;6;17;31;14;7;18;9;16;1
4;15;22;26;14;8;24;1;28;25;29;30;3;12;10;32;5;19;13;2;23;27;21;7;6;17;31;11;20;18;9;16;1
26;18;21;11;2;1;22;4;20;27;24;12;32;3;25;10;28;8;13;15;19;16;5;23;6;17;31;14;7;30;9;29;1
26;7;21;11;2;1;22;4;20;27;24;12;32;3;25;10;28;8;13;15;19;16;5;23;6;17;31;14;18;30;9;29;1
4;15;22;26;7;8;24;1;28;25;31;23;3;12;10;32;5;19;13;14;6;17;30;2;21;20;29;11;27;18;9;16;1
28;4;8;22;24;11;9;31;26;15;16;18;3;12;10;32;5;19;13;2;23;27;6;14;21;20;29;25;30;1;17;7;1
4;15;22;11;7;8;24;1;28;25;29;30;3;12;10;32;5;18;13;2;23;27;6;14;21;20;17;26;31;19;9;16;1
18;15;1;28;4;22;24;25;31;26;7;30;3;12;10;32;5;19;13;2;23;27;6;14;21;20;29;11;17;8;9;16;1
16;29;21;11;2;1;22;4;20;27;24;12;32;3;25;10;28;5;9;14;6;17;30;7;26;15;31;13;23;8;18;19;1
26;18;21;11;2;1;22;31;20;17;24;12;32;6;14;10;28;8;13;15;19;16;5;7;3;27;4;25;23;30;9;29;1
6;19;21;20;12;2;30;22;9;23;26;8;15;16;10;11;13;5;29;27;4;17;24;3;32;18;31;14;7;25;28;1;1
26;18;21;11;2;1;22;4;20;27;24;12;32;16;10;25;28;8;13;15;19;3;5;23;6;17;31;14;7;30;9;29;1
26;18;21;11;2;5;22;31;9;16;24;12;32;19;14;10;28;8;13;15;6;17;30;7;3;27;4;25;23;1;20;29;1
27;29;32;2;24;11;9;4;12;21;30;18;14;26;25;10;28;8;13;15;19;16;5;23;6;17;31;22;7;1;20;3;1
12;11;1;28;21;20;32;23;13;10;24;18;15;26;22;8;16;2;9;14;6;17;30;7;3;27;4;5;31;19;25;29;1
28;9;32;4;14;15;13;23;8;10;18;24;11;30;2;16;12;7;29;3;20;21;22;5;25;27;17;26;31;1;6;19;1
26;18;16;11;2;1;5;4;19;27;24;12;32;15;25;10;28;8;13;3;20;21;22;23;6;17;31;14;7;30;9;29;1
8;15;1;28;4;6;32;23;13;10;18;24;11;30;2;21;12;7;29;3;20;16;5;22;25;27;17;26;31;19;14;9;1
23;18;21;11;2;7;22;4;20;27;24;12;32;3;25;10;28;8;13;15;19;16;6;14;31;5;29;26;17;1;9;30;1
26;18;21;11;2;1;22;4;20;27;24;12;32;3;25;10;5;19;13;15;8;16;28;23;6;17;31;14;7;30;9;29;1
28;29;32;10;24;11;13;31;12;21;5;18;15;26;22;8;16;2;9;14;6;17;30;7;3;27;4;25;23;1;20;19;1
28;29;32;10;24;11;13;31;12;21;5;18;15;26;22;8;16;2;9;14;6;17;30;7;3;27;4;25;23;1;20;19;1
8;15;1;28;4;6;32;23;13;10;18;24;11;30;2;16;12;7;29;3;20;21;22;5;25;27;17;26;31;19;14;9;1
8;15;1;28;4;6;32;23;13;10;18;24;11;30;2;16;12;7;29;3;20;21;22;5;25;27;17;26;31;19;14;9;1
27;29;14;2;24;11;9;4;12;21;30;18;32;3;25;10;28;8;13;15;19;16;5;23;6;17;31;22;7;1;20;26;1
3;18;21;11;2;1;25;4;20;27;24;12;32;26;22;8;28;10;13;15;19;16;5;23;6;17;31;14;7;30;9;29;1
4;15;22;26;19;8;5;1;13;10;18;24;11;30;2;16;23;7;29;3;12;27;6;14;21;20;28;25;17;31;9;32;1
8;15;1;28;4;6;32;23;13;10;19;24;11;30;2;14;12;7;29;3;20;21;22;5;25;27;17;26;31;18;9;16;1
26;18;21;11;15;1;22;4;20;16;24;12;10;3;25;32;5;19;13;2;23;27;6;8;28;17;31;14;7;30;9;29;1
8;18;21;11;2;1;22;4;20;27;24;12;32;3;25;30;5;19;13;7;23;10;6;14;31;28;29;26;17;15;9;16;1
8;15;1;28;32;6;4;23;13;10;18;24;26;30;2;16;12;7;31;3;27;21;22;5;25;20;29;11;17;19;14;9;1
