"X19";"X20";"X49";"X1";"X15";"X23";"X48";"X46";"X9";"X29";"X7";"X53";"X33";"X4";"X3";"X40";"X61";"X41";"X17";"X5";"X37";"X43";"X25";"X62";"X52";"X34";"X57";"X38";"X8";"X31";"X63";"X39";"X13";"X16";"X59";"X36";"X51";"X55";"X32";"X30";"X12";"X35";"X22";"X44";"X58";"X27";"X26";"X11";"X45";"X24";"X2";"X60";"X50";"X28";"X56";"X42";"X14";"X54";"X47";"X6";"X64";"X21";"X10";"X18";"generation"
19;20;49;1;15;23;48;46;9;29;7;53;33;4;3;40;61;41;17;5;37;43;25;62;52;34;57;38;8;31;63;39;13;16;59;36;51;55;32;30;12;35;22;44;58;27;26;11;45;24;2;60;50;28;56;42;14;54;47;6;64;21;10;18;1
51;54;29;24;35;64;23;40;33;9;55;17;19;47;1;53;42;2;3;49;44;20;56;62;60;34;11;38;27;10;63;39;13;32;12;14;22;58;16;30;21;37;26;48;15;8;43;57;50;28;61;52;46;6;7;4;36;25;45;41;5;59;31;18;1
11;20;49;39;55;23;44;38;24;29;56;12;33;42;62;63;14;19;17;64;13;34;54;3;9;61;60;30;40;35;27;1;10;2;53;32;22;58;16;47;21;37;26;48;15;8;43;57;50;28;51;52;46;6;7;4;36;25;45;41;5;59;31;18;1
18;37;2;50;40;61;28;60;38;35;23;27;14;26;7;52;12;32;9;25;21;58;54;3;24;51;19;47;22;34;33;11;59;55;16;8;36;48;30;13;49;46;10;15;63;42;6;20;1;39;43;62;45;4;31;56;17;53;29;5;41;44;57;64;1
16;20;43;17;24;30;51;59;40;57;8;27;25;1;39;32;5;47;14;19;12;58;7;52;23;60;6;18;11;53;61;4;9;36;21;31;49;38;33;26;64;15;29;54;63;55;46;34;28;42;50;35;44;48;37;56;10;41;2;62;22;45;13;3;1
43;54;14;31;35;59;27;42;16;44;58;12;55;20;57;63;40;47;32;64;19;17;7;52;23;60;6;34;11;46;61;4;9;36;21;2;49;28;50;26;22;56;29;24;5;8;53;18;38;37;33;39;30;1;51;15;3;41;48;62;25;45;13;10;1
4;42;15;50;38;53;3;40;33;9;20;34;19;31;24;30;17;43;35;14;62;37;54;61;28;23;29;21;44;10;60;11;49;5;36;27;8;7;57;12;58;48;22;25;51;6;1;63;47;59;64;45;2;46;39;41;18;52;13;16;56;55;26;32;1
18;25;57;41;20;5;34;40;4;9;15;17;19;46;1;53;33;43;35;14;62;37;54;61;28;23;29;21;44;10;60;11;13;16;59;36;51;55;32;30;12;3;22;8;58;27;26;39;45;24;2;63;50;52;56;42;49;7;47;6;64;38;31;48;1
24;42;15;50;38;53;3;34;12;35;19;40;20;30;4;5;18;43;31;14;62;37;54;61;28;23;29;21;44;10;60;11;49;9;36;27;8;7;57;17;58;48;22;25;51;6;1;63;47;59;64;45;2;46;39;41;33;52;13;16;56;55;26;32;1
64;54;26;37;8;14;9;3;12;35;19;40;20;30;4;5;33;43;38;58;57;11;24;22;16;27;21;7;56;47;42;10;28;23;62;49;17;13;29;25;52;15;6;34;55;61;32;51;44;60;36;45;2;46;39;41;18;31;59;1;53;63;48;50;1
16;20;43;32;10;44;45;59;40;29;56;12;33;42;62;63;14;60;17;64;13;34;54;3;24;51;6;58;11;46;38;4;9;36;21;2;49;28;50;26;22;55;57;23;5;8;53;18;61;37;25;39;30;1;47;15;52;7;31;19;27;48;35;41;1
40;20;22;39;55;23;44;38;10;29;56;12;33;42;62;63;14;60;17;64;13;47;54;3;24;51;6;34;11;46;61;4;9;36;21;2;49;28;16;30;53;37;26;48;15;8;43;57;50;58;27;52;35;19;7;1;32;25;45;41;5;59;31;18;1
4;42;15;50;38;53;3;40;17;5;20;34;19;31;24;30;33;43;35;14;62;37;54;61;28;23;29;21;44;10;60;11;59;55;16;8;36;48;47;12;58;7;22;25;51;6;1;63;57;49;64;45;2;46;39;41;18;52;13;27;56;9;26;32;1
17;37;62;50;40;20;28;16;38;35;23;5;14;26;4;53;29;32;24;15;30;31;33;34;55;61;54;21;44;10;60;11;49;9;36;27;8;7;57;12;58;48;22;25;51;6;1;63;47;59;64;45;2;46;39;41;18;52;13;19;56;3;42;43;1
43;25;29;41;37;5;23;40;33;9;15;17;19;46;1;53;4;61;3;49;18;20;7;62;52;34;57;38;8;31;63;39;13;16;59;36;51;55;32;30;12;35;22;44;58;27;26;11;45;24;2;60;50;28;56;42;14;54;47;6;64;21;10;48;1
43;25;29;41;37;5;23;40;33;9;15;17;19;46;1;53;4;61;3;49;18;20;7;62;52;34;57;38;8;31;63;39;13;16;59;36;51;55;32;30;12;35;22;44;58;27;26;11;64;24;2;60;50;28;56;42;14;54;47;6;45;21;10;48;1
18;34;43;45;40;51;4;19;38;35;23;27;17;26;7;52;12;32;39;25;21;58;33;10;9;61;62;30;22;37;54;11;59;55;16;8;36;48;47;13;49;46;3;15;63;31;6;20;1;24;2;60;50;28;56;42;14;53;29;5;41;44;57;64;1
43;25;29;41;37;5;23;40;33;9;44;17;19;35;45;53;4;61;22;12;18;11;7;62;52;34;57;38;8;31;58;24;30;16;59;36;51;55;47;13;49;46;3;15;63;42;6;20;1;39;2;60;50;28;56;27;14;54;32;26;64;21;10;48;1
43;25;29;41;37;5;23;40;33;9;15;17;19;28;1;53;4;61;3;49;18;20;7;62;52;34;57;38;8;31;63;39;13;16;59;36;51;2;32;30;12;35;22;44;58;27;26;11;60;24;50;45;55;46;56;42;14;54;47;6;64;21;10;48;1
33;42;15;50;21;25;48;40;23;5;37;17;19;46;1;53;4;61;3;49;18;20;7;62;52;34;57;38;8;31;63;39;13;16;59;36;51;55;32;30;12;35;22;44;58;27;26;11;45;24;2;47;64;10;60;41;43;28;14;9;56;54;6;29;1
53;3;42;50;4;15;38;40;17;5;20;34;19;31;24;30;33;43;35;14;62;37;54;61;28;23;29;21;44;10;60;11;49;9;36;27;8;7;57;12;58;48;22;25;51;6;1;63;47;59;64;45;2;46;39;41;18;52;13;16;56;55;26;32;1
4;42;23;50;38;36;61;44;49;5;20;25;29;31;28;12;33;11;17;64;13;34;54;3;24;51;19;47;40;35;27;1;10;2;53;32;22;58;16;30;21;37;26;48;15;8;43;63;7;59;14;45;9;46;39;41;18;52;62;57;56;55;6;60;1
43;25;29;41;37;5;23;40;33;9;15;17;19;46;1;53;4;61;3;49;18;20;7;62;52;34;57;38;8;31;63;39;13;16;59;36;51;55;32;30;12;35;22;44;58;27;26;11;45;24;2;60;50;28;56;42;14;54;47;6;64;21;10;48;1
43;25;29;41;37;5;23;40;33;9;15;17;19;46;1;53;4;61;3;49;18;20;7;62;52;34;57;38;8;31;63;39;13;16;59;36;51;55;32;30;12;35;22;44;58;27;26;11;45;24;2;60;50;28;56;42;14;54;47;6;64;21;10;48;1
11;20;49;39;55;23;44;38;9;29;7;12;33;4;62;63;14;52;17;64;13;34;54;3;24;51;19;47;40;35;27;1;10;2;53;32;22;58;16;30;21;37;26;48;15;8;43;57;46;6;61;60;50;28;56;42;36;25;45;41;5;59;31;18;1
20;56;29;60;18;49;23;63;33;9;55;17;11;38;39;12;42;14;62;64;13;34;54;3;24;51;19;47;40;35;27;1;10;2;53;32;22;58;16;30;21;37;26;48;15;8;43;57;50;28;61;52;46;6;7;4;36;25;45;41;5;59;31;44;1
43;25;29;41;37;5;23;40;33;9;15;17;19;46;1;53;4;7;3;49;18;20;61;62;52;34;57;38;8;31;63;39;13;16;59;36;51;55;32;30;12;35;22;44;58;27;26;11;45;24;2;60;50;28;56;42;14;54;47;6;64;21;10;48;1
43;25;29;41;37;5;23;40;33;9;15;17;8;46;1;53;4;61;3;49;18;20;7;62;52;34;57;38;19;31;63;39;13;16;59;36;51;55;32;30;12;35;22;44;58;27;26;11;45;24;2;60;50;28;56;42;14;54;47;6;64;21;10;48;1
43;25;29;41;37;5;23;40;33;9;15;17;19;46;1;53;4;61;3;49;18;20;7;62;52;34;57;38;8;31;63;39;13;16;59;36;51;55;32;30;12;35;22;44;58;27;26;11;45;24;2;60;50;28;56;42;14;54;47;6;64;21;10;48;1
43;25;29;41;37;5;23;40;33;9;15;17;19;46;1;53;4;61;3;49;18;20;7;62;52;34;57;38;8;31;63;39;13;16;59;36;51;55;32;30;12;35;22;44;58;27;26;11;45;24;2;60;50;28;56;42;14;54;47;6;64;21;10;48;1
