"X1";"X5878714";"X26";"X15";"X21";"X4";"X5";"X22";"X11";"X2";"X8";"X9";"X1.1";"X10";"X14";"X23";"X12";"X18";"X6";"X25";"X13";"X20";"X16";"X24";"X7";"X3";"X17";"X19"
1;5878714;26;15;21;4;5;22;11;2;8;9;1;10;14;23;12;18;6;25;13;20;16;24;7;3;17;19
26;15;21;4;5;22;11;2;8;9;1;10;14;23;12;6;18;25;13;20;16;24;7;3;17;19;1;5866832
1;5866832;26;15;21;4;5;22;11;2;8;9;1;10;14;23;12;6;18;25;13;20;16;24;7;3;17;19
26;15;21;4;5;22;11;2;1;9;8;10;14;23;12;6;18;25;13;20;16;24;7;3;17;19;1;5886063
1;5886063;26;15;21;4;5;22;11;2;1;9;8;10;14;23;12;6;18;25;13;20;16;24;7;3;17;19
5;15;21;4;26;22;11;2;1;9;8;10;14;23;12;6;18;25;13;20;16;24;7;3;17;19;1;5887901
1;5887901;5;15;21;4;26;22;11;2;1;9;8;10;14;23;12;6;18;25;13;20;16;24;7;3;17;19
5;15;21;4;2;22;11;26;1;9;8;10;14;23;12;6;18;25;13;20;16;24;7;3;17;19;1;5886552
1;5886552;5;15;21;4;2;22;11;26;1;9;8;10;14;23;12;6;18;25;13;20;16;24;7;3;17;19
5;15;21;4;25;22;11;26;1;9;8;10;14;23;12;6;18;2;13;20;16;24;7;3;17;19;1;5862095
1;5862095;5;15;21;4;25;22;11;26;1;9;8;10;14;23;12;6;18;2;13;20;16;24;7;3;17;19
5;15;21;4;25;22;11;26;1;9;8;10;14;23;17;6;18;2;13;20;16;24;7;3;12;19;1;5869154
1;5869154;5;15;21;4;25;22;11;26;1;9;8;10;14;23;17;6;18;2;13;20;16;24;7;3;12;19
14;15;21;4;25;22;11;26;1;9;8;10;5;23;17;6;18;2;13;20;16;24;7;3;12;19;1;5759462
1;5759462;14;15;21;4;25;22;11;26;1;9;8;10;5;23;17;6;18;2;13;20;16;24;7;3;12;19
14;15;21;4;17;22;11;26;1;9;8;10;5;23;25;6;18;2;13;20;16;24;7;3;12;19;1;5759377
1;5759377;14;15;21;4;17;22;11;26;1;9;8;10;5;23;25;6;18;2;13;20;16;24;7;3;12;19
14;15;21;4;17;22;11;26;1;23;8;10;5;9;25;6;18;2;13;20;16;24;7;3;12;19;1;5796660
1;5796660;14;15;21;4;17;22;11;26;1;23;8;10;5;9;25;6;18;2;13;20;16;24;7;3;12;19
14;26;21;4;17;22;11;15;1;23;8;10;5;9;25;6;18;2;13;20;16;24;7;3;12;19;1;5810905
1;5810905;14;26;21;4;17;22;11;15;1;23;8;10;5;9;25;6;18;2;13;20;16;24;7;3;12;19
14;26;21;4;17;22;11;20;1;23;8;10;5;9;25;6;18;2;13;15;16;24;7;3;12;19;1;5805880
1;5805880;14;26;21;4;17;22;11;20;1;23;8;10;5;9;25;6;18;2;13;15;16;24;7;3;12;19
14;26;21;4;17;22;11;20;1;23;8;10;5;9;25;6;18;2;13;15;16;3;7;24;12;19;1;5808360
1;5808360;14;26;21;4;17;22;11;20;1;23;8;10;5;9;25;6;18;2;13;15;16;3;7;24;12;19
14;26;21;4;17;22;11;10;1;23;8;20;5;9;25;6;18;2;13;15;16;3;7;24;12;19;1;5758096
1;5758096;14;26;21;4;17;22;11;10;1;23;8;20;5;9;25;6;18;2;13;15;16;3;7;24;12;19
14;24;21;4;17;22;11;10;1;23;8;20;5;9;25;6;18;2;13;15;16;3;7;26;12;19;1;5762963
1;5762963;14;24;21;4;17;22;11;10;1;23;8;20;5;9;25;6;18;2;13;15;16;3;7;26;12;19
14;24;21;18;17;22;11;10;1;23;8;20;5;9;25;6;4;2;13;15;16;3;7;26;12;19;1;5823917
1;5823917;14;24;21;18;17;22;11;10;1;23;8;20;5;9;25;6;4;2;13;15;16;3;7;26;12;19
14;24;21;18;17;22;11;10;1;23;8;12;5;9;25;6;4;2;13;15;16;3;7;26;20;19;1;5838122
1;5838122;14;24;21;18;17;22;11;10;1;23;8;12;5;9;25;6;4;2;13;15;16;3;7;26;20;19
14;24;21;18;17;22;11;10;1;23;8;12;5;15;25;6;4;2;13;9;16;3;7;26;20;19;1;5932570
1;5932570;14;24;21;18;17;22;11;10;1;23;8;12;5;15;25;6;4;2;13;9;16;3;7;26;20;19
14;24;21;18;17;5;11;10;1;23;8;12;22;15;25;6;4;2;13;9;16;3;7;26;20;19;1;5990269
1;5990269;14;24;21;18;17;5;11;10;1;23;8;12;22;15;25;6;4;2;13;9;16;3;7;26;20;19
25;24;21;18;17;5;11;10;1;23;8;12;22;15;14;6;4;2;13;9;16;3;7;26;20;19;1;5946548
1;5946548;25;24;21;18;17;5;11;10;1;23;8;12;22;15;14;6;4;2;13;9;16;3;7;26;20;19
25;24;21;18;17;5;11;10;1;23;8;12;22;15;2;6;4;14;13;9;16;3;7;26;20;19;1;5881947
2;5881947;25;24;21;18;17;5;11;10;1;23;8;12;22;15;2;6;4;14;13;9;16;3;7;26;20;19
25;24;21;18;17;5;11;10;1;23;8;12;14;15;2;6;4;22;13;9;16;3;7;26;20;19;2;5909896
