"X29";"X22";"X28";"X11";"X32";"X14";"X25";"X6";"X5";"X4";"X21";"X26";"X7";"X1";"X8";"X13";"X19";"X9";"X18";"X30";"X10";"X2";"X3";"X23";"X12";"X31";"X16";"X15";"X27";"X17";"X24";"X20";"generation"
29;22;28;11;32;14;25;6;5;4;21;26;7;1;8;13;19;9;18;30;10;2;3;23;12;31;16;15;27;17;24;20;1
25;30;17;11;2;10;5;32;6;29;24;23;7;14;1;13;19;9;15;28;22;3;21;8;4;31;16;12;27;20;18;26;1
17;29;10;9;15;19;14;30;28;20;25;27;23;12;13;11;22;6;18;32;21;5;2;7;4;31;1;26;8;16;24;3;1
29;22;28;11;32;14;27;6;5;4;21;18;7;17;31;13;19;9;15;30;10;2;24;23;12;25;1;26;8;3;20;16;1
22;10;30;15;23;9;19;25;12;28;13;8;17;27;6;29;11;16;3;20;21;5;2;7;4;31;32;18;24;14;1;26;1
23;21;10;7;15;19;2;30;28;12;13;8;17;27;31;29;11;16;5;20;22;3;26;9;1;6;32;18;24;14;4;25;1
17;29;10;9;15;19;14;30;28;24;25;27;23;12;13;11;22;6;18;32;21;5;2;7;4;31;1;26;8;3;20;16;1
17;29;10;9;15;19;14;30;28;24;25;27;23;12;13;11;22;6;18;32;21;5;2;7;4;31;1;26;8;3;20;16;1
17;29;10;9;15;19;14;30;28;24;25;27;1;12;13;11;31;6;18;32;21;5;2;7;16;22;23;26;8;3;20;4;1
20;19;16;9;17;10;14;30;28;24;25;27;23;12;13;11;22;6;18;32;21;5;2;7;4;31;1;26;8;29;3;15;1
17;20;5;9;32;26;14;30;4;24;25;27;1;18;21;11;31;7;12;15;13;10;8;6;16;22;23;3;2;29;19;28;1
7;19;4;30;17;27;9;14;31;1;24;10;20;13;15;11;22;6;18;32;21;5;2;25;16;12;23;3;8;29;26;28;1
21;10;30;18;23;7;4;25;12;28;13;8;17;24;6;29;11;32;5;14;22;3;26;9;1;31;16;15;27;20;19;2;1
25;30;17;9;2;10;12;32;6;14;1;23;7;13;31;29;11;16;5;20;22;3;21;8;4;24;18;15;27;28;19;26;1
21;10;30;15;23;9;19;25;12;28;13;8;17;27;31;29;11;16;5;20;22;3;2;7;1;6;32;18;24;14;4;26;1
17;29;10;9;15;19;14;30;28;24;25;27;23;12;13;11;21;16;5;20;22;3;2;7;4;31;1;26;8;18;32;6;1
26;30;19;10;25;27;5;16;6;3;9;23;7;13;1;14;18;11;8;24;29;12;15;4;20;21;2;32;17;22;28;31;1
2;30;19;10;25;27;5;1;6;3;13;31;11;9;16;28;29;12;8;24;18;7;15;4;22;23;32;21;14;20;17;26;1
25;30;17;9;2;10;5;32;6;29;24;23;7;1;8;14;18;11;12;28;22;3;21;13;4;31;16;15;27;20;19;26;1
4;10;30;9;27;8;5;17;6;29;24;23;7;13;1;14;18;11;12;28;22;3;21;26;15;25;32;19;31;16;2;20;1
17;29;10;9;15;19;14;30;28;24;25;27;23;12;13;11;22;6;18;32;21;5;2;7;4;31;1;3;8;16;20;26;1
17;29;10;7;15;19;16;30;28;8;25;27;23;12;13;11;21;31;5;20;22;3;26;9;1;6;32;18;24;14;4;2;1
