"X25";"X15";"X20";"X22";"X13";"X30";"X21";"X10";"X28";"X17";"X5";"X11";"X26";"X31";"X12";"X29";"X1";"X16";"X2";"X14";"X19";"X32";"X24";"X18";"X6";"X3";"X8";"X27";"X7";"X9";"X23";"X4";"generation"
25;15;20;22;13;30;21;10;28;17;5;11;26;31;12;29;1;16;2;14;19;32;24;18;6;3;8;27;7;9;23;4;1
21;27;13;15;19;1;10;22;28;2;5;11;26;31;12;29;9;32;17;14;23;16;24;18;6;3;8;20;4;25;7;30;1
13;25;22;24;5;11;9;3;29;20;28;23;26;12;21;17;15;14;10;31;32;30;16;18;6;2;8;27;7;1;19;4;1
25;15;20;22;5;11;27;2;29;10;13;30;26;31;12;28;9;32;17;14;23;16;24;18;6;3;8;21;7;1;19;4;1
19;18;22;3;5;11;27;2;29;4;28;23;26;12;21;17;25;14;24;7;32;30;16;31;6;10;13;9;15;1;8;20;1
29;22;19;6;9;31;8;26;5;18;30;13;20;27;21;32;28;14;24;7;2;4;12;25;17;10;3;16;23;1;15;11;1
6;3;13;15;23;11;27;2;29;4;30;21;17;9;20;7;1;16;22;14;19;28;24;31;26;10;18;32;8;25;12;5;1
32;4;27;24;5;31;3;22;12;18;30;26;17;9;20;7;1;16;2;14;19;28;11;25;23;10;13;29;15;6;8;21;1
25;15;20;22;8;30;21;3;28;2;5;11;26;31;12;29;9;32;6;14;23;16;24;18;17;10;13;27;7;1;19;4;1
19;25;22;30;5;11;27;2;29;4;28;23;26;12;21;17;7;14;10;31;32;16;24;18;6;3;8;9;15;1;13;20;1
5;6;8;29;31;24;25;21;27;22;11;20;19;17;2;4;14;7;28;26;18;10;23;30;12;3;16;9;15;1;13;32;1
31;18;6;24;5;3;25;21;10;22;11;20;19;17;2;4;1;14;28;26;32;30;16;27;12;29;13;9;15;7;8;23;1
3;26;9;12;13;30;21;10;28;2;16;18;25;20;19;7;31;29;17;24;8;14;4;15;11;27;1;6;22;32;5;23;1
