"X2";"X1";"X10";"X4";"X3";"X11";"X9";"X8";"X6";"X7";"X5";"X12";"generation"
2;1;10;4;3;11;9;8;12;7;5;6;1
10;6;1;8;3;7;9;2;11;4;5;12;1
7;5;1;6;12;3;11;8;2;4;10;9;1
7;5;1;6;12;3;11;8;2;4;10;9;1
7;5;1;6;12;3;11;8;2;4;10;9;1
7;5;1;6;12;3;11;8;2;4;10;9;1
10;6;1;8;3;9;11;2;4;7;5;12;1
10;9;1;8;3;4;7;2;5;11;6;12;1
4;9;1;6;12;3;5;8;2;7;11;10;1
7;10;1;2;12;4;11;3;6;8;5;9;1
7;5;1;6;12;3;11;8;2;4;10;9;1
7;5;1;6;12;3;11;8;2;4;10;9;1
7;2;1;6;12;3;4;8;5;11;10;9;1
5;1;10;4;3;7;11;8;2;9;6;12;1
7;5;1;6;12;3;11;8;2;4;10;9;1
7;5;1;6;12;3;2;8;11;4;10;9;1
7;5;1;8;12;3;11;6;2;4;10;9;1
10;6;1;2;3;4;11;8;9;7;5;12;1
2;1;10;4;3;7;9;8;5;11;6;12;1
2;1;10;4;3;7;9;8;5;11;6;12;1
7;5;1;6;12;3;11;8;2;4;10;9;1
7;5;1;2;12;3;11;8;6;4;10;9;1
10;6;8;1;12;4;11;2;9;7;3;5;1
7;9;1;8;3;12;11;2;6;10;4;5;1
12;2;1;4;3;7;9;8;5;6;10;11;1
2;1;10;6;12;3;9;8;5;11;4;7;1
7;5;1;6;12;3;11;8;2;4;10;9;1
12;2;10;4;3;7;9;8;5;11;6;1;1
7;5;1;6;12;3;11;8;2;4;10;9;1
7;5;1;6;12;3;11;8;2;4;10;9;1
2;1;10;4;6;7;9;8;5;11;3;12;1
2;1;10;4;3;7;9;8;5;11;6;12;1
7;5;11;6;12;3;1;8;2;4;10;9;1
7;5;1;6;12;3;11;8;2;4;10;9;1
2;1;9;4;6;5;10;8;7;11;3;12;1
1;6;2;4;3;7;9;8;5;11;10;12;1
7;1;10;6;12;3;11;8;2;4;5;9;1
5;1;10;11;3;7;9;8;2;4;6;12;1
5;9;7;2;1;12;3;11;6;10;4;8;1
8;9;7;2;1;12;11;3;6;10;4;5;1
2;1;6;11;3;7;12;8;5;4;10;9;1
12;2;10;4;3;7;9;8;5;11;1;6;1
2;1;3;6;12;7;9;8;5;11;4;10;1
7;2;1;10;12;3;4;8;5;11;6;9;1
7;5;1;6;12;3;11;8;2;4;10;9;1
7;5;1;6;12;3;11;8;2;4;10;9;1
5;1;10;4;7;3;11;8;2;9;6;12;1
7;5;1;10;9;3;4;8;2;11;6;12;1
8;1;10;7;3;4;11;2;9;5;6;12;1
10;5;1;8;3;4;11;2;9;7;6;12;1
2;9;7;4;1;10;11;3;6;8;5;12;1
