"X49L";"X34L";"X43L";"X45L";"X59L";"X15L";"X32L";"X16L";"X54L";"X33L";"X55L";"X57L";"X42L";"X28L";"X13L";"X36L";"X3L";"X50L";"X60L";"X12L";"X6L";"X31L";"X25L";"X4L";"X2L";"X7L";"X14L";"X58L";"X30L";"X41L";"X62L";"X10L";"X63L";"X46L";"X29L";"X44L";"X53L";"X9L";"X21L";"X35L";"X40L";"X5L";"X52L";"X37L";"X8L";"X48L";"X17L";"X27L";"X19L";"X22L";"X11L";"X61L";"X51L";"X23L";"X38L";"X56L";"X39L";"X47L";"X24L";"X20L";"X1L";"X18L";"X64L";"X26L"
49;34;43;45;59;15;32;16;54;33;55;57;42;28;13;36;3;50;60;12;6;31;25;4;2;7;14;58;30;41;62;10;63;46;29;44;53;9;21;35;40;5;52;37;8;48;17;27;19;22;11;61;51;23;38;56;39;47;24;20;1;18;64;26
49;34;43;45;59;15;32;16;54;33;55;57;42;28;13;36;3;50;60;12;6;31;25;4;2;7;14;58;30;41;62;10;63;46;29;44;53;9;21;35;40;5;52;37;8;48;17;27;19;22;11;61;51;23;38;56;24;47;39;20;1;18;64;26
49;34;43;45;59;15;32;16;54;33;55;57;42;28;13;36;3;50;60;12;6;31;25;4;2;7;14;58;30;41;62;10;63;46;29;44;53;9;21;35;40;5;52;37;8;48;17;27;19;22;11;61;51;23;38;56;24;47;39;20;1;18;64;26
49;34;43;45;59;15;32;16;54;33;55;57;42;36;13;28;3;50;60;12;6;31;25;4;2;7;14;58;30;41;62;10;63;46;29;44;53;9;21;35;40;5;52;37;8;48;17;27;19;22;11;61;51;23;38;56;24;47;39;20;1;18;64;26
49;34;43;45;59;15;32;16;54;33;55;57;42;36;13;28;3;50;60;12;6;31;25;4;2;7;14;58;30;41;62;10;63;46;29;44;53;9;21;35;40;5;52;37;8;48;17;27;19;22;11;61;51;23;38;56;24;47;39;20;1;18;64;26
49;34;43;45;59;15;32;16;54;33;55;57;42;36;13;28;3;50;60;12;6;31;25;4;2;7;14;58;30;41;62;10;63;46;29;39;53;9;21;35;40;5;52;37;8;48;17;27;19;22;11;61;51;23;38;56;24;47;44;20;1;18;64;26
49;34;43;45;59;15;32;16;54;33;55;57;42;36;13;28;3;50;60;12;6;31;25;4;2;7;14;58;30;41;62;10;63;46;29;39;53;9;21;35;40;5;52;37;8;48;17;27;19;22;11;61;51;23;38;56;24;47;44;20;1;18;64;26
49;34;43;45;59;15;32;16;54;33;55;57;42;36;13;28;3;50;60;12;6;31;11;4;2;7;14;58;30;41;62;10;63;46;29;39;53;9;21;35;40;5;52;37;8;48;17;27;19;22;25;61;51;23;38;56;24;47;44;20;1;18;64;26
49;34;43;45;59;15;32;16;54;33;55;57;42;36;13;28;3;50;60;12;6;31;11;4;2;7;14;58;30;41;62;10;63;46;29;39;53;9;21;35;40;5;52;37;8;48;17;27;19;22;25;61;51;23;38;56;24;47;44;20;1;18;64;26
49;34;43;45;59;15;32;16;54;33;55;47;42;36;13;28;3;50;60;12;6;31;11;4;2;7;14;58;30;41;62;10;63;46;29;39;53;9;21;35;40;5;52;37;8;48;17;27;19;22;25;61;51;23;38;56;24;57;44;20;1;18;64;26
