"X16L";"X55L";"X25L";"X15L";"X37L";"X61L";"X28L";"X53L";"X45L";"X49L";"X52L";"X64L";"X42L";"X47L";"X13L";"X56L";"X38L";"X2L";"X17L";"X8L";"X33L";"X32L";"X6L";"X58L";"X30L";"X3L";"X4L";"X51L";"X41L";"X36L";"X10L";"X34L";"X35L";"X22L";"X63L";"X11L";"X57L";"X50L";"X23L";"X7L";"X44L";"X26L";"X1L";"X40L";"X12L";"X20L";"X18L";"X54L";"X9L";"X14L";"X21L";"X39L";"X48L";"X24L";"X60L";"X29L";"X19L";"X62L";"X43L";"X31L";"X5L";"X46L";"X59L";"X27L"
16;55;25;15;37;61;28;53;45;49;52;64;42;47;13;56;38;2;17;8;33;32;6;58;30;3;4;51;41;36;10;34;35;22;63;11;57;50;23;7;44;26;1;40;12;20;18;54;9;14;21;39;48;24;60;29;19;62;43;31;5;46;59;27
16;55;25;15;37;61;28;53;45;49;52;64;42;47;34;56;38;2;17;8;33;32;6;58;30;3;4;51;41;36;10;13;35;22;63;11;57;50;23;7;44;26;1;40;12;20;18;54;9;14;21;39;48;24;60;29;19;62;43;31;5;46;59;27
16;55;25;15;37;61;28;53;45;49;52;64;42;47;34;56;38;2;17;8;33;32;6;58;30;3;4;51;41;36;10;13;35;22;63;11;57;50;23;7;44;26;1;40;12;20;18;54;9;14;21;39;48;24;60;29;19;62;43;31;5;46;59;27
16;55;25;15;37;61;28;53;45;49;30;64;42;47;34;56;38;2;17;8;33;32;6;58;52;3;4;51;41;36;10;13;35;22;63;11;57;50;23;7;44;26;1;40;12;20;18;54;9;14;21;39;48;24;60;29;19;62;43;31;5;46;59;27
16;55;25;15;37;61;28;53;45;49;30;64;42;47;34;56;38;2;17;8;33;32;6;58;52;3;4;51;41;36;10;13;35;22;63;11;57;50;23;7;44;26;1;40;12;20;18;54;9;14;21;39;48;24;60;29;19;62;43;31;5;46;59;27
16;55;25;15;37;61;28;53;45;49;30;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;51;41;36;10;47;35;22;63;11;57;50;23;7;44;26;1;40;12;20;18;54;9;14;21;39;48;24;60;29;19;62;43;31;5;46;59;27
16;55;25;15;37;61;28;53;45;49;30;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;51;41;36;10;47;35;22;63;11;57;50;23;7;44;26;1;40;12;20;18;54;9;14;21;39;48;24;60;29;19;62;43;31;5;46;59;27
16;55;25;15;37;61;28;53;45;49;30;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;40;12;20;18;54;9;14;21;39;48;24;60;29;19;62;43;31;5;46;59;27
16;55;25;15;37;61;28;53;45;49;30;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;40;12;20;18;54;9;14;21;39;48;24;60;29;19;62;43;31;5;46;59;27
16;55;25;15;37;61;28;53;45;49;30;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;40;12;19;18;54;9;14;21;39;48;24;60;29;20;62;43;31;5;46;59;27
16;55;25;15;37;61;28;53;45;49;30;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;40;12;19;18;54;9;14;21;39;48;24;60;29;20;62;43;31;5;46;59;27
16;55;25;15;37;61;28;53;45;49;30;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;40;12;19;18;54;9;14;21;39;48;24;60;29;20;59;43;31;5;46;62;27
16;55;25;15;37;61;28;53;45;49;30;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;40;12;19;18;54;9;14;21;39;48;24;60;29;20;59;43;31;5;46;62;27
16;55;25;15;37;61;28;53;30;49;45;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;40;12;19;18;54;9;14;21;39;48;24;60;29;20;59;43;31;5;46;62;27
16;55;25;15;37;61;28;53;30;49;45;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;40;12;19;18;54;9;14;21;39;48;24;60;29;20;59;43;31;5;46;62;27
16;55;25;15;37;61;28;53;30;49;45;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;24;12;19;18;54;9;14;21;39;48;40;60;29;20;59;43;31;5;46;62;27
16;55;25;15;37;61;28;53;30;49;45;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;24;12;19;18;54;9;14;21;39;48;40;60;29;20;59;43;31;5;46;62;27
16;55;25;15;37;60;28;53;30;49;45;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;24;12;19;18;54;9;14;21;39;48;40;61;29;20;59;43;31;5;46;62;27
16;55;25;15;37;60;28;53;30;49;45;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;23;7;44;26;1;24;12;19;18;54;9;14;21;39;48;40;61;29;20;59;43;31;5;46;62;27
16;55;25;15;37;60;28;53;30;49;45;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;7;23;44;26;1;24;12;19;18;54;9;14;21;39;48;40;61;29;20;59;43;31;5;46;62;27
16;55;25;15;37;60;28;53;30;49;45;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;7;23;44;26;1;24;12;19;18;54;9;14;21;39;48;40;61;29;20;59;43;31;5;46;62;27
16;55;25;15;37;60;28;53;30;49;45;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;7;23;44;26;1;24;12;19;18;54;9;14;21;39;48;40;61;29;20;59;31;43;5;46;62;27
16;55;25;15;37;60;28;53;30;49;45;64;42;13;34;56;38;2;17;8;33;32;6;58;52;3;4;50;41;36;10;47;35;22;63;11;57;51;7;23;44;26;1;24;12;19;18;54;9;14;21;39;48;40;61;29;20;59;31;43;5;46;62;27
