"X1";"X38978";"X7";"X10";"X11";"X4";"X8";"X5";"X12";"X2";"X6";"X3";"X9";"X1.1"
1;38978;7;10;11;4;8;5;12;2;6;3;9;1
7;10;11;3;8;5;12;2;6;4;9;1;1;30162
1;30162;7;10;11;3;8;5;12;2;6;4;9;1
1;10;11;3;8;5;12;2;6;4;9;7;1;28124
1;28124;1;10;11;3;8;5;12;2;6;4;9;7
1;10;11;3;8;5;12;9;6;4;2;7;1;28388
1;28388;1;10;11;3;8;5;12;9;6;4;2;7
1;10;11;3;8;5;9;12;6;4;2;7;1;38024
1;38024;1;10;11;3;8;5;9;12;6;4;2;7
1;10;11;3;4;5;9;12;6;8;2;7;1;39114
1;39114;1;10;11;3;4;5;9;12;6;8;2;7
1;10;11;12;4;5;9;3;6;8;2;7;1;39464
1;39464;1;10;11;12;4;5;9;3;6;8;2;7
1;10;11;12;8;5;9;3;6;4;2;7;1;28774
1;28774;1;10;11;12;8;5;9;3;6;4;2;7
1;10;11;12;5;8;9;3;6;4;2;7;1;30202
1;28774;1;10;11;12;8;5;9;3;6;4;2;7
1;10;7;12;8;5;9;3;6;4;2;11;1;29582
1;29582;1;10;7;12;8;5;9;3;6;4;2;11
1;10;7;12;8;5;3;9;6;4;2;11;1;33114
1;33114;1;10;7;12;8;5;3;9;6;4;2;11
1;10;9;12;8;5;3;7;6;4;2;11;1;36814
1;36814;1;10;9;12;8;5;3;7;6;4;2;11
2;10;9;12;8;5;3;7;6;4;1;11;1;42676
1;42676;2;10;9;12;8;5;3;7;6;4;1;11
2;11;9;12;8;5;3;7;6;4;1;10;1;45560
1;45560;2;11;9;12;8;5;3;7;6;4;1;10
2;11;9;12;8;5;3;7;4;6;1;10;1;52994
1;45560;2;11;9;12;8;5;3;7;6;4;1;10
2;11;9;12;8;5;4;7;6;3;1;10;1;47162
1;47162;2;11;9;12;8;5;4;7;6;3;1;10
2;7;9;12;8;5;4;11;6;3;1;10;1;37702
1;37702;2;7;9;12;8;5;4;11;6;3;1;10
2;7;9;12;10;5;4;11;6;3;1;8;1;35148
1;35148;2;7;9;12;10;5;4;11;6;3;1;8
2;7;9;12;4;5;10;11;6;3;1;8;1;35778
1;35778;2;7;9;12;4;5;10;11;6;3;1;8
2;7;9;12;4;5;10;8;6;3;1;11;1;37354
1;37354;2;7;9;12;4;5;10;8;6;3;1;11
2;7;9;12;4;5;8;10;6;3;1;11;1;35994
2;35994;2;7;9;12;4;5;8;10;6;3;1;11
2;10;9;12;4;5;8;7;6;3;1;11;2;38946
2;38946;2;10;9;12;4;5;8;7;6;3;1;11
2;10;9;4;12;5;8;7;6;3;1;11;2;38986
2;38986;2;10;9;4;12;5;8;7;6;3;1;11
2;10;9;4;12;5;7;8;6;3;1;11;2;40342
2;40342;2;10;9;4;12;5;7;8;6;3;1;11
3;10;9;4;12;5;7;8;6;2;1;11;2;49914
2;49914;3;10;9;4;12;5;7;8;6;2;1;11
3;9;10;4;12;5;7;8;6;2;1;11;2;59482
2;59482;3;9;10;4;12;5;7;8;6;2;1;11
12;9;10;4;3;5;7;8;6;2;1;11;2;56446
2;56446;12;9;10;4;3;5;7;8;6;2;1;11
9;12;10;4;3;5;7;8;6;2;1;11;2;54314
2;54314;9;12;10;4;3;5;7;8;6;2;1;11
9;12;10;4;3;5;7;1;6;2;8;11;2;45424
2;45424;9;12;10;4;3;5;7;1;6;2;8;11
9;12;10;7;3;5;4;1;6;2;8;11;2;47256
2;47256;9;12;10;7;3;5;4;1;6;2;8;11
7;12;10;9;3;5;4;1;6;2;8;11;2;45970
2;45970;7;12;10;9;3;5;4;1;6;2;8;11
7;12;10;9;4;5;3;1;6;2;8;11;2;45614
2;45614;7;12;10;9;4;5;3;1;6;2;8;11
7;12;10;9;11;5;3;1;6;2;8;4;2;43218
2;43218;7;12;10;9;11;5;3;1;6;2;8;4
7;12;10;9;11;5;6;1;3;2;8;4;2;43384
2;43384;7;12;10;9;11;5;6;1;3;2;8;4
7;12;10;9;11;5;6;1;3;2;4;8;2;43956
2;43956;7;12;10;9;11;5;6;1;3;2;4;8
7;12;10;5;11;9;6;1;3;2;4;8;2;35126
2;35126;7;12;10;5;11;9;6;1;3;2;4;8
7;12;10;5;11;9;4;1;3;2;6;8;2;39222
2;39222;7;12;10;5;11;9;4;1;3;2;6;8
2;12;10;5;11;9;4;1;3;7;6;8;2;40776
2;40776;2;12;10;5;11;9;4;1;3;7;6;8
2;12;10;5;11;1;4;9;3;7;6;8;2;58154
2;40776;2;12;10;5;11;9;4;1;3;7;6;8
2;12;10;5;11;9;4;8;3;7;6;1;2;49348
2;40776;2;12;10;5;11;9;4;1;3;7;6;8
2;12;10;5;1;9;4;11;3;7;6;8;2;47798
3;47798;2;12;10;5;1;9;4;11;3;7;6;8
2;12;10;7;1;9;4;11;3;5;6;8;3;31250
3;31250;2;12;10;7;1;9;4;11;3;5;6;8
2;12;10;7;6;9;4;11;3;5;1;8;3;30648
3;30648;2;12;10;7;6;9;4;11;3;5;1;8
2;12;10;1;6;9;4;11;3;5;7;8;3;31156
3;31156;2;12;10;1;6;9;4;11;3;5;7;8
2;12;1;10;6;9;4;11;3;5;7;8;3;29452
3;29452;2;12;1;10;6;9;4;11;3;5;7;8
2;12;1;10;3;9;4;11;6;5;7;8;3;32884
3;32884;2;12;1;10;3;9;4;11;6;5;7;8
2;12;1;10;4;9;3;11;6;5;7;8;3;31072
3;31072;2;12;1;10;4;9;3;11;6;5;7;8
2;12;1;10;4;7;3;11;6;5;9;8;3;28528
3;28528;2;12;1;10;4;7;3;11;6;5;9;8
2;12;1;10;4;7;3;8;6;5;9;11;3;30976
3;30976;2;12;1;10;4;7;3;8;6;5;9;11
2;12;1;10;4;5;3;8;6;7;9;11;3;51918
3;30976;2;12;1;10;4;7;3;8;6;5;9;11
2;4;1;10;12;7;3;8;6;5;9;11;3;32466
3;30976;2;12;1;10;4;7;3;8;6;5;9;11
2;12;11;10;4;7;3;8;6;5;9;1;3;35224
3;30976;2;12;1;10;4;7;3;8;6;5;9;11
2;12;1;10;4;6;3;8;7;5;9;11;3;30274
3;30274;2;12;1;10;4;6;3;8;7;5;9;11
2;12;1;10;6;4;3;8;7;5;9;11;3;41128
3;30274;2;12;1;10;4;6;3;8;7;5;9;11
2;12;1;10;4;6;7;8;3;5;9;11;3;29908
3;29908;2;12;1;10;4;6;7;8;3;5;9;11
6;12;1;10;4;2;7;8;3;5;9;11;3;29054
3;29054;6;12;1;10;4;2;7;8;3;5;9;11
6;5;1;10;4;2;7;8;3;12;9;11;3;54712
3;54712;6;5;1;10;4;2;7;8;3;12;9;11
6;5;1;10;4;2;7;8;3;9;12;11;3;49006
3;49006;6;5;1;10;4;2;7;8;3;9;12;11
6;12;1;10;4;2;7;8;3;9;5;11;3;31028
3;31028;6;12;1;10;4;2;7;8;3;9;5;11
8;12;1;10;4;2;7;6;3;9;5;11;3;39088
3;39088;8;12;1;10;4;2;7;6;3;9;5;11
9;12;1;10;4;2;7;6;3;8;5;11;3;35150
4;35150;9;12;1;10;4;2;7;6;3;8;5;11
9;12;1;10;11;2;7;6;3;8;5;4;4;37172
4;37172;9;12;1;10;11;2;7;6;3;8;5;4
9;12;11;10;1;2;7;6;3;8;5;4;4;39952
4;39952;9;12;11;10;1;2;7;6;3;8;5;4
9;12;11;10;1;2;7;4;3;8;5;6;4;40358
4;40358;9;12;11;10;1;2;7;4;3;8;5;6
10;12;11;9;1;2;7;4;3;8;5;6;4;45186
4;45186;10;12;11;9;1;2;7;4;3;8;5;6
10;12;11;3;1;2;7;4;9;8;5;6;4;48800
4;48800;10;12;11;3;1;2;7;4;9;8;5;6
1;12;11;3;10;2;7;4;9;8;5;6;4;49618
4;49618;1;12;11;3;10;2;7;4;9;8;5;6
1;3;11;12;10;2;7;4;9;8;5;6;4;50636
4;50636;1;3;11;12;10;2;7;4;9;8;5;6
1;3;6;12;10;2;7;4;9;8;5;11;4;48484
4;48484;1;3;6;12;10;2;7;4;9;8;5;11
1;3;6;12;11;2;7;4;9;8;5;10;4;50756
4;50756;1;3;6;12;11;2;7;4;9;8;5;10
1;9;6;12;11;2;7;4;3;8;5;10;4;44816
4;44816;1;9;6;12;11;2;7;4;3;8;5;10
1;9;6;12;7;2;11;4;3;8;5;10;4;36642
4;36642;1;9;6;12;7;2;11;4;3;8;5;10
1;9;6;12;7;2;11;4;10;8;5;3;4;40928
4;40928;1;9;6;12;7;2;11;4;10;8;5;3
1;9;4;12;7;2;11;6;10;8;5;3;4;46424
4;46424;1;9;4;12;7;2;11;6;10;8;5;3
1;9;4;12;7;2;10;6;11;8;5;3;4;44816
4;44816;1;9;4;12;7;2;10;6;11;8;5;3
