"X24L";"X3L";"X29L";"X28L";"X12L";"X6L";"X30L";"X8L";"X22L";"X9L";"X11L";"X21L";"X13L";"X2L";"X4L";"X27L";"X18L";"X25L";"X31L";"X17L";"X14L";"X15L";"X10L";"X32L";"X5L";"X1L";"X16L";"X19L";"X26L";"X7L";"X23L";"X20L"
24;3;29;28;12;6;30;8;22;9;11;21;13;2;4;27;18;25;31;17;14;15;10;32;5;1;16;19;26;7;23;20
24;3;29;28;12;6;30;8;22;9;11;21;13;2;4;27;18;25;32;17;14;15;10;31;5;1;16;19;26;7;23;20
24;3;29;28;12;6;30;8;22;9;11;21;13;2;4;27;18;25;32;17;14;15;10;31;5;1;16;19;26;7;23;20
24;3;29;28;12;6;30;8;22;9;11;21;13;2;4;27;18;25;32;17;14;15;10;31;5;1;16;26;19;7;23;20
24;3;29;28;12;6;30;8;22;9;11;21;13;2;4;27;18;25;32;17;14;15;10;31;5;1;16;26;19;7;23;20
24;3;32;28;12;6;30;8;22;9;11;21;13;2;4;27;18;25;29;17;14;15;10;31;5;1;16;26;19;7;23;20
24;3;32;28;12;6;30;8;22;9;11;21;13;2;4;27;18;25;29;17;14;15;10;31;5;1;16;26;19;7;23;20
24;29;32;28;12;6;30;8;22;9;11;21;13;2;4;27;18;25;3;17;14;15;10;31;5;1;16;26;19;7;23;20
24;29;32;28;12;6;30;8;22;9;11;21;13;2;4;27;18;25;3;17;14;15;10;31;5;1;16;26;19;7;23;20
24;29;32;28;12;6;30;8;22;9;11;21;13;2;4;27;18;31;3;17;14;15;10;25;5;1;16;26;19;7;23;20
24;29;32;28;12;6;30;8;22;9;11;21;13;2;4;27;18;31;3;17;14;15;10;25;5;1;16;26;19;7;23;20
24;29;32;28;12;6;30;8;22;9;11;21;13;2;7;27;18;31;3;17;14;15;10;25;5;1;16;26;19;4;23;20
24;29;32;28;12;6;30;8;22;9;11;21;13;2;7;27;18;31;3;17;14;15;10;25;5;1;16;26;19;4;23;20
24;29;32;6;12;28;30;8;22;9;11;21;13;2;7;27;18;31;3;17;14;15;10;25;5;1;16;26;19;4;23;20
24;29;32;6;12;28;30;8;22;9;11;21;13;2;7;27;18;31;3;17;14;15;10;25;5;1;16;26;19;4;23;20
24;29;32;6;12;28;30;8;22;9;11;21;13;2;7;27;14;31;3;17;18;15;10;25;5;1;16;26;19;4;23;20
24;29;32;6;12;28;30;8;22;9;11;21;13;2;7;27;14;31;3;17;18;15;10;25;5;1;16;26;19;4;23;20
24;29;32;6;12;28;30;8;22;1;11;21;13;2;7;27;14;31;3;17;18;15;10;25;5;9;16;26;19;4;23;20
24;29;32;6;12;28;30;8;22;1;11;21;13;2;7;27;14;31;3;17;18;15;10;25;5;9;16;26;19;4;23;20
24;29;32;6;12;28;30;8;22;1;11;21;13;2;7;27;14;31;3;17;19;15;10;25;5;9;16;26;18;4;23;20
24;29;32;6;12;28;30;8;22;1;11;21;13;2;7;27;14;31;3;17;19;15;10;25;5;9;16;26;18;4;23;20
24;29;32;6;12;28;30;8;22;1;11;21;13;16;7;27;14;31;3;17;19;15;10;25;5;9;2;26;18;4;23;20
24;29;32;6;12;28;30;8;22;1;11;21;13;16;7;27;14;31;3;17;19;15;10;25;5;9;2;26;18;4;23;20
24;29;32;6;12;28;21;8;22;1;11;30;13;16;7;27;14;31;3;17;19;15;10;25;5;9;2;26;18;4;23;20
24;29;32;6;12;28;21;8;22;1;11;30;13;16;7;27;14;31;3;17;19;15;10;25;5;9;2;26;18;4;23;20
24;29;32;6;12;28;21;8;17;1;11;30;13;16;7;27;14;31;3;22;19;15;10;25;5;9;2;26;18;4;23;20
24;29;32;6;12;28;21;8;17;1;11;30;13;16;7;27;14;31;3;22;19;15;10;25;5;9;2;26;18;4;23;20
24;29;32;6;12;28;21;8;17;1;11;30;13;16;7;18;14;31;3;22;19;15;10;25;5;9;2;26;27;4;23;20
24;29;32;6;12;28;21;8;17;1;11;30;13;16;7;18;14;31;3;22;19;15;10;25;5;9;2;26;27;4;23;20
24;29;32;6;12;28;21;8;17;1;11;30;13;16;7;15;14;31;3;22;19;18;10;25;5;9;2;26;27;4;23;20
24;29;32;6;12;28;21;8;17;1;11;30;13;16;7;15;14;31;3;22;19;18;10;25;5;9;2;26;27;4;23;20
24;29;6;32;12;28;21;8;17;1;11;30;13;16;7;15;14;31;3;22;19;18;10;25;5;9;2;26;27;4;23;20
24;29;6;32;12;28;21;8;17;1;11;30;13;16;7;15;14;31;3;22;19;18;10;25;5;9;2;26;27;4;23;20
24;29;6;32;12;28;21;8;17;1;11;30;13;16;31;15;14;7;3;22;19;18;10;25;5;9;2;26;27;4;23;20
24;29;6;32;12;28;21;8;17;1;11;30;13;16;31;15;14;7;3;22;19;18;10;25;5;9;2;26;27;4;23;20
24;29;6;32;12;28;21;8;17;15;11;30;13;16;31;1;14;7;3;22;19;18;10;25;5;9;2;26;27;4;23;20
24;29;6;32;12;28;21;8;17;15;11;30;13;16;31;1;14;7;3;22;19;18;10;25;5;9;2;26;27;4;23;20
24;8;6;32;12;28;21;29;17;15;11;30;13;16;31;1;14;7;3;22;19;18;10;25;5;9;2;26;27;4;23;20
