"X12";"X11";"X8";"X4";"X9";"X6";"X1";"X3";"X7";"X10";"X2";"X5";"generation"
12;11;8;4;9;6;1;3;7;10;2;5;1
5;11;1;3;7;4;9;2;8;6;10;12;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
2;4;11;5;1;8;9;3;7;10;12;6;1
2;11;5;10;1;8;7;3;9;4;12;6;1
4;10;3;5;1;8;2;9;12;7;6;11;1
8;10;1;11;5;2;7;3;9;4;12;6;1
7;3;9;10;6;4;8;5;2;11;12;1;1
5;11;1;3;7;4;9;6;2;10;12;8;1
5;11;1;3;7;10;9;6;8;4;2;12;1
12;11;1;3;7;4;9;6;8;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
5;11;8;4;9;3;7;2;1;6;10;12;1
12;11;8;4;1;6;9;2;7;10;3;5;1
12;7;8;4;9;6;1;3;11;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
5;11;7;3;1;4;9;2;8;6;10;12;1
5;11;8;4;9;6;1;3;7;2;10;12;1
8;12;2;9;5;4;1;3;7;10;6;11;1
10;11;8;1;5;4;2;9;12;7;6;3;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;1;3;7;4;9;2;8;6;10;5;1
2;11;7;3;9;6;1;5;8;4;10;12;1
12;11;1;3;5;4;8;6;7;10;2;9;1
8;10;2;9;5;6;1;3;12;7;4;11;1
7;10;1;9;6;4;8;5;2;11;12;3;1
7;3;9;11;6;4;8;1;12;10;2;5;1
12;11;8;4;9;7;1;3;6;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;1;9;6;4;2;7;10;3;5;1
5;2;4;8;11;12;1;3;7;6;9;10;1
2;10;11;5;1;8;7;3;9;4;12;6;1
2;9;11;5;1;10;7;3;8;4;12;6;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
7;10;3;4;9;6;8;5;2;11;12;1;1
2;3;9;11;6;4;8;5;7;10;12;1;1
5;12;11;3;7;4;9;2;8;6;10;1;1
5;11;1;2;9;6;8;3;7;4;10;12;1
12;11;1;3;8;4;9;6;7;10;2;5;1
12;1;7;4;9;2;11;3;8;6;10;5;1
2;10;1;6;5;8;7;3;9;4;12;11;1
2;10;12;1;5;8;4;3;9;7;6;11;1
2;12;8;4;9;6;1;3;7;10;5;11;1
12;11;8;4;9;2;1;3;10;7;6;5;1
2;10;11;5;1;8;4;3;9;7;6;12;1
8;10;1;3;5;7;2;12;9;4;6;11;1
8;10;1;3;5;4;9;2;7;6;12;11;1
10;3;1;8;5;4;2;9;12;7;6;11;1
3;10;11;5;7;4;9;2;1;8;12;6;1
5;11;1;2;10;8;7;3;9;4;12;6;1
2;9;8;1;11;7;3;10;5;4;12;6;1
10;9;8;4;6;7;3;2;5;1;12;11;1
11;6;5;10;7;4;9;2;8;3;12;1;1
5;6;1;3;7;4;9;2;8;11;12;10;1
5;11;9;1;8;6;4;3;7;10;2;12;1
12;11;1;3;9;6;8;4;7;10;2;5;1
8;10;11;3;5;4;2;9;12;7;6;1;1
4;10;11;5;1;8;2;9;12;7;3;6;1
5;3;1;8;11;9;4;7;2;6;10;12;1
5;3;1;11;7;4;9;2;8;6;10;12;1
8;12;1;3;11;4;6;9;7;10;2;5;1
7;11;8;3;5;4;2;9;12;10;1;6;1
5;11;1;6;7;4;9;2;8;3;10;12;1
5;11;1;3;7;4;9;2;8;6;10;12;1
10;11;8;4;9;6;1;3;12;7;2;5;1
12;11;8;4;9;3;2;5;1;7;6;10;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
5;11;1;3;7;10;8;2;9;4;12;6;1
2;10;11;3;7;4;9;5;1;8;12;6;1
7;11;1;3;5;4;9;6;8;2;10;12;1
12;5;1;3;7;4;9;2;8;6;10;11;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;4;11;5;1;8;9;3;7;10;2;6;1
2;11;8;10;9;6;1;3;7;4;12;5;1
10;11;8;3;5;4;2;9;12;7;6;1;1
8;12;6;9;5;4;1;3;7;10;2;11;1
3;10;11;5;1;8;12;2;7;6;9;4;1
2;10;11;5;1;8;7;3;9;4;12;6;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;11;8;4;9;6;1;3;7;10;2;5;1
12;4;11;5;1;8;9;3;7;10;6;2;1
2;10;11;5;9;6;1;3;7;8;12;4;1
5;11;9;2;8;4;1;3;7;10;6;12;1
5;11;7;4;9;2;1;3;8;6;10;12;1
12;11;7;4;9;10;1;3;8;6;2;5;1
5;7;8;4;9;6;1;3;11;10;2;12;1
5;3;1;8;11;12;4;9;7;10;2;6;1
5;3;1;8;11;12;4;2;7;6;9;10;1
12;11;8;4;9;6;1;3;7;10;2;5;2
12;10;8;4;5;2;1;3;7;6;11;9;2
6;12;10;4;5;8;1;3;9;2;11;7;2
6;12;2;4;10;8;1;3;9;5;11;7;2
6;12;8;4;5;2;1;3;7;10;11;9;2
10;12;5;4;8;6;1;3;9;11;2;7;2
12;10;5;6;9;8;11;2;1;3;4;7;2
12;10;5;6;7;4;1;2;8;3;11;9;2
10;12;5;4;6;8;1;3;9;11;2;7;2
10;12;5;4;9;6;1;3;7;11;2;8;2
12;10;5;6;7;4;1;2;8;3;11;9;2
12;10;5;4;9;6;1;3;7;11;2;8;2
2;12;7;3;5;6;1;4;9;10;11;8;2
8;12;6;4;5;2;1;3;9;10;11;7;2
6;12;10;4;5;2;1;3;9;11;8;7;2
6;12;5;4;8;10;1;3;9;7;2;11;2
3;10;5;4;7;6;1;2;8;12;11;9;2
12;10;5;6;7;4;1;2;8;11;3;9;2
5;3;12;9;10;8;1;4;7;11;2;6;2
12;2;5;10;9;6;1;4;7;11;3;8;2
8;12;5;2;9;6;7;3;10;11;4;1;2
6;12;5;4;10;8;1;3;9;11;2;7;2
5;2;12;10;9;6;8;3;7;11;4;1;2
5;2;12;10;9;6;8;3;7;11;4;1;2
6;3;8;10;5;2;1;12;7;4;11;9;2
5;6;12;10;9;2;1;4;8;11;3;7;2
4;10;5;6;12;7;1;2;8;11;3;9;2
12;6;5;4;10;8;1;3;9;11;2;7;2
6;12;8;4;5;2;1;3;9;10;11;7;2
6;12;8;4;5;2;1;3;9;10;11;7;2
5;2;12;10;7;4;1;6;8;3;11;9;2
9;3;12;6;5;10;7;2;8;11;4;1;2
12;10;5;6;7;4;1;2;8;3;11;9;2
12;10;5;6;7;4;1;3;8;11;2;9;2
