"X2";"X7";"X9";"X16";"X14";"X3";"X21";"X15";"X20";"X12";"X22";"X5";"X26";"X23";"X19";"X18";"X24";"X25";"X1";"X17";"X11";"X10";"X6";"X8";"X4";"X13";"generation"
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
22;12;19;20;24;23;17;11;3;6;26;1;21;25;18;7;8;13;5;10;16;15;2;4;14;9;1
26;25;18;1;14;6;22;3;23;12;19;7;21;4;24;11;8;13;5;9;16;15;2;20;17;10;1
3;12;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;1;17;11;24;9;2;14;10;1
17;24;9;21;1;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;10;19;11;18;3;1
22;12;19;4;24;23;14;11;3;6;26;1;21;25;18;7;8;13;5;9;16;15;2;20;17;10;1
22;12;19;4;24;23;14;11;3;6;26;1;21;25;18;7;8;13;5;9;16;15;2;20;17;10;1
25;13;9;11;1;16;15;4;19;17;22;5;26;8;18;14;6;10;24;12;23;7;2;21;3;20;1
24;25;9;16;14;4;8;15;20;17;22;1;26;11;19;18;6;10;5;12;23;7;2;21;3;13;1
22;12;8;4;24;23;14;11;3;6;26;1;21;25;18;7;19;13;5;9;16;15;2;20;17;10;1
22;12;19;4;24;23;14;11;3;6;26;1;21;25;18;7;8;13;5;9;16;15;2;20;17;10;1
13;2;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;7;1
25;13;19;16;4;3;21;26;18;11;22;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
17;11;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;10;1;3;1
3;11;19;18;16;26;21;15;4;25;13;7;23;22;6;20;5;8;14;2;12;24;9;17;1;10;1
3;13;22;18;21;26;15;4;19;17;11;24;23;16;6;20;5;8;14;2;12;7;9;25;1;10;1
17;11;9;19;26;15;16;22;4;25;13;7;1;8;18;14;6;10;5;12;23;24;2;21;3;20;1
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;8;6;4;13;1
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
2;7;9;16;14;20;22;15;3;6;26;1;21;25;19;18;24;23;5;17;11;10;12;8;4;13;1
22;12;7;9;20;13;14;16;3;2;21;5;26;23;19;18;24;25;1;17;11;10;6;8;4;15;1
22;12;7;9;20;13;14;16;3;2;21;5;26;23;19;18;24;25;1;17;11;10;6;8;4;15;1
2;18;17;11;14;3;21;22;20;12;10;1;26;23;19;7;8;13;5;9;16;15;6;24;4;25;1
3;11;19;22;21;26;16;18;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
3;11;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
3;11;19;4;24;26;16;22;18;25;13;7;23;15;6;20;5;8;14;2;12;21;9;17;1;10;1
22;16;19;4;15;23;14;11;3;6;21;1;26;25;18;7;8;13;5;2;12;24;9;20;17;10;1
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
2;11;19;18;21;26;16;22;4;25;13;7;23;3;9;14;24;12;1;17;5;10;6;8;20;15;1
3;12;9;20;21;15;16;22;4;8;13;7;26;23;19;18;24;25;1;17;11;10;6;2;14;5;1
22;12;19;17;24;23;14;16;3;2;26;1;21;25;18;7;20;13;5;9;11;10;6;8;4;15;1
2;7;9;16;14;20;22;15;3;6;26;1;21;23;19;18;24;25;5;17;11;10;12;8;4;13;1
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
11;10;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;3;1
13;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;8;11;6;2;4;10;1
22;12;19;9;24;23;14;16;3;2;26;5;21;13;18;7;20;25;1;17;11;10;6;8;4;15;1
2;7;17;11;3;14;21;15;20;12;22;1;26;23;19;18;24;25;5;9;16;10;6;8;4;13;1
3;12;19;18;21;26;16;22;14;2;13;7;23;15;9;20;5;25;1;17;11;10;4;8;6;24;1
11;10;19;21;18;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;3;1
3;11;19;18;21;26;16;22;1;25;10;7;23;15;9;20;5;17;14;2;12;24;6;8;4;13;1
2;7;9;16;14;3;21;15;20;11;22;5;26;23;19;18;10;25;1;17;12;24;6;8;4;13;1
21;6;7;4;24;25;14;15;20;12;22;5;26;23;19;18;8;13;1;9;16;11;2;3;17;10;1
2;18;17;11;14;3;21;10;20;12;22;1;26;23;19;7;8;13;5;9;16;15;6;24;4;25;1
22;12;19;4;24;23;14;11;3;6;26;1;21;25;18;7;8;13;5;9;16;15;2;20;17;10;1
22;12;19;4;24;23;14;11;3;6;26;1;21;25;18;7;8;13;5;9;16;15;2;20;17;10;1
25;10;19;16;1;3;21;26;18;11;22;7;23;15;6;20;5;8;14;2;12;24;9;17;4;13;1
3;11;19;8;21;26;16;22;4;25;13;7;23;15;6;20;5;18;1;17;12;24;9;2;14;10;1
3;11;19;18;21;26;16;22;4;25;13;7;23;15;6;1;5;8;14;9;12;24;2;20;17;10;1
22;12;19;4;24;23;14;11;3;6;26;20;21;25;18;7;8;13;5;9;16;15;2;17;1;10;1
3;11;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
3;11;19;18;21;14;16;22;4;25;13;7;23;15;6;20;5;8;26;2;12;24;9;17;1;10;1
3;11;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
3;11;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
2;7;9;16;14;3;21;15;18;12;22;24;26;23;6;20;5;8;1;17;11;10;19;25;4;13;1
3;12;19;18;21;26;16;22;4;25;13;7;23;15;9;20;5;8;14;17;11;10;6;2;1;24;1
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
2;4;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;7;13;1
17;10;12;4;24;23;14;11;3;6;26;1;21;25;18;7;8;13;5;9;16;15;2;22;19;20;1
22;12;3;26;21;23;15;4;19;17;11;24;1;8;18;14;6;10;5;9;16;7;2;20;25;13;1
3;11;19;6;23;26;16;22;4;15;14;20;21;25;18;7;8;13;5;2;12;24;9;17;1;10;1
11;26;19;3;18;21;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
22;12;19;4;24;23;14;11;3;18;26;1;21;15;6;20;5;8;13;9;16;25;2;7;17;10;1
4;22;19;12;24;23;14;11;3;6;26;1;21;25;18;7;8;13;5;9;16;15;2;17;20;10;1
26;11;19;16;14;3;21;22;4;25;13;7;23;15;6;20;5;8;18;2;12;24;9;17;1;10;1
17;24;9;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;11;10;19;12;1;3;1
3;11;19;6;21;26;16;22;4;25;23;20;13;15;18;7;5;8;14;2;12;24;9;17;1;10;1
15;16;19;4;22;23;5;11;3;6;26;20;21;25;18;7;8;13;14;2;12;24;9;17;1;10;1
3;12;9;20;21;15;16;22;14;2;13;7;26;23;19;18;24;25;1;17;11;10;6;8;4;5;1
17;10;9;21;1;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;19;11;18;3;1
19;26;12;13;4;20;23;10;18;24;16;17;5;21;3;22;15;11;25;9;8;1;6;2;14;7;1
23;10;20;13;4;12;17;5;26;2;3;19;18;21;16;22;15;11;25;1;24;8;7;6;14;9;1
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
2;9;7;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
4;7;14;16;8;2;9;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;13;3;6;21;1
12;7;9;16;14;4;5;15;26;2;3;19;18;22;21;20;25;24;1;17;11;10;6;8;23;13;1
3;11;6;4;21;13;16;15;20;12;22;5;26;23;19;18;7;8;14;2;25;24;9;17;1;10;1
8;7;6;16;14;3;21;15;20;9;22;5;26;23;19;18;13;25;4;2;12;24;11;17;1;10;1
11;12;19;3;24;23;16;22;4;25;13;7;21;6;18;1;8;26;5;9;14;15;2;20;17;10;1
4;23;19;24;22;14;12;11;3;6;26;1;21;25;18;7;8;13;5;9;16;15;2;17;20;10;1
2;7;9;16;24;3;21;15;20;25;22;5;26;23;19;18;14;12;1;17;11;10;6;8;4;13;1
9;25;16;1;24;13;11;15;20;12;22;5;7;4;6;8;14;10;18;17;3;21;19;26;2;23;1
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;8;4;13;1
3;11;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
3;11;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
2;7;9;16;14;3;21;15;20;12;22;5;26;10;19;18;8;25;1;17;11;23;6;24;4;13;1
4;7;14;16;8;2;21;15;20;12;22;5;26;23;19;18;24;25;1;17;11;10;6;3;13;9;1
3;11;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
3;11;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
19;26;12;13;4;20;23;10;3;24;16;17;21;25;18;22;15;11;5;1;2;8;7;6;14;9;1
16;12;19;4;24;23;9;13;18;20;26;17;5;21;3;22;15;11;25;1;2;8;7;6;14;10;1
17;7;9;16;1;3;21;15;20;11;22;10;26;23;19;18;5;8;14;2;12;24;6;25;4;13;1
3;11;19;18;21;26;16;22;1;25;24;7;23;15;9;20;5;17;14;2;12;10;6;8;4;13;1
11;10;19;16;4;3;21;26;18;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;22;1
3;11;20;6;21;15;16;13;4;25;22;5;26;23;19;18;24;8;14;2;12;7;9;17;1;10;1
3;11;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
3;11;19;18;21;26;16;22;4;25;13;7;23;15;6;20;5;8;14;2;12;24;9;17;1;10;1
2;7;9;11;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;17;16;10;6;8;4;13;2
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;10;11;17;6;8;4;13;2
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;11;10;17;6;8;4;13;2
2;7;9;16;14;10;21;15;20;12;22;5;26;23;19;18;24;25;1;3;11;17;6;8;4;13;2
17;7;6;16;14;24;21;15;20;11;22;5;26;23;19;18;10;25;1;12;3;2;9;8;4;13;2
17;7;6;16;14;24;21;15;20;11;22;5;23;26;19;18;10;25;1;3;12;2;9;8;4;13;2
2;20;9;16;5;10;23;25;7;12;22;8;26;15;19;6;24;21;1;3;11;17;18;13;4;14;2
2;7;9;16;5;3;21;15;20;12;22;8;26;23;19;18;24;25;1;11;10;17;6;13;4;14;2
17;18;19;3;14;23;24;4;20;11;15;5;13;7;16;1;21;12;2;9;25;26;6;8;10;22;2
17;5;9;11;18;21;24;4;8;19;15;14;13;7;16;1;26;12;23;3;25;2;6;10;20;22;2
2;20;9;26;5;10;18;15;7;12;22;8;16;6;19;21;24;25;1;3;11;17;23;14;4;13;2
2;7;9;16;14;10;18;15;20;12;22;5;26;23;19;21;24;25;1;3;11;17;6;8;4;13;2
24;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;2;25;1;11;10;17;6;8;4;13;2
2;7;9;16;14;10;21;15;20;12;22;5;26;23;19;18;24;25;1;3;11;17;6;8;4;13;2
2;7;9;16;5;11;21;15;20;12;22;8;26;23;19;18;24;25;1;3;10;17;6;14;4;13;2
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;11;10;17;6;8;4;13;2
2;7;19;16;14;3;21;15;20;12;22;5;1;23;9;18;24;25;26;17;10;11;6;8;4;13;2
2;7;19;16;14;3;21;15;20;17;22;5;26;23;9;18;24;25;1;11;10;12;6;8;4;13;2
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;11;10;17;6;8;4;13;2
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;11;10;17;6;8;4;13;2
2;7;9;16;14;24;21;15;20;11;22;5;26;23;19;18;10;25;1;3;12;17;6;8;4;13;2
2;20;9;16;5;3;23;25;7;12;22;8;26;21;19;6;24;15;1;11;10;17;18;13;4;14;2
17;7;6;16;14;24;21;15;20;11;22;5;26;23;19;18;10;25;1;3;12;2;9;8;4;13;2
17;7;19;16;14;3;21;15;20;11;22;5;26;23;9;18;10;25;1;2;24;12;6;8;4;13;2
2;7;9;16;14;3;18;15;20;5;22;12;26;23;19;21;24;25;1;11;10;17;6;8;4;13;2
2;7;19;16;14;3;21;15;20;11;22;5;26;23;9;18;10;25;1;17;24;12;6;8;4;13;2
2;7;9;16;14;10;21;15;20;12;22;5;26;23;19;18;24;25;1;3;11;17;6;8;4;13;2
2;7;9;16;14;10;21;15;20;12;22;5;26;23;19;18;24;25;1;3;11;17;6;8;4;13;2
2;7;6;16;14;10;21;15;20;12;22;5;26;23;19;18;24;25;1;3;11;17;9;8;4;13;2
17;7;6;16;14;24;21;15;20;11;22;5;26;23;19;18;10;25;1;3;12;2;9;8;4;13;2
2;20;6;16;5;24;23;25;7;11;22;8;26;21;19;9;10;15;1;3;12;17;18;13;4;14;2
17;20;6;16;5;10;23;25;7;12;22;8;26;21;19;9;24;15;1;3;11;2;18;13;4;14;2
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;11;10;17;6;8;4;13;2
2;7;9;16;14;3;21;15;20;12;22;5;26;23;19;18;24;25;1;10;11;17;6;8;4;13;2
2;20;9;16;14;3;21;15;7;12;11;5;26;13;19;6;24;25;1;10;22;17;18;8;4;23;2
2;20;9;16;14;10;21;15;7;12;23;5;26;13;19;6;24;25;1;11;3;17;18;8;4;22;2
2;7;9;16;14;10;18;15;20;12;22;5;26;23;19;3;24;25;1;11;21;17;6;8;4;13;2
2;7;9;16;14;10;21;15;20;12;22;5;26;23;19;18;24;25;1;3;11;17;6;8;4;13;2
2;7;9;16;14;3;18;15;20;12;22;5;26;23;19;21;24;25;1;11;10;17;6;8;4;13;2
2;7;9;16;14;3;18;15;20;12;22;5;26;23;19;21;24;25;1;11;10;17;6;8;4;13;2
2;7;19;16;14;3;18;15;20;11;22;5;26;23;9;21;10;25;1;17;24;12;6;8;4;13;2
2;7;19;16;14;3;21;15;20;11;22;5;26;23;9;18;10;25;1;17;24;12;6;8;4;13;2
2;20;9;16;5;10;21;25;7;12;22;8;26;23;19;6;24;15;1;3;11;17;18;13;4;14;2
2;7;9;16;13;3;23;25;20;12;22;5;26;21;19;18;24;15;1;17;11;10;6;8;4;14;2
2;7;9;16;14;10;21;15;20;12;22;5;26;23;19;18;24;25;1;3;11;17;6;8;4;13;2
