"X1";"X6011080";"X11";"X16";"X2";"X23";"X1.1";"X20";"X18";"X5";"X26";"X3";"X21";"X14";"X7";"X15";"X17";"X22";"X10";"X25";"X13";"X4";"X24";"X19";"X12";"X6";"X9";"X8"
1;6011080;11;16;2;23;1;20;18;5;26;3;21;14;7;15;17;22;10;25;13;4;24;19;12;6;9;8
11;16;2;23;15;20;18;5;26;3;21;14;7;1;17;22;10;25;13;4;24;19;12;6;9;8;1;5985483
1;5985483;11;16;2;23;15;20;18;5;26;3;21;14;7;1;17;22;10;25;13;4;24;19;12;6;9;8
11;16;2;23;15;20;18;5;6;3;21;14;7;1;17;22;10;25;13;4;24;19;12;26;9;8;1;5972844
1;5972844;11;16;2;23;15;20;18;5;6;3;21;14;7;1;17;22;10;25;13;4;24;19;12;26;9;8
11;16;2;23;15;20;18;9;6;3;21;14;7;1;17;22;10;25;13;4;24;19;12;26;5;8;1;6089067
1;6089067;11;16;2;23;15;20;18;9;6;3;21;14;7;1;17;22;10;25;13;4;24;19;12;26;5;8
11;16;2;26;15;20;18;9;6;3;21;14;7;1;17;22;10;25;13;4;24;19;12;23;5;8;1;6088312
1;6088312;11;16;2;26;15;20;18;9;6;3;21;14;7;1;17;22;10;25;13;4;24;19;12;23;5;8
11;16;2;26;15;20;18;9;6;4;21;14;7;1;17;22;10;25;13;3;24;19;12;23;5;8;1;6096039
1;6096039;11;16;2;26;15;20;18;9;6;4;21;14;7;1;17;22;10;25;13;3;24;19;12;23;5;8
11;16;2;26;15;20;7;9;6;4;21;14;18;1;17;22;10;25;13;3;24;19;12;23;5;8;1;5961522
1;5961522;11;16;2;26;15;20;7;9;6;4;21;14;18;1;17;22;10;25;13;3;24;19;12;23;5;8
11;10;2;26;15;20;7;9;6;4;21;14;18;1;17;22;16;25;13;3;24;19;12;23;5;8;1;5954570
1;5954570;11;10;2;26;15;20;7;9;6;4;21;14;18;1;17;22;16;25;13;3;24;19;12;23;5;8
11;10;2;26;15;8;7;9;6;4;21;14;18;1;17;22;16;25;13;3;24;19;12;23;5;20;1;5946805
1;5946805;11;10;2;26;15;8;7;9;6;4;21;14;18;1;17;22;16;25;13;3;24;19;12;23;5;20
11;10;2;26;15;8;7;19;6;4;21;14;18;1;17;22;16;25;13;3;24;9;12;23;5;20;1;5898452
1;5898452;11;10;2;26;15;8;7;19;6;4;21;14;18;1;17;22;16;25;13;3;24;9;12;23;5;20
11;10;2;26;15;8;6;19;7;4;21;14;18;1;17;22;16;25;13;3;24;9;12;23;5;20;1;5876134
1;5876134;11;10;2;26;15;8;6;19;7;4;21;14;18;1;17;22;16;25;13;3;24;9;12;23;5;20
