"X11";"X5";"X12";"X8";"X6";"X3";"X1";"X2";"X7";"X10";"X4";"X9";"generation"
11;5;12;8;6;3;1;2;7;10;4;9;1
7;4;12;1;2;3;8;9;10;11;5;6;1
3;5;10;2;6;11;1;9;7;12;4;8;1
7;5;11;2;6;3;1;8;12;10;4;9;1
5;10;8;7;12;1;3;6;2;9;4;11;1
7;2;6;3;4;9;5;1;8;10;12;11;1
5;8;10;7;12;9;3;11;4;2;6;1;1
5;6;4;7;2;1;3;9;12;8;10;11;1
4;8;2;10;7;6;5;11;3;12;1;9;1
4;8;11;10;7;5;6;2;12;9;3;1;1
4;8;11;10;7;5;6;2;3;12;1;9;1
4;8;11;10;7;5;6;2;3;12;1;9;1
5;8;10;7;12;1;3;9;4;6;2;11;1
5;8;10;7;12;1;3;9;2;6;4;11;1
10;4;7;1;2;3;9;6;12;11;5;8;1
7;4;10;1;2;3;6;9;12;11;5;8;1
4;8;10;7;12;1;6;9;2;11;5;3;1
7;4;10;12;6;1;3;9;2;11;5;8;1
12;2;6;1;5;3;8;11;7;10;4;9;1
6;8;12;3;4;9;5;11;7;10;2;1;1
7;2;6;3;10;9;5;11;12;8;4;1;1
3;6;2;7;4;9;5;11;12;8;10;1;1
4;8;11;10;7;5;6;2;3;12;1;9;1
4;8;11;7;12;1;6;2;3;10;5;9;1
1;8;9;10;7;5;12;2;3;6;4;11;1
5;8;10;7;6;1;2;9;3;12;4;11;1
5;8;10;7;12;1;3;9;2;6;4;11;1
5;8;10;7;3;1;12;9;2;6;4;11;1
5;8;9;2;12;1;3;6;7;10;4;11;1
11;5;10;7;2;3;8;6;1;12;4;9;1
5;8;10;7;12;1;3;9;2;6;4;11;1
5;8;10;7;12;1;3;9;2;6;4;11;1
5;8;10;7;6;4;2;9;3;12;1;11;1
1;8;6;10;7;5;3;9;2;11;4;12;1
5;8;10;7;12;1;3;9;2;6;4;11;1
5;8;10;7;12;1;3;9;2;6;4;11;1
3;12;9;5;8;7;1;10;2;6;4;11;1
6;12;2;5;4;7;1;9;10;3;8;11;1
11;5;12;1;2;3;4;6;7;8;10;9;1
1;2;11;9;5;3;8;6;7;10;4;12;1
7;10;8;5;12;1;3;9;2;6;4;11;1
5;8;10;3;4;1;7;9;2;6;12;11;1
11;4;12;1;2;3;8;6;7;10;5;9;1
6;2;7;1;4;9;5;11;12;8;10;3;1
5;8;10;7;12;1;3;9;2;6;4;11;1
5;8;10;7;12;1;3;9;2;6;4;11;1
7;11;4;2;10;3;1;9;12;8;6;5;1
7;4;5;2;6;3;8;9;12;11;10;1;1
12;4;11;2;9;3;8;6;7;10;5;1;1
11;4;10;2;6;3;8;1;7;12;5;9;1
12;8;10;7;6;4;3;9;2;5;1;11;1
1;8;9;10;7;5;12;3;2;6;4;11;1
11;5;12;1;7;3;8;9;2;6;4;10;1
10;5;12;1;2;3;8;6;7;9;4;11;1
7;2;6;3;4;9;5;11;8;10;12;1;1
7;12;6;5;4;1;3;9;2;8;10;11;1
5;8;10;7;12;1;3;9;2;6;4;11;1
5;8;10;7;12;1;3;9;2;11;4;6;1
4;3;2;1;7;5;6;11;12;8;10;9;1
4;8;11;10;7;5;6;2;3;12;1;9;1
7;2;8;3;10;9;5;1;12;6;4;11;1
3;6;4;8;2;1;5;11;12;7;10;9;1
4;8;10;7;12;1;11;9;2;6;5;3;1
5;8;10;7;6;4;2;11;3;12;1;9;1
4;8;11;10;7;5;6;2;3;12;1;9;1
4;8;11;10;7;5;6;2;3;12;1;9;1
4;3;2;1;7;9;5;11;12;8;10;6;1
4;11;6;3;7;5;9;2;12;8;10;1;1
5;8;10;7;6;4;3;11;2;12;1;9;1
1;8;9;10;7;5;12;3;2;6;4;11;1
1;12;4;10;2;3;8;6;7;9;5;11;1
11;5;12;1;2;10;8;6;9;3;4;7;1
6;9;2;5;4;7;1;10;12;8;3;11;1
12;2;6;8;4;7;1;10;9;3;5;11;1
5;8;10;7;12;1;3;9;2;6;4;11;1
5;8;10;7;12;1;3;9;2;6;4;11;1
11;5;12;1;7;8;3;9;2;6;4;10;1
5;8;9;2;12;1;3;6;7;10;4;11;1
11;5;12;1;2;3;8;6;7;10;4;9;1
11;5;12;1;2;3;8;6;7;10;4;9;1
7;12;6;5;4;11;3;9;2;8;10;1;1
