"X29L";"X17L";"X21L";"X27L";"X5L";"X12L";"X14L";"X15L";"X9L";"X2L";"X24L";"X18L";"X10L";"X3L";"X11L";"X8L";"X13L";"X22L";"X1L";"X31L";"X16L";"X30L";"X26L";"X20L";"X7L";"X28L";"X4L";"X32L";"X25L";"X19L";"X23L";"X6L"
29;17;21;27;5;12;14;15;9;2;24;18;10;3;11;8;13;22;1;31;16;30;26;20;7;28;4;32;25;19;23;6
29;17;21;15;5;12;14;27;9;2;24;18;10;3;11;8;13;22;1;31;16;30;26;20;7;28;4;32;25;19;23;6
29;17;21;15;5;12;14;27;9;2;24;18;10;3;11;8;13;22;1;31;16;30;26;20;7;28;4;32;25;19;23;6
29;17;21;15;5;12;14;11;9;2;24;18;10;3;27;8;13;22;1;31;16;30;26;20;7;28;4;32;25;19;23;6
29;17;21;15;5;12;14;11;9;2;24;18;10;3;27;8;13;22;1;31;16;30;26;20;7;28;4;32;25;19;23;6
29;17;21;15;5;12;14;11;9;32;24;18;10;3;27;8;13;22;1;31;16;30;26;20;7;28;4;2;25;19;23;6
29;17;21;15;5;12;14;11;9;32;24;18;10;3;27;8;13;22;1;31;16;30;26;20;7;28;4;2;25;19;23;6
29;17;21;15;5;12;14;11;9;32;24;18;10;3;27;8;28;22;1;31;16;30;26;20;7;13;4;2;25;19;23;6
29;17;21;15;5;12;14;11;9;32;24;18;10;3;27;8;28;22;1;31;16;30;26;20;7;13;4;2;25;19;23;6
29;17;21;15;5;12;26;11;9;32;24;18;10;3;27;8;28;22;1;31;16;30;14;20;7;13;4;2;25;19;23;6
29;17;21;15;5;12;26;11;9;32;24;18;10;3;27;8;28;22;1;31;16;30;14;20;7;13;4;2;25;19;23;6
29;17;21;15;5;12;26;11;9;32;20;18;10;3;27;8;28;22;1;31;16;30;14;24;7;13;4;2;25;19;23;6
29;17;21;15;5;12;26;11;9;32;20;18;10;3;27;8;28;22;1;31;16;30;14;24;7;13;4;2;25;19;23;6
29;17;21;15;5;12;26;11;9;32;20;18;10;3;27;8;28;22;1;31;16;30;14;7;24;13;4;2;25;19;23;6
29;17;21;15;5;12;26;11;9;32;20;18;10;3;27;8;28;22;1;31;16;30;14;7;24;13;4;2;25;19;23;6
29;17;21;15;5;12;26;11;9;32;20;18;10;3;27;7;28;22;1;31;16;30;14;8;24;13;4;2;25;19;23;6
29;17;21;15;5;12;26;11;9;32;20;18;10;3;27;7;28;22;1;31;16;30;14;8;24;13;4;2;25;19;23;6
29;17;21;15;5;12;26;11;9;32;20;18;10;27;3;7;28;22;1;31;16;30;14;8;24;13;4;2;25;19;23;6
29;17;21;15;5;12;26;11;9;32;20;18;10;27;3;7;28;22;1;31;16;30;14;8;24;13;4;2;25;19;23;6
29;17;21;15;5;11;26;12;9;32;20;18;10;27;3;7;28;22;1;31;16;30;14;8;24;13;4;2;25;19;23;6
29;17;21;15;5;11;26;12;9;32;20;18;10;27;3;7;28;22;1;31;16;30;14;8;24;13;4;2;25;19;23;6
29;17;21;15;5;11;26;12;9;32;20;10;18;27;3;7;28;22;1;31;16;30;14;8;24;13;4;2;25;19;23;6
29;17;21;15;5;11;26;12;9;32;20;10;18;27;3;7;28;22;1;31;16;30;14;8;24;13;4;2;25;19;23;6
29;17;21;15;5;20;26;12;9;32;11;10;18;27;3;7;28;22;1;31;16;30;14;8;24;13;4;2;25;19;23;6
29;17;21;15;5;20;26;12;9;32;11;10;18;27;3;7;28;22;1;31;16;30;14;8;24;13;4;2;25;19;23;6
29;17;21;15;25;20;26;12;9;32;11;10;18;27;3;7;28;22;1;31;16;30;14;8;24;13;4;2;5;19;23;6
29;17;21;15;25;20;26;12;9;32;11;10;18;27;3;7;28;22;1;31;16;30;14;8;24;13;4;2;5;19;23;6
29;17;21;15;25;20;26;12;9;32;11;10;18;27;3;7;28;22;1;31;16;30;14;8;24;13;23;2;5;19;4;6
29;17;21;15;25;20;26;12;9;32;11;10;18;27;3;7;28;22;1;31;16;30;14;8;24;13;23;2;5;19;4;6
29;17;21;15;25;20;26;12;9;32;11;10;18;27;3;7;28;22;16;31;1;30;14;8;24;13;23;2;5;19;4;6
29;17;21;15;25;20;26;12;9;32;11;10;18;27;3;7;28;22;16;31;1;30;14;8;24;13;23;2;5;19;4;6
29;17;21;15;25;20;26;12;9;32;11;10;18;27;3;7;28;14;16;31;1;30;22;8;24;13;23;2;5;19;4;6
29;17;21;15;25;20;26;12;9;32;11;10;18;27;3;7;28;14;16;31;1;30;22;8;24;13;23;2;5;19;4;6
29;17;21;15;25;20;26;12;9;32;11;10;18;27;3;7;28;13;16;31;1;30;22;8;24;14;23;2;5;19;4;6
29;17;21;15;25;20;26;12;9;32;11;10;18;27;3;7;28;13;16;31;1;30;22;8;24;14;23;2;5;19;4;6
29;17;21;15;25;20;19;12;9;32;11;10;18;27;3;7;28;13;16;31;1;30;22;8;24;14;23;2;5;26;4;6
29;17;21;15;25;20;19;12;9;32;11;10;18;27;3;7;28;13;16;31;1;30;22;8;24;14;23;2;5;26;4;6
29;17;21;15;25;20;19;12;9;32;11;10;18;27;7;3;28;13;16;31;1;30;22;8;24;14;23;2;5;26;4;6
29;17;21;15;25;20;19;12;9;32;11;10;18;27;7;3;28;13;16;31;1;30;22;8;24;14;23;2;5;26;4;6
29;17;21;15;30;20;19;12;9;32;11;10;18;27;7;3;28;13;16;31;1;25;22;8;24;14;23;2;5;26;4;6
29;17;21;15;30;20;19;12;9;32;11;10;18;27;7;3;28;13;16;31;1;25;22;8;24;14;23;2;5;26;4;6
29;17;21;15;30;20;19;12;28;32;11;10;18;27;7;3;9;13;16;31;1;25;22;8;24;14;23;2;5;26;4;6
29;17;21;15;30;20;19;12;28;32;11;10;18;27;7;3;9;13;16;31;1;25;22;8;24;14;23;2;5;26;4;6
29;17;21;15;30;20;19;12;28;32;11;10;18;27;7;5;9;13;16;31;1;25;22;8;24;14;23;2;3;26;4;6
29;17;21;15;30;20;19;12;28;32;11;10;18;27;7;5;9;13;16;31;1;25;22;8;24;14;23;2;3;26;4;6
29;17;21;6;30;20;19;12;28;32;11;10;18;27;7;5;9;13;16;31;1;25;22;8;24;14;23;2;3;26;4;15
29;17;21;6;30;20;19;12;28;32;11;10;18;27;7;5;9;13;16;31;1;25;22;8;24;14;23;2;3;26;4;15
29;7;21;6;30;20;19;12;28;32;11;10;18;27;17;5;9;13;16;31;1;25;22;8;24;14;23;2;3;26;4;15
29;7;21;6;30;20;19;12;28;32;11;10;18;27;17;5;9;13;16;31;1;25;22;8;24;14;23;2;3;26;4;15
29;7;21;6;30;20;19;12;28;32;11;10;18;27;17;5;9;13;1;31;16;25;22;8;24;14;23;2;3;26;4;15
29;7;21;6;30;20;19;12;28;32;11;10;18;27;17;5;9;13;1;31;16;25;22;8;24;14;23;2;3;26;4;15
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;1;31;16;25;22;8;24;14;23;2;3;26;4;15
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;1;31;16;25;22;8;24;14;23;2;3;26;4;15
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;1;31;16;15;22;8;24;14;23;2;3;26;4;25
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;1;31;16;15;22;8;24;14;23;2;3;26;4;25
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;1;31;16;2;22;8;24;14;23;15;3;26;4;25
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;1;31;16;2;22;8;24;14;23;15;3;26;4;25
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;1;31;16;2;22;8;24;14;26;15;3;23;4;25
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;1;31;16;2;22;8;24;14;26;15;3;23;4;25
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;1;25;16;2;22;8;24;14;26;15;3;23;4;31
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;1;25;16;2;22;8;24;14;26;15;3;23;4;31
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;25;1;16;2;22;8;24;14;26;15;3;23;4;31
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;5;18;13;25;1;16;2;22;8;24;14;26;15;3;23;4;31
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;26;18;13;25;1;16;2;22;8;24;14;5;15;3;23;4;31
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;26;18;13;25;1;16;2;22;8;24;14;5;15;3;23;4;31
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;26;18;13;22;1;16;2;25;8;24;14;5;15;3;23;4;31
29;7;21;6;30;20;19;12;28;32;11;10;9;27;17;26;18;13;22;1;16;2;25;8;24;14;5;15;3;23;4;31
19;7;21;6;30;20;29;12;28;32;11;10;9;27;17;26;18;13;22;1;16;2;25;8;24;14;5;15;3;23;4;31
19;7;21;6;30;20;29;12;28;32;11;10;9;27;17;26;18;13;22;1;16;2;25;8;24;14;5;15;3;23;4;31
19;7;21;6;30;20;29;12;28;32;11;10;9;27;17;26;18;13;22;1;16;4;25;8;24;14;5;15;3;23;2;31
19;7;21;6;30;20;29;12;28;32;11;10;9;27;17;26;18;13;22;1;16;4;25;8;24;14;5;15;3;23;2;31
19;7;21;29;30;20;6;12;28;32;11;10;9;27;17;26;18;13;22;1;16;4;25;8;24;14;5;15;3;23;2;31
19;7;21;29;30;20;6;12;28;32;11;10;9;27;17;26;18;13;22;1;16;4;25;8;24;14;5;15;3;23;2;31
19;7;21;29;30;20;6;12;28;32;11;10;9;27;22;26;18;13;17;1;16;4;25;8;24;14;5;15;3;23;2;31
