"X1";"X24384";"X5";"X8";"X2";"X11";"X10";"X1.1";"X12";"X6";"X9";"X4";"X7";"X3"
1;24384;5;8;2;11;10;1;12;6;9;4;7;3
10;8;2;11;5;1;12;6;9;4;7;3;1;23394
1;23394;10;8;2;11;5;1;12;6;9;4;7;3
10;8;2;11;3;1;12;6;9;4;7;5;1;32592
1;32592;10;8;2;11;3;1;12;6;9;4;7;5
10;8;2;11;7;1;12;6;9;4;3;5;1;30264
1;30264;10;8;2;11;7;1;12;6;9;4;3;5
10;8;2;11;7;1;12;6;9;3;4;5;1;38586
1;38586;10;8;2;11;7;1;12;6;9;3;4;5
10;8;2;11;9;1;12;6;7;3;4;5;1;43526
1;43526;10;8;2;11;9;1;12;6;7;3;4;5
10;8;9;11;2;1;12;6;7;3;4;5;1;41410
1;41410;10;8;9;11;2;1;12;6;7;3;4;5
10;6;9;11;2;1;12;8;7;3;4;5;1;49898
1;49898;10;6;9;11;2;1;12;8;7;3;4;5
10;6;9;11;2;1;12;8;5;3;4;7;1;56276
1;56276;10;6;9;11;2;1;12;8;5;3;4;7
10;6;9;11;2;1;3;8;5;12;4;7;1;59282
1;59282;10;6;9;11;2;1;3;8;5;12;4;7
10;6;9;11;2;1;3;7;5;12;4;8;1;53920
1;53920;10;6;9;11;2;1;3;7;5;12;4;8
10;6;9;11;2;1;3;5;7;12;4;8;1;59894
1;53920;10;6;9;11;2;1;3;7;5;12;4;8
10;9;6;11;2;1;3;7;5;12;4;8;1;60160
1;60160;10;9;6;11;2;1;3;7;5;12;4;8
10;9;1;11;2;6;3;7;5;12;4;8;1;47194
1;47194;10;9;1;11;2;6;3;7;5;12;4;8
10;9;1;8;2;6;3;7;5;12;4;11;1;39938
1;39938;10;9;1;8;2;6;3;7;5;12;4;11
10;9;1;8;12;6;3;7;5;2;4;11;1;46720
1;46720;10;9;1;8;12;6;3;7;5;2;4;11
10;9;1;8;12;6;3;7;11;2;4;5;1;45956
1;45956;10;9;1;8;12;6;3;7;11;2;4;5
10;9;1;8;12;6;3;7;2;11;4;5;1;42860
1;42860;10;9;1;8;12;6;3;7;2;11;4;5
3;9;1;8;12;6;10;7;2;11;4;5;1;43082
1;43082;3;9;1;8;12;6;10;7;2;11;4;5
3;11;1;8;12;6;10;7;2;9;4;5;1;34916
1;34916;3;11;1;8;12;6;10;7;2;9;4;5
3;11;1;8;12;6;10;7;2;4;9;5;1;38286
2;38286;3;11;1;8;12;6;10;7;2;4;9;5
7;11;1;8;12;6;10;3;2;4;9;5;2;32932
2;32932;7;11;1;8;12;6;10;3;2;4;9;5
