"X1";"X5966794";"X24";"X16";"X6";"X25";"X2";"X7";"X9";"X17";"X20";"X3";"X15";"X13";"X8";"X12";"X14";"X5";"X26";"X11";"X19";"X4";"X21";"X18";"X10";"X1.1";"X22";"X23"
1;5966794;24;16;6;25;2;7;9;17;20;3;15;13;8;12;14;5;26;11;19;4;21;18;10;1;22;23
24;16;6;25;2;7;9;17;20;3;15;13;8;12;14;10;26;11;19;4;21;18;5;1;22;23;1;6166931
1;6166931;24;16;6;25;2;7;9;17;20;3;15;13;8;12;14;10;26;11;19;4;21;18;5;1;22;23
26;16;6;25;2;7;9;17;20;3;15;13;8;12;14;10;24;11;19;4;21;18;5;1;22;23;1;6186362
1;6186362;26;16;6;25;2;7;9;17;20;3;15;13;8;12;14;10;24;11;19;4;21;18;5;1;22;23
26;16;6;25;3;7;9;17;20;2;15;13;8;12;14;10;24;11;19;4;21;18;5;1;22;23;1;6108288
1;6108288;26;16;6;25;3;7;9;17;20;2;15;13;8;12;14;10;24;11;19;4;21;18;5;1;22;23
26;16;6;25;3;7;9;17;20;2;15;13;8;12;14;10;24;11;19;4;21;18;22;1;5;23;1;6076685
1;6076685;26;16;6;25;3;7;9;17;20;2;15;13;8;12;14;10;24;11;19;4;21;18;22;1;5;23
21;16;6;25;3;7;9;17;20;2;15;13;8;12;14;10;24;11;19;4;26;18;22;1;5;23;1;6059226
1;6059226;21;16;6;25;3;7;9;17;20;2;15;13;8;12;14;10;24;11;19;4;26;18;22;1;5;23
21;16;24;25;3;7;9;17;20;2;15;13;8;12;14;10;6;11;19;4;26;18;22;1;5;23;1;6047585
1;6047585;21;16;24;25;3;7;9;17;20;2;15;13;8;12;14;10;6;11;19;4;26;18;22;1;5;23
21;16;24;25;3;7;9;17;20;2;15;13;8;12;14;10;6;11;19;4;22;18;26;1;5;23;1;6047740
1;6047740;21;16;24;25;3;7;9;17;20;2;15;13;8;12;14;10;6;11;19;4;22;18;26;1;5;23
21;16;24;3;25;7;9;17;20;2;15;13;8;12;14;10;6;11;19;4;22;18;26;1;5;23;1;6047920
1;6047920;21;16;24;3;25;7;9;17;20;2;15;13;8;12;14;10;6;11;19;4;22;18;26;1;5;23
21;16;24;3;25;7;9;17;20;2;15;13;22;12;14;10;6;11;19;4;8;18;26;1;5;23;1;6121808
1;6121808;21;16;24;3;25;7;9;17;20;2;15;13;22;12;14;10;6;11;19;4;8;18;26;1;5;23
21;16;24;3;25;7;9;17;20;2;15;23;22;12;14;10;6;11;19;4;8;18;26;1;5;13;1;6134982
1;6134982;21;16;24;3;25;7;9;17;20;2;15;23;22;12;14;10;6;11;19;4;8;18;26;1;5;13
21;23;24;3;25;7;9;17;20;2;15;16;22;12;14;10;6;11;19;4;8;18;26;1;5;13;1;6135822
1;6135822;21;23;24;3;25;7;9;17;20;2;15;16;22;12;14;10;6;11;19;4;8;18;26;1;5;13
21;23;24;3;25;7;9;14;20;2;15;16;22;12;17;10;6;11;19;4;8;18;26;1;5;13;1;6185454
1;6185454;21;23;24;3;25;7;9;14;20;2;15;16;22;12;17;10;6;11;19;4;8;18;26;1;5;13
21;23;24;3;25;7;9;14;20;2;8;16;22;12;17;10;6;11;19;4;15;18;26;1;5;13;1;6144560
1;6144560;21;23;24;3;25;7;9;14;20;2;8;16;22;12;17;10;6;11;19;4;15;18;26;1;5;13
21;23;24;3;25;7;9;14;17;2;8;16;22;12;20;10;6;11;19;4;15;18;26;1;5;13;1;6087433
1;6087433;21;23;24;3;25;7;9;14;17;2;8;16;22;12;20;10;6;11;19;4;15;18;26;1;5;13
13;23;24;3;25;7;9;14;17;2;8;16;22;12;20;10;6;11;19;4;15;18;26;1;5;21;1;6065136
1;6065136;13;23;24;3;25;7;9;14;17;2;8;16;22;12;20;10;6;11;19;4;15;18;26;1;5;21
13;2;24;3;25;7;9;14;17;23;8;16;22;12;20;10;6;11;19;4;15;18;26;1;5;21;1;6052900
1;6052900;13;2;24;3;25;7;9;14;17;23;8;16;22;12;20;10;6;11;19;4;15;18;26;1;5;21
13;2;24;3;25;7;9;14;17;23;8;16;22;26;20;10;6;11;19;4;15;18;12;1;5;21;1;6065649
1;6065649;13;2;24;3;25;7;9;14;17;23;8;16;22;26;20;10;6;11;19;4;15;18;12;1;5;21
13;2;24;3;25;7;9;14;17;23;8;16;22;26;20;10;6;11;19;4;15;18;12;1;21;5;1;6065649
1;6065649;13;2;24;3;25;7;9;14;17;23;8;16;22;26;20;10;6;11;19;4;15;18;12;1;21;5
20;2;24;3;25;7;9;14;17;23;8;16;22;26;13;10;6;11;19;4;15;18;12;1;21;5;1;6064043
1;6064043;20;2;24;3;25;7;9;14;17;23;8;16;22;26;13;10;6;11;19;4;15;18;12;1;21;5
20;2;24;3;25;7;9;14;17;23;8;16;22;26;13;10;15;11;19;4;6;18;12;1;21;5;1;6019192
2;6019192;20;2;24;3;25;7;9;14;17;23;8;16;22;26;13;10;15;11;19;4;6;18;12;1;21;5
20;2;24;3;25;7;9;14;17;23;8;16;22;26;13;11;15;10;19;4;6;18;12;1;21;5;2;6027826
2;6027826;20;2;24;3;25;7;9;14;17;23;8;16;22;26;13;11;15;10;19;4;6;18;12;1;21;5
20;2;24;3;25;7;9;14;17;23;15;16;22;26;13;11;8;10;19;4;6;18;12;1;21;5;2;6041978
2;6041978;20;2;24;3;25;7;9;14;17;23;15;16;22;26;13;11;8;10;19;4;6;18;12;1;21;5
20;2;24;3;25;7;9;14;17;1;15;16;22;26;13;11;8;10;19;4;6;18;12;23;21;5;2;5983381
2;5983381;20;2;24;3;25;7;9;14;17;1;15;16;22;26;13;11;8;10;19;4;6;18;12;23;21;5
20;2;24;3;25;7;9;14;17;1;15;16;22;26;13;11;8;10;19;6;4;18;12;23;21;5;2;5988022
2;5988022;20;2;24;3;25;7;9;14;17;1;15;16;22;26;13;11;8;10;19;6;4;18;12;23;21;5
20;2;24;3;25;13;9;14;17;1;15;16;22;26;7;11;8;10;19;6;4;18;12;23;21;5;2;5954104
2;5954104;20;2;24;3;25;13;9;14;17;1;15;16;22;26;7;11;8;10;19;6;4;18;12;23;21;5
20;2;24;3;25;13;9;14;17;1;15;12;22;26;7;11;8;10;19;6;4;18;16;23;21;5;2;5935997
2;5935997;20;2;24;3;25;13;9;14;17;1;15;12;22;26;7;11;8;10;19;6;4;18;16;23;21;5
10;2;24;3;25;13;9;14;17;1;15;12;22;26;7;11;8;20;19;6;4;18;16;23;21;5;2;5966349
2;5966349;10;2;24;3;25;13;9;14;17;1;15;12;22;26;7;11;8;20;19;6;4;18;16;23;21;5
10;2;24;3;25;13;8;14;17;1;15;12;22;26;7;11;9;20;19;6;4;18;16;23;21;5;2;5907353
2;5907353;10;2;24;3;25;13;8;14;17;1;15;12;22;26;7;11;9;20;19;6;4;18;16;23;21;5
