"X1";"X52832";"X6";"X1.1";"X10";"X8";"X4";"X12";"X5";"X9";"X11";"X7";"X2";"X3"
1;52832;6;1;10;8;4;12;5;9;11;7;2;3
6;1;10;8;4;12;5;9;7;11;2;3;1;50500
1;50500;6;1;10;8;4;12;5;9;7;11;2;3
6;1;10;8;4;12;9;5;7;11;2;3;1;44932
1;44932;6;1;10;8;4;12;9;5;7;11;2;3
6;1;12;8;4;10;9;5;7;11;2;3;1;31060
1;31060;6;1;12;8;4;10;9;5;7;11;2;3
6;1;8;12;4;10;9;5;7;11;2;3;1;29582
1;29582;6;1;8;12;4;10;9;5;7;11;2;3
6;1;8;12;4;2;9;5;7;11;10;3;1;31862
1;31862;6;1;8;12;4;2;9;5;7;11;10;3
6;1;11;12;4;2;9;5;7;8;10;3;1;35230
1;35230;6;1;11;12;4;2;9;5;7;8;10;3
6;1;11;12;4;2;9;3;7;8;10;5;1;41164
1;41164;6;1;11;12;4;2;9;3;7;8;10;5
6;1;11;2;4;12;9;3;7;8;10;5;1;52666
1;52666;6;1;11;2;4;12;9;3;7;8;10;5
6;1;11;12;4;2;9;3;7;8;10;5;1;41164
1;41164;6;1;11;12;4;2;9;3;7;8;10;5
8;1;11;12;4;2;9;3;7;6;10;5;1;47690
1;47690;8;1;11;12;4;2;9;3;7;6;10;5
8;1;11;12;4;2;9;7;3;6;10;5;1;50548
1;50548;8;1;11;12;4;2;9;7;3;6;10;5
8;1;11;12;4;2;9;7;6;3;10;5;1;38820
1;38820;8;1;11;12;4;2;9;7;6;3;10;5
2;1;11;12;4;8;9;7;6;3;10;5;1;37648
1;37648;2;1;11;12;4;8;9;7;6;3;10;5
2;1;4;12;11;8;9;7;6;3;10;5;1;40128
1;40128;2;1;4;12;11;8;9;7;6;3;10;5
2;7;4;12;11;8;9;1;6;3;10;5;1;46264
1;46264;2;7;4;12;11;8;9;1;6;3;10;5
2;7;4;12;11;8;9;1;6;5;10;3;1;47224
1;47224;2;7;4;12;11;8;9;1;6;5;10;3
2;7;4;12;6;8;9;1;11;5;10;3;1;46266
1;46266;2;7;4;12;6;8;9;1;11;5;10;3
2;4;7;12;6;8;9;1;11;5;10;3;1;38850
1;38850;2;4;7;12;6;8;9;1;11;5;10;3
8;4;7;12;6;2;9;1;11;5;10;3;1;41824
1;41824;8;4;7;12;6;2;9;1;11;5;10;3
8;4;7;12;6;11;9;1;2;5;10;3;1;46124
2;46124;8;4;7;12;6;11;9;1;2;5;10;3
8;4;5;12;6;11;9;1;2;7;10;3;2;42728
2;42728;8;4;5;12;6;11;9;1;2;7;10;3
8;1;5;12;6;11;9;4;2;7;10;3;2;45968
2;45968;8;1;5;12;6;11;9;4;2;7;10;3
8;1;5;12;4;11;9;6;2;7;10;3;2;53350
2;45968;8;1;5;12;6;11;9;4;2;7;10;3
8;1;5;12;6;11;10;4;2;7;9;3;2;42326
2;42326;8;1;5;12;6;11;10;4;2;7;9;3
8;1;5;4;6;11;10;12;2;7;9;3;2;38214
2;38214;8;1;5;4;6;11;10;12;2;7;9;3
8;1;5;4;6;11;3;12;2;7;9;10;2;34424
2;34424;8;1;5;4;6;11;3;12;2;7;9;10
8;6;5;4;1;11;3;12;2;7;9;10;2;28302
2;28302;8;6;5;4;1;11;3;12;2;7;9;10
8;6;5;4;9;11;3;12;2;7;1;10;2;29220
2;29220;8;6;5;4;9;11;3;12;2;7;1;10
7;6;5;4;9;11;3;12;2;8;1;10;2;43952
2;43952;7;6;5;4;9;11;3;12;2;8;1;10
7;6;5;1;9;11;3;12;2;8;4;10;2;42192
2;42192;7;6;5;1;9;11;3;12;2;8;4;10
7;6;5;1;3;11;9;12;2;8;4;10;2;47602
2;47602;7;6;5;1;3;11;9;12;2;8;4;10
7;6;5;1;3;11;10;12;2;8;4;9;2;46850
2;46850;7;6;5;1;3;11;10;12;2;8;4;9
7;6;10;1;3;11;5;12;2;8;4;9;2;47290
2;47290;7;6;10;1;3;11;5;12;2;8;4;9
7;6;10;1;5;11;3;12;2;8;4;9;2;45072
2;45072;7;6;10;1;5;11;3;12;2;8;4;9
7;6;1;10;5;11;3;12;2;8;4;9;2;45048
2;45048;7;6;1;10;5;11;3;12;2;8;4;9
7;6;11;10;5;1;3;12;2;8;4;9;2;56110
2;45048;7;6;1;10;5;11;3;12;2;8;4;9
7;6;9;10;5;11;3;12;2;8;4;1;2;43624
2;43624;7;6;9;10;5;11;3;12;2;8;4;1
7;6;9;10;5;11;12;3;2;8;4;1;2;40216
2;40216;7;6;9;10;5;11;12;3;2;8;4;1
7;6;2;10;5;11;12;3;9;8;4;1;2;40436
2;40436;7;6;2;10;5;11;12;3;9;8;4;1
7;5;2;10;6;11;12;3;9;8;4;1;2;32762
3;32762;7;5;2;10;6;11;12;3;9;8;4;1
7;5;3;10;6;11;12;2;9;8;4;1;3;37030
3;37030;7;5;3;10;6;11;12;2;9;8;4;1
7;2;3;10;6;11;12;5;9;8;4;1;3;43130
3;43130;7;2;3;10;6;11;12;5;9;8;4;1
8;2;3;10;6;11;12;5;9;7;4;1;3;41992
3;41992;8;2;3;10;6;11;12;5;9;7;4;1
8;2;5;10;6;11;12;3;9;7;4;1;3;52104
3;41992;8;2;3;10;6;11;12;5;9;7;4;1
8;2;3;7;6;11;12;5;9;10;4;1;3;47962
3;47962;8;2;3;7;6;11;12;5;9;10;4;1
8;11;3;7;6;2;12;5;9;10;4;1;3;36614
3;36614;8;11;3;7;6;2;12;5;9;10;4;1
5;11;3;7;6;2;12;8;9;10;4;1;3;31904
3;31904;5;11;3;7;6;2;12;8;9;10;4;1
5;11;3;7;6;9;12;8;2;10;4;1;3;24748
3;24748;5;11;3;7;6;9;12;8;2;10;4;1
6;11;3;7;5;9;12;8;2;10;4;1;3;29774
3;29774;6;11;3;7;5;9;12;8;2;10;4;1
9;11;3;7;5;6;12;8;2;10;4;1;3;27642
3;27642;9;11;3;7;5;6;12;8;2;10;4;1
9;11;3;7;5;6;1;8;2;10;4;12;3;32280
3;32280;9;11;3;7;5;6;1;8;2;10;4;12
9;11;3;7;5;6;1;12;2;10;4;8;3;40916
3;40916;9;11;3;7;5;6;1;12;2;10;4;8
9;11;5;7;3;6;1;12;2;10;4;8;3;41130
3;41130;9;11;5;7;3;6;1;12;2;10;4;8
9;7;5;11;3;6;1;12;2;10;4;8;3;57490
3;57490;9;7;5;11;3;6;1;12;2;10;4;8
9;7;11;5;3;6;1;12;2;10;4;8;3;55920
3;55920;9;7;11;5;3;6;1;12;2;10;4;8
8;7;11;5;3;6;1;12;2;10;4;9;3;65508
3;65508;8;7;11;5;3;6;1;12;2;10;4;9
1;7;11;5;3;6;8;12;2;10;4;9;3;51544
3;51544;1;7;11;5;3;6;8;12;2;10;4;9
1;10;11;5;3;6;8;12;2;7;4;9;3;34038
3;34038;1;10;11;5;3;6;8;12;2;7;4;9
1;10;11;5;3;6;8;4;2;7;12;9;3;37424
3;37424;1;10;11;5;3;6;8;4;2;7;12;9
1;3;11;5;10;6;8;4;2;7;12;9;3;48470
4;48470;1;3;11;5;10;6;8;4;2;7;12;9
1;3;11;5;8;6;10;4;2;7;12;9;4;52792
4;52792;1;3;11;5;8;6;10;4;2;7;12;9
1;3;12;5;8;6;10;4;2;7;11;9;4;57642
4;57642;1;3;12;5;8;6;10;4;2;7;11;9
1;3;12;5;8;6;10;7;2;4;11;9;4;56254
4;56254;1;3;12;5;8;6;10;7;2;4;11;9
1;3;12;5;8;6;10;4;2;7;11;9;4;57642
4;56254;1;3;12;5;8;6;10;7;2;4;11;9
1;3;12;5;8;6;10;7;4;2;11;9;4;52304
4;52304;1;3;12;5;8;6;10;7;4;2;11;9
1;12;3;5;8;6;10;7;4;2;11;9;4;47148
4;47148;1;12;3;5;8;6;10;7;4;2;11;9
9;12;3;5;8;6;10;7;4;2;11;1;4;38004
4;38004;9;12;3;5;8;6;10;7;4;2;11;1
9;7;3;5;8;6;10;12;4;2;11;1;4;50588
4;50588;9;7;3;5;8;6;10;12;4;2;11;1
9;7;3;5;1;6;10;12;4;2;11;8;4;56706
4;56706;9;7;3;5;1;6;10;12;4;2;11;8
9;7;3;5;1;6;10;12;4;11;2;8;4;46674
4;46674;9;7;3;5;1;6;10;12;4;11;2;8
9;7;3;5;4;6;10;12;1;11;2;8;4;43240
4;43240;9;7;3;5;4;6;10;12;1;11;2;8
12;7;3;5;4;6;10;9;1;11;2;8;4;51832
4;51832;12;7;3;5;4;6;10;9;1;11;2;8
12;7;6;5;4;3;10;9;1;11;2;8;4;43172
4;43172;12;7;6;5;4;3;10;9;1;11;2;8
12;7;6;5;4;3;10;1;9;11;2;8;4;45576
4;45576;12;7;6;5;4;3;10;1;9;11;2;8
12;7;6;5;8;3;10;1;9;11;2;4;4;49068
4;49068;12;7;6;5;8;3;10;1;9;11;2;4
12;7;6;11;8;3;10;1;9;5;2;4;4;50746
4;49068;12;7;6;5;8;3;10;1;9;11;2;4
4;7;6;5;8;3;10;1;9;11;2;12;4;43890
4;43890;4;7;6;5;8;3;10;1;9;11;2;12
4;7;6;5;8;3;10;2;9;11;1;12;4;52330
4;52330;4;7;6;5;8;3;10;2;9;11;1;12
4;7;10;5;8;3;6;2;9;11;1;12;4;52602
4;52602;4;7;10;5;8;3;6;2;9;11;1;12
4;1;10;5;8;3;6;2;9;11;7;12;4;45746
5;45746;4;1;10;5;8;3;6;2;9;11;7;12
4;1;10;5;11;3;6;2;9;8;7;12;5;52550
5;52550;4;1;10;5;11;3;6;2;9;8;7;12
4;1;10;9;11;3;6;2;5;8;7;12;5;48116
5;48116;4;1;10;9;11;3;6;2;5;8;7;12
4;1;7;9;11;3;6;2;5;8;10;12;5;50450
5;50450;4;1;7;9;11;3;6;2;5;8;10;12
4;1;7;9;11;3;10;2;5;8;6;12;5;48814
5;48814;4;1;7;9;11;3;10;2;5;8;6;12
4;1;7;9;11;3;8;2;5;10;6;12;5;46474
5;46474;4;1;7;9;11;3;8;2;5;10;6;12
4;1;7;9;2;3;8;11;5;10;6;12;5;49460
5;49460;4;1;7;9;2;3;8;11;5;10;6;12
4;1;7;9;8;3;2;11;5;10;6;12;5;47134
5;47134;4;1;7;9;8;3;2;11;5;10;6;12
4;1;11;9;8;3;2;7;5;10;6;12;5;38794
5;38794;4;1;11;9;8;3;2;7;5;10;6;12
4;1;11;9;8;3;12;7;5;10;6;2;5;32514
5;32514;4;1;11;9;8;3;12;7;5;10;6;2
4;1;11;8;9;3;12;7;5;10;6;2;5;32394
5;32394;4;1;11;8;9;3;12;7;5;10;6;2
4;11;1;8;9;3;12;7;5;10;6;2;5;41614
5;32394;4;1;11;8;9;3;12;7;5;10;6;2
4;1;11;8;9;6;12;7;5;10;3;2;5;32538
5;32538;4;1;11;8;9;6;12;7;5;10;3;2
4;1;11;8;9;6;5;7;12;10;3;2;5;34876
5;34876;4;1;11;8;9;6;5;7;12;10;3;2
4;7;11;8;9;6;5;1;12;10;3;2;5;43532
5;34876;4;1;11;8;9;6;5;7;12;10;3;2
4;1;11;12;9;6;5;7;8;10;3;2;5;37162
5;37162;4;1;11;12;9;6;5;7;8;10;3;2
10;1;11;12;9;6;5;7;8;4;3;2;5;44004
5;44004;10;1;11;12;9;6;5;7;8;4;3;2
10;11;1;12;9;6;5;7;8;4;3;2;5;41116
5;41116;10;11;1;12;9;6;5;7;8;4;3;2
11;10;1;12;9;6;5;7;8;4;3;2;5;45922
5;45922;11;10;1;12;9;6;5;7;8;4;3;2
9;10;1;12;11;6;5;7;8;4;3;2;5;46192
5;46192;9;10;1;12;11;6;5;7;8;4;3;2
9;10;1;6;11;12;5;7;8;4;3;2;5;52104
6;46192;9;10;1;12;11;6;5;7;8;4;3;2
9;10;1;12;11;6;5;7;3;4;8;2;6;46276
6;46276;9;10;1;12;11;6;5;7;3;4;8;2
9;10;1;12;6;11;5;7;3;4;8;2;6;48920
6;46276;9;10;1;12;11;6;5;7;3;4;8;2
5;10;1;12;11;6;9;7;3;4;8;2;6;37330
6;37330;5;10;1;12;11;6;9;7;3;4;8;2
8;10;1;12;11;6;9;7;3;4;5;2;6;33906
6;33906;8;10;1;12;11;6;9;7;3;4;5;2
8;10;1;12;11;6;2;7;3;4;5;9;6;31818
6;31818;8;10;1;12;11;6;2;7;3;4;5;9
4;10;1;12;11;6;2;7;3;8;5;9;6;50548
6;31818;8;10;1;12;11;6;2;7;3;4;5;9
8;10;6;12;11;1;2;7;3;4;5;9;6;29568
6;29568;8;10;6;12;11;1;2;7;3;4;5;9
9;10;6;12;11;1;2;7;3;4;5;8;6;38712
6;38712;9;10;6;12;11;1;2;7;3;4;5;8
9;10;4;12;11;1;2;7;3;6;5;8;6;46606
6;46606;9;10;4;12;11;1;2;7;3;6;5;8
9;10;4;12;8;1;2;7;3;6;5;11;6;42966
6;42966;9;10;4;12;8;1;2;7;3;6;5;11
9;1;4;12;8;10;2;7;3;6;5;11;6;45680
6;45680;9;1;4;12;8;10;2;7;3;6;5;11
9;1;4;12;5;10;2;7;3;6;8;11;6;51680
6;51680;9;1;4;12;5;10;2;7;3;6;8;11
9;3;4;12;5;10;2;7;1;6;8;11;6;55680
6;55680;9;3;4;12;5;10;2;7;1;6;8;11
9;3;4;12;5;10;11;7;1;6;8;2;6;61688
6;61688;9;3;4;12;5;10;11;7;1;6;8;2
3;9;4;12;5;10;11;7;1;6;8;2;6;57600
6;57600;3;9;4;12;5;10;11;7;1;6;8;2
3;9;5;12;4;10;11;7;1;6;8;2;6;53738
6;53738;3;9;5;12;4;10;11;7;1;6;8;2
3;9;5;12;4;10;11;1;7;6;8;2;6;53688
6;53688;3;9;5;12;4;10;11;1;7;6;8;2
3;1;5;12;4;10;11;9;7;6;8;2;6;36732
6;36732;3;1;5;12;4;10;11;9;7;6;8;2
3;1;8;12;4;10;11;9;7;6;5;2;6;32824
6;32824;3;1;8;12;4;10;11;9;7;6;5;2
3;1;8;12;4;10;11;9;7;2;5;6;6;32248
7;32248;3;1;8;12;4;10;11;9;7;2;5;6
3;1;6;12;4;10;11;9;7;2;5;8;7;33376
7;33376;3;1;6;12;4;10;11;9;7;2;5;8
3;1;6;12;5;10;11;9;7;2;4;8;7;34808
7;34808;3;1;6;12;5;10;11;9;7;2;4;8
3;1;6;12;10;5;11;9;7;2;4;8;7;46574
7;34808;3;1;6;12;5;10;11;9;7;2;4;8
3;1;9;12;5;10;11;6;7;2;4;8;7;40692
7;40692;3;1;9;12;5;10;11;6;7;2;4;8
4;1;9;12;5;10;11;6;7;2;3;8;7;43858
7;40692;3;1;9;12;5;10;11;6;7;2;4;8
3;1;9;12;5;10;11;6;2;7;4;8;7;47786
7;47786;3;1;9;12;5;10;11;6;2;7;4;8
5;1;9;12;3;10;11;6;2;7;4;8;7;49424
7;49424;5;1;9;12;3;10;11;6;2;7;4;8
5;1;9;12;3;10;11;6;2;7;8;4;7;49180
7;49180;5;1;9;12;3;10;11;6;2;7;8;4
5;1;9;12;3;10;11;6;2;7;4;8;7;49424
7;49424;5;1;9;12;3;10;11;6;2;7;4;8
5;1;9;12;3;4;11;6;2;7;10;8;7;51512
